# idx_orig bit_orig post_llr hard
0 1 84393.60273362 1
1 1 83911.50745594 1
2 0 -74429.20353817 0
3 0 -68811.58906960 0
4 1 83486.54512903 1
5 0 -75076.74628252 0
6 0 -69770.67550227 0
7 0 -86448.15921441 0
8 0 -84699.03208811 0
9 1 77340.45386959 1
10 1 58008.61408896 1
11 0 -84218.46254402 0
12 0 -83957.88129200 0
13 1 91114.49347394 1
14 0 -74038.60514200 0
15 1 81697.76358405 1
16 1 89726.25303699 1
17 1 64931.23643615 1
18 0 -85611.78847818 0
19 1 80684.50534946 1
20 1 90705.53853676 1
21 1 82906.12428423 1
22 0 -78205.35592665 0
23 1 84894.33413000 1
24 0 -63246.78967698 0
25 0 -64715.76474041 0
26 0 -84212.56012094 0
27 1 88212.23385464 1
28 0 -81570.58674827 0
29 0 -73784.81007774 0
30 0 -89906.75931112 0
31 1 47160.83058453 1
32 1 82440.96417141 1
33 1 77170.48160935 1
34 0 -75671.51548358 0
35 1 72228.77331070 1
36 0 -71578.20332214 0
37 1 76048.47923489 1
38 0 -54443.88492874 0
39 1 75717.80002544 1
40 1 73192.93899473 1
41 1 69898.04515220 1
42 1 71296.32422105 1
43 1 70631.31278999 1
44 1 67952.98061651 1
45 0 -40850.93847551 0
46 0 -73790.76117205 0
47 1 71191.54333026 1
48 1 77651.36061254 1
49 0 -77602.70674158 0
50 1 75187.01899800 1
51 1 61044.19171885 1
52 1 52796.17349076 1
53 0 -71350.01582280 0
54 1 59019.32953567 1
55 0 -58551.89197255 0
56 1 75937.59854573 1
57 0 -73345.83782577 0
58 1 65891.23095875 1
59 0 -51160.89147058 0
60 0 -64379.16842834 0
61 1 56668.59340022 1
62 1 65176.20193848 1
63 0 -78337.76557905 0
64 1 66077.88222677 1
65 1 57381.93914574 1
66 1 47877.85489389 1
67 0 -56400.93282664 0
68 1 57048.68580903 1
69 1 62739.16879312 1
70 0 -74369.02739227 0
71 1 61865.89292059 1
72 1 55158.09188073 1
73 1 44082.04142330 1
74 1 68812.29743350 1
75 0 -54456.73616738 0
76 0 -71647.94967568 0
77 0 -62462.22905179 0
78 1 69757.07828351 1
79 0 -51854.72720281 0
80 0 -53746.70023762 0
81 0 -70535.59317730 0
82 0 -70378.40766396 0
83 1 71308.94320557 1
84 1 58726.49948591 1
85 0 -76931.76592320 0
86 0 -62078.62246126 0
87 1 43733.66390349 1
88 0 -62645.36669614 0
89 1 49982.99422392 1
90 1 62255.19918709 1
91 1 67610.35584784 1
92 1 54416.94722899 1
93 1 61749.89017885 1
94 0 -42993.68000696 0
95 1 63841.56218773 1
96 0 -53150.74941594 0
97 1 55776.80935851 1
98 1 52103.26085110 1
99 1 50082.09373128 1
100 1 57530.42586753 1
101 1 43143.11810214 1
102 1 55639.50529851 1
103 0 -55187.41472629 0
104 1 59938.51295455 1
105 1 57215.54954729 1
106 0 -49856.07953227 0
107 0 -52727.07615870 0
108 1 40673.83083240 1
109 0 -50073.83645285 0
110 0 -55296.55769217 0
111 0 -68187.51990680 0
112 0 -59702.37153449 0
113 1 70084.99080451 1
114 0 -66549.10948251 0
115 0 -54637.99125855 0
116 1 68273.33154111 1
117 1 63685.36214911 1
118 1 55172.64192475 1
119 1 60792.88765546 1
120 1 71262.78163999 1
121 1 57453.67187974 1
122 1 49960.50290206 1
123 0 -63384.07960833 0
124 1 55120.10823280 1
125 1 62090.50208359 1
126 1 59199.31437434 1
127 1 63556.59856032 1
128 1 62632.13992990 1
129 1 56259.87936803 1
130 0 -53510.78942571 0
131 0 -63964.86855531 0
132 0 -58217.09498824 0
133 1 75456.43358136 1
134 1 76064.24657956 1
135 0 -68994.68982530 0
136 1 50461.49286461 1
137 0 -71983.10668790 0
138 1 65876.72024614 1
139 1 78965.30124538 1
140 1 72200.39242276 1
141 1 71131.16469111 1
142 1 73680.96826360 1
143 1 45131.39581698 1
144 1 61178.69668422 1
145 0 -70167.87128407 0
146 1 73922.95099890 1
147 1 81246.64258761 1
148 0 -74041.51878265 0
149 0 -71723.99184233 0
150 0 -59894.21379831 0
151 1 77424.43271175 1
152 0 -69748.94814448 0
153 1 72591.57863809 1
154 0 -82081.91334395 0
155 1 79465.61685900 1
156 0 -63913.13106595 0
157 0 -62209.83746172 0
158 1 63884.34927463 1
159 0 -75090.43453335 0
160 1 69760.31669394 1
161 1 73192.27964255 1
162 0 -71515.23861952 0
163 0 -64575.46998366 0
164 1 68496.65950848 1
165 1 62811.84295763 1
166 0 -68128.12687547 0
167 1 67368.61388066 1
168 0 -79078.36158066 0
169 0 -66804.24027553 0
170 1 76079.13651526 1
171 0 -49690.06956505 0
172 0 -75310.97252403 0
173 0 -55265.67339788 0
174 1 66314.20327805 1
175 1 71070.82674092 1
176 1 57013.84672968 1
177 0 -72505.90144227 0
178 0 -51680.49483708 0
179 0 -83359.44788335 0
180 1 60667.03556666 1
181 1 63469.54037050 1
182 1 82552.50580592 1
183 0 -61476.97355807 0
184 0 -73232.37853414 0
185 1 51640.71337134 1
186 1 78119.56475302 1
187 0 -72772.97083611 0
188 0 -74721.68575756 0
189 0 -84374.66761872 0
190 1 75763.86199897 1
191 1 60082.47231981 1
192 0 -58023.44759533 0
193 0 -69189.95430198 0
194 0 -70359.48661692 0
195 0 -77012.74230672 0
196 0 -70193.72057938 0
197 1 82414.87230775 1
198 0 -61987.81098336 0
199 1 70716.18057889 1
200 1 71718.99159640 1
201 1 72465.62943184 1
202 0 -84771.16430478 0
203 0 -74975.63155072 0
204 0 -80460.53798501 0
205 0 -61777.91697917 0
206 1 66510.27448410 1
207 1 84157.97420872 1
208 0 -74080.50320668 0
209 1 87190.48802377 1
210 1 80939.75833418 1
211 1 74587.74181788 1
212 0 -68559.15319097 0
213 1 47445.96277115 1
214 1 79882.25153371 1
215 1 66011.52792844 1
216 1 73407.18468398 1
217 1 75876.45190324 1
218 0 -82612.51313152 0
