# idx_orig final_llr seen
0 63 1
1 -64 1
2 63 1
3 -64 1
4 -64 1
5 63 1
6 63 1
7 -64 1
8 63 1
9 -64 1
10 -64 1
11 63 1
12 -64 1
13 -64 1
14 -64 1
15 -64 1
16 63 1
17 63 1
18 63 1
19 -64 1
20 63 1
21 63 1
22 -64 1
23 63 1
24 63 1
25 63 1
26 -64 1
27 63 1
28 -64 1
29 -64 1
30 63 1
31 -64 1
32 -64 1
33 -64 1
34 -64 1
35 63 1
36 63 1
37 -64 1
38 63 1
39 -64 1
40 63 1
41 63 1
42 63 1
43 63 1
44 63 1
45 63 1
46 -64 1
47 63 1
48 63 1
49 -64 1
50 63 1
51 63 1
52 63 1
53 -64 1
54 63 1
55 63 1
56 -64 1
57 -64 1
58 63 1
59 63 1
60 63 1
61 63 1
62 -64 1
63 63 1
64 -64 1
65 -64 1
66 63 1
67 63 1
68 -64 1
69 -64 1
70 -64 1
71 63 1
72 -64 1
73 63 1
74 63 1
75 63 1
76 -64 1
77 -64 1
78 63 1
79 63 1
80 63 1
81 63 1
82 63 1
83 63 1
84 -64 1
85 -64 1
86 63 1
87 -64 1
88 -64 1
89 63 1
90 -64 1
91 -64 1
92 63 1
93 -64 1
94 -64 1
95 63 1
96 -64 1
97 63 1
98 63 1
99 63 1
100 -64 1
101 -64 1
102 63 1
103 -64 1
104 63 1
105 63 1
106 -64 1
107 63 1
108 -64 1
109 -64 1
110 -64 1
111 63 1
112 63 1
113 63 1
114 63 1
115 -64 1
116 -64 1
117 -64 1
118 -64 1
119 -64 1
120 -64 1
121 -64 1
122 63 1
123 63 1
124 63 1
125 63 1
126 63 1
127 63 1
128 63 1
129 63 1
130 -64 1
131 -64 1
132 63 1
133 -64 1
134 63 1
135 63 1
136 -64 1
137 63 1
138 63 1
139 -64 1
140 -64 1
141 63 1
142 63 1
143 63 1
144 -64 1
145 -64 1
146 -64 1
147 -64 1
148 63 1
149 63 1
150 -64 1
151 63 1
152 -64 1
153 -64 1
154 63 1
155 -64 1
156 63 1
157 63 1
158 -64 1
159 -64 1
160 63 1
161 63 1
162 -64 1
163 -64 1
164 -64 1
165 63 1
166 -64 1
167 63 1
168 63 1
169 -64 1
170 63 1
171 63 1
172 63 1
173 -64 1
174 -64 1
175 -64 1
176 63 1
177 63 1
178 63 1
179 -64 1
180 63 1
181 63 1
182 -64 1
183 -64 1
184 63 1
185 -64 1
186 63 1
187 63 1
188 -64 1
189 63 1
190 63 1
191 63 1
192 63 1
193 -64 1
194 -64 1
195 -64 1
196 -64 1
197 -64 1
198 63 1
199 -64 1
200 -64 1
201 -64 1
202 63 1
203 -64 1
204 -64 1
205 -64 1
206 63 1
207 63 1
208 -64 1
209 63 1
210 -64 1
211 63 1
212 -64 1
213 63 1
214 -64 1
215 63 1
216 63 1
217 63 1
218 63 1
219 -64 1
220 -64 1
221 63 1
222 63 1
223 63 1
224 -64 1
225 -64 1
226 63 1
227 -64 1
228 -64 1
229 63 1
230 -64 1
231 -64 1
232 -64 1
233 -64 1
234 63 1
235 63 1
236 63 1
237 63 1
238 63 1
239 -64 1
240 63 1
241 -64 1
242 -64 1
243 63 1
244 -63 1
245 63 1
246 -64 1
247 -64 1
248 63 1
249 -64 1
250 -64 1
251 63 1
252 -64 1
253 -64 1
254 63 1
255 63 1
256 63 1
257 63 1
258 63 1
259 -64 1
260 63 1
261 63 1
262 63 1
263 -64 1
264 63 1
265 63 1
266 -64 1
267 63 1
268 -64 1
269 -64 1
270 63 1
271 63 1
272 -64 1
273 -64 1
274 63 1
275 -64 1
276 63 1
277 -64 1
278 -64 1
279 -64 1
280 63 1
281 63 1
282 -64 1
283 -64 1
284 -64 1
285 -64 1
286 63 1
287 63 1
288 63 1
289 -64 1
290 -64 1
291 63 1
292 63 1
293 -64 1
294 63 1
295 63 1
296 63 1
297 63 1
298 -64 1
299 63 1
300 63 1
301 63 1
302 -64 1
303 -64 1
304 -64 1
305 -64 1
306 63 1
307 63 1
308 63 1
309 -64 1
310 63 1
311 63 1
312 -64 1
313 63 1
314 63 1
315 63 1
316 63 1
317 -64 1
318 63 1
319 -64 1
320 -64 1
321 -64 1
322 -64 1
323 63 1
324 63 1
325 63 1
326 -64 1
327 63 1
328 63 1
329 -64 1
330 -64 1
331 -64 1
332 -64 1
333 63 1
334 63 1
335 -64 1
336 63 1
337 63 1
338 -64 1
339 -64 1
340 63 1
341 -64 1
342 63 1
343 63 1
344 63 1
345 -64 1
346 -64 1
347 63 1
348 63 1
349 63 1
350 63 1
351 -64 1
352 -64 1
353 -64 1
354 63 1
355 63 1
356 -64 1
357 -64 1
358 63 1
359 63 1
360 -64 1
361 -64 1
362 63 1
363 -64 1
364 -64 1
365 63 1
366 63 1
367 63 1
368 -64 1
369 63 1
370 -64 1
371 -64 1
372 63 1
373 63 1
374 63 1
375 -64 1
376 -64 1
377 63 1
378 63 1
379 -64 1
380 63 1
381 -64 1
382 -64 1
383 -64 1
384 -64 1
385 63 1
386 -64 1
387 -64 1
388 -64 1
389 63 1
390 -64 1
391 63 1
392 63 1
393 -64 1
394 -64 1
395 63 1
396 63 1
397 -64 1
398 63 1
399 -64 1
400 -64 1
401 -64 1
402 63 1
403 -64 1
404 -64 1
405 63 1
406 63 1
407 -64 1
408 63 1
409 -64 1
410 63 1
411 -64 1
412 -64 1
413 -64 1
414 63 1
415 63 1
416 63 1
417 63 1
418 -64 1
419 -64 1
420 -64 1
421 -64 1
422 63 1
423 -64 1
424 -64 1
425 -64 1
426 63 1
427 63 1
428 63 1
429 63 1
430 63 1
431 63 1
432 -64 1
433 63 1
434 63 1
435 63 1
436 -64 1
437 63 1
438 -64 1
439 63 1
440 63 1
441 63 1
442 -64 1
443 -64 1
444 -64 1
445 63 1
446 63 1
447 63 1
448 63 1
449 -64 1
450 63 1
451 -64 1
452 63 1
453 -64 1
454 63 1
455 63 1
456 -64 1
457 63 1
458 63 1
459 -64 1
460 63 1
461 -64 1
462 -64 1
463 63 1
464 -64 1
465 -64 1
466 -64 1
467 -64 1
468 -64 1
469 -64 1
470 63 1
471 63 1
472 63 1
473 -64 1
474 63 1
475 63 1
476 -64 1
477 -64 1
478 -64 1
479 -64 1
480 63 1
481 -64 1
482 -64 1
483 -64 1
484 -64 1
485 63 1
486 -64 1
487 -64 1
488 63 1
489 63 1
490 -64 1
491 -64 1
492 -64 1
493 -64 1
494 -64 1
495 -64 1
496 63 1
497 63 1
498 -64 1
499 63 1
500 -64 1
501 -64 1
502 63 1
503 63 1
504 -64 1
505 -64 1
506 -64 1
507 -64 1
508 -64 1
509 63 1
510 63 1
511 -64 1
512 -64 1
513 63 1
514 63 1
515 -64 1
516 -64 1
517 63 1
518 -64 1
519 63 1
520 -64 1
521 63 1
522 63 1
523 63 1
524 -64 1
525 63 1
526 63 1
527 -64 1
528 63 1
529 63 1
530 63 1
531 63 1
532 -64 1
533 63 1
534 -64 1
535 -64 1
536 63 1
537 -64 1
538 -64 1
539 63 1
540 63 1
541 63 1
542 -64 1
543 63 1
544 -64 1
545 -64 1
546 -64 1
547 -64 1
548 63 1
549 63 1
550 -64 1
551 63 1
552 63 1
553 63 1
554 -64 1
555 -64 1
556 -64 1
557 -64 1
558 -64 1
559 63 1
560 63 1
561 63 1
562 -64 1
563 -64 1
564 -64 1
565 -64 1
566 -64 1
567 63 1
568 63 1
569 63 1
570 63 1
571 63 1
572 63 1
573 63 1
574 63 1
575 63 1
576 63 1
577 -64 1
578 63 1
579 -64 1
580 63 1
581 63 1
582 -64 1
583 63 1
584 -64 1
585 -64 1
586 -64 1
587 63 1
588 63 1
589 63 1
590 63 1
591 -64 1
592 -64 1
593 -64 1
594 -64 1
595 -64 1
596 -64 1
597 63 1
598 63 1
599 63 1
600 63 1
601 63 1
602 63 1
603 -64 1
604 63 1
605 63 1
606 -64 1
607 -64 1
608 63 1
609 63 1
610 -64 1
611 -64 1
612 63 1
613 -64 1
614 63 1
615 63 1
616 -64 1
617 63 1
618 63 1
619 63 1
620 -64 1
621 63 1
622 63 1
623 63 1
624 63 1
625 -64 1
626 63 1
627 -64 1
628 -64 1
629 -64 1
630 -64 1
631 63 1
632 63 1
633 63 1
634 63 1
635 63 1
636 63 1
637 63 1
638 63 1
639 63 1
640 -64 1
641 63 1
642 -64 1
643 -64 1
644 -64 1
645 -64 1
646 -64 1
647 63 1
648 63 1
649 -64 1
650 -64 1
651 -64 1
652 -64 1
653 63 1
654 -64 1
655 -64 1
656 -64 1
657 -64 1
658 -64 1
659 -64 1
660 -64 1
661 63 1
662 63 1
663 -64 1
664 63 1
665 -64 1
666 63 1
667 -64 1
668 -64 1
669 63 1
670 63 1
671 63 1
672 -64 1
673 63 1
674 63 1
675 -64 1
676 63 1
677 -64 1
678 -64 1
679 63 1
680 63 1
681 -64 1
682 -64 1
683 63 1
684 63 1
685 -64 1
686 -64 1
687 63 1
688 -64 1
689 -64 1
690 63 1
691 63 1
692 63 1
693 -64 1
694 -64 1
695 63 1
696 -64 1
697 63 1
698 63 1
699 -64 1
700 -64 1
701 63 1
702 -64 1
703 -64 1
704 -64 1
705 -64 1
706 63 1
707 -64 1
708 -64 1
709 -64 1
710 -64 1
711 63 1
712 63 1
713 63 1
714 63 1
715 63 1
716 -64 1
717 -64 1
718 63 1
719 63 1
720 -64 1
721 -64 1
722 -64 1
723 -64 1
724 63 1
725 -64 1
726 63 1
727 63 1
728 -64 1
729 -64 1
730 63 1
731 63 1
732 -64 1
733 -64 1
734 -64 1
735 63 1
736 63 1
737 -64 1
738 63 1
739 -64 1
740 63 1
741 -64 1
742 -64 1
743 63 1
744 -64 1
745 63 1
746 -64 1
747 63 1
748 -64 1
749 63 1
750 63 1
751 -64 1
752 63 1
753 -64 1
754 -64 1
755 -64 1
756 63 1
757 -64 1
758 63 1
759 63 1
760 63 1
761 63 1
762 63 1
763 -64 1
764 63 1
765 -64 1
766 -64 1
767 63 1
768 63 1
769 63 1
770 -64 1
771 -64 1
772 -64 1
773 -64 1
774 -64 1
775 63 1
776 63 1
777 63 1
778 -64 1
779 63 1
780 -64 1
781 -64 1
782 -64 1
783 63 1
784 63 1
785 -64 1
786 -64 1
787 63 1
788 -64 1
789 63 1
790 63 1
791 63 1
792 -64 1
793 63 1
794 63 1
795 -64 1
796 -64 1
797 -64 1
798 -64 1
799 63 1
800 63 1
801 -64 1
802 63 1
803 -64 1
804 63 1
805 -64 1
806 63 1
807 63 1
808 -64 1
809 -64 1
810 -64 1
811 63 1
812 -64 1
813 -64 1
814 63 1
815 -64 1
816 63 1
817 63 1
818 -64 1
819 -64 1
820 -64 1
821 -64 1
822 63 1
823 63 1
824 -64 1
