# idx_orig bit_orig post_llr hard
0 0 -42561.73804678 0
1 1 29538.49816749 1
2 0 -57739.69244449 0
3 1 48605.46932262 1
4 1 52772.77179081 1
5 1 36850.95844872 1
6 0 -39935.06974728 0
7 1 29821.63024594 1
8 0 -24866.53532421 0
9 1 54303.89675286 1
10 0 -34571.68624065 0
11 0 -57293.40986522 0
12 1 34567.40076191 1
13 0 -32692.06839209 0
14 0 -25470.57796054 0
15 0 -22878.44666614 0
16 0 -47982.28240495 0
17 1 34650.28443290 1
18 0 -53249.91247560 0
19 0 -35523.75373379 0
20 1 32425.77151326 1
21 1 38542.50599922 1
22 0 -26364.85761682 0
23 1 44481.28188277 1
24 1 38181.17646282 1
25 0 -51925.64058349 0
26 0 -30996.97393921 0
27 1 34376.36328097 1
28 1 38670.69417248 1
29 1 26620.12281287 1
30 0 -44646.41641287 0
31 1 39344.95898181 1
32 1 51469.79767162 1
33 1 30374.67779405 1
34 0 -32508.12553060 0
35 1 40465.20416182 1
36 1 25997.15989379 1
37 0 -43622.82694144 0
38 0 -47317.25514214 0
39 0 -43123.83728608 0
40 1 28601.72966120 1
41 0 -22372.07436181 0
42 0 -32072.16776139 0
43 1 20901.02598910 1
44 0 -39947.13396034 0
45 0 -32338.37138129 0
46 0 -42645.90221729 0
47 0 -23562.43901069 0
48 0 -26287.18199541 0
49 0 -29816.13519159 0
50 1 13356.51361777 1
51 1 38152.02053272 1
52 1 41485.02618265 1
53 1 46578.50489767 1
54 1 21531.61338867 1
55 0 -27726.57718026 0
56 0 -35159.99264269 0
57 0 -18318.19368513 0
58 1 38451.66019913 1
59 1 43939.28184034 1
60 1 47440.60681747 1
61 0 -40133.59027937 0
62 1 34685.48423364 1
63 1 47067.07780779 1
64 0 -26631.26487680 0
65 0 -52778.30687990 0
66 0 -40138.75816928 0
67 1 55469.59489709 1
68 0 -37101.51693977 0
69 0 -33791.46781245 0
70 1 40652.85175860 1
71 1 31018.05635868 1
72 1 48655.56079339 1
73 0 -45158.62242081 0
74 1 56719.21769850 1
75 0 -39102.81404735 0
76 0 -36762.59992461 0
77 1 38668.36536792 1
78 1 30151.98963292 1
