# idx_int bit_int post_llr hard
0 0 -42561.73804678 0
1 0 -31347.36406794 0
2 0 -53349.28727551 0
3 0 -45277.48958112 0
4 0 -42964.21569345 0
5 0 -34772.76246996 0
6 0 -18702.96560789 0
7 0 -30642.45567992 0
8 1 27794.02536387 1
9 0 -43885.28337250 0
10 1 35680.85234536 1
11 0 -47730.81154086 0
12 1 31557.49285581 1
13 0 -27232.07966875 0
14 1 40862.03110836 1
15 1 30393.22226767 1
16 1 45001.77798501 1
17 0 -56344.32409491 0
18 0 -36312.77797701 0
19 1 53438.03427140 1
20 1 23347.82896936 1
21 1 51293.00068998 1
22 0 -26700.61338776 0
23 0 -53368.34190854 0
24 1 41532.69278401 1
25 0 -52479.53836414 0
26 0 -42266.55302654 0
27 0 -39630.04332703 0
28 0 -49902.61403239 0
29 1 38299.10895046 1
30 1 38546.63908774 1
31 1 41511.62375993 1
32 1 53313.24340183 1
33 1 48234.75750073 1
34 0 -48428.21343858 0
35 1 30865.70924488 1
36 1 31404.96376960 1
37 1 55599.23916259 1
38 1 43664.37791006 1
39 1 44280.81965566 1
40 1 51193.67404037 1
41 1 39213.15639122 1
42 0 -39376.58142448 0
43 1 43801.01288184 1
44 0 -34587.15944799 0
45 0 -45999.41786376 0
46 0 -39558.40610338 0
47 0 -51591.35526858 0
48 0 -34966.90677470 0
49 1 42885.84362026 1
50 0 -45552.44554790 0
51 0 -38251.91218582 0
52 1 39486.21851462 1
53 1 43260.13845395 1
54 1 43095.18015310 1
55 1 42876.98283347 1
56 1 44400.61832081 1
57 0 -43354.00240612 0
58 0 -29806.32838943 0
59 1 32555.42803552 1
60 1 42203.25146050 1
61 1 54409.58589339 1
62 0 -41605.75646827 0
63 1 42670.01169756 1
64 1 34307.50670865 1
65 0 -36625.63032214 0
66 0 -34196.02545438 0
67 1 60316.32712296 1
68 1 42974.78732188 1
69 1 40952.49681776 1
70 1 38271.35430972 1
71 0 -35384.77715782 0
72 1 36960.27962336 1
73 0 -48552.03698321 0
74 0 -49088.60880364 0
75 1 47398.00331827 1
76 1 35933.67191232 1
77 1 23586.83962510 1
78 1 32428.53759534 1
79 1 32550.62404627 1
80 0 -50371.90982941 0
81 0 -38353.12827166 0
82 1 37037.13132229 1
83 0 -37846.69470612 0
84 1 42877.66816301 1
85 0 -27477.73165519 0
86 0 -46442.09393940 0
87 1 38622.03907760 1
88 1 50951.35160727 1
89 0 -47416.62328583 0
90 1 17781.31159205 1
91 0 -24403.73816904 0
92 0 -30363.10501677 0
93 0 -45024.00945520 0
94 0 -41848.38105494 0
95 1 36626.03518275 1
96 0 -41264.27060963 0
97 1 29522.15199493 1
98 0 -47792.47311690 0
99 0 -37608.83875896 0
100 1 51025.42508197 1
101 0 -29182.58376761 0
102 1 31151.05391121 1
103 1 32981.83194145 1
104 0 -42680.41170025 0
105 1 35416.42687729 1
106 1 30860.44340432 1
107 1 48415.99292683 1
108 1 28306.01667356 1
109 1 28972.27038643 1
110 1 50960.60612739 1
111 1 46809.10612284 1
112 0 -35073.39317110 0
113 0 -47925.16727628 0
114 0 -32023.26680786 0
115 1 43271.69755877 1
116 1 40025.36331257 1
117 1 46543.70440676 1
118 0 -33934.35164976 0
119 1 40706.18160720 1
120 0 -37929.86276074 0
121 0 -23562.43901069 0
122 0 -41367.04572404 0
123 0 -37095.50978323 0
124 0 -49758.70903559 0
125 0 -47489.40351860 0
126 1 40837.40891499 1
127 0 -43145.19884192 0
128 1 41251.82649776 1
129 1 43740.66976103 1
130 1 36297.75411262 1
131 0 -39884.35061590 0
132 0 -38538.44653900 0
133 1 31520.44756804 1
134 0 -46381.69846472 0
135 1 27089.42071203 1
136 0 -36701.73810350 0
137 0 -47161.65753194 0
138 0 -41562.40803474 0
139 1 46301.85464902 1
140 0 -25825.25191312 0
141 1 28750.71141817 1
142 0 -41534.80164736 0
143 1 39203.17117993 1
144 1 48560.47464577 1
145 0 -43279.15874569 0
146 1 39220.41316853 1
147 1 35721.17477168 1
148 1 47572.87935309 1
149 0 -35076.00289938 0
150 1 28765.09313825 1
151 0 -42393.36080432 0
152 0 -52237.26198323 0
153 1 48942.91003252 1
154 0 -34056.91839765 0
155 1 31927.67913615 1
156 1 41579.69414424 1
157 0 -54518.22728783 0
158 1 43407.69051098 1
159 0 -51047.29050498 0
160 1 41052.86733715 1
161 1 42716.75591327 1
162 1 30067.89772933 1
163 1 43899.71795640 1
164 1 36455.28758831 1
165 0 -33213.61640490 0
166 0 -33302.63610543 0
167 0 -45539.44598494 0
168 0 -50702.07651008 0
169 0 -40963.99049943 0
170 1 31543.13536065 1
171 1 47243.28516626 1
172 1 40467.58145835 1
173 1 45455.00712140 1
174 1 30062.82782019 1
175 0 -29120.84539631 0
176 1 54071.19870074 1
177 0 -13968.27014640 0
178 0 -37987.46995093 0
179 1 34625.33007661 1
180 0 -36317.34543468 0
181 1 39039.49840833 1
182 0 -47334.68261087 0
183 0 -31508.38909403 0
184 0 -42933.11863543 0
185 1 35084.29885123 1
186 1 36846.54501297 1
187 0 -37482.78720680 0
188 1 36261.62930067 1
189 1 40715.98455855 1
190 1 33479.12318384 1
191 1 36239.03629608 1
192 0 -38029.94747721 0
193 0 -23594.11034430 0
194 1 47746.09356392 1
195 0 -20758.09808858 0
196 0 -42200.29167450 0
197 0 -28098.98157382 0
198 1 36413.50516806 1
199 0 -36177.83481078 0
200 1 42723.47911899 1
201 1 42325.94179104 1
202 0 -33282.87181964 0
203 0 -37027.14475178 0
204 1 46128.71449060 1
205 0 -34166.82307927 0
206 1 48367.57424743 1
207 1 44502.27086477 1
208 1 51453.10465492 1
209 0 -56830.29397131 0
210 0 -46300.84073665 0
211 0 -18813.83819632 0
212 1 40331.51785158 1
213 0 -67300.30763811 0
214 0 -48820.69493436 0
215 0 -64653.05460825 0
216 0 -27766.74130314 0
217 1 37857.70768004 1
218 0 -36021.82384220 0
219 1 42221.30360077 1
220 0 -30968.98891682 0
221 1 54235.01054074 1
222 1 34751.42037988 1
223 0 -37055.31478764 0
224 0 -50938.90973908 0
225 0 -38488.47601326 0
226 0 -51323.21330789 0
227 0 -41088.66417193 0
228 1 47440.60681747 1
229 1 36276.09368266 1
230 1 39753.75117947 1
231 0 -39594.34500426 0
232 0 -36331.38386087 0
233 1 48883.18889360 1
234 0 -28901.30215883 0
235 0 -35793.70799291 0
236 0 -45767.74758484 0
237 1 37000.90406818 1
238 0 22802.09645076 1
239 1 40339.68614225 1
240 1 26139.89754579 1
241 1 47117.72921178 1
242 0 -33731.01783906 0
243 0 -51419.36065850 0
244 1 35998.66802862 1
245 0 -37056.05221918 0
246 0 -34180.34525930 0
247 0 -38951.09548519 0
248 0 -48947.59552875 0
249 0 -57288.86532570 0
250 0 -41961.21261497 0
251 0 -49579.91916552 0
252 0 -42321.49966393 0
253 1 42907.48749461 1
254 1 41184.21255802 1
255 1 54225.22291523 1
256 0 -45930.32277591 0
257 1 42569.77744878 1
258 0 -36954.24548947 0
259 1 29691.85278242 1
260 0 -44126.56821874 0
261 1 27271.36528586 1
262 0 -44807.89600276 0
263 0 -43312.84476180 0
264 0 -53331.99691135 0
265 0 -30320.58043601 0
266 0 -36429.46792568 0
267 1 48660.08499049 1
268 0 -38536.84472612 0
269 0 -48450.27067504 0
270 1 34627.83059494 1
271 0 -26567.25962351 0
272 1 47597.43641610 1
273 1 49846.38663371 1
274 0 -41178.16571649 0
275 1 43657.85798675 1
276 1 41872.49070389 1
277 0 -55519.82794601 0
