Turbo Decoder End-to-End Report
symbols=320 n_half_iter=1 f1=21 f2=120 total_outputs=320 expected_outputs=320
final_decision_symbols=320 bit_errors_vs_original=1
idx_orig pi_inv bit_orig bit_int_at_pi_inv l_sys_orig l_par1_orig l_par2_int final_llr hard_dec match_orig
102 302 1 1 -7 -16 -10 54 1 OK
103 243 0 0 15 15 8 -61 0 OK
104 264 0 0 8 -12 15 -53 0 OK
105 45 1 1 -3 -5 5 41 1 OK
106 226 0 0 15 15 13 -54 0 OK
107 167 0 0 15 15 15 -41 0 OK
108 188 1 1 -5 0 5 41 1 OK
109 289 1 1 -13 12 7 41 1 OK
110 150 1 1 -16 -14 -10 48 1 OK
111 91 0 0 7 -13 -6 -51 0 OK
112 112 0 0 14 11 11 -48 0 OK
113 213 1 1 -16 15 15 57 1 OK
114 74 0 0 1 13 -5 -48 0 OK
115 15 0 0 10 -16 -14 -48 0 OK
116 36 1 1 4 15 -13 48 1 OK
117 137 0 0 14 -14 10 -53 0 OK
118 318 0 0 15 -14 -14 -53 0 OK
119 259 0 0 5 -16 9 -50 0 OK
120 280 0 0 14 9 15 -51 0 OK
121 61 0 0 15 -16 -2 -61 0 OK
122 242 0 0 15 15 -9 -46 0 OK
123 183 0 0 12 15 -12 -49 0 OK
124 204 1 1 -9 -5 -2 42 1 OK
125 305 0 0 15 -7 15 -50 0 OK
126 166 0 0 11 10 15 -42 0 OK
127 107 0 0 14 3 -14 -42 0 OK
128 128 1 1 -10 2 -5 42 1 OK
129 229 1 1 -16 15 -12 42 1 OK
130 90 1 1 -12 -11 10 44 1 OK
131 31 0 0 11 -5 -12 -51 0 OK
132 52 1 1 -16 -16 14 56 1 OK
133 153 0 0 7 0 6 -51 0 OK
134 14 1 1 -10 14 -16 50 1 OK
135 275 1 1 -16 -12 -15 50 1 OK
136 296 0 0 15 15 -11 -53 0 OK
137 77 0 0 15 -10 13 -45 0 OK
138 258 1 1 -13 -14 8 49 1 OK
139 199 1 1 -6 -16 -16 40 1 OK
140 220 1 1 -10 -10 3 40 1 OK
141 1 0 0 15 -6 12 -31 0 OK
142 182 0 0 8 6 -16 -31 0 OK
143 123 1 1 -16 3 -1 39 1 OK
144 144 0 0 5 -6 -12 -31 0 OK
145 245 0 0 3 15 15 -38 0 OK
146 106 1 1 -8 -14 8 38 1 OK
147 47 0 0 3 -14 -6 -45 0 OK
148 68 0 0 15 15 -16 -51 0 OK
149 169 1 1 -12 13 0 55 1 OK
150 30 1 1 -16 -2 12 52 1 OK
151 291 1 1 -14 11 -13 50 1 OK
152 312 0 0 15 15 15 -52 0 OK
153 93 1 1 -13 2 -2 48 1 OK
154 274 1 1 -8 -14 15 50 1 OK
155 215 1 1 -13 15 -3 48 1 OK
156 236 0 0 2 -7 -7 -48 0 OK
157 17 0 0 15 -16 14 -48 0 OK
158 198 1 1 -13 15 11 55 1 OK
159 139 1 1 -16 -16 -16 63 1 OK
160 160 1 1 -12 -6 15 55 1 OK
161 261 0 0 15 -11 5 -56 0 OK
162 122 1 1 -16 7 5 55 1 OK
163 63 0 0 15 9 2 -57 0 OK
164 84 0 0 15 15 -5 -59 0 OK
165 185 0 0 15 2 -16 -56 0 OK
166 46 0 0 4 12 5 -55 0 OK
167 307 1 1 -16 -16 -4 55 1 OK
168 8 1 1 -10 -16 15 56 1 OK
169 109 0 0 15 -16 0 -53 0 OK
170 290 0 0 11 -15 -12 -52 0 OK
171 231 0 0 7 12 15 -41 0 OK
172 252 0 0 15 -16 5 -58 0 OK
173 33 0 0 12 10 9 -41 0 OK
174 214 0 0 5 7 9 -41 0 OK
175 155 0 0 -2 -15 15 -41 0 OK
176 176 1 1 -16 14 -2 58 1 OK
177 277 0 0 15 -9 -5 -54 0 OK
178 138 1 1 -15 15 2 63 1 OK
179 79 1 1 -16 15 15 60 1 OK
180 100 0 0 15 -15 -11 -64 0 OK
181 201 0 0 13 15 -8 -64 0 OK
182 62 0 0 5 15 -11 -54 0 OK
183 3 1 1 -16 10 -16 51 1 OK
184 24 0 0 7 -15 8 -53 0 OK
185 125 1 1 -6 -16 -11 51 1 OK
186 306 0 0 15 6 15 -39 0 OK
187 247 1 1 -3 -7 9 24 1 OK
188 268 1 1 -16 8 2 49 1 OK
189 49 1 1 -4 -10 -2 24 1 OK
190 230 1 1 -16 -16 10 49 1 OK
191 171 1 1 -16 5 12 34 1 OK
192 192 0 0 12 3 -4 -34 0 OK
193 293 0 0 8 0 7 -24 0 OK
194 154 1 1 -12 15 -7 29 1 OK
195 95 1 1 -11 -12 -16 41 1 OK
196 116 0 0 11 5 2 -41 0 OK
197 217 0 0 6 -1 -16 -33 0 OK
198 78 1 1 -7 -16 -11 34 1 OK
199 19 1 1 -12 -12 -12 33 1 OK
200 40 1 1 -16 -10 13 51 1 OK
201 141 0 0 11 0 -15 -29 0 OK
202 2 0 0 15 11 9 -45 0 OK
203 263 0 0 3 -4 7 -29 0 OK
204 284 0 0 15 -6 -16 -34 0 OK
205 65 1 1 -15 -2 -11 34 1 OK
206 246 1 1 -8 -3 1 31 1 OK
207 187 0 0 14 2 9 -29 0 OK
208 208 0 0 15 -12 9 -35 0 OK
209 309 0 0 14 10 -11 -39 0 OK
210 170 0 0 7 4 -4 -34 0 OK
211 111 0 0 1 -3 -16 -28 0 OK
212 132 0 0 12 -11 15 -34 0 OK
213 233 0 0 8 -9 15 -28 0 OK
214 94 0 0 15 2 8 -36 0 OK
215 35 1 1 -7 5 -5 30 1 OK
216 56 1 1 -5 0 -2 30 1 OK
217 157 1 1 -11 11 -8 28 1 OK
218 18 1 1 -16 -13 11 40 1 OK
219 279 1 1 -16 -11 -16 47 1 OK
220 300 0 0 -1 -16 -16 -40 0 OK
221 81 1 1 -16 -2 -16 44 1 OK
222 262 0 0 15 3 -14 -46 0 OK
223 203 1 1 -12 -12 -12 31 1 OK
224 224 1 1 -12 -6 -13 43 1 OK
225 5 0 0 13 -8 -11 -45 0 OK
226 186 0 0 15 -16 -13 -47 0 OK
227 127 0 0 15 5 15 -37 0 OK
228 148 0 0 8 -16 -16 -46 0 OK
229 249 1 1 -15 0 15 43 1 OK
230 110 0 0 15 4 -11 -41 0 OK
231 51 1 1 -5 -16 -16 43 1 OK
232 72 0 0 8 -8 12 -40 0 OK
233 173 1 1 -16 -1 14 34 1 OK
234 34 1 1 -8 15 4 37 1 OK
235 295 1 1 -8 15 11 34 1 OK
236 316 0 0 10 -1 -4 -34 0 OK
237 97 1 1 2 -16 -15 34 1 OK
238 278 0 0 13 15 15 -47 0 OK
239 219 1 1 -12 -13 -12 45 1 OK
240 240 1 1 2 15 -1 45 1 OK
241 21 0 0 6 7 11 -45 0 OK
242 202 0 0 13 15 -8 -52 0 OK
243 143 1 1 -16 1 -2 39 1 OK
244 164 0 0 15 15 6 -53 0 OK
245 265 0 0 9 -16 -4 -39 0 OK
246 126 1 1 -10 -14 -13 32 1 OK
247 67 1 1 -10 -8 -1 29 1 OK
248 88 1 1 -16 -2 14 31 1 OK
249 189 1 1 -5 -16 -16 29 1 OK
250 50 1 1 5 -2 -8 11 1 OK
251 311 1 1 -9 -16 2 26 1 OK
252 12 1 1 -15 0 -16 34 1 OK
253 113 0 0 4 10 -2 -26 0 OK
254 294 0 0 8 15 13 -31 0 OK
255 235 1 1 -11 -2 -4 25 1 OK
256 256 0 0 11 -16 9 -20 0 OK
257 37 0 0 0 15 2 -11 0 OK
258 218 0 0 15 -3 8 -31 0 OK
259 159 1 1 -10 15 -11 28 1 OK
260 180 1 1 -16 2 -9 20 1 OK
261 281 1 1 1 -14 14 20 1 OK
262 142 1 1 -14 15 15 49 1 OK
263 83 0 0 15 12 -16 -47 0 OK
264 104 1 1 -9 -11 10 43 1 OK
265 205 1 1 -6 -10 6 43 1 OK
266 66 0 0 15 -13 0 -52 0 OK
267 7 0 0 13 -7 15 -39 0 OK
268 28 0 0 3 15 15 -27 0 OK
269 129 1 1 -10 15 2 39 1 OK
270 310 1 1 -15 -8 -16 37 1 OK
271 251 1 1 -13 8 -16 33 1 OK
272 272 0 0 15 5 13 -33 0 OK
273 53 0 0 12 -9 -10 -24 0 OK
274 234 1 1 -8 -1 8 30 1 OK
275 175 0 0 9 12 -8 -24 0 OK
276 196 1 1 -15 14 -8 37 1 OK
277 297 0 0 3 15 8 -24 0 OK
278 158 0 0 -1 -16 8 -24 0 OK
279 99 0 0 2 3 -9 -24 0 OK
280 120 0 0 11 -9 -13 -24 0 OK
281 221 1 1 -1 -13 -12 24 1 OK
282 82 0 0 5 -11 -14 -27 0 OK
283 23 0 0 11 -14 8 -27 0 OK
284 44 1 1 -15 -16 9 43 1 OK
285 145 0 0 14 10 3 -39 0 OK
286 6 0 0 15 -9 -3 -33 0 OK
287 267 0 0 15 9 -15 -39 0 OK
288 288 0 0 9 -16 11 -46 0 OK
289 69 0 0 8 8 12 -42 0 OK
290 250 0 0 13 5 4 -42 0 OK
291 191 0 0 7 -16 15 -39 0 OK
292 212 0 0 7 -16 0 -41 0 OK
293 313 0 0 4 -16 5 -49 0 OK
294 174 1 1 -9 -8 1 49 1 OK
295 115 0 0 5 -14 6 -49 0 OK
296 136 1 1 -1 15 14 48 1 OK
297 237 1 1 -14 -10 -13 55 1 OK
298 98 1 1 -15 -16 15 57 1 OK
299 39 1 1 -10 11 -14 51 1 OK
300 60 1 1 -11 15 -11 44 1 OK
301 161 0 0 15 -16 2 -51 0 OK
302 22 0 0 -1 6 14 -19 0 OK
303 283 0 0 10 4 -11 -35 0 OK
304 304 1 1 -12 7 15 35 1 OK
305 85 1 1 -16 6 15 34 1 OK
306 266 0 0 6 5 -9 -27 0 OK
307 207 1 1 -9 0 -7 27 1 OK
308 228 0 0 15 -5 7 -37 0 OK
309 9 0 0 2 3 15 -19 0 OK
310 190 0 0 7 10 5 -32 0 OK
311 131 0 0 4 -14 15 -27 0 OK
312 152 0 0 14 -15 10 -35 0 OK
313 253 0 0 3 -5 -15 -19 0 OK
314 114 1 1 -12 -13 -1 16 1 OK
315 55 0 0 15 -7 -4 -26 0 OK
316 76 1 1 -13 2 -16 19 1 OK
317 177 0 0 15 15 -9 -26 0 OK
318 38 1 1 -3 -13 11 -16 0 ERR
319 299 0 0 5 15 -16 -16 0 OK
