Turbo Decoder End-to-End Report
symbols=6144 n_half_iter=11 f1=263 f2=480 total_outputs=6144 expected_outputs=6144
final_decision_symbols=6144 bit_errors_vs_original=4570
idx_orig pi_inv bit_orig bit_int_at_pi_inv l_sys_orig l_par1_orig l_par2_int final_llr hard_dec match_orig
1509 1683 1 1 -6 -14 6 63 0 ERR
1510 3818 1 1 -12 13 15 63 0 ERR
1511 5377 0 0 13 -12 7 -64 1 ERR
1512 216 0 0 -2 -16 8 -64 1 ERR
1513 623 0 0 7 -13 8 -64 1 ERR
1514 454 0 0 -7 8 -15 -64 1 ERR
1515 5853 1 1 -16 11 -10 62 0 ERR
1516 4532 0 0 10 8 15 -64 1 ERR
1517 2635 0 0 10 -16 14 -64 1 ERR
1518 162 1 1 -12 7 13 63 0 ERR
1519 3257 1 1 -12 15 11 63 0 ERR
1520 5776 1 1 -16 10 -16 53 0 ERR
1521 1575 1 1 5 -1 15 40 0 ERR
1522 2942 0 0 15 -16 14 -33 1 ERR
1523 3733 0 0 6 15 -7 -63 1 ERR
1524 3948 1 1 -10 14 7 10 0 ERR
1525 3587 1 1 -9 -6 -16 -64 1 OK
1526 2650 0 0 14 -5 -8 29 0 OK
1527 1137 1 1 -8 -6 -7 57 0 ERR
1528 5192 0 0 15 2 -1 -13 1 ERR
1529 2527 0 0 6 -10 15 -14 1 ERR
1530 5430 1 1 -1 0 -16 40 0 ERR
1531 1613 1 1 -16 1 2 29 0 ERR
1532 3364 1 1 -5 6 -12 37 0 ERR
1533 4539 1 1 -12 12 2 -20 1 OK
1534 5138 0 0 12 15 8 -50 1 ERR
1535 5161 1 1 -16 1 -12 -14 1 OK
1536 4608 1 1 -5 14 -5 37 0 ERR
1537 3479 1 1 -2 -5 -16 48 0 ERR
1538 1774 0 0 9 -9 12 -56 1 ERR
1539 5637 0 0 9 15 -15 -54 1 ERR
1540 2780 1 1 -16 11 7 63 0 ERR
1541 5491 0 0 14 15 14 -64 1 ERR
1542 1482 1 1 -16 15 1 50 0 ERR
1543 3041 1 1 -11 12 1 55 0 ERR
1544 4024 1 1 -11 -6 15 36 0 ERR
1545 4431 0 0 12 -9 -7 -50 1 ERR
1546 4262 1 1 -14 -7 -13 38 0 ERR
1547 3517 0 0 7 -7 -16 -48 1 ERR
1548 2196 1 1 -15 2 10 24 0 ERR
1549 299 1 1 -2 -9 15 -34 1 OK
1550 3970 0 0 10 13 12 -2 1 ERR
1551 921 0 0 4 -16 5 -33 1 ERR
1552 3440 0 0 15 15 9 -46 1 ERR
1553 5383 1 1 -12 -16 15 32 0 ERR
1554 606 0 0 13 -6 -9 -4 1 ERR
1555 1397 0 0 15 15 3 21 0 OK
1556 1612 1 1 -15 15 6 -14 1 OK
1557 1251 1 1 -9 -1 11 14 0 ERR
1558 314 1 1 -11 10 -4 23 0 ERR
1559 4945 1 1 -14 -14 6 33 0 ERR
1560 2856 1 1 -7 -2 15 40 0 ERR
1561 191 1 1 -16 15 15 -64 1 OK
1562 3094 1 1 -11 10 -16 -51 1 OK
1563 5421 0 0 5 -10 15 6 0 OK
1564 1028 1 1 -16 -5 2 63 0 ERR
1565 2203 1 1 -13 1 -2 45 0 ERR
1566 2802 1 1 -8 -8 -2 63 0 ERR
1567 2825 0 0 6 8 -16 -64 1 ERR
1568 2272 1 1 1 -16 15 -64 1 OK
1569 1143 1 1 -1 13 7 -57 1 OK
1570 5582 0 0 13 -7 15 -64 1 ERR
1571 3301 0 0 6 15 12 63 0 OK
1572 444 1 1 -16 -15 -16 53 0 ERR
1573 3155 0 0 14 0 15 -64 1 ERR
1574 5290 1 1 -6 15 -16 -53 1 OK
1575 705 1 1 -1 -12 -14 63 0 ERR
1576 1688 1 1 -11 3 -16 -13 1 OK
1577 2095 0 0 -1 12 15 -64 1 ERR
1578 1926 1 1 -9 -16 -2 63 0 ERR
1579 1181 0 0 15 15 -6 -64 1 ERR
1580 6004 1 1 -13 15 8 53 0 ERR
1581 4107 1 1 -14 -12 -16 63 0 ERR
1582 1634 0 0 12 -5 -10 -64 1 ERR
1583 4729 0 0 5 1 7 -55 1 ERR
1584 1104 0 0 15 -16 7 -64 1 ERR
1585 3047 0 0 11 2 13 -64 1 ERR
1586 4414 0 0 15 15 -16 -64 1 ERR
1587 5205 0 0 8 -13 -1 -64 1 ERR
1588 5420 0 0 10 -5 13 -64 1 ERR
1589 5059 0 0 14 -16 8 -64 1 ERR
1590 4122 0 0 9 4 14 18 0 OK
1591 2609 0 0 13 -16 4 -52 1 ERR
1592 520 0 0 15 13 -15 -64 1 ERR
1593 3999 1 1 -11 -7 -7 -18 1 OK
1594 758 1 1 -9 1 15 63 0 ERR
1595 3085 0 0 5 12 -13 -64 1 ERR
1596 4836 0 0 15 15 -5 -64 1 ERR
1597 6011 0 0 8 1 12 -42 1 ERR
1598 466 1 1 -16 -14 1 -18 1 OK
1599 489 1 1 -10 -15 14 46 0 ERR
1600 6080 0 0 15 -16 -16 -62 1 ERR
1601 4951 0 0 6 -16 5 -55 1 ERR
1602 3246 0 0 7 15 -1 -57 1 ERR
1603 965 1 1 -8 11 15 26 0 ERR
1604 4252 1 1 -16 -7 6 22 0 ERR
1605 819 1 1 -11 10 15 2 0 ERR
1606 2954 1 1 -16 -6 13 53 0 ERR
1607 4513 0 0 15 5 7 -30 1 ERR
1608 5496 0 0 15 -15 -2 63 0 OK
1609 5903 1 1 -10 -12 15 63 0 ERR
1610 5734 0 0 15 -3 0 -64 1 ERR
1611 4989 1 1 -8 -8 4 -34 1 OK
1612 3668 0 0 15 -15 14 -41 1 ERR
1613 1771 1 1 -16 -16 4 63 0 ERR
1614 5442 1 1 -16 15 15 53 0 ERR
1615 2393 1 1 -3 15 10 43 0 ERR
1616 4912 0 0 12 -12 11 -64 1 ERR
1617 711 1 1 -9 -16 -16 63 0 ERR
1618 2078 0 0 15 14 0 -64 1 ERR
1619 2869 1 1 -10 -15 -16 63 0 ERR
1620 3084 0 0 0 -11 -16 -64 1 ERR
1621 2723 1 1 -16 -7 -16 63 0 ERR
1622 1786 0 0 11 -16 -13 -64 1 ERR
1623 273 1 1 -16 15 15 63 0 ERR
1624 4328 0 0 15 6 -2 -64 1 ERR
1625 1663 1 1 -7 -12 15 63 0 ERR
1626 4566 0 0 12 13 12 -64 1 ERR
1627 749 0 0 15 -8 -8 -64 1 ERR
1628 2500 1 1 -16 -14 15 63 0 ERR
1629 3675 1 1 -15 -3 8 -46 1 OK
1630 4274 0 0 14 15 -16 -64 1 ERR
1631 4297 0 0 15 6 -13 -64 1 ERR
1632 3744 0 0 14 -16 4 -64 1 ERR
1633 2615 1 1 -13 11 -16 63 0 ERR
1634 910 0 0 4 -16 4 63 0 OK
1635 4773 1 1 -12 4 -16 63 0 ERR
1636 1916 1 1 -7 15 0 -26 1 OK
1637 4627 1 1 -13 2 15 -40 1 OK
1638 618 0 0 9 12 13 41 0 OK
1639 2177 1 1 -15 12 -5 59 0 ERR
1640 3160 1 1 -16 3 7 26 0 ERR
1641 3567 0 0 13 15 15 -35 1 ERR
1642 3398 0 0 15 -14 -13 -29 1 ERR
1643 2653 1 1 -1 15 7 -10 1 OK
1644 1332 1 1 -16 15 4 -5 1 OK
1645 5579 1 1 -7 15 -9 29 0 ERR
1646 3106 0 0 14 15 7 -24 1 ERR
1647 57 0 0 9 -8 8 -35 1 ERR
1648 2576 1 1 4 9 8 24 0 ERR
1649 4519 1 1 -16 15 -2 5 0 ERR
1650 5886 0 0 10 -16 6 -17 1 ERR
1651 533 0 0 12 15 7 -33 1 ERR
1652 748 1 1 -11 -9 15 -2 1 OK
1653 387 0 0 14 -12 1 -53 1 ERR
1654 5594 1 1 -9 -11 12 7 0 ERR
1655 4081 1 1 -7 5 8 41 0 ERR
1656 1992 1 1 -14 12 -4 30 0 ERR
1657 5471 0 0 10 -16 4 -17 1 ERR
1658 2230 1 1 -4 -16 -11 -19 1 OK
1659 4557 1 1 -14 1 11 23 0 ERR
1660 164 1 1 -11 -12 10 2 0 ERR
1661 1339 0 0 13 7 -16 7 0 OK
1662 1938 0 0 1 15 7 -2 1 ERR
1663 1961 0 0 5 -16 15 -18 1 ERR
1664 1408 1 1 -6 15 1 53 0 ERR
1665 279 0 0 4 -8 -16 -25 1 ERR
1666 4718 0 0 10 -16 11 -44 1 ERR
1667 2437 0 0 11 -5 4 -49 1 ERR
1668 5724 1 1 -16 0 9 63 0 ERR
1669 2291 0 0 15 -15 15 -32 1 ERR
1670 4426 1 1 -6 15 -7 63 0 ERR
1671 5985 1 1 0 -14 -16 63 0 ERR
1672 824 1 1 -16 -11 11 59 0 ERR
1673 1231 0 0 3 8 -16 -27 1 ERR
1674 1062 1 1 -16 15 -5 13 0 ERR
1675 317 1 1 -10 -9 8 56 0 ERR
1676 5140 1 1 -9 -7 15 28 0 ERR
1677 3243 1 1 -16 15 -16 27 0 ERR
1678 770 0 0 11 -3 14 -35 1 ERR
1679 3865 1 1 -11 4 13 63 0 ERR
1680 240 1 1 -16 12 -3 -22 1 OK
1681 2183 1 1 -9 15 -3 52 0 ERR
1682 3550 0 0 15 15 -5 -49 1 ERR
1683 4341 1 1 -7 15 -16 63 0 ERR
1684 4556 0 0 -5 -16 -6 -13 1 ERR
1685 4195 1 1 2 -2 -12 -64 1 OK
1686 3258 0 0 8 3 9 63 0 OK
1687 1745 1 1 2 -16 0 -64 1 OK
1688 5800 1 1 -6 10 15 30 0 ERR
1689 3135 1 1 -4 -9 -16 52 0 ERR
1690 6038 0 0 10 13 -7 -32 1 ERR
1691 2221 0 0 13 -12 -7 63 0 OK
1692 3972 0 0 15 0 5 -20 1 ERR
1693 5147 1 1 -6 -1 15 -64 1 OK
1694 5746 1 1 -10 15 10 63 0 ERR
1695 5769 1 1 -13 -11 -16 32 0 ERR
1696 5216 1 1 -7 -11 -16 63 0 ERR
1697 4087 1 1 0 15 14 -64 1 OK
1698 2382 1 1 -16 3 15 58 0 ERR
1699 101 0 0 3 -16 10 -57 1 ERR
1700 3388 1 1 -16 -9 6 58 0 ERR
1701 6099 1 1 -12 -13 -15 46 0 ERR
1702 2090 0 0 9 -2 1 -6 1 ERR
1703 3649 0 0 11 7 7 -64 1 ERR
1704 4632 0 0 12 -9 12 -6 1 ERR
1705 5039 1 1 -12 12 15 61 0 ERR
1706 4870 0 0 15 -6 -10 -42 1 ERR
1707 4125 1 1 -9 3 -13 55 0 ERR
1708 2804 0 0 15 -16 -6 42 0 OK
1709 907 1 1 -8 15 -16 35 0 ERR
1710 4578 1 1 -11 15 13 63 0 ERR
1711 1529 1 1 -16 15 10 57 0 ERR
1712 4048 0 0 9 8 8 -55 1 ERR
1713 5991 0 0 7 -16 -3 -64 1 ERR
1714 1214 1 1 -9 12 -3 56 0 ERR
1715 2005 0 0 11 -8 0 -52 1 ERR
1716 2220 0 0 8 -12 15 -27 1 ERR
1717 1859 1 1 -14 3 9 16 0 ERR
1718 922 1 1 -16 -16 7 31 0 ERR
1719 5553 1 1 -8 -15 2 16 0 ERR
1720 3464 0 0 15 -7 -14 -40 1 ERR
1721 799 0 0 12 -7 -16 -35 1 ERR
1722 3702 1 1 -16 -13 8 1 0 ERR
1723 6029 0 0 0 -11 12 3 0 OK
1724 1636 1 1 -1 12 15 46 0 ERR
1725 2811 0 0 11 15 -3 1 0 OK
1726 3410 1 1 -14 -15 -16 51 0 ERR
1727 3433 0 0 8 3 -2 16 0 OK
1728 2880 0 0 15 -8 -9 16 0 OK
1729 1751 0 0 15 12 13 3 0 OK
1730 46 0 0 6 15 -15 1 0 OK
1731 3909 1 1 -8 15 8 17 0 ERR
1732 1052 0 0 15 -15 12 -16 1 ERR
1733 3763 0 0 5 5 -14 -48 1 ERR
1734 5898 1 1 -8 -16 -15 37 0 ERR
1735 1313 0 0 15 -13 -7 -44 1 ERR
1736 2296 0 0 15 15 14 -4 1 ERR
1737 2703 0 0 12 -16 15 -64 1 ERR
1738 2534 0 0 15 15 6 -43 1 ERR
1739 1789 1 1 -11 -10 -13 38 0 ERR
1740 468 0 0 14 -10 11 -17 1 ERR
1741 4715 1 1 -4 -9 3 -23 1 OK
1742 2242 1 1 -13 10 4 -64 1 OK
1743 5337 1 1 -7 14 9 -41 1 OK
1744 1712 0 0 11 -6 -16 -9 1 ERR
1745 3655 0 0 6 1 -16 -11 1 ERR
1746 5022 0 0 5 7 12 -52 1 ERR
1747 5813 0 0 5 -7 -10 -48 1 ERR
1748 6028 1 1 -8 5 -13 -50 1 OK
1749 5667 1 1 -14 5 14 48 0 ERR
1750 4730 0 0 15 -9 11 -64 1 ERR
1751 3217 1 1 -4 -12 -16 63 0 ERR
1752 1128 0 0 4 15 -16 34 0 OK
1753 4607 1 1 -2 -3 -9 63 0 ERR
1754 1366 0 0 10 -5 -1 -64 1 ERR
1755 3693 0 0 14 15 -9 -64 1 ERR
1756 5444 0 0 15 -13 -3 -15 1 ERR
1757 475 0 0 5 4 -16 23 0 OK
1758 1074 1 1 10 -9 -7 1 0 ERR
1759 1097 0 0 8 -5 15 -22 1 ERR
1760 544 1 1 -10 -16 -12 14 0 ERR
1761 5559 1 1 -9 10 9 -24 1 OK
1762 3854 0 0 12 -14 1 -40 1 ERR
1763 1573 1 1 -6 15 -16 -12 1 OK
1764 4860 1 1 -9 13 -6 11 0 ERR
1765 1427 1 1 -16 14 15 40 0 ERR
1766 3562 1 1 -10 -5 -3 -18 1 OK
1767 5121 0 0 15 -6 8 29 0 OK
1768 6104 0 0 0 15 -9 -37 1 ERR
1769 367 1 1 0 8 -11 -48 1 OK
1770 198 1 1 -9 -8 -14 -24 1 OK
1771 5597 1 1 -14 3 11 0 0 ERR
1772 4276 0 0 7 12 -5 -47 1 ERR
1773 2379 0 0 10 8 14 -33 1 ERR
1774 6050 1 1 1 -16 15 -38 1 OK
1775 3001 0 0 -1 7 -6 40 0 OK
1776 5520 1 1 -12 12 -15 -39 1 OK
1777 1319 0 0 0 15 -16 -38 1 ERR
1778 2686 0 0 14 -12 -16 37 0 OK
1779 3477 1 1 -6 13 -4 42 0 ERR
1780 3692 0 0 15 -4 -16 11 0 OK
1781 3331 1 1 -12 1 9 63 0 ERR
1782 2394 0 0 14 -6 -9 24 0 OK
1783 881 1 1 -16 14 15 -39 1 OK
1784 4936 0 0 15 -16 10 34 0 OK
1785 2271 1 1 -16 4 15 34 0 ERR
1786 5174 1 1 -3 6 12 -24 1 OK
1787 1357 1 1 -16 5 15 42 0 ERR
1788 3108 1 1 -14 -10 -6 -35 1 OK
1789 4283 0 0 14 -16 -10 -58 1 ERR
1790 4882 1 1 -10 -16 15 63 0 ERR
1791 4905 0 0 -2 -12 11 -56 1 ERR
1792 4352 1 1 -16 1 -6 19 0 ERR
1793 3223 1 1 -8 -16 14 -1 1 OK
1794 1518 0 0 1 8 -16 -53 1 ERR
1795 5381 1 1 -16 15 -13 50 0 ERR
1796 2524 0 0 15 9 -16 1 0 OK
1797 5235 0 0 15 -11 -16 63 0 OK
1798 1226 0 0 14 -11 6 -64 1 ERR
1799 2785 0 0 1 -10 3 -47 1 ERR
1800 3768 1 1 -9 -10 11 58 0 ERR
1801 4175 0 0 3 -8 7 -28 1 ERR
1802 4006 0 0 15 -9 15 -9 1 ERR
1803 3261 1 1 -16 -14 -5 10 0 ERR
1804 1940 1 1 0 -1 -8 -26 1 OK
1805 43 1 1 -16 8 11 3 0 ERR
1806 3714 0 0 15 -11 10 -1 1 ERR
1807 665 0 0 14 15 0 -11 1 ERR
1808 3184 0 0 15 15 -11 27 0 OK
1809 5127 0 0 10 -1 -6 63 0 OK
1810 350 0 0 15 -6 -3 -32 1 ERR
1811 1141 1 1 -10 14 -4 63 0 ERR
1812 1356 1 1 -16 -7 -6 63 0 ERR
1813 995 1 1 -14 -16 11 63 0 ERR
1814 58 0 0 12 -6 10 7 0 OK
1815 4689 0 0 11 -9 -16 63 0 OK
1816 2600 0 0 8 5 7 -30 1 ERR
1817 6079 1 1 0 10 -16 36 0 ERR
1818 2838 1 1 -11 -7 -13 31 0 ERR
1819 5165 0 0 15 -6 4 -53 1 ERR
1820 772 1 1 -13 1 -10 -19 1 OK
1821 1947 0 0 15 -16 11 -14 1 ERR
1822 2546 0 0 10 -16 -9 -58 1 ERR
1823 2569 0 0 -2 3 12 -42 1 ERR
1824 2016 0 0 13 -10 -4 6 0 OK
1825 887 0 0 15 14 -4 -34 1 ERR
1826 5326 1 1 -7 -14 15 -37 1 OK
1827 3045 0 0 6 -12 -5 35 0 OK
1828 188 1 1 -16 -13 -16 -35 1 OK
1829 2899 0 0 15 -14 -2 -62 1 ERR
1830 5034 1 1 -13 7 15 51 0 ERR
1831 449 0 0 15 7 13 -42 1 ERR
1832 1432 0 0 15 5 -15 -50 1 ERR
1833 1839 1 1 -14 -13 8 59 0 ERR
1834 1670 1 1 -11 -8 -11 -21 1 OK
1835 925 1 1 -3 -1 -4 28 0 ERR
1836 5748 0 0 4 -7 15 -19 1 ERR
1837 3851 1 1 -15 5 14 40 0 ERR
1838 1378 1 1 -11 7 -9 43 0 ERR
1839 4473 0 0 13 -11 -8 -22 1 ERR
1840 848 1 1 -11 -11 15 19 0 ERR
1841 2791 1 1 -12 -14 15 -24 1 OK
1842 4158 0 0 9 13 -1 -21 1 ERR
1843 4949 0 0 6 12 11 19 0 OK
1844 5164 1 1 -12 13 -7 -25 1 OK
1845 4803 1 1 -9 15 -16 30 0 ERR
1846 3866 1 1 -15 -12 -13 63 0 ERR
1847 2353 1 1 -13 12 9 53 0 ERR
1848 264 0 0 15 15 -12 -49 1 ERR
1849 3743 0 0 15 10 15 -35 1 ERR
1850 502 0 0 7 5 -4 -18 1 ERR
1851 2829 1 1 -7 -16 4 30 0 ERR
1852 4580 0 0 11 14 -11 -12 1 ERR
1853 5755 1 1 -4 14 12 -33 1 OK
1854 210 0 0 11 8 -9 -64 1 ERR
1855 233 1 1 -16 7 10 63 0 ERR
1856 5824 1 1 -16 15 -6 63 0 ERR
1857 4695 1 1 -12 -16 2 32 0 ERR
1858 2990 1 1 -7 15 15 63 0 ERR
1859 709 1 1 -1 -9 -11 31 0 ERR
1860 3996 0 0 13 -5 -7 -22 1 ERR
1861 563 0 0 15 -16 15 -54 1 ERR
1862 2698 0 0 5 15 -10 -41 1 ERR
1863 4257 1 1 -15 -11 5 28 0 ERR
1864 5240 0 0 11 -10 13 23 0 OK
1865 5647 1 1 -11 -6 6 63 0 ERR
1866 5478 0 0 15 -16 -16 27 0 OK
1867 4733 1 1 -11 14 6 -23 1 OK
1868 3412 1 1 -5 -9 -14 32 0 ERR
1869 1515 0 0 1 15 -16 -25 1 ERR
1870 5186 1 1 -16 13 -10 28 0 ERR
1871 2137 0 0 15 15 -12 2 0 OK
1872 4656 1 1 -16 6 -4 -4 1 OK
1873 455 0 0 15 -16 -1 3 0 OK
1874 1822 0 0 11 9 -6 -44 1 ERR
1875 2613 1 1 -15 -13 -16 50 0 ERR
1876 2828 1 1 -6 4 4 17 0 ERR
1877 2467 0 0 15 14 15 -16 1 ERR
1878 1530 1 1 -12 -13 11 -13 1 OK
1879 17 0 0 15 8 0 -51 1 ERR
1880 4072 1 1 -16 4 14 -13 1 OK
1881 1407 1 1 -10 -8 8 43 0 ERR
1882 4310 0 0 15 0 -15 -15 1 ERR
1883 493 1 1 -14 -12 4 2 0 ERR
1884 2244 1 1 -6 12 14 34 0 ERR
1885 3419 0 0 14 -7 4 13 0 OK
1886 4018 1 1 -10 7 4 18 0 ERR
1887 4041 0 0 15 -3 -5 -40 1 ERR
1888 3488 1 1 -14 6 -1 -13 1 OK
1889 2359 1 1 -15 13 -16 27 0 ERR
1890 654 1 1 -14 11 1 24 0 ERR
1891 4517 0 0 13 8 -10 -37 1 ERR
1892 1660 0 0 15 -7 -12 -55 1 ERR
1893 4371 1 1 -11 15 -12 32 0 ERR
1894 362 1 1 -16 7 -15 9 0 ERR
1895 1921 1 1 -8 11 5 37 0 ERR
1896 2904 1 1 -5 -10 -9 40 0 ERR
1897 3311 1 1 -16 15 -10 40 0 ERR
1898 3142 0 0 15 15 13 -49 1 ERR
1899 2397 1 1 -16 -1 11 15 0 ERR
1900 1076 0 0 15 10 -7 13 0 OK
1901 5323 1 1 -16 7 -7 57 0 ERR
1902 2850 0 0 2 15 -2 39 0 OK
1903 5945 0 0 15 -6 -4 -47 1 ERR
1904 2320 1 1 -11 0 15 39 0 ERR
1905 4263 1 1 -9 15 13 5 0 ERR
1906 5630 0 0 15 -16 10 63 0 OK
1907 277 0 0 11 11 8 -28 1 ERR
1908 492 0 0 11 4 12 -28 1 ERR
1909 131 0 0 15 -16 13 -23 1 ERR
1910 5338 0 0 11 -10 -16 -47 1 ERR
1911 3825 1 1 -13 12 5 17 0 ERR
1912 1736 0 0 9 9 15 -43 1 ERR
1913 5215 0 0 5 15 15 -34 1 ERR
1914 1974 1 1 -4 -12 10 33 0 ERR
1915 4301 0 0 13 1 8 -13 1 ERR
1916 6052 0 0 11 -6 -15 -10 1 ERR
1917 1083 0 0 7 13 -8 10 0 OK
1918 1682 0 0 8 4 -8 -20 1 ERR
1919 1705 1 1 -16 15 -14 63 0 ERR
1920 1152 1 1 -9 6 -6 63 0 ERR
1921 23 0 0 15 15 12 -64 1 ERR
1922 4462 1 1 -11 15 -15 63 0 ERR
1923 2181 0 0 15 -4 15 -64 1 ERR
1924 5468 1 1 -13 -14 7 63 0 ERR
1925 2035 0 0 8 7 13 -64 1 ERR
1926 4170 1 1 -16 -11 15 63 0 ERR
1927 5729 0 0 15 0 7 -56 1 ERR
1928 568 0 0 10 1 -16 -63 1 ERR
1929 975 1 1 -9 8 -10 63 0 ERR
1930 806 0 0 12 7 15 -64 1 ERR
1931 61 1 1 -16 13 15 63 0 ERR
1932 4884 0 0 12 -16 -4 -64 1 ERR
1933 2987 0 0 15 15 6 -40 1 ERR
1934 514 1 1 -9 -15 15 52 0 ERR
1935 3609 0 0 15 -7 -4 -28 1 ERR
1936 6128 1 1 -5 -7 -5 31 0 ERR
1937 1927 0 0 3 -9 -5 -43 1 ERR
1938 3294 1 1 -10 8 11 28 0 ERR
1939 4085 0 0 2 15 13 -46 1 ERR
1940 4300 0 0 7 15 15 -64 1 ERR
1941 3939 0 0 14 13 -14 -39 1 ERR
1942 3002 0 0 15 -2 10 -64 1 ERR
1943 1489 1 1 -6 -12 -9 28 0 ERR
1944 5544 0 0 10 15 -6 -38 1 ERR
1945 2879 1 1 -10 15 -3 24 0 ERR
1946 5782 0 0 2 7 -16 34 0 OK
1947 1965 0 0 15 -3 13 15 0 OK
1948 3716 0 0 7 -8 -10 -18 1 ERR
1949 4891 1 1 -16 12 5 16 0 ERR
1950 5490 1 1 -1 -16 -10 48 0 ERR
1951 5513 1 1 -7 -16 9 39 0 ERR
1952 4960 0 0 8 -3 6 36 0 OK
1953 3831 1 1 -13 15 -8 -20 1 OK
1954 2126 1 1 -16 -7 2 -7 1 OK
1955 5989 1 1 -16 -6 15 51 0 ERR
1956 3132 0 0 15 -9 -3 -46 1 ERR
1957 5843 1 1 4 6 -5 -34 1 OK
1958 1834 0 0 -9 15 -16 41 0 OK
1959 3393 0 0 3 15 -16 22 0 OK
1960 4376 1 1 -11 -13 -16 24 0 ERR
1961 4783 0 0 15 15 -9 -37 1 ERR
1962 4614 0 0 7 -16 15 23 0 OK
1963 3869 0 0 11 9 -14 18 0 OK
1964 2548 1 1 -9 -16 -2 5 0 ERR
1965 651 1 1 -9 2 3 48 0 ERR
1966 4322 0 0 15 -5 13 -35 1 ERR
1967 1273 1 1 -16 -14 -5 20 0 ERR
1968 3792 1 1 -4 -16 -16 5 0 ERR
1969 5735 0 0 13 -11 2 -46 1 ERR
1970 958 1 1 -16 15 15 44 0 ERR
1971 1749 1 1 -16 -16 6 59 0 ERR
1972 1964 1 1 -16 -10 8 25 0 ERR
1973 1603 0 0 6 -14 1 -29 1 ERR
1974 666 0 0 12 -16 -4 -51 1 ERR
1975 5297 1 1 -10 -16 8 14 0 ERR
1976 3208 1 1 -16 8 -9 40 0 ERR
1977 543 0 0 -9 -1 -2 4 0 OK
1978 3446 1 1 3 5 7 38 0 ERR
1979 5773 1 1 -16 15 -9 -4 1 OK
1980 1380 0 0 9 -16 1 -28 1 ERR
1981 2555 1 1 0 -16 5 -8 1 OK
1982 3154 1 1 -12 -16 -16 6 0 ERR
1983 3177 0 0 9 10 15 -1 1 ERR
1984 2624 1 1 -16 -15 14 18 0 ERR
1985 1495 1 1 -10 12 12 35 0 ERR
1986 5934 1 1 -12 -2 15 -9 1 OK
1987 3653 1 1 -16 -9 13 41 0 ERR
1988 796 1 1 -16 15 5 -34 1 OK
1989 3507 0 0 8 -13 -16 -53 1 ERR
1990 5642 1 1 -16 15 15 26 0 ERR
1991 1057 1 1 -16 14 -12 -10 1 OK
1992 2040 1 1 -3 15 15 -10 1 OK
1993 2447 1 1 -5 -9 4 49 0 ERR
1994 2278 0 0 8 -13 15 -34 1 ERR
1995 1533 1 1 -11 -9 2 49 0 ERR
1996 212 1 1 -6 8 -4 39 0 ERR
1997 4459 0 0 9 -16 12 -41 1 ERR
1998 1986 1 1 -15 15 15 -20 1 OK
1999 5081 1 1 -15 5 -16 -9 1 OK
2000 1456 0 0 15 -16 15 9 0 OK
2001 3399 0 0 15 15 -14 -10 1 ERR
2002 4766 1 1 -3 -16 -16 9 0 ERR
2003 5557 0 0 15 -15 15 -39 1 ERR
2004 5772 1 1 -6 -16 14 33 0 ERR
2005 5411 0 0 10 -6 -16 -53 1 ERR
2006 4474 0 0 15 -16 -11 -38 1 ERR
2007 2961 0 0 14 4 0 -20 1 ERR
2008 872 1 1 6 9 -16 -31 1 OK
2009 4351 0 0 15 -1 7 -45 1 ERR
2010 1110 1 1 -8 15 -9 -21 1 OK
2011 3437 0 0 14 -16 9 -14 1 ERR
2012 5188 0 0 15 15 -16 41 0 OK
2013 219 1 1 -5 0 -10 31 0 ERR
2014 818 0 0 9 -16 8 3 0 OK
2015 841 0 0 10 8 15 24 0 OK
2016 288 1 1 -4 8 6 -17 1 OK
2017 5303 1 1 -11 -11 9 35 0 ERR
2018 3598 1 1 -13 15 12 24 0 ERR
2019 1317 1 1 1 -16 11 -42 1 OK
2020 4604 1 1 -10 -16 -16 20 0 ERR
2021 1171 1 1 -16 4 -8 -3 1 OK
2022 3306 1 1 -6 10 -12 22 0 ERR
2023 4865 1 1 -11 7 6 -23 1 OK
2024 5848 0 0 14 15 -16 14 0 OK
2025 111 1 1 -7 15 -1 59 0 ERR
2026 6086 1 1 -10 10 -10 59 0 ERR
2027 5341 1 1 -1 -10 -16 59 0 ERR
2028 4020 0 0 -2 -14 -10 -52 1 ERR
2029 2123 0 0 15 15 13 -64 1 ERR
2030 5794 1 1 -8 11 15 -56 1 OK
2031 2745 0 0 4 7 -13 -64 1 ERR
2032 5264 1 1 -16 5 15 28 0 ERR
2033 1063 0 0 13 -6 0 -64 1 ERR
2034 2430 1 1 -4 -14 -5 -48 1 OK
2035 3221 0 0 10 9 13 -64 1 ERR
2036 3436 1 1 -15 -16 -16 -48 1 OK
2037 3075 0 0 13 -16 -11 48 0 OK
2038 2138 0 0 15 7 -12 48 0 OK
2039 625 0 0 4 -10 3 -28 1 ERR
2040 4680 1 1 -16 -12 6 63 0 ERR
2041 2015 1 1 -16 -16 -8 49 0 ERR
2042 4918 1 1 -16 -14 12 63 0 ERR
2043 1101 1 1 -3 -13 14 63 0 ERR
2044 2852 1 1 -11 -13 -2 63 0 ERR
2045 4027 0 0 12 15 15 -62 1 ERR
2046 4626 0 0 6 3 -15 -64 1 ERR
2047 4649 1 1 -16 13 12 63 0 ERR
2048 4096 1 1 -16 15 15 63 0 ERR
2049 2967 1 1 -15 -13 -13 63 0 ERR
