total_symbols=3200
rtl_coverage=3200
malformed_out_lines=0
hard_errors_vs_reference=4
sign_mismatch_vs_reference=4
mean_abs_llr_delta=0.406562
floating_coverage=3200
hard_errors_vs_floating=3
sign_mismatch_vs_floating=3
mean_abs_llr_delta_vs_floating=120800.953685

RTL vs Fixed-Point Reference (Original Domain)
idx bit_orig ref_hard rtl_hard ref_llr rtl_llr sign_match
632 0 0 0 -64.00000000 -64 OK
633 0 0 0 -64.00000000 -64 OK
634 1 1 1 63.00000000 63 OK
635 0 0 0 -64.00000000 -64 OK
636 1 1 1 63.00000000 63 OK
637 1 1 1 63.00000000 63 OK
638 1 1 1 63.00000000 63 OK
639 0 0 0 -64.00000000 -64 OK
640 0 0 0 -64.00000000 -64 OK
641 1 1 1 63.00000000 63 OK
642 0 0 0 -64.00000000 -64 OK
643 1 1 1 63.00000000 63 OK
644 0 0 0 -64.00000000 -64 OK
645 1 1 1 63.00000000 63 OK
646 0 0 0 -64.00000000 -64 OK
647 0 0 0 -64.00000000 -64 OK
648 0 0 0 -64.00000000 -64 OK
649 1 1 1 63.00000000 63 OK
650 0 0 0 -64.00000000 -64 OK
651 1 1 1 63.00000000 63 OK
652 1 1 1 63.00000000 63 OK
653 0 0 0 -64.00000000 -64 OK
654 1 1 1 63.00000000 63 OK
655 0 0 0 -64.00000000 -64 OK
656 0 0 0 -64.00000000 -64 OK
657 1 1 1 63.00000000 63 OK
658 1 1 1 63.00000000 63 OK
659 0 0 0 -64.00000000 -64 OK
660 1 1 1 63.00000000 63 OK
661 0 0 0 -64.00000000 -64 OK
662 0 0 0 -64.00000000 -64 OK
663 1 1 1 63.00000000 63 OK
664 0 0 0 -64.00000000 -64 OK
665 0 0 0 -64.00000000 -64 OK
666 0 0 0 -64.00000000 -64 OK
667 1 1 1 63.00000000 63 OK
668 1 1 1 63.00000000 63 OK
669 0 0 0 -64.00000000 -64 OK
670 1 1 1 63.00000000 63 OK
671 0 0 0 -64.00000000 -64 OK
672 0 0 0 -64.00000000 -64 OK
673 0 0 0 -64.00000000 -64 OK
674 0 0 0 -64.00000000 -64 OK
675 0 0 0 -64.00000000 -64 OK
676 1 1 1 63.00000000 63 OK
677 1 1 1 63.00000000 63 OK
678 0 0 0 -64.00000000 -64 OK
679 0 0 0 -64.00000000 -64 OK
680 0 0 0 -64.00000000 -64 OK
681 0 0 0 -64.00000000 -64 OK
682 0 0 0 -64.00000000 -64 OK
683 1 1 1 63.00000000 63 OK
684 1 1 1 63.00000000 63 OK
685 1 1 1 63.00000000 63 OK
686 0 0 0 -64.00000000 -64 OK
687 0 0 0 -64.00000000 -64 OK
688 0 0 0 -64.00000000 -64 OK
689 1 1 1 63.00000000 63 OK
690 0 0 0 -64.00000000 -64 OK
691 0 0 0 -64.00000000 -64 OK
692 0 0 0 -64.00000000 -64 OK
693 1 1 1 63.00000000 63 OK
694 1 1 1 63.00000000 63 OK
695 1 1 1 63.00000000 63 OK
696 0 0 0 -64.00000000 -64 OK
697 1 1 1 63.00000000 63 OK
698 1 1 1 63.00000000 63 OK
699 1 1 1 63.00000000 63 OK
700 1 1 1 63.00000000 63 OK
701 1 1 1 63.00000000 63 OK
702 1 1 1 63.00000000 63 OK
703 0 0 0 -64.00000000 -64 OK
704 1 1 1 63.00000000 63 OK
705 1 1 1 63.00000000 63 OK
706 0 0 0 -64.00000000 -64 OK
707 0 0 0 -64.00000000 -64 OK
708 0 0 0 -64.00000000 -64 OK
709 1 1 1 63.00000000 63 OK
710 0 0 0 -64.00000000 -64 OK
711 0 0 0 -64.00000000 -64 OK
712 1 1 1 63.00000000 63 OK
713 0 0 0 -64.00000000 -64 OK
714 0 0 0 -64.00000000 -64 OK
715 0 0 0 -64.00000000 -64 OK
716 1 1 1 63.00000000 63 OK
717 0 0 0 -64.00000000 -64 OK
718 0 0 0 -64.00000000 -64 OK
719 1 1 1 63.00000000 63 OK
720 1 1 1 63.00000000 63 OK
721 0 0 0 -64.00000000 -64 OK
722 0 0 0 -64.00000000 -64 OK
723 0 0 0 -64.00000000 -64 OK
724 1 1 1 63.00000000 63 OK
725 1 1 1 63.00000000 63 OK
726 1 1 1 63.00000000 63 OK
727 0 0 0 -64.00000000 -64 OK
728 1 1 1 63.00000000 63 OK
729 0 0 0 -64.00000000 -64 OK
730 0 0 0 -64.00000000 -64 OK
731 1 1 1 63.00000000 63 OK
732 0 0 0 -64.00000000 -64 OK
733 0 0 0 -64.00000000 -64 OK
734 0 0 0 -64.00000000 -64 OK
735 1 1 1 63.00000000 63 OK
736 0 0 0 -64.00000000 -64 OK
737 1 1 1 63.00000000 63 OK
738 1 1 1 63.00000000 63 OK
739 1 1 1 63.00000000 63 OK
740 1 1 1 63.00000000 63 OK
741 1 1 1 63.00000000 63 OK
742 1 1 1 63.00000000 63 OK
743 0 0 0 -64.00000000 -64 OK
744 1 1 1 63.00000000 63 OK
745 0 0 0 -64.00000000 -64 OK
746 0 0 0 -64.00000000 -64 OK
747 0 0 0 -64.00000000 -64 OK
748 0 0 0 -64.00000000 -64 OK
749 0 0 0 -64.00000000 -64 OK
750 1 1 1 63.00000000 63 OK
751 0 0 0 -64.00000000 -64 OK
752 0 0 0 -64.00000000 -64 OK
753 0 0 0 -64.00000000 -64 OK
754 0 0 0 -64.00000000 -64 OK
755 0 0 0 -64.00000000 -64 OK
756 1 1 1 63.00000000 63 OK
757 0 0 0 -64.00000000 -64 OK
758 1 1 1 63.00000000 63 OK
759 1 1 1 63.00000000 63 OK
760 1 1 1 63.00000000 63 OK
761 0 0 0 -64.00000000 -64 OK
762 1 1 1 63.00000000 63 OK
763 1 1 1 63.00000000 63 OK
764 1 1 1 63.00000000 63 OK
765 1 1 1 63.00000000 63 OK
766 0 0 0 -64.00000000 -64 OK
767 0 0 0 -64.00000000 -64 OK
768 0 0 0 -64.00000000 -64 OK
769 0 0 0 -64.00000000 -64 OK
770 0 0 0 -64.00000000 -64 OK
771 1 1 1 63.00000000 63 OK
772 0 0 0 -64.00000000 -64 OK
773 1 1 1 63.00000000 63 OK
774 0 0 0 -64.00000000 -64 OK
775 0 0 0 -64.00000000 -64 OK
776 1 1 1 63.00000000 63 OK
777 0 0 0 -64.00000000 -64 OK
778 0 0 0 -64.00000000 -64 OK
779 0 0 0 -64.00000000 -64 OK
780 0 0 0 -64.00000000 -64 OK
781 0 0 0 -64.00000000 -64 OK
782 1 1 1 63.00000000 63 OK
783 0 0 0 -64.00000000 -64 OK
784 1 1 1 63.00000000 63 OK
785 0 0 0 -64.00000000 -64 OK
786 1 1 1 63.00000000 63 OK
787 0 0 0 -64.00000000 -64 OK
788 0 0 0 -64.00000000 -64 OK
789 1 1 1 63.00000000 63 OK
790 0 0 0 -64.00000000 -64 OK
791 1 1 1 63.00000000 63 OK
792 0 0 0 -64.00000000 -64 OK
793 0 0 0 -63.00000000 -64 OK
794 1 1 1 45.00000000 63 OK
795 0 0 0 -64.00000000 -64 OK
796 1 1 1 43.00000000 63 OK
797 0 0 0 -42.00000000 -64 OK
798 0 0 0 -44.00000000 -64 OK
799 0 1 0 20.00000000 -64 ERR
800 1 1 1 38.00000000 63 OK
801 1 1 1 54.00000000 63 OK
802 1 1 1 63.00000000 63 OK
803 0 0 0 -64.00000000 -64 OK
804 1 1 1 54.00000000 63 OK
805 1 1 1 63.00000000 63 OK
806 0 0 0 -53.00000000 -64 OK
807 1 1 1 63.00000000 63 OK
808 1 1 1 63.00000000 63 OK
809 0 0 0 -64.00000000 -64 OK
810 1 1 1 63.00000000 63 OK
811 1 1 1 63.00000000 63 OK
812 0 0 0 -64.00000000 -64 OK
813 0 0 0 -64.00000000 -64 OK
814 0 0 0 -64.00000000 -64 OK
815 0 0 0 -64.00000000 -64 OK
816 0 0 0 -64.00000000 -64 OK
817 0 0 0 -64.00000000 -64 OK
818 1 1 1 63.00000000 63 OK
819 0 0 0 -64.00000000 -64 OK
820 0 0 0 -64.00000000 -64 OK
821 0 0 0 -64.00000000 -64 OK
822 1 1 1 63.00000000 63 OK
823 0 0 0 -64.00000000 -64 OK
824 1 1 1 63.00000000 63 OK
825 1 1 1 63.00000000 63 OK
826 1 1 1 63.00000000 63 OK
827 0 0 0 -64.00000000 -64 OK
828 0 0 0 -64.00000000 -64 OK
829 1 1 1 63.00000000 63 OK
830 0 0 0 -64.00000000 -64 OK
831 0 0 0 -64.00000000 -64 OK
832 1 1 1 63.00000000 63 OK
833 0 0 0 -64.00000000 -64 OK
834 1 1 1 63.00000000 63 OK
835 0 0 0 -64.00000000 -64 OK
836 0 0 0 -64.00000000 -64 OK
837 0 0 0 -64.00000000 -64 OK
838 1 1 1 63.00000000 63 OK
839 1 1 1 63.00000000 63 OK
840 0 0 0 -64.00000000 -64 OK
841 0 0 0 -64.00000000 -64 OK
842 1 1 1 63.00000000 63 OK
843 0 0 0 -64.00000000 -64 OK
844 0 0 0 -64.00000000 -64 OK
845 1 1 1 63.00000000 63 OK
846 0 0 0 -64.00000000 -64 OK
847 0 0 0 -64.00000000 -64 OK
848 0 0 0 -64.00000000 -64 OK
849 1 1 1 63.00000000 63 OK
850 0 0 0 -64.00000000 -64 OK
851 0 0 0 -64.00000000 -64 OK
852 0 0 0 -64.00000000 -64 OK
853 0 0 0 -64.00000000 -64 OK
854 0 0 0 -64.00000000 -64 OK
855 0 0 0 -64.00000000 -64 OK
856 0 0 0 -64.00000000 -64 OK
857 1 1 1 63.00000000 63 OK
858 1 1 1 63.00000000 63 OK
859 0 0 0 -64.00000000 -64 OK
860 1 1 1 63.00000000 63 OK
861 1 1 1 63.00000000 63 OK
862 0 0 0 -64.00000000 -64 OK
863 0 0 0 -64.00000000 -64 OK
864 0 0 0 -64.00000000 -64 OK
865 0 0 0 -64.00000000 -64 OK
866 0 0 0 -64.00000000 -64 OK
867 1 1 1 63.00000000 63 OK
868 1 1 1 63.00000000 63 OK
869 0 0 0 -64.00000000 -64 OK
870 0 0 0 -64.00000000 -64 OK
871 1 1 1 63.00000000 63 OK
872 1 1 1 63.00000000 63 OK
873 0 0 0 -64.00000000 -64 OK
874 1 1 1 63.00000000 63 OK
875 1 1 1 63.00000000 63 OK
876 1 1 1 63.00000000 63 OK
877 0 0 0 -64.00000000 -64 OK
878 1 1 1 63.00000000 63 OK
879 1 1 1 63.00000000 63 OK
880 0 0 0 -64.00000000 -64 OK
881 0 0 0 -64.00000000 -64 OK
882 1 1 1 63.00000000 63 OK
883 0 0 0 -64.00000000 -64 OK
884 1 1 1 63.00000000 63 OK
885 1 1 1 63.00000000 63 OK
886 0 0 0 -64.00000000 -64 OK
887 1 1 1 63.00000000 63 OK
888 0 0 0 -64.00000000 -64 OK
889 1 1 1 63.00000000 63 OK
890 0 0 0 -64.00000000 -64 OK
891 0 0 0 -64.00000000 -64 OK
892 0 0 0 -64.00000000 -64 OK
893 1 1 1 63.00000000 63 OK
894 1 1 1 63.00000000 63 OK
895 0 0 0 -64.00000000 -64 OK
896 1 1 1 63.00000000 63 OK
897 1 1 1 63.00000000 63 OK
898 0 0 0 -64.00000000 -64 OK
899 0 0 0 -64.00000000 -64 OK
900 1 1 1 63.00000000 63 OK
901 1 1 1 63.00000000 63 OK
902 0 0 0 -64.00000000 -64 OK
903 0 0 0 -64.00000000 -64 OK
904 1 1 1 63.00000000 63 OK
905 1 1 1 63.00000000 63 OK
906 1 1 1 63.00000000 63 OK
907 0 0 0 -64.00000000 -64 OK
908 1 1 1 63.00000000 63 OK
909 0 0 0 -64.00000000 -64 OK
910 0 0 0 -64.00000000 -64 OK
911 0 0 0 -64.00000000 -64 OK
912 1 1 1 63.00000000 63 OK
913 1 1 1 63.00000000 63 OK
914 1 1 1 63.00000000 63 OK
915 0 0 0 -64.00000000 -64 OK
916 0 0 0 -64.00000000 -64 OK
917 1 1 1 63.00000000 63 OK
918 0 0 0 -64.00000000 -64 OK
919 0 0 0 -64.00000000 -64 OK
920 0 0 0 -64.00000000 -64 OK
921 0 0 0 -64.00000000 -64 OK
922 0 0 0 -64.00000000 -64 OK
923 1 1 1 63.00000000 63 OK
924 1 1 1 63.00000000 63 OK
925 0 0 0 -64.00000000 -64 OK
926 1 1 1 63.00000000 63 OK
927 1 1 1 63.00000000 63 OK
928 1 1 1 63.00000000 63 OK
929 0 0 0 -64.00000000 -64 OK
930 1 1 1 63.00000000 63 OK
931 0 0 0 -64.00000000 -64 OK
932 0 0 0 -64.00000000 -64 OK
933 0 0 0 -64.00000000 -64 OK
934 0 0 0 -64.00000000 -64 OK
935 0 0 0 -64.00000000 -64 OK
936 1 1 1 63.00000000 63 OK
937 0 0 0 -64.00000000 -64 OK
938 1 1 1 63.00000000 63 OK
939 0 0 0 -64.00000000 -64 OK
940 1 1 1 63.00000000 63 OK
941 0 0 0 -64.00000000 -64 OK
942 1 1 1 63.00000000 63 OK
943 1 1 1 63.00000000 63 OK
944 1 1 1 63.00000000 63 OK
945 1 1 1 63.00000000 63 OK
946 1 1 1 63.00000000 63 OK
947 1 1 1 63.00000000 63 OK
948 0 0 0 -64.00000000 -64 OK
949 0 0 0 -64.00000000 -64 OK
950 0 0 0 -64.00000000 -64 OK
951 0 0 0 -64.00000000 -64 OK
952 0 0 0 -64.00000000 -64 OK
953 0 0 0 -64.00000000 -64 OK
954 0 0 0 -64.00000000 -64 OK
955 1 1 1 63.00000000 63 OK
956 1 1 1 63.00000000 63 OK
957 1 1 1 63.00000000 63 OK
958 1 1 1 63.00000000 63 OK
959 1 1 1 63.00000000 63 OK
960 1 1 1 63.00000000 63 OK
961 0 0 0 -64.00000000 -64 OK
962 0 0 0 -64.00000000 -64 OK
963 0 0 0 -64.00000000 -64 OK
964 0 0 0 -64.00000000 -64 OK
965 1 1 1 63.00000000 63 OK
966 0 0 0 -64.00000000 -64 OK
967 0 0 0 -64.00000000 -64 OK
968 0 0 0 -64.00000000 -64 OK
969 0 0 0 -64.00000000 -64 OK
970 1 1 1 63.00000000 63 OK
971 0 0 0 -64.00000000 -64 OK
972 0 0 0 -64.00000000 -64 OK
973 0 0 0 -64.00000000 -64 OK
974 1 1 1 63.00000000 63 OK
975 0 0 0 -64.00000000 -64 OK
976 1 1 1 63.00000000 63 OK
977 0 0 0 -64.00000000 -64 OK
978 1 1 1 63.00000000 63 OK
979 1 1 1 63.00000000 63 OK
980 0 0 0 -64.00000000 -64 OK
981 1 1 1 63.00000000 63 OK
982 1 1 1 63.00000000 63 OK
983 1 1 1 63.00000000 63 OK
984 1 1 1 63.00000000 63 OK
985 1 1 1 63.00000000 63 OK
986 1 1 1 63.00000000 63 OK
987 1 1 1 63.00000000 63 OK
988 1 1 1 63.00000000 63 OK
989 1 1 1 63.00000000 63 OK
990 0 0 0 -64.00000000 -64 OK
991 0 0 0 -64.00000000 -64 OK
992 0 0 0 -64.00000000 -64 OK
993 0 0 0 -64.00000000 -64 OK
994 1 1 1 63.00000000 63 OK
995 0 0 0 -64.00000000 -64 OK
996 1 1 1 63.00000000 63 OK
997 1 1 1 63.00000000 63 OK
998 0 0 0 -64.00000000 -64 OK
999 0 0 0 -64.00000000 -64 OK
1000 0 0 0 -64.00000000 -64 OK
1001 1 1 1 63.00000000 63 OK
1002 1 1 1 63.00000000 63 OK
1003 1 1 1 63.00000000 63 OK
1004 1 1 1 63.00000000 63 OK
1005 0 0 0 -64.00000000 -64 OK
1006 0 0 0 -64.00000000 -64 OK
1007 0 0 0 -64.00000000 -64 OK
1008 1 1 1 63.00000000 63 OK
1009 1 1 1 63.00000000 63 OK
1010 0 0 0 -64.00000000 -64 OK
1011 1 1 1 63.00000000 63 OK
1012 1 1 1 63.00000000 63 OK
1013 1 1 1 63.00000000 63 OK
1014 0 0 0 -64.00000000 -64 OK
1015 0 0 0 -64.00000000 -64 OK
1016 1 1 1 63.00000000 63 OK
1017 1 1 1 63.00000000 63 OK
1018 0 0 0 -64.00000000 -64 OK
1019 0 0 0 -64.00000000 -64 OK
1020 1 1 1 63.00000000 63 OK
1021 0 0 0 -64.00000000 -64 OK
1022 0 0 0 -64.00000000 -64 OK
1023 0 0 0 -64.00000000 -64 OK
1024 1 1 1 63.00000000 63 OK
1025 0 0 0 -64.00000000 -64 OK
1026 0 0 0 -64.00000000 -64 OK
1027 0 0 0 -64.00000000 -64 OK
1028 0 0 0 -64.00000000 -64 OK
1029 1 1 1 63.00000000 63 OK
1030 0 0 0 -64.00000000 -64 OK
1031 0 0 0 -64.00000000 -64 OK
1032 0 0 0 -64.00000000 -64 OK
1033 1 1 1 63.00000000 63 OK
1034 0 0 0 -64.00000000 -64 OK
1035 0 0 0 -64.00000000 -64 OK
1036 0 0 0 -64.00000000 -64 OK
1037 1 1 1 63.00000000 63 OK
1038 0 0 0 -64.00000000 -64 OK
1039 1 1 1 63.00000000 63 OK
1040 1 1 1 63.00000000 63 OK
1041 0 0 0 -64.00000000 -64 OK
1042 1 1 1 63.00000000 63 OK
1043 1 1 1 63.00000000 63 OK
1044 1 1 1 63.00000000 63 OK
1045 0 0 0 -64.00000000 -64 OK
1046 1 1 1 63.00000000 63 OK
1047 0 0 0 -64.00000000 -64 OK
1048 0 0 0 -64.00000000 -64 OK
1049 1 1 1 63.00000000 63 OK
1050 0 0 0 -64.00000000 -64 OK
1051 0 0 0 -64.00000000 -64 OK
1052 1 1 1 63.00000000 63 OK
1053 1 1 1 63.00000000 63 OK
1054 0 0 0 -64.00000000 -64 OK
1055 1 1 1 63.00000000 63 OK
1056 1 1 1 63.00000000 63 OK
1057 0 0 0 -64.00000000 -64 OK
1058 0 0 0 -64.00000000 -64 OK
1059 1 1 1 63.00000000 63 OK
1060 0 0 0 -64.00000000 -64 OK
1061 0 0 0 -64.00000000 -64 OK
1062 0 0 0 -64.00000000 -64 OK
1063 0 0 0 -64.00000000 -64 OK
1064 1 1 1 63.00000000 63 OK
1065 1 1 1 63.00000000 63 OK
1066 0 0 0 -64.00000000 -64 OK
1067 1 1 1 63.00000000 63 OK
1068 1 1 1 63.00000000 63 OK
1069 1 1 1 63.00000000 63 OK
1070 0 0 0 -64.00000000 -64 OK
1071 0 0 0 -64.00000000 -64 OK
1072 1 1 1 63.00000000 63 OK
1073 0 0 0 -64.00000000 -64 OK
1074 0 0 0 -64.00000000 -64 OK
1075 1 1 1 63.00000000 63 OK
1076 0 0 0 -64.00000000 -64 OK
1077 0 0 0 -64.00000000 -64 OK
1078 0 0 0 -64.00000000 -64 OK
1079 1 1 1 63.00000000 63 OK
1080 0 0 0 -64.00000000 -64 OK
1081 1 1 1 63.00000000 63 OK
1082 0 0 0 -64.00000000 -64 OK
1083 1 1 1 63.00000000 63 OK
1084 1 1 1 63.00000000 63 OK
1085 0 0 0 -64.00000000 -64 OK
1086 1 1 1 63.00000000 63 OK
1087 0 0 0 -64.00000000 -64 OK
1088 0 0 0 -64.00000000 -64 OK
1089 1 1 1 63.00000000 63 OK
1090 0 0 0 -64.00000000 -64 OK
1091 0 0 0 -64.00000000 -64 OK
1092 0 0 0 -64.00000000 -64 OK
1093 0 0 0 -64.00000000 -64 OK
1094 0 0 0 -64.00000000 -64 OK
1095 0 0 0 -64.00000000 -64 OK
1096 0 0 0 -64.00000000 -64 OK
1097 0 0 0 -64.00000000 -64 OK
1098 1 1 1 63.00000000 63 OK
1099 0 0 0 -64.00000000 -64 OK
1100 0 0 0 -64.00000000 -64 OK
1101 1 1 1 63.00000000 63 OK
1102 0 0 0 -64.00000000 -64 OK
1103 1 1 1 63.00000000 63 OK
1104 0 0 0 -64.00000000 -64 OK
1105 0 0 0 -64.00000000 -64 OK
1106 1 1 1 63.00000000 63 OK
1107 0 0 0 -64.00000000 -64 OK
1108 0 0 0 -64.00000000 -64 OK
1109 1 1 1 63.00000000 63 OK
1110 0 0 0 -64.00000000 -64 OK
1111 1 1 1 63.00000000 63 OK
1112 0 0 0 -64.00000000 -64 OK
1113 0 0 0 -64.00000000 -64 OK
1114 0 0 0 -64.00000000 -64 OK
1115 1 1 1 63.00000000 63 OK
1116 0 0 0 -64.00000000 -64 OK
1117 0 0 0 -64.00000000 -64 OK
1118 0 0 0 -64.00000000 -64 OK
1119 1 1 1 63.00000000 63 OK
1120 1 1 1 63.00000000 63 OK
1121 1 1 1 63.00000000 63 OK
1122 1 1 1 63.00000000 63 OK
1123 1 1 1 63.00000000 63 OK
1124 1 1 1 63.00000000 63 OK
1125 0 0 0 -64.00000000 -64 OK
1126 0 0 0 -64.00000000 -64 OK
1127 0 0 0 -64.00000000 -64 OK
1128 0 0 0 -64.00000000 -64 OK
1129 0 0 0 -64.00000000 -64 OK
1130 1 1 1 63.00000000 63 OK
1131 0 0 0 -64.00000000 -64 OK
1132 0 0 0 -64.00000000 -64 OK
1133 1 1 1 63.00000000 63 OK
1134 1 1 1 63.00000000 63 OK
1135 1 1 1 63.00000000 63 OK
1136 1 1 1 63.00000000 63 OK
1137 0 0 0 -64.00000000 -64 OK
1138 1 1 1 63.00000000 63 OK
1139 1 1 1 63.00000000 63 OK
1140 1 1 1 63.00000000 63 OK
1141 0 0 0 -64.00000000 -64 OK
1142 0 0 0 -64.00000000 -64 OK
1143 1 1 1 63.00000000 63 OK
1144 0 0 0 -64.00000000 -64 OK
1145 1 1 1 63.00000000 63 OK
1146 0 0 0 -64.00000000 -64 OK
1147 0 0 0 -64.00000000 -64 OK
1148 0 0 0 -64.00000000 -64 OK
1149 1 1 1 63.00000000 63 OK
1150 0 0 0 -64.00000000 -64 OK
1151 0 0 0 -64.00000000 -64 OK
1152 1 1 1 63.00000000 63 OK
1153 1 1 1 63.00000000 63 OK
1154 1 1 1 63.00000000 63 OK
1155 0 0 0 -64.00000000 -64 OK
1156 0 0 0 -64.00000000 -64 OK
1157 1 1 1 63.00000000 63 OK
1158 0 0 0 -64.00000000 -64 OK
1159 1 1 1 63.00000000 63 OK
1160 0 0 0 -64.00000000 -64 OK
1161 0 0 0 -64.00000000 -64 OK
1162 1 1 1 63.00000000 63 OK
1163 0 0 0 -64.00000000 -64 OK
1164 0 0 0 -64.00000000 -64 OK
1165 1 1 1 63.00000000 63 OK
1166 1 1 1 63.00000000 63 OK
1167 0 0 0 -64.00000000 -64 OK
1168 0 0 0 -64.00000000 -64 OK
1169 1 1 1 63.00000000 63 OK
1170 0 0 0 -64.00000000 -64 OK
1171 0 0 0 -64.00000000 -64 OK
1172 0 0 0 -64.00000000 -64 OK
1173 0 0 0 -64.00000000 -64 OK
1174 1 1 1 63.00000000 63 OK
1175 0 0 0 -64.00000000 -64 OK
1176 0 0 0 -64.00000000 -64 OK
1177 0 0 0 -64.00000000 -64 OK
1178 1 1 1 63.00000000 63 OK
1179 1 1 1 63.00000000 63 OK
1180 1 1 1 63.00000000 63 OK
1181 1 1 1 63.00000000 63 OK
1182 0 0 0 -64.00000000 -64 OK
1183 0 0 0 -64.00000000 -64 OK
1184 0 0 0 -64.00000000 -64 OK
1185 1 1 1 63.00000000 63 OK
1186 0 0 0 -64.00000000 -64 OK
1187 1 1 1 63.00000000 63 OK
1188 1 1 1 63.00000000 63 OK
1189 0 0 0 -64.00000000 -64 OK
1190 0 0 0 -64.00000000 -64 OK
1191 1 1 1 63.00000000 63 OK
1192 1 1 1 63.00000000 63 OK
1193 1 1 1 63.00000000 63 OK
1194 1 1 1 63.00000000 63 OK
1195 0 0 0 -61.00000000 -64 OK
1196 1 1 1 62.00000000 63 OK
1197 1 1 1 56.00000000 63 OK
1198 1 1 1 49.00000000 63 OK
1199 0 1 0 32.00000000 -64 ERR
1200 1 0 1 -35.00000000 63 ERR
1201 0 0 0 -52.00000000 -64 OK
1202 0 0 0 -61.00000000 -64 OK
1203 0 0 0 -64.00000000 -64 OK
1204 0 0 0 -62.00000000 -64 OK
1205 0 0 0 -64.00000000 -64 OK
1206 1 1 1 55.00000000 63 OK
1207 0 0 0 -64.00000000 -64 OK
1208 0 0 0 -64.00000000 -64 OK
1209 1 1 1 63.00000000 63 OK
1210 1 1 1 63.00000000 63 OK
1211 0 0 0 -64.00000000 -64 OK
1212 1 1 1 63.00000000 63 OK
1213 1 1 1 63.00000000 63 OK
1214 1 1 1 63.00000000 63 OK
1215 0 0 0 -64.00000000 -64 OK
1216 0 0 0 -64.00000000 -64 OK
1217 0 0 0 -64.00000000 -64 OK
1218 1 1 1 63.00000000 63 OK
1219 1 1 1 63.00000000 63 OK
1220 0 0 0 -64.00000000 -64 OK
1221 1 1 1 63.00000000 63 OK
1222 0 0 0 -64.00000000 -64 OK
1223 0 0 0 -64.00000000 -64 OK
1224 0 0 0 -64.00000000 -64 OK
1225 0 0 0 -64.00000000 -64 OK
1226 1 1 1 63.00000000 63 OK
1227 0 0 0 -64.00000000 -64 OK
1228 1 1 1 63.00000000 63 OK
1229 1 1 1 63.00000000 63 OK
1230 0 0 0 -64.00000000 -64 OK
1231 1 1 1 63.00000000 63 OK
1232 0 0 0 -64.00000000 -64 OK
1233 1 1 1 63.00000000 63 OK
1234 0 0 0 -64.00000000 -64 OK
1235 1 1 1 63.00000000 63 OK
1236 1 1 1 63.00000000 63 OK
1237 1 1 1 63.00000000 63 OK
1238 0 0 0 -64.00000000 -64 OK
1239 1 1 1 63.00000000 63 OK
1240 1 1 1 63.00000000 63 OK
1241 0 0 0 -64.00000000 -64 OK
1242 1 1 1 63.00000000 63 OK
1243 1 1 1 63.00000000 63 OK
1244 1 1 1 63.00000000 63 OK
1245 0 0 0 -64.00000000 -64 OK
1246 1 1 1 63.00000000 63 OK
1247 0 0 0 -64.00000000 -64 OK
1248 0 0 0 -64.00000000 -64 OK
1249 0 0 0 -64.00000000 -64 OK
1250 1 1 1 63.00000000 63 OK
1251 1 1 1 63.00000000 63 OK
1252 1 1 1 63.00000000 63 OK
1253 0 0 0 -64.00000000 -64 OK
1254 0 0 0 -64.00000000 -64 OK
1255 1 1 1 63.00000000 63 OK
1256 0 0 0 -64.00000000 -64 OK
1257 0 0 0 -64.00000000 -64 OK
1258 1 1 1 63.00000000 63 OK
1259 0 0 0 -64.00000000 -64 OK
1260 1 1 1 63.00000000 63 OK
1261 1 1 1 63.00000000 63 OK
1262 1 1 1 63.00000000 63 OK
1263 0 0 0 -64.00000000 -64 OK
1264 0 0 0 -64.00000000 -64 OK
1265 1 1 1 63.00000000 63 OK
1266 1 1 1 63.00000000 63 OK
1267 0 0 0 -64.00000000 -64 OK
1268 0 0 0 -64.00000000 -64 OK
1269 1 1 1 63.00000000 63 OK
1270 0 0 0 -64.00000000 -64 OK
1271 0 0 0 -64.00000000 -64 OK
1272 1 1 1 63.00000000 63 OK
1273 0 0 0 -64.00000000 -64 OK
1274 1 1 1 63.00000000 63 OK
1275 0 0 0 -64.00000000 -64 OK
1276 1 1 1 63.00000000 63 OK
1277 0 0 0 -64.00000000 -64 OK
1278 1 1 1 63.00000000 63 OK
1279 1 1 1 63.00000000 63 OK
1280 0 0 0 -64.00000000 -64 OK
1281 0 0 0 -64.00000000 -64 OK
1282 0 0 0 -64.00000000 -64 OK
1283 1 1 1 63.00000000 63 OK
1284 1 1 1 63.00000000 63 OK
1285 1 1 1 63.00000000 63 OK
1286 0 0 0 -64.00000000 -64 OK
1287 1 1 1 63.00000000 63 OK
1288 1 1 1 63.00000000 63 OK
1289 0 0 0 -64.00000000 -64 OK
1290 1 1 1 63.00000000 63 OK
1291 0 0 0 -64.00000000 -64 OK
1292 1 1 1 63.00000000 63 OK
1293 0 0 0 -64.00000000 -64 OK
1294 1 1 1 63.00000000 63 OK
1295 1 1 1 63.00000000 63 OK
1296 1 1 1 63.00000000 63 OK
1297 1 1 1 63.00000000 63 OK
1298 1 1 1 63.00000000 63 OK
1299 1 1 1 63.00000000 63 OK
1300 0 0 0 -64.00000000 -64 OK
1301 0 0 0 -64.00000000 -64 OK
1302 0 0 0 -64.00000000 -64 OK
