total_symbols=3200
rtl_coverage=3200
malformed_out_lines=0
hard_errors_vs_reference=4
sign_mismatch_vs_reference=4
mean_abs_llr_delta=0.406562
floating_coverage=3200
hard_errors_vs_floating=3
sign_mismatch_vs_floating=3
mean_abs_llr_delta_vs_floating=120800.953685

RTL vs Fixed-Point Reference (Original Domain)
idx bit_orig ref_hard rtl_hard ref_llr rtl_llr sign_match
1303 0 0 0 -64.00000000 -64 OK
1304 1 1 1 63.00000000 63 OK
1305 1 1 1 63.00000000 63 OK
1306 1 1 1 63.00000000 63 OK
1307 0 0 0 -64.00000000 -64 OK
1308 1 1 1 63.00000000 63 OK
1309 0 0 0 -64.00000000 -64 OK
1310 0 0 0 -64.00000000 -64 OK
1311 0 0 0 -64.00000000 -64 OK
1312 0 0 0 -64.00000000 -64 OK
1313 0 0 0 -64.00000000 -64 OK
1314 0 0 0 -64.00000000 -64 OK
1315 1 1 1 63.00000000 63 OK
1316 0 0 0 -64.00000000 -64 OK
1317 1 1 1 63.00000000 63 OK
1318 1 1 1 63.00000000 63 OK
1319 0 0 0 -64.00000000 -64 OK
1320 0 0 0 -64.00000000 -64 OK
1321 1 1 1 63.00000000 63 OK
1322 0 0 0 -64.00000000 -64 OK
1323 1 1 1 63.00000000 63 OK
1324 1 1 1 63.00000000 63 OK
1325 1 1 1 63.00000000 63 OK
1326 0 0 0 -64.00000000 -64 OK
1327 1 1 1 63.00000000 63 OK
1328 1 1 1 63.00000000 63 OK
1329 1 1 1 63.00000000 63 OK
1330 0 0 0 -64.00000000 -64 OK
1331 0 0 0 -64.00000000 -64 OK
1332 0 0 0 -64.00000000 -64 OK
1333 0 0 0 -64.00000000 -64 OK
1334 0 0 0 -64.00000000 -64 OK
1335 0 0 0 -64.00000000 -64 OK
1336 0 0 0 -64.00000000 -64 OK
1337 0 0 0 -64.00000000 -64 OK
1338 0 0 0 -64.00000000 -64 OK
1339 0 0 0 -64.00000000 -64 OK
1340 1 1 1 63.00000000 63 OK
1341 0 0 0 -64.00000000 -64 OK
1342 1 1 1 63.00000000 63 OK
1343 0 0 0 -64.00000000 -64 OK
1344 0 0 0 -64.00000000 -64 OK
1345 1 1 1 63.00000000 63 OK
1346 1 1 1 63.00000000 63 OK
1347 0 0 0 -64.00000000 -64 OK
1348 1 1 1 63.00000000 63 OK
1349 1 1 1 63.00000000 63 OK
1350 0 0 0 -64.00000000 -64 OK
1351 0 0 0 -64.00000000 -64 OK
1352 0 0 0 -64.00000000 -64 OK
1353 1 1 1 63.00000000 63 OK
1354 1 1 1 63.00000000 63 OK
1355 0 0 0 -64.00000000 -64 OK
1356 1 1 1 63.00000000 63 OK
1357 1 1 1 63.00000000 63 OK
1358 1 1 1 63.00000000 63 OK
1359 1 1 1 63.00000000 63 OK
1360 1 1 1 63.00000000 63 OK
1361 0 0 0 -64.00000000 -64 OK
1362 1 1 1 63.00000000 63 OK
1363 0 0 0 -64.00000000 -64 OK
1364 0 0 0 -64.00000000 -64 OK
1365 0 0 0 -64.00000000 -64 OK
1366 0 0 0 -64.00000000 -64 OK
1367 0 0 0 -64.00000000 -64 OK
1368 1 1 1 63.00000000 63 OK
1369 0 0 0 -64.00000000 -64 OK
1370 1 1 1 63.00000000 63 OK
1371 0 0 0 -64.00000000 -64 OK
1372 1 1 1 63.00000000 63 OK
1373 1 1 1 63.00000000 63 OK
1374 1 1 1 63.00000000 63 OK
1375 1 1 1 63.00000000 63 OK
1376 1 1 1 63.00000000 63 OK
1377 1 1 1 63.00000000 63 OK
1378 0 0 0 -64.00000000 -64 OK
1379 1 1 1 63.00000000 63 OK
1380 0 0 0 -64.00000000 -64 OK
1381 1 1 1 63.00000000 63 OK
1382 1 1 1 63.00000000 63 OK
1383 1 1 1 63.00000000 63 OK
1384 0 0 0 -64.00000000 -64 OK
1385 0 0 0 -64.00000000 -64 OK
1386 0 0 0 -64.00000000 -64 OK
1387 1 1 1 63.00000000 63 OK
1388 1 1 1 63.00000000 63 OK
1389 0 0 0 -64.00000000 -64 OK
1390 1 1 1 63.00000000 63 OK
1391 0 0 0 -64.00000000 -64 OK
1392 1 1 1 63.00000000 63 OK
1393 0 0 0 -64.00000000 -64 OK
1394 1 1 1 63.00000000 63 OK
1395 0 0 0 -64.00000000 -64 OK
1396 0 0 0 -64.00000000 -64 OK
1397 0 0 0 -64.00000000 -64 OK
1398 0 0 0 -64.00000000 -64 OK
1399 0 0 0 -64.00000000 -64 OK
1400 1 1 1 63.00000000 63 OK
1401 1 1 1 63.00000000 63 OK
1402 1 1 1 63.00000000 63 OK
1403 1 1 1 63.00000000 63 OK
1404 1 1 1 63.00000000 63 OK
1405 0 0 0 -64.00000000 -64 OK
1406 1 1 1 63.00000000 63 OK
1407 1 1 1 63.00000000 63 OK
1408 0 0 0 -64.00000000 -64 OK
1409 1 1 1 63.00000000 63 OK
1410 0 0 0 -64.00000000 -64 OK
1411 0 0 0 -64.00000000 -64 OK
1412 1 1 1 63.00000000 63 OK
1413 0 0 0 -64.00000000 -64 OK
1414 1 1 1 63.00000000 63 OK
1415 1 1 1 63.00000000 63 OK
1416 0 0 0 -64.00000000 -64 OK
1417 1 1 1 63.00000000 63 OK
1418 1 1 1 63.00000000 63 OK
1419 0 0 0 -64.00000000 -64 OK
1420 1 1 1 63.00000000 63 OK
1421 0 0 0 -64.00000000 -64 OK
1422 1 1 1 63.00000000 63 OK
1423 1 1 1 63.00000000 63 OK
1424 0 0 0 -64.00000000 -64 OK
1425 1 1 1 63.00000000 63 OK
1426 1 1 1 63.00000000 63 OK
1427 0 0 0 -64.00000000 -64 OK
1428 0 0 0 -64.00000000 -64 OK
1429 0 0 0 -64.00000000 -64 OK
1430 0 0 0 -64.00000000 -64 OK
1431 1 1 1 63.00000000 63 OK
1432 1 1 1 63.00000000 63 OK
1433 1 1 1 63.00000000 63 OK
1434 1 1 1 63.00000000 63 OK
1435 1 1 1 63.00000000 63 OK
1436 1 1 1 63.00000000 63 OK
1437 1 1 1 63.00000000 63 OK
1438 0 0 0 -64.00000000 -64 OK
1439 1 1 1 63.00000000 63 OK
1440 1 1 1 63.00000000 63 OK
1441 1 1 1 63.00000000 63 OK
1442 0 0 0 -64.00000000 -64 OK
1443 0 0 0 -64.00000000 -64 OK
1444 0 0 0 -64.00000000 -64 OK
1445 0 0 0 -64.00000000 -64 OK
1446 1 1 1 63.00000000 63 OK
1447 0 0 0 -64.00000000 -64 OK
1448 1 1 1 63.00000000 63 OK
1449 1 1 1 63.00000000 63 OK
1450 1 1 1 63.00000000 63 OK
1451 0 0 0 -64.00000000 -64 OK
1452 0 0 0 -64.00000000 -64 OK
1453 1 1 1 63.00000000 63 OK
1454 0 0 0 -64.00000000 -64 OK
1455 0 0 0 -64.00000000 -64 OK
1456 1 1 1 63.00000000 63 OK
1457 1 1 1 63.00000000 63 OK
1458 1 1 1 63.00000000 63 OK
1459 1 1 1 63.00000000 63 OK
1460 1 1 1 63.00000000 63 OK
1461 0 0 0 -64.00000000 -64 OK
1462 1 1 1 63.00000000 63 OK
1463 1 1 1 63.00000000 63 OK
1464 1 1 1 63.00000000 63 OK
1465 0 0 0 -64.00000000 -64 OK
1466 1 1 1 63.00000000 63 OK
1467 1 1 1 63.00000000 63 OK
1468 1 1 1 63.00000000 63 OK
1469 0 0 0 -64.00000000 -64 OK
1470 1 1 1 63.00000000 63 OK
1471 0 0 0 -64.00000000 -64 OK
1472 0 0 0 -64.00000000 -64 OK
1473 0 0 0 -64.00000000 -64 OK
1474 1 1 1 63.00000000 63 OK
1475 0 0 0 -64.00000000 -64 OK
1476 0 0 0 -64.00000000 -64 OK
1477 1 1 1 63.00000000 63 OK
1478 1 1 1 63.00000000 63 OK
1479 0 0 0 -64.00000000 -64 OK
1480 1 1 1 63.00000000 63 OK
1481 1 1 1 63.00000000 63 OK
1482 1 1 1 63.00000000 63 OK
1483 1 1 1 63.00000000 63 OK
1484 0 0 0 -64.00000000 -64 OK
1485 1 1 1 63.00000000 63 OK
1486 0 0 0 -64.00000000 -64 OK
1487 1 1 1 63.00000000 63 OK
1488 0 0 0 -64.00000000 -64 OK
1489 0 0 0 -64.00000000 -64 OK
1490 0 0 0 -64.00000000 -64 OK
1491 1 1 1 63.00000000 63 OK
1492 0 0 0 -64.00000000 -64 OK
1493 0 0 0 -64.00000000 -64 OK
1494 0 0 0 -64.00000000 -64 OK
1495 0 0 0 -64.00000000 -64 OK
1496 0 0 0 -64.00000000 -64 OK
1497 1 1 1 63.00000000 63 OK
1498 0 0 0 -64.00000000 -64 OK
1499 0 0 0 -64.00000000 -64 OK
1500 1 1 1 63.00000000 63 OK
1501 1 1 1 63.00000000 63 OK
1502 0 0 0 -64.00000000 -64 OK
1503 1 1 1 63.00000000 63 OK
1504 1 1 1 63.00000000 63 OK
1505 0 0 0 -64.00000000 -64 OK
1506 1 1 1 63.00000000 63 OK
1507 1 1 1 63.00000000 63 OK
1508 0 0 0 -64.00000000 -64 OK
1509 1 1 1 63.00000000 63 OK
1510 1 1 1 63.00000000 63 OK
1511 0 0 0 -64.00000000 -64 OK
1512 0 0 0 -64.00000000 -64 OK
1513 0 0 0 -64.00000000 -64 OK
1514 0 0 0 -64.00000000 -64 OK
1515 1 1 1 63.00000000 63 OK
1516 0 0 0 -64.00000000 -64 OK
1517 0 0 0 -64.00000000 -64 OK
1518 1 1 1 63.00000000 63 OK
1519 1 1 1 63.00000000 63 OK
1520 1 1 1 63.00000000 63 OK
1521 1 1 1 63.00000000 63 OK
1522 0 0 0 -64.00000000 -64 OK
1523 0 0 0 -64.00000000 -64 OK
1524 1 1 1 63.00000000 63 OK
1525 1 1 1 63.00000000 63 OK
1526 0 0 0 -64.00000000 -64 OK
1527 1 1 1 63.00000000 63 OK
1528 0 0 0 -64.00000000 -64 OK
1529 0 0 0 -64.00000000 -64 OK
1530 1 1 1 63.00000000 63 OK
1531 1 1 1 63.00000000 63 OK
1532 1 1 1 63.00000000 63 OK
1533 1 1 1 63.00000000 63 OK
1534 0 0 0 -64.00000000 -64 OK
1535 1 1 1 63.00000000 63 OK
1536 1 1 1 63.00000000 63 OK
1537 1 1 1 63.00000000 63 OK
1538 0 0 0 -64.00000000 -64 OK
1539 0 0 0 -64.00000000 -64 OK
1540 1 1 1 63.00000000 63 OK
1541 0 0 0 -64.00000000 -64 OK
1542 1 1 1 63.00000000 63 OK
1543 1 1 1 63.00000000 63 OK
1544 1 1 1 63.00000000 63 OK
1545 0 0 0 -64.00000000 -64 OK
1546 1 1 1 63.00000000 63 OK
1547 0 0 0 -64.00000000 -64 OK
1548 1 1 1 63.00000000 63 OK
1549 1 1 1 63.00000000 63 OK
1550 0 0 0 -64.00000000 -64 OK
1551 0 0 0 -64.00000000 -64 OK
1552 0 0 0 -64.00000000 -64 OK
1553 1 1 1 63.00000000 63 OK
1554 0 0 0 -64.00000000 -64 OK
1555 0 0 0 -64.00000000 -64 OK
1556 1 1 1 63.00000000 63 OK
1557 1 1 1 63.00000000 63 OK
1558 1 1 1 63.00000000 63 OK
1559 1 1 1 63.00000000 63 OK
1560 1 1 1 63.00000000 63 OK
1561 1 1 1 63.00000000 63 OK
1562 1 1 1 63.00000000 63 OK
1563 0 0 0 -64.00000000 -64 OK
1564 1 1 1 63.00000000 63 OK
1565 1 1 1 63.00000000 63 OK
1566 1 1 1 63.00000000 63 OK
1567 0 0 0 -64.00000000 -64 OK
1568 1 1 1 63.00000000 63 OK
1569 1 1 1 63.00000000 63 OK
1570 0 0 0 -64.00000000 -64 OK
1571 0 0 0 -64.00000000 -64 OK
1572 1 1 1 63.00000000 63 OK
1573 0 0 0 -64.00000000 -64 OK
1574 1 1 1 63.00000000 63 OK
1575 1 1 1 63.00000000 63 OK
1576 1 1 1 63.00000000 63 OK
1577 0 0 0 -64.00000000 -64 OK
1578 1 1 1 63.00000000 63 OK
1579 0 0 0 -64.00000000 -64 OK
1580 1 1 1 63.00000000 63 OK
1581 1 1 1 63.00000000 63 OK
1582 0 0 0 -64.00000000 -64 OK
1583 0 0 0 -64.00000000 -64 OK
1584 0 0 0 -64.00000000 -64 OK
1585 0 0 0 -64.00000000 -64 OK
1586 0 0 0 -64.00000000 -64 OK
1587 0 0 0 -64.00000000 -64 OK
1588 0 0 0 -64.00000000 -64 OK
1589 0 0 0 -64.00000000 -64 OK
1590 0 0 0 -64.00000000 -64 OK
1591 0 0 0 -64.00000000 -64 OK
1592 0 0 0 -64.00000000 -64 OK
1593 1 1 1 63.00000000 63 OK
1594 1 1 1 63.00000000 63 OK
1595 0 0 0 -48.00000000 -64 OK
1596 0 0 0 -63.00000000 -64 OK
1597 0 0 0 -52.00000000 -64 OK
1598 1 1 1 63.00000000 63 OK
1599 1 1 1 41.00000000 63 OK
1600 0 0 0 -38.00000000 -64 OK
1601 0 0 0 -48.00000000 -64 OK
1602 0 0 0 -53.00000000 -64 OK
1603 1 1 1 63.00000000 63 OK
1604 1 1 1 63.00000000 63 OK
1605 1 1 1 63.00000000 63 OK
1606 1 1 1 60.00000000 63 OK
1607 0 0 0 -64.00000000 -64 OK
1608 0 0 0 -64.00000000 -64 OK
1609 1 1 1 63.00000000 63 OK
1610 0 0 0 -64.00000000 -64 OK
1611 1 1 1 63.00000000 63 OK
1612 0 0 0 -64.00000000 -64 OK
1613 1 1 1 63.00000000 63 OK
1614 1 1 1 63.00000000 63 OK
1615 1 1 1 63.00000000 63 OK
1616 0 0 0 -64.00000000 -64 OK
1617 1 1 1 63.00000000 63 OK
1618 0 0 0 -64.00000000 -64 OK
1619 1 1 1 63.00000000 63 OK
1620 0 0 0 -64.00000000 -64 OK
1621 1 1 1 63.00000000 63 OK
1622 0 0 0 -64.00000000 -64 OK
1623 1 1 1 63.00000000 63 OK
1624 0 0 0 -64.00000000 -64 OK
1625 1 1 1 63.00000000 63 OK
1626 0 0 0 -64.00000000 -64 OK
1627 0 0 0 -64.00000000 -64 OK
1628 1 1 1 63.00000000 63 OK
1629 1 1 1 63.00000000 63 OK
1630 0 0 0 -64.00000000 -64 OK
1631 0 0 0 -64.00000000 -64 OK
1632 0 0 0 -64.00000000 -64 OK
1633 1 1 1 63.00000000 63 OK
1634 0 0 0 -64.00000000 -64 OK
1635 1 1 1 63.00000000 63 OK
1636 1 1 1 63.00000000 63 OK
1637 1 1 1 63.00000000 63 OK
1638 0 0 0 -64.00000000 -64 OK
1639 1 1 1 63.00000000 63 OK
1640 1 1 1 63.00000000 63 OK
1641 0 0 0 -64.00000000 -64 OK
1642 0 0 0 -64.00000000 -64 OK
1643 1 1 1 63.00000000 63 OK
1644 1 1 1 63.00000000 63 OK
1645 1 1 1 63.00000000 63 OK
1646 0 0 0 -64.00000000 -64 OK
1647 0 0 0 -64.00000000 -64 OK
1648 1 1 1 63.00000000 63 OK
1649 1 1 1 63.00000000 63 OK
1650 0 0 0 -64.00000000 -64 OK
1651 0 0 0 -64.00000000 -64 OK
1652 1 1 1 63.00000000 63 OK
1653 0 0 0 -64.00000000 -64 OK
1654 1 1 1 63.00000000 63 OK
1655 1 1 1 63.00000000 63 OK
1656 1 1 1 63.00000000 63 OK
1657 0 0 0 -64.00000000 -64 OK
1658 1 1 1 63.00000000 63 OK
1659 1 1 1 63.00000000 63 OK
1660 1 1 1 63.00000000 63 OK
1661 0 0 0 -64.00000000 -64 OK
1662 0 0 0 -64.00000000 -64 OK
1663 0 0 0 -64.00000000 -64 OK
1664 1 1 1 63.00000000 63 OK
1665 0 0 0 -64.00000000 -64 OK
1666 0 0 0 -64.00000000 -64 OK
1667 0 0 0 -64.00000000 -64 OK
1668 1 1 1 63.00000000 63 OK
1669 0 0 0 -64.00000000 -64 OK
1670 1 1 1 63.00000000 63 OK
1671 1 1 1 63.00000000 63 OK
1672 1 1 1 63.00000000 63 OK
1673 0 0 0 -64.00000000 -64 OK
1674 1 1 1 63.00000000 63 OK
1675 1 1 1 63.00000000 63 OK
1676 1 1 1 63.00000000 63 OK
1677 1 1 1 63.00000000 63 OK
1678 0 0 0 -64.00000000 -64 OK
1679 1 1 1 63.00000000 63 OK
1680 1 1 1 63.00000000 63 OK
1681 1 1 1 63.00000000 63 OK
1682 0 0 0 -64.00000000 -64 OK
1683 1 1 1 63.00000000 63 OK
1684 0 0 0 -64.00000000 -64 OK
1685 1 1 1 63.00000000 63 OK
1686 0 0 0 -64.00000000 -64 OK
1687 1 1 1 63.00000000 63 OK
1688 1 1 1 63.00000000 63 OK
1689 1 1 1 63.00000000 63 OK
1690 0 0 0 -64.00000000 -64 OK
1691 0 0 0 -64.00000000 -64 OK
1692 0 0 0 -64.00000000 -64 OK
1693 1 1 1 63.00000000 63 OK
1694 1 1 1 63.00000000 63 OK
1695 1 1 1 63.00000000 63 OK
1696 1 1 1 63.00000000 63 OK
1697 1 1 1 63.00000000 63 OK
1698 1 1 1 63.00000000 63 OK
1699 0 0 0 -64.00000000 -64 OK
1700 1 1 1 63.00000000 63 OK
1701 1 1 1 63.00000000 63 OK
1702 0 0 0 -64.00000000 -64 OK
1703 0 0 0 -64.00000000 -64 OK
1704 0 0 0 -64.00000000 -64 OK
1705 1 1 1 63.00000000 63 OK
1706 0 0 0 -64.00000000 -64 OK
1707 1 1 1 63.00000000 63 OK
1708 0 0 0 -64.00000000 -64 OK
1709 1 1 1 63.00000000 63 OK
1710 1 1 1 63.00000000 63 OK
1711 1 1 1 63.00000000 63 OK
1712 0 0 0 -64.00000000 -64 OK
1713 0 0 0 -64.00000000 -64 OK
1714 1 1 1 63.00000000 63 OK
1715 0 0 0 -64.00000000 -64 OK
1716 0 0 0 -64.00000000 -64 OK
1717 1 1 1 63.00000000 63 OK
1718 1 1 1 63.00000000 63 OK
1719 1 1 1 63.00000000 63 OK
1720 0 0 0 -64.00000000 -64 OK
1721 0 0 0 -64.00000000 -64 OK
1722 1 1 1 63.00000000 63 OK
1723 0 0 0 -64.00000000 -64 OK
1724 1 1 1 63.00000000 63 OK
1725 0 0 0 -64.00000000 -64 OK
1726 1 1 1 63.00000000 63 OK
1727 0 0 0 -64.00000000 -64 OK
1728 0 0 0 -64.00000000 -64 OK
1729 0 0 0 -64.00000000 -64 OK
1730 0 0 0 -64.00000000 -64 OK
1731 1 1 1 63.00000000 63 OK
1732 0 0 0 -64.00000000 -64 OK
1733 0 0 0 -64.00000000 -64 OK
1734 1 1 1 63.00000000 63 OK
1735 0 0 0 -64.00000000 -64 OK
1736 0 0 0 -64.00000000 -64 OK
1737 0 0 0 -64.00000000 -64 OK
1738 0 0 0 -64.00000000 -64 OK
1739 1 1 1 63.00000000 63 OK
1740 0 0 0 -64.00000000 -64 OK
1741 1 1 1 63.00000000 63 OK
1742 1 1 1 63.00000000 63 OK
1743 1 1 1 63.00000000 63 OK
1744 0 0 0 -64.00000000 -64 OK
1745 0 0 0 -64.00000000 -64 OK
1746 0 0 0 -64.00000000 -64 OK
1747 0 0 0 -64.00000000 -64 OK
1748 1 1 1 63.00000000 63 OK
1749 1 1 1 63.00000000 63 OK
1750 0 0 0 -64.00000000 -64 OK
1751 1 1 1 63.00000000 63 OK
1752 0 0 0 -64.00000000 -64 OK
1753 1 1 1 63.00000000 63 OK
1754 0 0 0 -64.00000000 -64 OK
1755 0 0 0 -64.00000000 -64 OK
1756 0 0 0 -64.00000000 -64 OK
1757 0 0 0 -64.00000000 -64 OK
1758 1 1 1 63.00000000 63 OK
1759 0 0 0 -64.00000000 -64 OK
1760 1 1 1 63.00000000 63 OK
1761 1 1 1 63.00000000 63 OK
1762 0 0 0 -64.00000000 -64 OK
1763 1 1 1 63.00000000 63 OK
1764 1 1 1 63.00000000 63 OK
1765 1 1 1 63.00000000 63 OK
1766 1 1 1 63.00000000 63 OK
1767 0 0 0 -64.00000000 -64 OK
1768 0 0 0 -64.00000000 -64 OK
1769 1 1 1 63.00000000 63 OK
1770 1 1 1 63.00000000 63 OK
1771 1 1 1 63.00000000 63 OK
1772 0 0 0 -64.00000000 -64 OK
1773 0 0 0 -64.00000000 -64 OK
1774 1 1 1 63.00000000 63 OK
1775 0 0 0 -64.00000000 -64 OK
1776 1 1 1 63.00000000 63 OK
1777 0 0 0 -64.00000000 -64 OK
1778 0 0 0 -64.00000000 -64 OK
1779 1 1 1 63.00000000 63 OK
1780 0 0 0 -64.00000000 -64 OK
1781 1 1 1 63.00000000 63 OK
1782 0 0 0 -64.00000000 -64 OK
1783 1 1 1 63.00000000 63 OK
1784 0 0 0 -64.00000000 -64 OK
1785 1 1 1 63.00000000 63 OK
1786 1 1 1 63.00000000 63 OK
1787 1 1 1 63.00000000 63 OK
1788 1 1 1 63.00000000 63 OK
1789 0 0 0 -64.00000000 -64 OK
1790 1 1 1 63.00000000 63 OK
1791 0 0 0 -64.00000000 -64 OK
1792 1 1 1 63.00000000 63 OK
1793 1 1 1 63.00000000 63 OK
1794 0 0 0 -64.00000000 -64 OK
1795 1 1 1 63.00000000 63 OK
1796 0 0 0 -64.00000000 -64 OK
1797 0 0 0 -64.00000000 -64 OK
1798 0 0 0 -64.00000000 -64 OK
1799 0 0 0 -64.00000000 -64 OK
1800 1 1 1 63.00000000 63 OK
1801 0 0 0 -64.00000000 -64 OK
1802 0 0 0 -64.00000000 -64 OK
1803 1 1 1 63.00000000 63 OK
1804 1 1 1 63.00000000 63 OK
1805 1 1 1 63.00000000 63 OK
1806 0 0 0 -64.00000000 -64 OK
1807 0 0 0 -64.00000000 -64 OK
1808 0 0 0 -64.00000000 -64 OK
1809 0 0 0 -64.00000000 -64 OK
1810 0 0 0 -64.00000000 -64 OK
1811 1 1 1 63.00000000 63 OK
1812 1 1 1 63.00000000 63 OK
1813 1 1 1 63.00000000 63 OK
1814 0 0 0 -64.00000000 -64 OK
1815 0 0 0 -64.00000000 -64 OK
1816 0 0 0 -64.00000000 -64 OK
1817 1 1 1 63.00000000 63 OK
1818 1 1 1 63.00000000 63 OK
1819 0 0 0 -64.00000000 -64 OK
1820 1 1 1 63.00000000 63 OK
1821 0 0 0 -64.00000000 -64 OK
1822 0 0 0 -64.00000000 -64 OK
1823 0 0 0 -64.00000000 -64 OK
1824 0 0 0 -64.00000000 -64 OK
1825 0 0 0 -64.00000000 -64 OK
1826 1 1 1 63.00000000 63 OK
1827 0 0 0 -64.00000000 -64 OK
1828 1 1 1 63.00000000 63 OK
1829 0 0 0 -64.00000000 -64 OK
1830 1 1 1 63.00000000 63 OK
1831 0 0 0 -64.00000000 -64 OK
1832 0 0 0 -64.00000000 -64 OK
1833 1 1 1 63.00000000 63 OK
1834 1 1 1 63.00000000 63 OK
1835 1 1 1 63.00000000 63 OK
1836 0 0 0 -64.00000000 -64 OK
1837 1 1 1 63.00000000 63 OK
1838 1 1 1 63.00000000 63 OK
1839 0 0 0 -64.00000000 -64 OK
1840 1 1 1 63.00000000 63 OK
1841 1 1 1 63.00000000 63 OK
1842 0 0 0 -64.00000000 -64 OK
1843 0 0 0 -64.00000000 -64 OK
1844 1 1 1 63.00000000 63 OK
1845 1 1 1 63.00000000 63 OK
1846 1 1 1 63.00000000 63 OK
1847 1 1 1 63.00000000 63 OK
1848 0 0 0 -64.00000000 -64 OK
1849 0 0 0 -64.00000000 -64 OK
1850 0 0 0 -64.00000000 -64 OK
1851 1 1 1 63.00000000 63 OK
1852 0 0 0 -64.00000000 -64 OK
1853 1 1 1 63.00000000 63 OK
1854 0 0 0 -64.00000000 -64 OK
1855 1 1 1 63.00000000 63 OK
1856 1 1 1 63.00000000 63 OK
1857 1 1 1 63.00000000 63 OK
1858 1 1 1 63.00000000 63 OK
1859 1 1 1 63.00000000 63 OK
1860 0 0 0 -64.00000000 -64 OK
1861 0 0 0 -64.00000000 -64 OK
1862 0 0 0 -64.00000000 -64 OK
1863 1 1 1 63.00000000 63 OK
1864 0 0 0 -64.00000000 -64 OK
1865 1 1 1 63.00000000 63 OK
1866 0 0 0 -64.00000000 -64 OK
1867 1 1 1 63.00000000 63 OK
1868 1 1 1 63.00000000 63 OK
1869 0 0 0 -64.00000000 -64 OK
1870 1 1 1 63.00000000 63 OK
1871 0 0 0 -64.00000000 -64 OK
1872 1 1 1 63.00000000 63 OK
1873 0 0 0 -64.00000000 -64 OK
1874 0 0 0 -64.00000000 -64 OK
1875 1 1 1 63.00000000 63 OK
1876 1 1 1 63.00000000 63 OK
1877 0 0 0 -64.00000000 -64 OK
1878 1 1 1 63.00000000 63 OK
1879 0 0 0 -64.00000000 -64 OK
1880 1 1 1 63.00000000 63 OK
1881 1 1 1 63.00000000 63 OK
1882 0 0 0 -64.00000000 -64 OK
1883 1 1 1 63.00000000 63 OK
1884 1 1 1 63.00000000 63 OK
1885 0 0 0 -64.00000000 -64 OK
1886 1 1 1 63.00000000 63 OK
1887 0 0 0 -64.00000000 -64 OK
1888 1 1 1 63.00000000 63 OK
1889 1 1 1 63.00000000 63 OK
1890 1 1 1 63.00000000 63 OK
1891 0 0 0 -64.00000000 -64 OK
1892 0 0 0 -64.00000000 -64 OK
1893 1 1 1 63.00000000 63 OK
1894 1 1 1 63.00000000 63 OK
1895 1 1 1 63.00000000 63 OK
1896 1 1 1 63.00000000 63 OK
1897 1 1 1 63.00000000 63 OK
1898 0 0 0 -64.00000000 -64 OK
1899 1 1 1 63.00000000 63 OK
1900 0 0 0 -64.00000000 -64 OK
1901 1 1 1 63.00000000 63 OK
1902 0 0 0 -64.00000000 -64 OK
1903 0 0 0 -64.00000000 -64 OK
1904 1 1 1 63.00000000 63 OK
1905 1 1 1 63.00000000 63 OK
1906 0 0 0 -64.00000000 -64 OK
1907 0 0 0 -64.00000000 -64 OK
1908 0 0 0 -64.00000000 -64 OK
1909 0 0 0 -64.00000000 -64 OK
1910 0 0 0 -64.00000000 -64 OK
1911 1 1 1 63.00000000 63 OK
1912 0 0 0 -64.00000000 -64 OK
1913 0 0 0 -64.00000000 -64 OK
1914 1 1 1 63.00000000 63 OK
1915 0 0 0 -64.00000000 -64 OK
1916 0 0 0 -64.00000000 -64 OK
1917 0 0 0 -64.00000000 -64 OK
1918 0 0 0 -64.00000000 -64 OK
1919 1 1 1 63.00000000 63 OK
1920 1 1 1 63.00000000 63 OK
1921 0 0 0 -64.00000000 -64 OK
1922 1 1 1 63.00000000 63 OK
1923 0 0 0 -64.00000000 -64 OK
1924 1 1 1 63.00000000 63 OK
1925 0 0 0 -64.00000000 -64 OK
1926 1 1 1 63.00000000 63 OK
1927 0 0 0 -64.00000000 -64 OK
1928 0 0 0 -64.00000000 -64 OK
1929 1 1 1 63.00000000 63 OK
1930 0 0 0 -64.00000000 -64 OK
1931 1 1 1 63.00000000 63 OK
1932 0 0 0 -64.00000000 -64 OK
1933 0 0 0 -64.00000000 -64 OK
1934 1 1 1 63.00000000 63 OK
1935 0 0 0 -64.00000000 -64 OK
1936 1 1 1 63.00000000 63 OK
1937 0 0 0 -64.00000000 -64 OK
1938 1 1 1 63.00000000 63 OK
1939 0 0 0 -64.00000000 -64 OK
1940 0 0 0 -64.00000000 -64 OK
1941 0 0 0 -64.00000000 -64 OK
1942 0 0 0 -64.00000000 -64 OK
1943 1 1 1 63.00000000 63 OK
1944 0 0 0 -64.00000000 -64 OK
1945 1 1 1 63.00000000 63 OK
1946 0 0 0 -64.00000000 -64 OK
1947 0 0 0 -64.00000000 -64 OK
1948 0 0 0 -64.00000000 -64 OK
1949 1 1 1 63.00000000 63 OK
1950 1 1 1 63.00000000 63 OK
1951 1 1 1 63.00000000 63 OK
1952 0 0 0 -64.00000000 -64 OK
1953 1 1 1 63.00000000 63 OK
1954 1 1 1 63.00000000 63 OK
1955 1 1 1 63.00000000 63 OK
1956 0 0 0 -64.00000000 -64 OK
1957 1 1 1 63.00000000 63 OK
1958 0 0 0 -64.00000000 -64 OK
1959 0 0 0 -64.00000000 -64 OK
1960 1 1 1 63.00000000 63 OK
