total_symbols=6144
rtl_coverage=6144
rtl_bit_errors_vs_original=4570
rtl_ber_vs_original=0.74381510
fixed_reference_bit_errors_vs_original=6141
fixed_reference_ber_vs_original=0.99951172
hard_errors_vs_reference=1571
sign_mismatch_vs_reference=1571
mean_abs_llr_delta=40.471354
floating_coverage=6144
floating_reference_bit_errors_vs_original=6139
floating_reference_ber_vs_original=0.99918620
hard_errors_vs_floating=1573
sign_mismatch_vs_floating=1573
mean_abs_llr_delta_vs_floating=52215.269648

RTL vs Fixed-Point Reference (Original Domain)
idx bit_orig ref_hard rtl_hard ref_llr rtl_llr sign_match rtl_match_orig ref_match_orig
1594 1 0 0 63.00000000 63 OK ERR ERR
1595 0 1 1 -64.00000000 -64 OK ERR ERR
1596 0 1 1 -64.00000000 -64 OK ERR ERR
1597 0 1 1 -64.00000000 -42 OK ERR ERR
1598 1 0 1 63.00000000 -18 ERR OK ERR
1599 1 0 0 63.00000000 46 OK ERR ERR
1600 0 1 1 -64.00000000 -62 OK ERR ERR
1601 0 1 1 -64.00000000 -55 OK ERR ERR
1602 0 1 1 -64.00000000 -57 OK ERR ERR
1603 1 0 0 63.00000000 26 OK ERR ERR
1604 1 0 0 63.00000000 22 OK ERR ERR
1605 1 0 0 63.00000000 2 OK ERR ERR
1606 1 0 0 63.00000000 53 OK ERR ERR
1607 0 1 1 -64.00000000 -30 OK ERR ERR
1608 0 1 0 -64.00000000 63 ERR OK ERR
1609 1 0 0 63.00000000 63 OK ERR ERR
1610 0 1 1 -64.00000000 -64 OK ERR ERR
1611 1 0 1 63.00000000 -34 ERR OK ERR
1612 0 1 1 -64.00000000 -41 OK ERR ERR
1613 1 0 0 63.00000000 63 OK ERR ERR
1614 1 0 0 63.00000000 53 OK ERR ERR
1615 1 0 0 63.00000000 43 OK ERR ERR
1616 0 1 1 -64.00000000 -64 OK ERR ERR
1617 1 0 0 63.00000000 63 OK ERR ERR
1618 0 1 1 -64.00000000 -64 OK ERR ERR
1619 1 0 0 63.00000000 63 OK ERR ERR
1620 0 1 1 -64.00000000 -64 OK ERR ERR
1621 1 0 0 63.00000000 63 OK ERR ERR
1622 0 1 1 -64.00000000 -64 OK ERR ERR
1623 1 0 0 63.00000000 63 OK ERR ERR
1624 0 1 1 -64.00000000 -64 OK ERR ERR
1625 1 0 0 63.00000000 63 OK ERR ERR
1626 0 1 1 -64.00000000 -64 OK ERR ERR
1627 0 1 1 -64.00000000 -64 OK ERR ERR
1628 1 0 0 63.00000000 63 OK ERR ERR
1629 1 0 1 63.00000000 -46 ERR OK ERR
1630 0 1 1 -64.00000000 -64 OK ERR ERR
1631 0 1 1 -64.00000000 -64 OK ERR ERR
1632 0 1 1 -64.00000000 -64 OK ERR ERR
1633 1 0 0 63.00000000 63 OK ERR ERR
1634 0 1 0 -64.00000000 63 ERR OK ERR
1635 1 0 0 63.00000000 63 OK ERR ERR
1636 1 0 1 63.00000000 -26 ERR OK ERR
1637 1 0 1 63.00000000 -40 ERR OK ERR
1638 0 1 0 -64.00000000 41 ERR OK ERR
1639 1 0 0 63.00000000 59 OK ERR ERR
1640 1 0 0 63.00000000 26 OK ERR ERR
1641 0 1 1 -64.00000000 -35 OK ERR ERR
1642 0 1 1 -64.00000000 -29 OK ERR ERR
1643 1 0 1 63.00000000 -10 ERR OK ERR
1644 1 0 1 63.00000000 -5 ERR OK ERR
1645 1 0 0 63.00000000 29 OK ERR ERR
1646 0 1 1 -64.00000000 -24 OK ERR ERR
1647 0 1 1 -64.00000000 -35 OK ERR ERR
1648 1 0 0 63.00000000 24 OK ERR ERR
1649 1 0 0 63.00000000 5 OK ERR ERR
1650 0 1 1 -64.00000000 -17 OK ERR ERR
1651 0 1 1 -64.00000000 -33 OK ERR ERR
1652 1 0 1 63.00000000 -2 ERR OK ERR
1653 0 1 1 -64.00000000 -53 OK ERR ERR
1654 1 0 0 63.00000000 7 OK ERR ERR
1655 1 0 0 63.00000000 41 OK ERR ERR
1656 1 0 0 63.00000000 30 OK ERR ERR
1657 0 1 1 -64.00000000 -17 OK ERR ERR
1658 1 0 1 63.00000000 -19 ERR OK ERR
1659 1 0 0 63.00000000 23 OK ERR ERR
1660 1 0 0 63.00000000 2 OK ERR ERR
1661 0 1 0 -64.00000000 7 ERR OK ERR
1662 0 1 1 -64.00000000 -2 OK ERR ERR
1663 0 1 1 -64.00000000 -18 OK ERR ERR
1664 1 0 0 63.00000000 53 OK ERR ERR
1665 0 1 1 -64.00000000 -25 OK ERR ERR
1666 0 1 1 -64.00000000 -44 OK ERR ERR
1667 0 1 1 -64.00000000 -49 OK ERR ERR
1668 1 0 0 63.00000000 63 OK ERR ERR
1669 0 1 1 -64.00000000 -32 OK ERR ERR
1670 1 0 0 63.00000000 63 OK ERR ERR
1671 1 0 0 63.00000000 63 OK ERR ERR
1672 1 0 0 63.00000000 59 OK ERR ERR
1673 0 1 1 -64.00000000 -27 OK ERR ERR
1674 1 0 0 63.00000000 13 OK ERR ERR
1675 1 0 0 63.00000000 56 OK ERR ERR
1676 1 0 0 63.00000000 28 OK ERR ERR
1677 1 0 0 63.00000000 27 OK ERR ERR
1678 0 1 1 -64.00000000 -35 OK ERR ERR
1679 1 0 0 63.00000000 63 OK ERR ERR
1680 1 0 1 63.00000000 -22 ERR OK ERR
1681 1 0 0 63.00000000 52 OK ERR ERR
1682 0 1 1 -64.00000000 -49 OK ERR ERR
1683 1 0 0 63.00000000 63 OK ERR ERR
1684 0 1 1 -64.00000000 -13 OK ERR ERR
1685 1 0 1 63.00000000 -64 ERR OK ERR
1686 0 1 0 -64.00000000 63 ERR OK ERR
1687 1 0 1 63.00000000 -64 ERR OK ERR
1688 1 0 0 63.00000000 30 OK ERR ERR
1689 1 0 0 63.00000000 52 OK ERR ERR
1690 0 1 1 -64.00000000 -32 OK ERR ERR
1691 0 1 0 -64.00000000 63 ERR OK ERR
1692 0 1 1 -64.00000000 -20 OK ERR ERR
1693 1 0 1 63.00000000 -64 ERR OK ERR
1694 1 0 0 63.00000000 63 OK ERR ERR
1695 1 0 0 63.00000000 32 OK ERR ERR
1696 1 0 0 63.00000000 63 OK ERR ERR
1697 1 0 1 63.00000000 -64 ERR OK ERR
1698 1 0 0 63.00000000 58 OK ERR ERR
1699 0 1 1 -64.00000000 -57 OK ERR ERR
1700 1 0 0 63.00000000 58 OK ERR ERR
1701 1 0 0 63.00000000 46 OK ERR ERR
1702 0 1 1 -64.00000000 -6 OK ERR ERR
1703 0 1 1 -64.00000000 -64 OK ERR ERR
1704 0 1 1 -64.00000000 -6 OK ERR ERR
1705 1 0 0 63.00000000 61 OK ERR ERR
1706 0 1 1 -64.00000000 -42 OK ERR ERR
1707 1 0 0 63.00000000 55 OK ERR ERR
1708 0 1 0 -64.00000000 42 ERR OK ERR
1709 1 0 0 63.00000000 35 OK ERR ERR
1710 1 0 0 63.00000000 63 OK ERR ERR
1711 1 0 0 63.00000000 57 OK ERR ERR
1712 0 1 1 -64.00000000 -55 OK ERR ERR
1713 0 1 1 -64.00000000 -64 OK ERR ERR
1714 1 0 0 63.00000000 56 OK ERR ERR
1715 0 1 1 -64.00000000 -52 OK ERR ERR
1716 0 1 1 -64.00000000 -27 OK ERR ERR
1717 1 0 0 63.00000000 16 OK ERR ERR
1718 1 0 0 63.00000000 31 OK ERR ERR
1719 1 0 0 63.00000000 16 OK ERR ERR
1720 0 1 1 -64.00000000 -40 OK ERR ERR
1721 0 1 1 -64.00000000 -35 OK ERR ERR
1722 1 0 0 63.00000000 1 OK ERR ERR
1723 0 1 0 -64.00000000 3 ERR OK ERR
1724 1 0 0 63.00000000 46 OK ERR ERR
1725 0 1 0 -64.00000000 1 ERR OK ERR
1726 1 0 0 63.00000000 51 OK ERR ERR
1727 0 1 0 -64.00000000 16 ERR OK ERR
1728 0 1 0 -64.00000000 16 ERR OK ERR
1729 0 1 0 -64.00000000 3 ERR OK ERR
1730 0 1 0 -64.00000000 1 ERR OK ERR
1731 1 0 0 63.00000000 17 OK ERR ERR
1732 0 1 1 -64.00000000 -16 OK ERR ERR
1733 0 1 1 -64.00000000 -48 OK ERR ERR
1734 1 0 0 63.00000000 37 OK ERR ERR
1735 0 1 1 -64.00000000 -44 OK ERR ERR
1736 0 1 1 -64.00000000 -4 OK ERR ERR
1737 0 1 1 -64.00000000 -64 OK ERR ERR
1738 0 1 1 -64.00000000 -43 OK ERR ERR
1739 1 0 0 63.00000000 38 OK ERR ERR
1740 0 1 1 -64.00000000 -17 OK ERR ERR
1741 1 0 1 63.00000000 -23 ERR OK ERR
1742 1 0 1 63.00000000 -64 ERR OK ERR
1743 1 0 1 63.00000000 -41 ERR OK ERR
1744 0 1 1 -64.00000000 -9 OK ERR ERR
1745 0 1 1 -64.00000000 -11 OK ERR ERR
1746 0 1 1 -64.00000000 -52 OK ERR ERR
1747 0 1 1 -64.00000000 -48 OK ERR ERR
1748 1 0 1 63.00000000 -50 ERR OK ERR
1749 1 0 0 63.00000000 48 OK ERR ERR
1750 0 1 1 -64.00000000 -64 OK ERR ERR
1751 1 0 0 63.00000000 63 OK ERR ERR
1752 0 1 0 -64.00000000 34 ERR OK ERR
1753 1 0 0 63.00000000 63 OK ERR ERR
1754 0 1 1 -64.00000000 -64 OK ERR ERR
1755 0 1 1 -64.00000000 -64 OK ERR ERR
1756 0 1 1 -64.00000000 -15 OK ERR ERR
1757 0 1 0 -64.00000000 23 ERR OK ERR
1758 1 0 0 63.00000000 1 OK ERR ERR
1759 0 1 1 -64.00000000 -22 OK ERR ERR
1760 1 0 0 63.00000000 14 OK ERR ERR
1761 1 0 1 63.00000000 -24 ERR OK ERR
1762 0 1 1 -64.00000000 -40 OK ERR ERR
1763 1 0 1 63.00000000 -12 ERR OK ERR
1764 1 0 0 63.00000000 11 OK ERR ERR
1765 1 0 0 63.00000000 40 OK ERR ERR
1766 1 0 1 63.00000000 -18 ERR OK ERR
1767 0 1 0 -64.00000000 29 ERR OK ERR
1768 0 1 1 -64.00000000 -37 OK ERR ERR
1769 1 0 1 63.00000000 -48 ERR OK ERR
1770 1 0 1 63.00000000 -24 ERR OK ERR
1771 1 0 0 63.00000000 0 OK ERR ERR
1772 0 1 1 -64.00000000 -47 OK ERR ERR
1773 0 1 1 -64.00000000 -33 OK ERR ERR
1774 1 0 1 63.00000000 -38 ERR OK ERR
1775 0 1 0 -64.00000000 40 ERR OK ERR
1776 1 0 1 63.00000000 -39 ERR OK ERR
1777 0 1 1 -64.00000000 -38 OK ERR ERR
1778 0 1 0 -64.00000000 37 ERR OK ERR
1779 1 0 0 63.00000000 42 OK ERR ERR
1780 0 1 0 -64.00000000 11 ERR OK ERR
1781 1 0 0 63.00000000 63 OK ERR ERR
1782 0 1 0 -64.00000000 24 ERR OK ERR
1783 1 0 1 63.00000000 -39 ERR OK ERR
1784 0 1 0 -64.00000000 34 ERR OK ERR
1785 1 0 0 63.00000000 34 OK ERR ERR
1786 1 0 1 63.00000000 -24 ERR OK ERR
1787 1 0 0 63.00000000 42 OK ERR ERR
1788 1 0 1 63.00000000 -35 ERR OK ERR
1789 0 1 1 -64.00000000 -58 OK ERR ERR
1790 1 0 0 63.00000000 63 OK ERR ERR
1791 0 1 1 -64.00000000 -56 OK ERR ERR
1792 1 0 0 63.00000000 19 OK ERR ERR
1793 1 0 1 63.00000000 -1 ERR OK ERR
1794 0 1 1 -64.00000000 -53 OK ERR ERR
1795 1 0 0 63.00000000 50 OK ERR ERR
1796 0 1 0 -64.00000000 1 ERR OK ERR
1797 0 1 0 -64.00000000 63 ERR OK ERR
1798 0 1 1 -64.00000000 -64 OK ERR ERR
1799 0 1 1 -64.00000000 -47 OK ERR ERR
1800 1 0 0 63.00000000 58 OK ERR ERR
1801 0 1 1 -64.00000000 -28 OK ERR ERR
1802 0 1 1 -64.00000000 -9 OK ERR ERR
1803 1 0 0 63.00000000 10 OK ERR ERR
1804 1 0 1 63.00000000 -26 ERR OK ERR
1805 1 0 0 63.00000000 3 OK ERR ERR
1806 0 1 1 -64.00000000 -1 OK ERR ERR
1807 0 1 1 -64.00000000 -11 OK ERR ERR
1808 0 1 0 -64.00000000 27 ERR OK ERR
1809 0 1 0 -64.00000000 63 ERR OK ERR
1810 0 1 1 -64.00000000 -32 OK ERR ERR
1811 1 0 0 63.00000000 63 OK ERR ERR
1812 1 0 0 63.00000000 63 OK ERR ERR
1813 1 0 0 63.00000000 63 OK ERR ERR
1814 0 1 0 -64.00000000 7 ERR OK ERR
1815 0 1 0 -64.00000000 63 ERR OK ERR
1816 0 1 1 -64.00000000 -30 OK ERR ERR
1817 1 0 0 63.00000000 36 OK ERR ERR
1818 1 0 0 63.00000000 31 OK ERR ERR
1819 0 1 1 -64.00000000 -53 OK ERR ERR
1820 1 0 1 63.00000000 -19 ERR OK ERR
1821 0 1 1 -64.00000000 -14 OK ERR ERR
1822 0 1 1 -64.00000000 -58 OK ERR ERR
1823 0 1 1 -64.00000000 -42 OK ERR ERR
1824 0 1 0 -64.00000000 6 ERR OK ERR
1825 0 1 1 -64.00000000 -34 OK ERR ERR
1826 1 0 1 63.00000000 -37 ERR OK ERR
1827 0 1 0 -64.00000000 35 ERR OK ERR
1828 1 0 1 63.00000000 -35 ERR OK ERR
1829 0 1 1 -64.00000000 -62 OK ERR ERR
1830 1 0 0 63.00000000 51 OK ERR ERR
1831 0 1 1 -64.00000000 -42 OK ERR ERR
1832 0 1 1 -64.00000000 -50 OK ERR ERR
1833 1 0 0 63.00000000 59 OK ERR ERR
1834 1 0 1 63.00000000 -21 ERR OK ERR
1835 1 0 0 63.00000000 28 OK ERR ERR
1836 0 1 1 -64.00000000 -19 OK ERR ERR
1837 1 0 0 63.00000000 40 OK ERR ERR
1838 1 0 0 63.00000000 43 OK ERR ERR
1839 0 1 1 -64.00000000 -22 OK ERR ERR
1840 1 0 0 63.00000000 19 OK ERR ERR
1841 1 0 1 63.00000000 -24 ERR OK ERR
1842 0 1 1 -64.00000000 -21 OK ERR ERR
1843 0 1 0 -64.00000000 19 ERR OK ERR
1844 1 0 1 63.00000000 -25 ERR OK ERR
1845 1 0 0 63.00000000 30 OK ERR ERR
1846 1 0 0 63.00000000 63 OK ERR ERR
1847 1 0 0 63.00000000 53 OK ERR ERR
1848 0 1 1 -64.00000000 -49 OK ERR ERR
1849 0 1 1 -64.00000000 -35 OK ERR ERR
1850 0 1 1 -64.00000000 -18 OK ERR ERR
1851 1 0 0 63.00000000 30 OK ERR ERR
1852 0 1 1 -64.00000000 -12 OK ERR ERR
1853 1 0 1 63.00000000 -33 ERR OK ERR
1854 0 1 1 -64.00000000 -64 OK ERR ERR
1855 1 0 0 63.00000000 63 OK ERR ERR
1856 1 0 0 63.00000000 63 OK ERR ERR
1857 1 0 0 63.00000000 32 OK ERR ERR
1858 1 0 0 63.00000000 63 OK ERR ERR
1859 1 0 0 63.00000000 31 OK ERR ERR
1860 0 1 1 -64.00000000 -22 OK ERR ERR
1861 0 1 1 -64.00000000 -54 OK ERR ERR
1862 0 1 1 -64.00000000 -41 OK ERR ERR
1863 1 0 0 63.00000000 28 OK ERR ERR
1864 0 1 0 -64.00000000 23 ERR OK ERR
1865 1 0 0 63.00000000 63 OK ERR ERR
1866 0 1 0 -64.00000000 27 ERR OK ERR
1867 1 0 1 63.00000000 -23 ERR OK ERR
1868 1 0 0 63.00000000 32 OK ERR ERR
1869 0 1 1 -64.00000000 -25 OK ERR ERR
1870 1 0 0 63.00000000 28 OK ERR ERR
1871 0 1 0 -64.00000000 2 ERR OK ERR
1872 1 0 1 63.00000000 -4 ERR OK ERR
1873 0 1 0 -64.00000000 3 ERR OK ERR
1874 0 1 1 -64.00000000 -44 OK ERR ERR
1875 1 0 0 63.00000000 50 OK ERR ERR
1876 1 0 0 63.00000000 17 OK ERR ERR
1877 0 1 1 -64.00000000 -16 OK ERR ERR
1878 1 0 1 63.00000000 -13 ERR OK ERR
1879 0 1 1 -64.00000000 -51 OK ERR ERR
1880 1 0 1 63.00000000 -13 ERR OK ERR
1881 1 0 0 63.00000000 43 OK ERR ERR
1882 0 1 1 -64.00000000 -15 OK ERR ERR
1883 1 0 0 63.00000000 2 OK ERR ERR
1884 1 0 0 63.00000000 34 OK ERR ERR
1885 0 1 0 -64.00000000 13 ERR OK ERR
1886 1 0 0 63.00000000 18 OK ERR ERR
1887 0 1 1 -64.00000000 -40 OK ERR ERR
1888 1 0 1 63.00000000 -13 ERR OK ERR
1889 1 0 0 63.00000000 27 OK ERR ERR
1890 1 0 0 63.00000000 24 OK ERR ERR
1891 0 1 1 -64.00000000 -37 OK ERR ERR
1892 0 1 1 -64.00000000 -55 OK ERR ERR
1893 1 0 0 63.00000000 32 OK ERR ERR
1894 1 0 0 63.00000000 9 OK ERR ERR
1895 1 0 0 63.00000000 37 OK ERR ERR
1896 1 0 0 63.00000000 40 OK ERR ERR
1897 1 0 0 63.00000000 40 OK ERR ERR
1898 0 1 1 -64.00000000 -49 OK ERR ERR
1899 1 0 0 63.00000000 15 OK ERR ERR
1900 0 1 0 -64.00000000 13 ERR OK ERR
1901 1 0 0 63.00000000 57 OK ERR ERR
1902 0 1 0 -64.00000000 39 ERR OK ERR
1903 0 1 1 -64.00000000 -47 OK ERR ERR
1904 1 0 0 63.00000000 39 OK ERR ERR
1905 1 0 0 63.00000000 5 OK ERR ERR
1906 0 1 0 -64.00000000 63 ERR OK ERR
1907 0 1 1 -64.00000000 -28 OK ERR ERR
1908 0 1 1 -64.00000000 -28 OK ERR ERR
1909 0 1 1 -64.00000000 -23 OK ERR ERR
1910 0 1 1 -64.00000000 -47 OK ERR ERR
1911 1 0 0 63.00000000 17 OK ERR ERR
1912 0 1 1 -64.00000000 -43 OK ERR ERR
1913 0 1 1 -64.00000000 -34 OK ERR ERR
1914 1 0 0 63.00000000 33 OK ERR ERR
1915 0 1 1 -64.00000000 -13 OK ERR ERR
1916 0 1 1 -64.00000000 -10 OK ERR ERR
1917 0 1 0 -64.00000000 10 ERR OK ERR
1918 0 1 1 -64.00000000 -20 OK ERR ERR
1919 1 0 0 63.00000000 63 OK ERR ERR
1920 1 0 0 63.00000000 63 OK ERR ERR
1921 0 1 1 -64.00000000 -64 OK ERR ERR
1922 1 0 0 63.00000000 63 OK ERR ERR
1923 0 1 1 -64.00000000 -64 OK ERR ERR
1924 1 0 0 63.00000000 63 OK ERR ERR
1925 0 1 1 -64.00000000 -64 OK ERR ERR
1926 1 0 0 63.00000000 63 OK ERR ERR
1927 0 1 1 -64.00000000 -56 OK ERR ERR
1928 0 1 1 -64.00000000 -63 OK ERR ERR
1929 1 0 0 63.00000000 63 OK ERR ERR
1930 0 1 1 -64.00000000 -64 OK ERR ERR
1931 1 0 0 63.00000000 63 OK ERR ERR
1932 0 1 1 -64.00000000 -64 OK ERR ERR
1933 0 1 1 -64.00000000 -40 OK ERR ERR
1934 1 0 0 63.00000000 52 OK ERR ERR
1935 0 1 1 -64.00000000 -28 OK ERR ERR
1936 1 0 0 63.00000000 31 OK ERR ERR
1937 0 1 1 -64.00000000 -43 OK ERR ERR
1938 1 0 0 63.00000000 28 OK ERR ERR
1939 0 1 1 -64.00000000 -46 OK ERR ERR
1940 0 1 1 -64.00000000 -64 OK ERR ERR
1941 0 1 1 -64.00000000 -39 OK ERR ERR
1942 0 1 1 -64.00000000 -64 OK ERR ERR
1943 1 0 0 63.00000000 28 OK ERR ERR
1944 0 1 1 -64.00000000 -38 OK ERR ERR
1945 1 0 0 63.00000000 24 OK ERR ERR
1946 0 1 0 -64.00000000 34 ERR OK ERR
1947 0 1 0 -64.00000000 15 ERR OK ERR
1948 0 1 1 -64.00000000 -18 OK ERR ERR
1949 1 0 0 63.00000000 16 OK ERR ERR
1950 1 0 0 63.00000000 48 OK ERR ERR
1951 1 0 0 63.00000000 39 OK ERR ERR
1952 0 1 0 -64.00000000 36 ERR OK ERR
1953 1 0 1 63.00000000 -20 ERR OK ERR
1954 1 0 1 63.00000000 -7 ERR OK ERR
1955 1 0 0 63.00000000 51 OK ERR ERR
1956 0 1 1 -64.00000000 -46 OK ERR ERR
1957 1 0 1 63.00000000 -34 ERR OK ERR
1958 0 1 0 -64.00000000 41 ERR OK ERR
1959 0 1 0 -64.00000000 22 ERR OK ERR
1960 1 0 0 63.00000000 24 OK ERR ERR
1961 0 1 1 -64.00000000 -37 OK ERR ERR
1962 0 1 0 -64.00000000 23 ERR OK ERR
1963 0 1 0 -64.00000000 18 ERR OK ERR
1964 1 0 0 63.00000000 5 OK ERR ERR
1965 1 0 0 63.00000000 48 OK ERR ERR
1966 0 1 1 -64.00000000 -35 OK ERR ERR
1967 1 0 0 63.00000000 20 OK ERR ERR
1968 1 0 0 63.00000000 5 OK ERR ERR
1969 0 1 1 -64.00000000 -46 OK ERR ERR
1970 1 0 0 63.00000000 44 OK ERR ERR
1971 1 0 0 63.00000000 59 OK ERR ERR
1972 1 0 0 63.00000000 25 OK ERR ERR
1973 0 1 1 -64.00000000 -29 OK ERR ERR
1974 0 1 1 -64.00000000 -51 OK ERR ERR
1975 1 0 0 63.00000000 14 OK ERR ERR
1976 1 0 0 63.00000000 40 OK ERR ERR
1977 0 1 0 -64.00000000 4 ERR OK ERR
1978 1 0 0 63.00000000 38 OK ERR ERR
1979 1 0 1 63.00000000 -4 ERR OK ERR
1980 0 1 1 -64.00000000 -28 OK ERR ERR
1981 1 0 1 63.00000000 -8 ERR OK ERR
1982 1 0 0 63.00000000 6 OK ERR ERR
1983 0 1 1 -64.00000000 -1 OK ERR ERR
1984 1 0 0 63.00000000 18 OK ERR ERR
1985 1 0 0 63.00000000 35 OK ERR ERR
1986 1 0 1 63.00000000 -9 ERR OK ERR
1987 1 0 0 63.00000000 41 OK ERR ERR
1988 1 0 1 63.00000000 -34 ERR OK ERR
1989 0 1 1 -64.00000000 -53 OK ERR ERR
1990 1 0 0 63.00000000 26 OK ERR ERR
1991 1 0 1 63.00000000 -10 ERR OK ERR
1992 1 0 1 63.00000000 -10 ERR OK ERR
1993 1 0 0 63.00000000 49 OK ERR ERR
1994 0 1 1 -64.00000000 -34 OK ERR ERR
1995 1 0 0 63.00000000 49 OK ERR ERR
1996 1 0 0 63.00000000 39 OK ERR ERR
1997 0 1 1 -64.00000000 -41 OK ERR ERR
1998 1 0 1 63.00000000 -20 ERR OK ERR
1999 1 0 1 63.00000000 -9 ERR OK ERR
2000 0 1 0 -64.00000000 9 ERR OK ERR
2001 0 1 1 -64.00000000 -10 OK ERR ERR
2002 1 0 0 63.00000000 9 OK ERR ERR
2003 0 1 1 -64.00000000 -39 OK ERR ERR
2004 1 0 0 63.00000000 33 OK ERR ERR
2005 0 1 1 -64.00000000 -53 OK ERR ERR
2006 0 1 1 -64.00000000 -38 OK ERR ERR
2007 0 1 1 -64.00000000 -20 OK ERR ERR
2008 1 0 1 63.00000000 -31 ERR OK ERR
2009 0 1 1 -64.00000000 -45 OK ERR ERR
2010 1 0 1 63.00000000 -21 ERR OK ERR
2011 0 1 1 -64.00000000 -14 OK ERR ERR
2012 0 1 0 -64.00000000 41 ERR OK ERR
2013 1 0 0 63.00000000 31 OK ERR ERR
2014 0 1 0 -64.00000000 3 ERR OK ERR
2015 0 1 0 -64.00000000 24 ERR OK ERR
2016 1 0 1 63.00000000 -17 ERR OK ERR
2017 1 0 0 63.00000000 35 OK ERR ERR
2018 1 0 0 63.00000000 24 OK ERR ERR
2019 1 0 1 63.00000000 -42 ERR OK ERR
2020 1 0 0 63.00000000 20 OK ERR ERR
2021 1 0 1 63.00000000 -3 ERR OK ERR
2022 1 0 0 63.00000000 22 OK ERR ERR
2023 1 0 1 63.00000000 -23 ERR OK ERR
2024 0 1 0 -64.00000000 14 ERR OK ERR
2025 1 0 0 63.00000000 59 OK ERR ERR
2026 1 0 0 63.00000000 59 OK ERR ERR
2027 1 0 0 63.00000000 59 OK ERR ERR
2028 0 1 1 -64.00000000 -52 OK ERR ERR
2029 0 1 1 -64.00000000 -64 OK ERR ERR
2030 1 0 1 63.00000000 -56 ERR OK ERR
2031 0 1 1 -64.00000000 -64 OK ERR ERR
2032 1 0 0 63.00000000 28 OK ERR ERR
2033 0 1 1 -64.00000000 -64 OK ERR ERR
2034 1 0 1 63.00000000 -48 ERR OK ERR
2035 0 1 1 -64.00000000 -64 OK ERR ERR
2036 1 0 1 63.00000000 -48 ERR OK ERR
2037 0 1 0 -64.00000000 48 ERR OK ERR
2038 0 1 0 -64.00000000 48 ERR OK ERR
2039 0 1 1 -64.00000000 -28 OK ERR ERR
2040 1 0 0 63.00000000 63 OK ERR ERR
2041 1 0 0 63.00000000 49 OK ERR ERR
2042 1 0 0 63.00000000 63 OK ERR ERR
2043 1 0 0 63.00000000 63 OK ERR ERR
2044 1 0 0 63.00000000 63 OK ERR ERR
2045 0 1 1 -64.00000000 -62 OK ERR ERR
2046 0 1 1 -64.00000000 -64 OK ERR ERR
2047 1 0 0 63.00000000 63 OK ERR ERR
2048 1 0 0 63.00000000 63 OK ERR ERR
2049 1 0 0 63.00000000 63 OK ERR ERR
2050 0 1 1 -64.00000000 -64 OK ERR ERR
2051 0 1 1 -64.00000000 -64 OK ERR ERR
2052 1 0 0 63.00000000 63 OK ERR ERR
2053 0 1 1 -64.00000000 -64 OK ERR ERR
2054 0 1 1 -64.00000000 -64 OK ERR ERR
2055 1 0 0 63.00000000 57 OK ERR ERR
2056 1 0 0 63.00000000 29 OK ERR ERR
2057 0 1 1 -64.00000000 -29 OK ERR ERR
2058 0 1 1 -64.00000000 -57 OK ERR ERR
2059 1 0 0 63.00000000 29 OK ERR ERR
2060 0 1 1 -64.00000000 -37 OK ERR ERR
2061 1 0 0 63.00000000 37 OK ERR ERR
2062 0 1 1 -64.00000000 -35 OK ERR ERR
2063 1 0 1 63.00000000 -64 ERR OK ERR
2064 0 1 0 -64.00000000 63 ERR OK ERR
2065 1 0 1 63.00000000 -64 ERR OK ERR
2066 0 1 0 -64.00000000 63 ERR OK ERR
2067 1 0 0 63.00000000 47 OK ERR ERR
2068 0 1 0 -64.00000000 63 ERR OK ERR
2069 0 1 0 -64.00000000 25 ERR OK ERR
2070 0 1 0 -64.00000000 63 ERR OK ERR
2071 0 1 0 -64.00000000 63 ERR OK ERR
2072 1 0 0 63.00000000 63 OK ERR ERR
2073 1 0 0 63.00000000 41 OK ERR ERR
2074 0 1 1 -64.00000000 -13 OK ERR ERR
2075 0 1 1 -64.00000000 -14 OK ERR ERR
2076 0 1 1 -64.00000000 -53 OK ERR ERR
2077 0 1 1 -64.00000000 -13 OK ERR ERR
2078 0 1 0 -64.00000000 63 ERR OK ERR
2079 1 0 0 63.00000000 24 OK ERR ERR
2080 1 0 1 63.00000000 -64 ERR OK ERR
2081 1 0 0 63.00000000 63 OK ERR ERR
2082 1 0 0 63.00000000 63 OK ERR ERR
2083 1 0 0 63.00000000 63 OK ERR ERR
2084 1 0 0 63.00000000 63 OK ERR ERR
2085 1 0 0 63.00000000 15 OK ERR ERR
2086 0 1 1 -64.00000000 -1 OK ERR ERR
2087 0 1 1 -64.00000000 -45 OK ERR ERR
2088 0 1 1 -64.00000000 -14 OK ERR ERR
2089 1 0 0 63.00000000 35 OK ERR ERR
2090 1 0 0 63.00000000 40 OK ERR ERR
2091 0 1 0 -64.00000000 14 ERR OK ERR
2092 1 0 0 63.00000000 52 OK ERR ERR
2093 0 1 1 -64.00000000 -14 OK ERR ERR
2094 1 0 0 63.00000000 63 OK ERR ERR
2095 0 1 1 -64.00000000 -52 OK ERR ERR
2096 0 1 1 -64.00000000 -59 OK ERR ERR
2097 0 1 1 -64.00000000 -43 OK ERR ERR
2098 1 0 0 63.00000000 32 OK ERR ERR
2099 1 0 0 63.00000000 36 OK ERR ERR
2100 1 0 0 63.00000000 26 OK ERR ERR
