# idx_orig bit_orig post_llr hard
0 0 -127976.55471462 0
1 1 115250.04155874 1
2 0 -137090.21998458 0
3 1 116393.28158334 1
4 1 144901.59559788 1
5 1 122350.39411939 1
6 0 -133947.80464375 0
7 1 142120.10757301 1
8 0 -121340.03297829 0
9 1 136330.27979258 1
10 0 -128734.91963010 0
11 0 -128786.73576301 0
12 1 137225.68445363 1
13 0 -117421.62152096 0
14 0 -160277.67913810 0
15 0 -108273.39718915 0
16 0 -131725.83231907 0
17 1 116654.23105006 1
18 0 -117696.44249580 0
19 0 -125349.56660589 0
20 1 123633.00660267 1
21 1 120454.99679861 1
22 0 -137707.92746256 0
23 1 126988.84068626 1
24 1 125708.49619645 1
25 0 -127402.07313115 0
26 0 -123886.94986384 0
27 1 130220.36388310 1
28 1 129280.48739064 1
29 1 125176.96258414 1
30 0 -133142.25045339 0
31 1 118313.13025465 1
32 1 133804.01994955 1
33 1 120988.86464227 1
34 0 -137821.10986576 0
35 1 132438.95559708 1
36 1 100849.96677639 1
37 0 -130082.80900860 0
38 0 -120280.80590452 0
39 0 -121179.37142857 0
40 1 111897.87767528 1
41 0 -122001.96123374 0
42 0 -140620.44980350 0
43 1 103629.12966778 1
44 0 -121189.08168693 0
45 0 -123046.23037312 0
46 0 -122896.51487773 0
47 0 -125147.40361304 0
48 0 -119536.74289260 0
49 0 -129585.69571653 0
50 1 118112.27501212 1
51 1 128321.72652555 1
52 1 104002.25127421 1
53 1 105818.55697999 1
54 1 133997.76759863 1
55 0 -120615.58551036 0
56 0 -118318.78724434 0
57 0 -111945.15526187 0
58 1 135093.65601414 1
59 1 109991.08890481 1
60 1 109579.40212276 1
61 0 -129215.28198974 0
62 1 132656.89821622 1
63 1 125564.46414765 1
64 0 -103839.84075840 0
65 0 -127799.47169662 0
66 0 -110650.15544220 0
67 1 132437.97401578 1
68 0 -130359.84496948 0
69 0 -130904.87303980 0
70 1 129813.85020020 1
71 1 126657.42019377 1
72 1 115923.92486388 1
73 0 -87861.59077721 0
74 1 103593.38874559 1
75 0 -119169.23064670 0
76 0 -119635.05120305 0
77 1 141780.95310493 1
78 1 119223.44194520 1
79 1 137952.19749382 1
80 1 107495.70494477 1
81 1 111178.09033375 1
82 1 109681.95965783 1
83 0 -123637.64221212 0
84 1 122127.71953942 1
85 0 -122097.29955991 0
86 0 -139165.81945192 0
87 0 -132296.74183951 0
88 1 139567.53037548 1
89 0 -146859.89897015 0
90 0 -128375.53570115 0
91 1 132552.37459732 1
92 1 112481.81789720 1
93 1 143987.38658151 1
94 1 102032.29513171 1
95 1 129417.76239570 1
96 0 -135964.78354659 0
97 0 -136315.54484089 0
98 1 122247.02432661 1
99 0 -132777.19576402 0
100 1 141051.97355048 1
101 1 112217.88892770 1
102 1 123548.66692101 1
103 0 -138314.39937729 0
104 0 -107836.25065249 0
105 1 137817.71846389 1
106 0 -137029.47125439 0
107 0 -146556.91322245 0
108 1 124364.32385231 1
109 1 142046.77887532 1
110 1 141663.49542450 1
111 0 -123414.36421414 0
112 0 -138647.05836894 0
113 1 125257.32130608 1
114 0 -123388.50800239 0
115 0 -111144.75510532 0
116 1 131324.25554111 1
117 0 -130532.64635158 0
118 0 -108335.45635031 0
119 0 -141801.99139139 0
120 0 -121658.15988742 0
121 0 -129475.64789305 0
122 0 -92419.04127669 0
123 0 -124740.96334552 0
124 1 115529.26054814 1
125 0 -110814.03177775 0
126 0 -140531.00586865 0
127 0 -113606.37875422 0
128 1 117436.41230582 1
129 1 87334.50155504 1
130 1 132456.65455487 1
131 0 -111814.22240454 0
132 1 112368.02466388 1
133 0 -129637.85191893 0
134 1 95764.78229462 1
135 1 129289.18582424 1
136 0 -91184.27881974 0
137 0 -116428.37381741 0
138 1 107613.12572162 1
139 1 106929.59859477 1
140 1 120301.95409116 1
141 0 -111712.23938150 0
142 0 -119851.65874090 0
143 1 92218.02443191 1
144 0 -136541.92883060 0
145 0 -124776.21604827 0
146 1 134810.56863628 1
147 0 -122247.80952042 0
148 0 -103213.93637112 0
149 1 124712.86123448 1
150 1 123762.75112340 1
151 1 131119.29239901 1
152 0 -131567.01260233 0
153 1 110718.49372699 1
154 1 123628.03240794 1
155 1 105005.36632028 1
156 0 -121466.35093795 0
157 0 -102820.30142523 0
158 1 129408.52265734 1
159 1 113132.03597297 1
160 1 107740.31800909 1
161 0 -154981.89797983 0
162 1 105514.15821471 1
163 0 -125944.98494020 0
164 0 -108342.06585940 0
165 0 -143752.45206589 0
166 0 -106723.71844010 0
167 1 105467.90768784 1
168 1 121391.58023603 1
169 0 -101876.96810062 0
170 0 -116076.48089743 0
171 0 -119684.28083756 0
172 0 -125072.03417095 0
173 0 -106352.27990949 0
174 0 -99354.16076954 0
175 0 -141956.26207651 0
176 1 108175.58465780 1
177 0 -112080.37612788 0
178 1 108370.42120029 1
179 1 109513.19889128 1
180 0 -107123.66381712 0
181 0 -125412.20360119 0
182 0 -111188.09090903 0
183 1 100158.66560284 1
184 0 -120029.02857113 0
185 1 125557.00674611 1
186 0 -113149.60239479 0
187 1 108696.32449860 1
188 1 108871.79497931 1
189 1 116766.90520945 1
190 1 113220.17240066 1
191 1 131422.91031126 1
192 0 -107393.53016317 0
193 0 -109135.39246363 0
194 1 107011.41358574 1
195 1 127685.66139546 1
196 0 -127243.67158530 0
197 0 -112859.62059215 0
198 1 138692.79359758 1
199 1 103402.15448937 1
200 1 131947.94639887 1
201 0 -132884.33930884 0
202 0 -111150.01427988 0
203 0 -115964.50666579 0
204 0 -119019.93985187 0
205 1 142257.37973696 1
206 1 105396.71684621 1
207 0 -114768.29833959 0
208 0 -113317.98669578 0
209 0 -114529.73992552 0
210 0 -116482.73958825 0
211 0 -129165.11913692 0
212 0 -136365.49679039 0
213 0 -117337.54116239 0
214 0 -128039.86294244 0
215 1 132160.63486655 1
216 1 121736.77337684 1
217 1 118066.66318271 1
218 1 117807.22980519 1
219 1 119723.58593882 1
220 0 -110546.68254656 0
221 1 103045.25708605 1
222 0 -130271.39518823 0
223 1 115006.55069755 1
224 1 118894.46293592 1
225 0 -111681.35035390 0
226 0 -117701.00579436 0
227 0 -88633.70589599 0
228 0 -97592.81508197 0
229 1 111444.40171218 1
230 0 -102267.66996033 0
231 1 111678.46784690 1
232 0 -116350.53212293 0
233 1 132662.85291190 1
234 1 106197.84950476 1
235 1 99658.27958163 1
236 0 -126859.53731614 0
237 1 99070.60744600 1
238 0 -122913.96255580 0
239 1 107601.54828103 1
240 1 142156.56106677 1
241 0 -98125.30342639 0
242 0 -130193.47802009 0
243 1 131103.48474784 1
244 0 -133019.38264073 0
245 0 -120246.79790825 0
246 1 114829.87343779 1
247 1 127231.40568998 1
248 1 94500.24913876 1
249 1 111550.91346155 1
250 1 110305.23445075 1
251 1 109926.14295186 1
252 1 144033.79325495 1
253 0 -133966.92468289 0
254 0 -136960.95414349 0
255 1 94596.21792462 1
256 0 -119756.99854603 0
257 0 -98949.59832048 0
258 0 -114956.93723467 0
259 1 115766.99789358 1
260 1 121352.45932365 1
261 1 122665.03029699 1
262 1 103211.03768973 1
263 0 -118353.02955127 0
264 1 129249.56794677 1
265 1 104652.57622454 1
266 0 -115991.99913250 0
267 0 -121145.20126774 0
268 0 -131784.36479573 0
269 1 106358.75789209 1
270 1 114000.10959855 1
271 1 108175.35325621 1
272 0 -122883.47432361 0
273 0 -122185.55894787 0
274 1 94307.38722214 1
275 0 -107795.74041330 0
276 1 98254.04286940 1
277 0 -117474.48437504 0
278 0 -106717.69893005 0
279 0 -105346.32292421 0
280 0 -115021.10057754 0
281 1 92337.05242774 1
282 0 -108034.99000697 0
283 0 -92423.35024054 0
284 1 122376.64183261 1
285 0 -96455.27801056 0
286 0 -93997.58082266 0
287 0 -120654.13781557 0
288 0 -107058.08352538 0
289 0 -120142.20577566 0
290 0 -86110.51843317 0
291 0 -102311.45447557 0
292 0 -119209.29605806 0
293 0 -110641.61550354 0
294 1 116827.27695035 1
295 0 -103582.77957924 0
296 1 128363.21830953 1
297 1 106776.28918601 1
298 1 128023.47357671 1
299 1 127559.52841325 1
300 1 111051.30136093 1
301 0 -119204.81519909 0
302 0 -104209.69199807 0
303 0 -131925.20050610 0
304 1 98037.32301782 1
305 1 104531.16888058 1
306 0 -123551.28499003 0
307 1 122729.77322510 1
308 0 -127691.87553549 0
309 0 -129567.85595503 0
310 0 -140923.55909314 0
311 0 -105050.01767966 0
312 0 -119618.28624345 0
313 0 -127491.54715322 0
314 1 115199.99092523 1
315 0 -111302.95129918 0
316 1 121766.37292185 1
317 0 -140485.68285470 0
318 1 115690.07179870 1
319 0 -123357.31764496 0
