# idx_int bit_int post_llr hard
0 1 98759.07373442 1
1 0 -84561.25627784 0
2 1 81927.56181060 1
3 0 -69369.19712247 0
4 0 -95233.40236767 0
5 0 -69822.17274127 0
6 0 -80562.14758008 0
7 1 96579.99387190 1
8 0 -88994.73529308 0
9 1 75101.06844788 1
10 1 77671.62002316 1
11 1 87573.22076287 1
12 0 -82769.57840808 0
13 0 -76888.76376163 0
14 1 66381.03162773 1
15 1 91139.80218256 1
16 0 -77941.44384447 0
17 0 -70874.87139178 0
18 1 120107.65288241 1
19 0 -102429.80688439 0
20 1 93370.25705982 1
21 0 -65321.54753606 0
22 1 59524.23300367 1
23 0 -68129.89933632 0
24 1 94915.40596806 1
25 1 98959.05984021 1
26 1 50595.99844831 1
27 0 -77330.33280553 0
28 0 -37189.08874104 0
29 0 -70070.10005305 0
30 1 67891.93643340 1
31 0 -64127.30853093 0
32 1 105873.00943754 1
33 1 51583.01675389 1
34 0 -68331.15955791 0
35 0 -67593.90726288 0
36 1 70621.51666215 1
37 0 -83470.29489230 0
38 0 -87252.76839293 0
39 1 75556.37214005 1
40 1 79602.04766748 1
41 0 -87826.75944019 0
42 1 72138.35244776 1
43 0 -90110.61110380 0
44 1 93754.26017463 1
45 1 91768.80255675 1
46 0 -103377.23153484 0
47 0 -96653.44613760 0
48 0 -81966.70261290 0
49 1 85989.85072999 1
50 0 -80996.15759457 0
51 1 65650.92436433 1
52 0 -52383.77214232 0
53 0 -110668.16868319 0
54 1 89657.02421345 1
55 0 -69335.52284924 0
56 0 -64460.11998430 0
57 0 -82076.77636163 0
58 0 -84318.30841661 0
59 0 -89557.17683683 0
60 0 -93564.43698992 0
61 1 91127.70094358 1
62 0 -46097.92855807 0
63 1 57260.57815001 1
64 0 -72872.20531671 0
65 0 -63460.13297496 0
66 1 92730.46065035 1
67 1 102280.09643419 1
68 1 88042.47777826 1
69 0 -63137.19767272 0
70 1 67558.93078970 1
71 1 65003.30626186 1
72 1 92527.28685555 1
73 1 51299.88028976 1
74 0 -73645.62125362 0
75 0 -94496.94421114 0
76 0 -48542.43138066 0
77 1 80718.03769113 1
78 0 -78677.39910449 0
79 1 53760.23040024 1
80 0 -56419.52985400 0
81 1 109361.63980218 1
82 0 -70584.45638357 0
83 0 -73204.87886222 0
84 1 65871.20123215 1
85 1 104740.80760447 1
86 1 79497.48255304 1
87 0 -77902.80989863 0
88 1 99899.59961971 1
89 1 87911.32185602 1
90 0 -53775.81273118 0
91 1 66424.59601493 1
92 1 107627.90423798 1
93 0 -94015.07264263 0
94 0 -89494.09971819 0
95 1 110744.39213699 1
96 0 -94215.46078478 0
97 1 77853.23522064 1
98 0 -91445.90556781 0
99 0 -67443.31364485 0
100 0 -79869.22242173 0
101 0 -77990.84960070 0
102 0 -105223.29958960 0
103 1 77226.03373250 1
104 1 50045.49638977 1
105 1 58054.97906254 1
106 0 -88929.06930234 0
107 1 93119.29646658 1
108 0 -62783.69570493 0
109 0 -81617.92143654 0
110 0 -103232.67524879 0
111 0 -76229.43236827 0
112 0 -52727.79291981 0
113 1 92096.14175343 1
114 0 -94447.11784165 0
