# idx_int bit_int post_llr hard
0 0 -31864.41434576 0
1 0 -36506.84171714 0
2 0 -38956.15497789 0
3 0 -34620.67923117 0
4 0 -35842.38822897 0
5 0 -27365.81897464 0
6 0 -11497.94090345 0
7 0 -29426.87506568 0
8 1 16591.90707190 1
9 0 -28050.08558260 0
10 1 21953.97533895 1
11 0 -39552.06386027 0
12 1 18145.78048707 1
13 0 -17494.09131867 0
14 1 28759.88605131 1
15 1 19001.75693232 1
16 1 29429.78941406 1
17 0 -40879.20622906 0
18 0 -26244.36655430 0
19 1 35052.89108890 1
20 1 24895.90156248 1
21 1 35938.63575255 1
22 0 -18138.24207037 0
23 0 -38856.41757825 0
24 1 28654.91172524 1
25 0 -40180.90673176 0
26 0 -27878.52432439 0
27 0 -24873.44411546 0
28 0 -37580.76410348 0
29 1 33163.20801046 1
30 1 19802.94138141 1
31 1 30347.91675282 1
32 1 35299.30858384 1
33 1 37821.12212722 1
34 0 -35391.88780931 0
35 1 26154.75649711 1
36 1 25439.79949718 1
37 1 41027.69304366 1
38 1 33353.88852230 1
39 1 37588.69825125 1
40 1 30497.28327718 1
41 1 27282.42390901 1
42 0 -22131.31929863 0
43 1 35727.60471500 1
44 0 -34658.76463875 0
45 0 -31037.87290231 0
46 0 -27717.72088315 0
47 0 -30180.69298463 0
48 0 -24692.72050516 0
49 1 28053.92715009 1
50 0 -36433.15647292 0
51 0 -25179.72232222 0
52 1 32254.50340058 1
53 1 31037.24511749 1
54 1 32380.65126647 1
55 1 29961.48952810 1
56 1 31400.71118609 1
57 0 -29751.12006622 0
58 0 -20941.55061661 0
59 1 29954.46729883 1
60 1 32009.61568304 1
61 1 39473.05629161 1
62 0 -32703.27402206 0
63 1 29868.49414043 1
64 1 27032.88887477 1
65 0 -31249.31724015 0
66 0 -29436.45315574 0
67 1 42636.37292115 1
68 1 33082.25632282 1
69 1 28683.97375951 1
70 1 28197.09972428 1
71 0 -32625.58286305 0
72 1 26499.27259215 1
73 0 -34886.74750722 0
