# idx_int bit_int post_llr hard
0 0 -34436.28821621 0
1 1 26875.10941823 1
2 0 -31257.44865132 0
3 0 -21243.66524567 0
4 1 37478.88198327 1
5 0 -23932.49030095 0
6 0 -34570.82621857 0
7 0 -29288.93554328 0
8 0 8238.75640042 1
9 0 -31127.15424453 0
10 0 -32796.56094286 0
11 0 -27400.93569069 0
12 0 -30842.46932169 0
13 1 19641.20493289 1
14 0 -26633.47546714 0
15 0 -16071.28812010 0
16 0 -43246.48240061 0
17 0 -29490.49109581 0
18 1 40300.06804947 1
19 0 -28924.30260070 0
20 1 30275.08990426 1
21 0 -19444.20165103 0
22 0 -26995.00515628 0
23 1 33707.16722576 1
24 1 31217.48711047 1
25 0 -35108.05747047 0
26 1 29388.63463728 1
27 0 -21880.43355010 0
28 1 32397.78185297 1
29 0 -18490.02238175 0
30 0 -28443.22956889 0
31 1 26500.63273482 1
32 1 32982.53250932 1
33 1 34600.48010009 1
34 0 -37590.33776906 0
35 0 -39487.34396440 0
36 0 -35777.32617776 0
37 1 40412.78061081 1
38 1 22707.63912674 1
39 1 30096.02974753 1
40 0 -26990.76342120 0
41 0 -36163.89231179 0
42 0 -35604.63288699 0
43 1 24732.67647794 1
44 0 -29441.64155917 0
45 1 30442.82499888 1
46 1 26446.18853003 1
47 0 -27554.64512856 0
48 0 -32781.44640169 0
49 0 -27267.11863385 0
50 0 -28283.73369030 0
51 0 -35091.76107778 0
52 0 -24701.89324292 0
53 1 32142.77709542 1
54 1 32045.95938327 1
55 1 22343.57130201 1
56 0 -28351.59102985 0
57 1 22242.38532712 1
58 0 -35978.90655169 0
59 1 8487.28472826 1
60 0 -17958.95401080 0
61 1 25109.17508092 1
62 0 -21684.66727432 0
63 0 -33102.26575513 0
64 1 25045.46421672 1
65 1 29714.00726942 1
66 1 25229.02103381 1
67 1 25920.07492355 1
68 0 -26719.57246808 0
69 1 34616.52610741 1
70 0 -34566.66453084 0
71 0 -10572.27568956 0
72 1 14888.61492433 1
73 0 -24700.40464376 0
74 1 27787.25383648 1
75 0 -33244.54340514 0
76 0 -16528.49062638 0
77 1 22457.41028025 1
78 0 -27866.35512417 0
79 1 25054.32518784 1
80 1 20651.52282121 1
81 0 -33028.76700364 0
82 0 -27192.71595968 0
83 1 21775.20328343 1
84 1 27246.03460824 1
85 1 31304.95002604 1
86 1 26579.65628578 1
87 0 -20191.67807664 0
88 1 23095.93831454 1
89 1 27531.24464252 1
90 1 23401.13681270 1
91 1 24472.49894626 1
92 0 -18010.68551875 0
93 1 41761.31848738 1
94 0 -19656.58101097 0
95 0 -26132.45623519 0
96 1 27426.26911705 1
97 0 -25103.18377051 0
98 0 -19633.58777462 0
99 0 -32904.17772077 0
100 1 32591.86559083 1
101 1 17727.50279377 1
102 1 27153.80896824 1
103 0 -31327.36941313 0
104 1 24204.94031677 1
105 1 29608.79919685 1
106 1 29027.13370890 1
107 0 -27732.80978490 0
108 0 -15869.89202838 0
109 1 25510.80781808 1
110 1 34050.21333389 1
111 0 -28446.84424684 0
112 0 -23673.00792319 0
113 1 27977.65787931 1
114 0 -21752.15758634 0
115 1 28578.17199626 1
116 0 -22835.18039372 0
117 1 23489.24894431 1
118 0 -23426.77661894 0
119 1 32473.65201824 1
120 1 35416.14045807 1
121 1 24200.93431553 1
122 1 21446.38431950 1
123 0 -31848.83792499 0
124 0 -29551.08983411 0
125 1 23362.11644305 1
126 1 16043.68258098 1
127 1 25824.14560325 1
128 0 -34828.23528907 0
129 0 -15061.69254103 0
130 1 36385.24864372 1
131 0 -20576.31292482 0
132 1 22211.93413272 1
133 1 29732.04122113 1
134 1 20198.99987724 1
135 1 19794.30733524 1
136 0 -21378.90018659 0
137 1 27685.53180230 1
138 0 -33687.14672792 0
139 0 -27998.91604733 0
140 0 -29802.48937008 0
141 1 17678.06693985 1
142 0 -21078.86239257 0
143 0 -24739.34948946 0
144 1 26214.16786503 1
145 1 30212.03189671 1
146 0 -30533.16514340 0
147 0 -22131.92205347 0
148 0 -32166.86098706 0
149 1 36030.81736103 1
150 0 -22507.26502556 0
151 1 27880.14495292 1
152 1 13153.95846688 1
153 1 20023.49818518 1
154 1 27463.33176828 1
155 0 -23584.40355544 0
156 0 -24414.94643625 0
157 0 -13979.72024880 0
158 0 -25446.14813543 0
159 1 33797.08779492 1
160 0 -13221.84816858 0
161 1 34623.77287085 1
162 1 33995.00577077 1
163 1 25352.53960297 1
164 1 34145.50645380 1
165 1 25745.94180693 1
166 1 23487.84969404 1
167 0 -30935.42360935 0
168 0 -33098.08791996 0
169 1 34128.36344656 1
170 0 -14659.79271212 0
171 0 -30508.91801016 0
172 0 -34197.99329883 0
173 0 -14799.19847932 0
174 1 29584.04341764 1
175 1 38029.21858652 1
176 0 -20596.27637270 0
177 1 27161.00303576 1
178 1 33381.27091020 1
179 0 -33189.72167238 0
180 0 -32610.31121279 0
181 1 -8845.72397890 0
