# idx_int bit_int post_llr hard
0 0 -24897.73771612 0
1 0 -5505.99492167 0
2 0 -18428.06800239 0
3 0 -24966.42413786 0
4 1 29588.52442297 1
5 1 8489.25786183 1
6 0 -33372.92219190 0
7 1 35346.60811789 1
8 1 15188.87558321 1
9 1 17704.93990703 1
10 1 25550.40942348 1
11 0 -26294.47688736 0
12 0 -12889.58669805 0
13 1 7861.46586508 1
14 1 14745.36870459 1
15 1 22749.67838129 1
16 0 -23437.47300443 0
17 0 -25091.58243186 0
18 0 -31836.70360274 0
19 0 -17826.67338346 0
20 0 -34289.42692201 0
21 1 22465.42193331 1
22 0 -18878.02160996 0
23 0 -26945.43143792 0
24 0 -16574.28479947 0
25 1 20937.02588762 1
26 1 21327.85953431 1
27 1 25236.71566077 1
28 0 -18112.78827196 0
29 1 15414.82737093 1
30 0 -21656.69859737 0
31 0 -12932.07686620 0
32 0 -38037.79975280 0
33 0 -16498.01287101 0
34 1 32922.01861458 1
35 0 -2309.03576078 0
36 1 17952.16183210 1
37 1 29274.40025788 1
38 1 22801.40780707 1
39 0 -20705.53990538 0
40 1 12194.94337152 1
41 0 -25572.08870075 0
42 1 17527.60234256 1
43 0 -3211.76874840 0
44 1 23439.96492572 1
45 0 -31169.52938052 0
46 1 17860.87119815 1
47 0 -16744.51744759 0
48 0 -26237.54055640 0
49 0 -24206.96329702 0
50 1 18246.52366882 1
51 1 27979.56953988 1
52 0 -19942.63590810 0
53 1 15839.28949027 1
54 1 23480.80787305 1
55 0 -25935.85523469 0
56 1 19729.86800030 1
57 0 -23958.14009908 0
58 0 -25489.12809850 0
59 1 17223.34830254 1
60 1 12125.94615029 1
61 1 24711.27938004 1
62 0 -19221.57708797 0
63 0 -20937.69135001 0
64 0 -25091.98404625 0
65 0 -14671.11979317 0
66 0 -31245.37146704 0
67 1 26243.31438035 1
68 0 -14020.21407012 0
69 0 -25456.06091690 0
70 1 27181.85879139 1
71 0 -28155.10527330 0
72 0 -20362.27703867 0
73 1 13617.72136665 1
74 0 -23216.78648729 0
75 1 34530.34142303 1
76 0 -26074.58089091 0
77 0 -29383.00473680 0
78 0 -24645.38525814 0
79 0 -19767.53992793 0
80 0 -20511.32726615 0
81 1 29598.96738619 1
82 1 23773.98204072 1
83 0 -33322.36882469 0
84 0 -13996.48854886 0
85 1 26768.64835268 1
86 0 -19809.62780044 0
87 1 21834.99695760 1
88 0 -23659.03741630 0
89 0 -6496.63298047 0
90 1 24328.97335600 1
91 1 15715.37925580 1
92 0 -33090.97242515 0
93 0 -28875.83185137 0
94 0 -30732.20299107 0
95 0 -5001.19382030 0
96 1 23753.82171761 1
97 0 -4504.69249347 0
98 0 -34940.04480641 0
99 1 11299.03504694 1
100 1 25060.91160281 1
101 1 30450.52664321 1
102 0 -31301.19266195 0
103 0 -17918.80447818 0
104 0 -27877.34635497 0
105 1 30262.92856010 1
106 1 11784.93092201 1
107 1 11355.93385104 1
108 1 24790.58410317 1
109 0 -15405.91875608 0
110 0 -26688.03696882 0
111 0 -29637.06650226 0
112 1 26348.40865837 1
113 0 -31620.87091331 0
114 1 24778.89965024 1
115 0 -22378.02401284 0
116 1 25482.33488771 1
117 0 -20275.96638362 0
118 1 16805.78086126 1
119 1 16570.06455161 1
120 1 14813.63305522 1
121 1 26115.98034175 1
122 0 -21771.16035709 0
