Turbo Decoder End-to-End Report
symbols=3200 n_half_iter=11 f1=111 f2=240 total_outputs=3200 expected_outputs=3200
final_decision_symbols=3200 bit_errors_vs_original=10
idx_orig pi_inv bit_orig bit_int_at_pi_inv l_sys_orig l_par1_orig l_par2_int final_llr hard_dec match_orig
139 2709 0 0 15 15 10 -64 0 OK
140 2740 0 0 7 10 -9 -64 0 OK
141 691 1 1 -2 6 -7 63 1 OK
142 2962 0 0 10 -6 -6 -64 0 OK
143 3153 0 0 10 -2 13 -64 0 OK
144 1264 1 1 -6 -10 13 63 1 OK
145 495 1 1 -10 11 -9 63 1 OK
146 846 0 0 15 15 10 -64 0 OK
147 2317 0 0 14 13 -2 -64 0 OK
148 1708 0 0 15 1 -7 -64 0 OK
149 2219 0 0 15 7 2 -64 0 OK
150 650 0 0 13 3 15 -64 0 OK
151 201 1 1 -13 -12 8 63 1 OK
152 872 0 0 10 7 12 -64 0 OK
153 2663 1 1 -8 15 7 63 1 OK
154 2374 0 0 15 4 -16 -64 0 OK
155 5 0 0 12 -11 15 -64 0 OK
156 1956 0 0 5 -16 4 -64 0 OK
157 1827 0 0 7 -12 -2 -64 0 OK
158 2818 0 0 7 12 -6 -64 0 OK
159 1729 0 0 15 -11 4 -64 0 OK
160 1760 0 0 4 12 7 -64 0 OK
161 2911 0 0 2 15 -7 -64 0 OK
162 1982 0 0 5 1 -8 -64 0 OK
163 2173 0 0 8 -1 -8 -64 0 OK
164 284 0 0 7 -7 -10 -64 0 OK
165 2715 0 0 7 4 8 -64 0 OK
166 3066 1 1 -10 9 14 63 1 OK
167 1337 0 0 5 4 15 -64 0 OK
168 728 0 0 5 -4 -14 -64 0 OK
169 1239 0 0 4 -6 7 -64 0 OK
170 2870 0 0 10 -2 -16 -64 0 OK
171 2421 1 1 -9 8 3 63 1 OK
172 3092 1 1 -9 13 4 63 1 OK
173 1683 0 0 9 -13 -15 -64 0 OK
174 1394 1 1 -2 7 8 63 1 OK
175 2225 1 1 -12 15 4 63 1 OK
176 976 0 0 11 -13 -12 -64 0 OK
177 847 0 0 8 2 -13 -64 0 OK
178 1838 0 0 15 8 -10 -64 0 OK
179 749 1 1 -2 14 -8 63 1 OK
180 780 0 0 1 -5 15 -64 0 OK
181 1931 1 1 -8 -11 8 63 1 OK
182 1002 0 0 12 6 10 -64 0 OK
183 1193 1 1 -3 -14 -12 63 1 OK
184 2504 0 0 7 -13 9 -64 0 OK
185 1735 1 1 -6 0 -7 63 1 OK
186 2086 1 1 0 13 13 63 1 OK
187 357 0 0 15 4 7 -64 0 OK
188 2948 0 0 13 -9 4 -64 0 OK
189 259 1 1 -10 11 -10 63 1 OK
190 1890 0 0 9 6 4 -64 0 OK
191 1441 0 0 10 3 -15 -64 0 OK
192 2112 0 0 14 0 15 -64 0 OK
193 703 0 0 13 15 -9 -64 0 OK
194 414 1 1 -6 -11 9 63 1 OK
195 1245 0 0 6 6 -16 -64 0 OK
196 3196 0 0 12 -6 -5 -64 0 OK
197 3067 1 1 -2 -9 10 63 1 OK
198 858 1 1 2 -16 10 63 1 OK
199 2969 0 0 1 10 -15 -64 0 OK
200 3000 0 0 2 9 -16 -64 0 OK
201 951 0 0 4 -8 -13 -64 0 OK
202 22 1 1 4 2 10 63 1 OK
203 213 1 1 1 15 -6 63 1 OK
204 1524 1 1 -3 13 11 63 1 OK
205 755 0 0 15 9 7 -64 0 OK
206 1106 0 0 15 5 -5 -64 0 OK
207 2577 1 1 -9 10 -1 63 1 OK
208 1968 1 1 -11 5 15 63 1 OK
209 2479 1 1 -7 3 15 63 1 OK
210 910 0 0 12 6 15 -64 0 OK
211 461 1 1 -16 13 15 63 1 OK
212 1132 1 1 -9 7 -7 63 1 OK
213 2923 1 1 -6 -16 -16 63 1 OK
214 2634 0 0 9 -15 10 -64 0 OK
215 265 1 1 -9 -9 5 63 1 OK
216 2216 0 0 10 -11 8 -64 0 OK
217 2087 1 1 -14 6 12 63 1 OK
218 3078 1 1 -5 -5 15 63 1 OK
219 1989 1 1 -16 -10 -8 63 1 OK
220 2020 1 1 -7 -5 -11 63 1 OK
221 3171 1 1 -16 -6 7 63 1 OK
222 2242 1 1 -8 15 -3 63 1 OK
223 2433 1 1 -5 -4 -2 63 1 OK
224 544 0 0 1 -7 -10 -64 0 OK
225 2975 0 0 12 14 14 -64 0 OK
226 126 0 0 1 -4 3 -64 0 OK
227 1597 1 1 -7 -3 15 63 1 OK
228 988 1 1 -16 -16 -12 63 1 OK
229 1499 1 1 -12 6 -3 63 1 OK
230 3130 1 1 -4 -11 12 63 1 OK
231 2681 1 1 -12 -7 -9 63 1 OK
232 152 0 0 6 4 8 -64 0 OK
233 1943 1 1 -8 -15 13 63 1 OK
234 1654 1 1 -9 6 -11 63 1 OK
235 2485 0 0 15 12 -11 -64 0 OK
236 1236 0 0 1 15 -10 -64 0 OK
237 1107 1 1 1 -10 -2 63 1 OK
238 2098 1 1 -4 -11 -4 63 1 OK
239 1009 1 1 -16 14 13 63 1 OK
240 1040 0 0 4 -9 9 -64 0 OK
241 2191 0 0 12 -16 4 -64 0 OK
242 1262 0 0 9 -16 -16 -64 0 OK
243 1453 1 1 0 -10 -8 63 1 OK
244 2764 0 0 -1 3 10 -64 0 OK
245 1995 0 0 7 -5 -15 -64 0 OK
246 2346 0 0 4 8 -12 -64 0 OK
247 617 1 1 -8 8 15 63 1 OK
248 8 0 0 10 7 5 -64 0 OK
249 519 0 0 9 -9 -16 -64 0 OK
250 2150 0 0 11 -9 3 -64 0 OK
251 1701 1 1 -10 3 11 63 1 OK
252 2372 0 0 10 11 -13 -64 0 OK
253 963 1 1 -4 -9 -16 63 1 OK
254 674 1 1 -7 -16 -9 63 1 OK
255 1505 0 0 11 -6 1 -64 0 OK
256 256 1 1 -16 8 6 63 1 OK
257 127 1 1 3 -12 7 63 1 OK
258 1118 1 1 -16 -4 15 63 1 OK
259 29 0 0 15 -12 -11 -64 0 OK
260 60 1 1 -13 14 -7 63 1 OK
261 1211 0 0 12 10 -5 -64 0 OK
262 282 1 1 1 -8 15 63 1 OK
263 473 0 0 4 6 -7 -64 0 OK
264 1784 1 1 -16 9 4 63 1 OK
265 1015 0 0 5 10 -9 -64 0 OK
266 1366 1 1 -16 14 -3 63 1 OK
267 2837 0 0 7 -4 -7 -64 0 OK
268 2228 0 0 15 10 -8 -64 0 OK
269 2739 0 0 1 8 5 -64 0 OK
270 1170 0 0 11 -8 -6 -64 0 OK
271 721 0 0 15 -2 -4 -64 0 OK
272 1392 1 1 -2 11 11 63 1 OK
273 3183 1 1 -7 -11 3 63 1 OK
274 2894 1 1 -2 -4 -16 63 1 OK
275 525 0 0 14 -15 6 -64 0 OK
276 2476 0 0 10 -4 -11 -64 0 OK
277 2347 0 0 10 15 12 -64 0 OK
278 138 0 0 9 -16 -14 -64 0 OK
279 2249 1 1 -16 -9 -5 63 1 OK
280 2280 1 1 -16 -9 -5 63 1 OK
281 231 1 1 -3 -11 -6 63 1 OK
282 2502 1 1 -12 -8 12 63 1 OK
283 2693 1 1 -4 -12 8 63 1 OK
284 804 0 0 12 6 11 -64 0 OK
285 35 1 1 -4 -14 -6 63 1 OK
286 386 0 0 11 -16 -9 -64 0 OK
287 1857 0 0 15 8 4 -64 0 OK
288 1248 1 1 -11 11 1 63 1 OK
289 1759 1 1 -3 -11 13 63 1 OK
290 190 1 1 -1 3 -15 63 1 OK
291 2941 0 0 15 7 6 -64 0 OK
292 412 0 0 9 12 -7 -64 0 OK
293 2203 0 0 9 11 3 -64 0 OK
294 1914 0 0 13 15 15 -64 0 OK
295 2745 0 0 0 9 13 -64 0 OK
296 1496 1 1 -11 -10 14 63 1 OK
297 1367 0 0 10 14 7 -64 0 OK
298 2358 1 1 -14 7 12 63 1 OK
299 1269 1 1 3 2 1 63 1 OK
300 1300 1 1 -16 14 15 63 1 OK
301 2451 0 0 4 3 9 -64 0 OK
302 1522 0 0 11 -3 -9 -64 0 OK
303 1713 1 1 -14 -14 15 63 1 OK
304 3024 0 0 6 8 -8 -64 0 OK
305 2255 1 1 -14 4 -4 63 1 OK
306 2606 1 1 -9 -2 -12 63 1 OK
307 877 1 1 -16 6 14 63 1 OK
308 268 1 1 -12 -16 9 63 1 OK
309 779 0 0 15 12 -9 -64 0 OK
310 2410 0 0 6 -16 -13 -64 0 OK
311 1961 1 1 -14 -12 -8 63 1 OK
312 2632 0 0 4 15 10 -64 0 OK
313 1223 1 1 -15 -9 -4 63 1 OK
314 934 1 1 -16 8 7 63 1 OK
315 1765 0 0 5 5 -13 -64 0 OK
316 516 1 1 -5 -5 7 63 1 OK
317 387 1 1 2 -13 -3 63 1 OK
318 1378 1 1 -3 15 11 63 1 OK
319 289 1 1 -3 14 -10 63 1 OK
320 320 1 1 -4 15 9 63 1 OK
321 1471 0 0 9 2 -10 -64 0 OK
322 542 0 0 6 -16 15 -64 0 OK
323 733 1 1 -11 15 10 63 1 OK
324 2044 0 0 11 -16 -1 -64 0 OK
325 1275 1 1 -2 10 -5 63 1 OK
326 1626 1 1 -1 13 0 63 1 OK
327 3097 0 0 1 -3 -16 -64 0 OK
328 2488 0 0 3 7 9 -64 0 OK
329 2999 0 0 2 3 -16 -64 0 OK
330 1430 0 0 5 -3 -12 -64 0 OK
331 981 1 1 -9 11 -4 63 1 OK
332 1652 0 0 -1 -16 -11 -64 0 OK
333 243 0 0 15 -9 -10 -64 0 OK
334 3154 1 1 -3 13 -16 63 1 OK
335 785 0 0 13 9 5 -64 0 OK
336 2736 1 1 -4 -15 -5 63 1 OK
337 2607 1 1 -7 -3 6 63 1 OK
338 398 1 1 -5 13 -7 63 1 OK
339 2509 1 1 -9 13 15 63 1 OK
340 2540 1 1 -12 10 6 63 1 OK
341 491 1 1 -9 2 5 63 1 OK
342 2762 1 1 -8 7 -7 63 1 OK
343 2953 1 1 -6 9 -1 63 1 OK
344 1064 0 0 11 8 -1 -64 0 OK
345 295 1 1 -10 10 -9 63 1 OK
346 646 1 1 -7 -4 7 63 1 OK
347 2117 1 1 5 -1 11 63 1 OK
348 1508 1 1 -13 -3 3 63 1 OK
349 2019 1 1 -4 -14 1 63 1 OK
350 450 0 0 6 -10 -13 -64 0 OK
351 1 1 1 -3 7 -15 63 1 OK
352 672 0 0 9 8 11 -64 0 OK
353 2463 0 0 15 5 11 -64 0 OK
354 2174 1 1 -3 -11 -13 63 1 OK
355 3005 0 0 10 11 2 -64 0 OK
356 1756 0 0 9 3 9 -64 0 OK
357 1627 1 1 -9 -9 15 63 1 OK
358 2618 0 0 9 5 0 -64 0 OK
359 1529 0 0 14 -1 -2 -64 0 OK
360 1560 1 1 -10 15 -16 63 1 OK
361 2711 1 1 -8 15 -5 63 1 OK
362 1782 0 0 10 10 -10 -64 0 OK
363 1973 0 0 15 -7 15 -64 0 OK
364 84 0 0 9 -9 14 -64 0 OK
365 2515 1 1 -16 14 -16 63 1 OK
366 2866 0 0 3 9 -7 -64 0 OK
367 1137 1 1 -16 -16 -13 63 1 OK
368 528 0 0 14 15 -9 -64 0 OK
369 1039 1 1 -16 12 -7 63 1 OK
370 2670 1 1 -8 -12 9 63 1 OK
371 2221 0 0 4 -4 15 -64 0 OK
372 2892 0 0 4 7 -8 -64 0 OK
373 1483 0 0 1 -1 2 -64 0 OK
374 1194 0 0 15 1 -5 -64 0 OK
375 2025 0 0 5 9 -10 -64 0 OK
376 776 0 0 12 -12 -13 -64 0 OK
377 647 0 0 6 -9 11 -64 0 OK
378 1638 1 1 -10 8 -16 63 1 OK
379 549 1 1 -16 -16 7 63 1 OK
380 580 0 0 9 10 -13 -64 0 OK
381 1731 0 0 14 -13 7 -64 0 OK
382 802 1 1 5 -9 13 63 1 OK
383 993 1 1 -16 -7 13 63 1 OK
384 2304 0 0 -6 7 13 -64 0 OK
385 1535 1 1 -14 -13 9 63 1 OK
386 1886 0 0 9 -15 15 -64 0 OK
387 157 1 1 -6 -6 -13 63 1 OK
388 2748 0 0 12 4 -10 -64 0 OK
389 59 0 0 4 -9 11 -64 0 OK
390 1690 1 1 3 -10 -1 63 1 OK
391 1241 1 1 -3 11 7 63 1 OK
392 1912 1 1 -12 9 -16 63 1 OK
393 503 0 0 15 -1 10 -64 0 OK
394 214 1 1 -14 -10 9 63 1 OK
395 1045 0 0 11 15 -10 -64 0 OK
396 2996 0 0 4 14 15 -64 0 OK
397 2867 1 1 -9 15 -4 63 1 OK
398 658 1 1 -6 -7 12 63 1 OK
399 2769 0 0 8 12 -12 -64 0 OK
400 2800 0 0 10 -9 -16 -64 0 OK
401 751 1 1 -16 7 9 63 1 OK
402 3022 0 0 15 -6 4 -64 0 OK
403 13 1 1 -16 13 -6 63 1 OK
404 1324 0 0 7 -10 15 -64 0 OK
405 555 1 1 -8 12 5 63 1 OK
406 906 1 1 -5 13 -16 63 1 OK
407 2377 0 0 15 -16 -12 -64 0 OK
408 1768 0 0 4 13 -6 -64 0 OK
409 2279 0 0 15 4 -16 -64 0 OK
410 710 1 1 -16 11 -3 63 1 OK
411 261 1 1 -8 9 -5 63 1 OK
412 932 0 0 8 7 15 -64 0 OK
413 2723 1 1 -5 10 -16 63 1 OK
414 2434 1 1 -16 15 -7 63 1 OK
415 65 1 1 -7 -12 -9 63 1 OK
416 2016 1 1 -13 11 -15 63 1 OK
417 1887 0 0 8 -8 6 -64 0 OK
418 2878 0 0 6 15 0 -64 0 OK
419 1789 1 1 -13 -14 1 63 1 OK
420 1820 1 1 -8 -16 3 63 1 OK
421 2971 1 1 -12 8 5 63 1 OK
422 2042 1 1 -12 -3 15 63 1 OK
423 2233 1 1 -8 9 10 63 1 OK
424 344 1 1 -6 -12 15 63 1 OK
425 2775 0 0 11 -9 4 -64 0 OK
426 3126 1 1 -6 -10 -8 63 1 OK
427 1397 1 1 -4 15 13 63 1 OK
428 788 0 0 -1 1 0 -64 0 OK
429 1299 0 0 5 -7 -3 -64 0 OK
430 2930 0 0 13 -10 -12 -64 0 OK
431 2481 0 0 4 15 -13 -64 0 OK
432 3152 1 1 -4 -2 -13 63 1 OK
433 1743 1 1 2 -7 -7 63 1 OK
434 1454 0 0 10 -6 14 -64 0 OK
435 2285 0 0 12 14 -11 -64 0 OK
436 1036 0 0 10 -13 15 -64 0 OK
437 907 1 1 -8 -16 -5 63 1 OK
438 1898 0 0 1 12 -1 -64 0 OK
439 809 0 0 3 15 13 -64 0 OK
440 840 1 1 -16 8 -11 63 1 OK
441 1991 1 1 -10 11 -13 63 1 OK
442 1062 0 0 13 14 13 -64 0 OK
443 1253 0 0 -1 -9 5 -64 0 OK
444 2564 1 1 -15 -3 -10 63 1 OK
445 1795 0 0 2 -9 -3 -64 0 OK
446 2146 0 0 7 -1 -16 -64 0 OK
447 417 0 0 14 -16 4 -64 0 OK
448 3008 0 0 5 14 7 -64 0 OK
449 319 0 0 5 -6 13 -64 0 OK
450 1950 1 1 -6 -10 15 63 1 OK
451 1501 0 0 5 3 6 -64 0 OK
452 2172 0 0 3 -1 -6 -64 0 OK
453 763 1 1 -15 15 -11 63 1 OK
454 474 1 1 -11 11 -14 63 1 OK
455 1305 0 0 15 15 11 -64 0 OK
456 56 1 1 -14 -1 13 63 1 OK
457 3127 1 1 -7 15 12 63 1 OK
458 918 0 0 15 6 9 -64 0 OK
459 3029 0 0 15 -4 7 -64 0 OK
460 3060 0 0 11 -4 -6 -64 0 OK
461 1011 0 0 1 -10 9 -64 0 OK
462 82 1 1 -3 -10 -6 63 1 OK
463 273 1 1 -7 3 10 63 1 OK
464 1584 0 0 2 -5 2 -64 0 OK
465 815 0 0 12 -9 -4 -64 0 OK
466 1166 1 1 -16 13 11 63 1 OK
467 2637 0 0 -2 6 8 -64 0 OK
468 2028 1 1 -3 -14 10 63 1 OK
469 2539 0 0 3 7 2 -64 0 OK
470 970 1 1 -8 15 -2 63 1 OK
471 521 1 1 -1 -4 -13 63 1 OK
472 1192 1 1 -13 8 -10 63 1 OK
473 2983 0 0 7 6 6 -64 0 OK
474 2694 1 1 -13 -11 7 63 1 OK
475 325 1 1 -15 -9 5 63 1 OK
476 2276 1 1 -5 13 -7 63 1 OK
477 2147 0 0 8 -3 2 -64 0 OK
478 3138 0 0 3 -8 5 -64 0 OK
479 2049 1 1 -16 7 -7 63 1 OK
480 2080 1 1 -2 -10 0 63 1 OK
481 31 1 1 -11 -6 10 63 1 OK
482 2302 0 0 3 -8 1 -64 0 OK
483 2493 0 0 10 -16 -2 -64 0 OK
484 604 0 0 12 5 7 -64 0 OK
485 3035 0 0 0 -5 -12 -64 0 OK
486 186 1 1 -9 -16 -6 63 1 OK
487 1657 1 1 -5 -12 -4 63 1 OK
488 1048 0 0 1 12 8 -64 0 OK
489 1559 1 1 -12 -12 -16 63 1 OK
490 3190 0 0 13 -8 -13 -64 0 OK
491 2741 1 1 -6 -14 4 63 1 OK
492 212 1 1 -12 15 11 63 1 OK
493 2003 0 0 13 -5 7 -64 0 OK
494 1714 1 1 8 4 -16 63 1 OK
495 2545 1 1 -11 10 15 63 1 OK
496 1296 1 1 5 11 6 63 1 OK
497 1167 1 1 -4 -10 12 63 1 OK
498 2158 1 1 -6 14 15 63 1 OK
499 1069 0 0 8 0 -1 -64 0 OK
500 1100 0 0 9 12 5 -64 0 OK
501 2251 0 0 10 15 -10 -64 0 OK
502 1322 0 0 5 15 -14 -64 0 OK
503 1513 1 1 -9 -4 -13 63 1 OK
504 2824 0 0 8 15 12 -64 0 OK
505 2055 0 0 15 -16 -11 -64 0 OK
506 2406 1 1 -8 -7 0 63 1 OK
507 677 1 1 -16 -15 -10 63 1 OK
508 68 0 0 11 9 -4 -64 0 OK
509 579 0 0 12 5 -7 -64 0 OK
510 2210 0 0 11 -7 -4 -64 0 OK
511 1761 1 1 6 7 -3 63 1 OK
512 2432 0 0 2 -9 15 -64 0 OK
513 1023 0 0 -1 -16 15 -64 0 OK
514 734 0 0 15 -8 -7 -64 0 OK
515 1565 1 1 -13 -12 -3 63 1 OK
516 316 1 1 -10 5 1 63 1 OK
517 187 0 0 11 -7 7 -64 0 OK
518 1178 1 1 -10 15 -2 63 1 OK
519 89 0 0 6 -6 -12 -64 0 OK
520 120 1 1 -12 8 8 63 1 OK
521 1271 0 0 7 -3 -13 -64 0 OK
522 342 1 1 -3 10 -6 63 1 OK
523 533 1 1 -10 11 12 63 1 OK
524 1844 1 1 -7 7 8 63 1 OK
525 1075 0 0 0 4 6 -64 0 OK
526 1426 1 1 -9 15 -14 63 1 OK
527 2897 1 1 -8 8 -11 63 1 OK
528 2288 1 1 -2 -3 9 63 1 OK
529 2799 0 0 15 1 6 -64 0 OK
530 1230 1 1 -9 -4 10 63 1 OK
531 781 0 0 15 -4 -16 -64 0 OK
532 1452 1 1 -3 2 -6 63 1 OK
533 43 0 0 15 8 15 -64 0 OK
534 2954 0 0 2 7 -13 -64 0 OK
535 585 1 1 -16 -12 12 63 1 OK
536 2536 0 0 6 10 -14 -64 0 OK
537 2407 0 0 5 4 -16 -64 0 OK
538 198 1 1 -16 -16 10 63 1 OK
539 2309 0 0 12 2 -13 -64 0 OK
540 2340 1 1 -14 -7 9 63 1 OK
541 291 1 1 -11 8 -14 63 1 OK
542 2562 1 1 -5 -5 11 63 1 OK
543 2753 1 1 -16 -7 11 63 1 OK
544 864 1 1 -1 13 -14 63 1 OK
545 95 0 0 9 0 -15 -64 0 OK
546 446 1 1 -13 0 3 63 1 OK
547 1917 1 1 -9 10 -3 63 1 OK
548 1308 1 1 -1 14 10 63 1 OK
549 1819 0 0 8 12 -12 -64 0 OK
550 250 1 1 -12 15 4 63 1 OK
551 3001 1 1 -4 7 9 63 1 OK
552 472 0 0 15 14 -7 -64 0 OK
553 2263 1 1 -11 15 11 63 1 OK
554 1974 1 1 -8 9 3 63 1 OK
555 2805 0 0 12 8 -7 -64 0 OK
556 1556 1 1 -15 7 1 63 1 OK
557 1427 1 1 -16 7 -16 63 1 OK
558 2418 0 0 6 9 2 -64 0 OK
559 1329 0 0 -1 -7 -7 -64 0 OK
560 1360 1 1 0 10 11 63 1 OK
561 2511 1 1 -6 3 13 63 1 OK
562 1582 0 0 9 -11 7 -64 0 OK
563 1773 1 1 15 -8 -10 63 1 OK
564 3084 0 0 6 15 12 -64 0 OK
565 2315 0 0 5 12 -10 -64 0 OK
566 2666 0 0 2 -6 10 -64 0 OK
567 937 0 0 10 3 -8 -64 0 OK
568 328 0 0 13 -14 -15 -64 0 OK
569 839 1 1 -5 -12 6 63 1 OK
570 2470 1 1 -16 9 13 63 1 OK
571 2021 1 1 -6 10 12 63 1 OK
572 2692 1 1 -16 13 4 63 1 OK
573 1283 1 1 -13 -1 -4 63 1 OK
574 994 0 0 15 -3 10 -64 0 OK
575 1825 1 1 -12 -16 -3 63 1 OK
576 576 0 0 9 -9 -14 -64 0 OK
577 447 1 1 -13 6 -11 63 1 OK
578 1438 1 1 -8 -16 -14 63 1 OK
579 349 1 1 -16 -14 14 63 1 OK
