# idx_int bit_int post_llr hard
0 0 -60368.91384857 0
1 0 -44971.20772519 0
2 0 -64801.40406059 0
3 0 -53478.38776927 0
4 0 -54898.43958660 0
5 0 -56704.72620311 0
6 0 -36530.46489127 0
7 0 -43436.49608050 0
8 1 50440.04313595 1
9 0 -60403.28446241 0
10 1 52588.46582711 1
11 0 -62489.12636916 0
12 1 32928.04882965 1
13 0 -27003.22102738 0
14 1 40638.37713690 1
15 1 49235.78545121 1
16 1 61176.07082405 1
17 0 -70332.96800809 0
18 0 -58714.05272198 0
19 1 77913.00947947 1
20 1 34558.22484027 1
21 1 74286.55755665 1
22 0 -44103.23217690 0
23 0 -70675.40925314 0
24 1 62703.75590774 1
25 0 -55259.75207285 0
26 0 -45945.47711320 0
27 0 -60339.35762404 0
28 0 -56981.40425483 0
29 1 48850.16863627 1
30 1 51219.88137987 1
31 1 53422.36366664 1
32 1 76509.36429475 1
33 1 49237.27130224 1
34 0 -60876.96402457 0
35 1 49123.80820999 1
36 1 26729.02932469 1
37 1 69767.00862295 1
38 1 43516.69221465 1
39 1 39436.98530479 1
40 1 66164.60497828 1
41 1 63109.86250597 1
42 0 -47469.62598712 0
43 1 63083.70555808 1
44 0 -51205.60168529 0
45 0 -66573.98272546 0
46 0 -56151.87680097 0
47 0 -67683.51309311 0
48 0 -63005.94294318 0
49 1 55195.86757869 1
50 0 -48073.75527940 0
51 0 -56405.46063527 0
52 1 38590.75224837 1
53 1 56432.89249965 1
54 1 68795.19193516 1
55 1 54469.32491000 1
56 1 61183.28689883 1
57 0 -60086.88085392 0
58 0 -48266.01635066 0
59 1 33549.79063569 1
60 1 38608.23278404 1
61 1 74911.22044496 1
62 0 -47727.42517959 0
63 1 47333.33755614 1
64 1 41929.90367492 1
65 0 -38784.67021949 0
66 0 -48553.74160440 0
67 1 67556.02261627 1
68 1 61873.58648310 1
69 1 57211.08058818 1
70 1 43461.75848549 1
71 0 -36618.33343352 0
72 1 61156.72740657 1
73 0 -59497.52095433 0
74 0 -53100.67130406 0
75 1 50827.40717855 1
76 1 26808.00056909 1
77 1 16287.87539448 1
78 1 40303.28529278 1
79 1 33639.66045910 1
80 0 -61440.04172235 0
81 0 -61600.82831788 0
82 1 46268.55369313 1
83 0 -52153.68408986 0
84 1 40780.13722314 1
85 0 -43523.09317318 0
86 0 -50906.66993082 0
87 1 59546.68963915 1
88 1 55504.18648622 1
89 0 -62572.87510804 0
90 1 21550.51721038 1
91 0 -31461.64691506 0
92 0 -44186.16190433 0
93 0 -45058.63153505 0
94 0 -54740.15741591 0
95 1 58880.57060736 1
96 0 -68410.68540777 0
97 1 46298.69196450 1
98 0 -46672.13848292 0
99 0 -47253.91346509 0
100 1 50257.23604670 1
101 0 -44160.47294933 0
102 1 50476.19033284 1
103 1 53117.72898058 1
104 0 -56396.18693777 0
105 1 39444.01843055 1
106 1 42525.61230003 1
107 1 71853.46696282 1
108 1 31719.62856536 1
109 1 41044.94216352 1
110 1 79492.07692662 1
111 1 62011.39338466 1
112 0 -39313.50518656 0
113 0 -52358.26200093 0
114 0 -53919.64901773 0
115 1 60542.82750994 1
116 1 55236.63259021 1
117 1 65232.20463595 1
118 0 -44251.01039736 0
119 1 45178.55087068 1
120 0 -61762.09833150 0
121 0 -50510.58599858 0
122 0 -60481.61980210 0
123 0 -60368.95192296 0
124 0 -57432.04269535 0
125 0 -70171.00576679 0
126 1 46156.87260218 1
127 0 -51400.20642181 0
128 1 59663.87817565 1
129 1 50015.34077427 1
130 1 39332.93844520 1
131 0 -64885.79806166 0
132 0 -40100.59477851 0
133 1 37475.80181867 1
134 0 -48665.86815700 0
135 1 36211.70364970 1
136 0 -39692.27445082 0
137 0 -66654.06053629 0
138 0 -50597.63969683 0
139 1 55430.80023697 1
140 0 -45761.17663057 0
141 1 52411.49594665 1
142 0 -53062.74391794 0
143 1 51997.58939845 1
144 1 70892.59422040 1
145 0 -57609.04950545 0
146 1 42710.30378841 1
147 1 51038.52382606 1
148 1 54856.16436110 1
149 0 -50543.17986524 0
150 1 54319.49810007 1
151 0 -46756.03624311 0
152 0 -66619.71762852 0
153 1 60106.88938669 1
154 0 -42687.03351429 0
155 1 36012.71381897 1
156 1 45150.49066257 1
157 0 -63854.30828302 0
158 1 64740.32443164 1
159 0 -60011.31194715 0
160 1 48595.55381250 1
161 1 48045.94101327 1
162 1 50443.79357196 1
163 1 50365.60852632 1
164 1 48909.19823123 1
165 0 -48384.06572588 0
166 0 -50689.28212852 0
167 0 -54650.53856247 0
168 0 -74295.76509701 0
169 0 -50466.89725566 0
170 1 51403.90237991 1
171 1 34722.83753847 1
172 1 48457.37608400 1
173 1 58960.24778175 1
174 1 31775.33751745 1
175 0 -49190.59033616 0
176 1 66803.14366872 1
177 0 -29379.05115369 0
178 0 -49139.69890284 0
179 1 47208.90971971 1
180 0 -41784.19805502 0
181 1 56697.48260141 1
182 0 -51406.54506614 0
183 0 -52220.58167647 0
184 0 -48348.77351801 0
185 1 52576.95428021 1
186 1 35215.98587385 1
187 0 -56222.05632817 0
188 1 55418.63445442 1
189 1 28851.09679696 1
190 1 41663.86724427 1
191 1 64201.61152263 1
192 0 -67959.96641949 0
193 0 -35945.83960478 0
194 1 52770.71674032 1
195 0 -36868.78931058 0
196 0 -50048.82337577 0
197 0 -43666.30763038 0
198 1 55115.20745164 1
199 0 -49126.52769173 0
200 1 51988.00245642 1
201 1 63318.53063879 1
202 0 -42665.83881244 0
203 0 -55830.99342009 0
204 1 52836.37737834 1
205 0 -54122.59644245 0
206 1 73660.23423104 1
207 1 49781.90790269 1
208 1 66863.57330696 1
209 0 -60459.11680063 0
210 0 -68144.06563842 0
211 0 -40085.06758054 0
212 1 55719.83377805 1
213 0 -82586.51785566 0
214 0 -62812.06250336 0
215 0 -75695.52922478 0
216 0 -58305.42397984 0
217 1 59194.70087520 1
218 0 -59678.64832442 0
219 1 65993.25220109 1
220 0 -35317.33643433 0
221 1 73894.88447879 1
222 1 43629.78988860 1
223 0 -54871.33750956 0
224 0 -62882.77471489 0
225 0 -42956.77184970 0
226 0 -64791.62172152 0
227 0 -51567.61600691 0
228 1 73147.90430486 1
229 1 46768.74164745 1
230 1 40849.39465845 1
231 0 -45679.85692541 0
232 0 -53012.40042462 0
233 1 70029.85285316 1
234 0 -37575.16410675 0
235 0 -38042.64078981 0
236 0 -65129.22931649 0
237 1 60331.18278909 1
238 0 15833.05099204 1
239 1 47530.01559926 1
240 1 50288.55852794 1
241 1 59672.46438885 1
242 0 -31830.52873996 0
243 0 -74564.06653925 0
244 1 44975.88486016 1
245 0 -48236.87564958 0
246 0 -48806.44766686 0
247 0 -53662.40110741 0
248 0 -65402.28028503 0
249 0 -63992.08238901 0
250 0 -49134.21017231 0
251 0 -63407.88424904 0
252 0 -62442.93058573 0
253 1 47820.31533015 1
254 1 67765.65241714 1
255 1 64731.49802234 1
256 0 -54848.59671166 0
257 1 67423.36862729 1
258 0 -52916.97223122 0
259 1 25434.30139438 1
260 0 -56319.13364853 0
261 1 40159.75587116 1
262 0 -65104.69482633 0
263 0 -64082.47984218 0
264 0 -77020.52091971 0
265 0 -40939.58816054 0
266 0 -61214.27822852 0
267 1 46878.32686447 1
268 0 -43679.12801247 0
269 0 -57881.78802943 0
270 1 42472.15465464 1
271 0 -46076.05580355 0
272 1 60737.44117514 1
273 1 70999.71712227 1
274 0 -66033.24566485 0
275 1 55442.43836243 1
276 1 56957.37232722 1
277 0 -64589.32544708 0
278 0 -51089.06492865 0
279 0 -62113.72412341 0
280 1 74006.69495442 1
281 1 50058.47402317 1
282 0 -42558.57684463 0
283 0 -47756.51468147 0
284 0 -36664.98817432 0
285 1 55143.09350905 1
286 0 -51607.62624383 0
287 1 60531.91040385 1
288 1 60545.71696657 1
289 1 45969.31120089 1
290 1 34305.51036595 1
291 1 46119.45671114 1
292 0 -49429.13315184 0
293 1 28646.05051568 1
294 1 37706.74753620 1
295 0 -40482.28405928 0
296 1 42484.49418674 1
297 1 60812.11622746 1
298 0 -51926.21946896 0
299 1 61517.47647750 1
300 0 -47010.14146012 0
301 0 -70589.83407790 0
302 1 58706.77335508 1
303 1 47882.58714565 1
304 1 63381.17529214 1
305 0 -39371.30227435 0
306 1 65435.87776575 1
307 0 -55557.42261397 0
308 0 -31611.17182895 0
309 0 -55257.17958856 0
310 1 61297.02176491 1
311 1 47477.59553140 1
312 1 61791.14344143 1
313 0 -44896.25519965 0
314 1 57968.14735663 1
315 0 -52165.13352643 0
316 0 -30492.46022870 0
317 1 56968.80592003 1
318 1 49260.74402063 1
319 0 -47083.40263402 0
320 0 -60381.28614879 0
321 0 -36047.60352204 0
322 0 -63486.72542259 0
323 1 42114.79725928 1
324 0 -67988.06945569 0
325 0 -29758.67792846 0
326 0 -39481.75460881 0
327 0 -29546.97785256 0
328 1 62883.50155966 1
329 0 -46443.08209867 0
330 0 -40460.60006901 0
331 0 -39613.45230246 0
332 1 35003.83631443 1
333 1 54312.69245402 1
334 1 59182.04424241 1
335 1 48022.49203734 1
336 1 54105.37350649 1
337 1 69392.09404072 1
338 0 -39716.90813405 0
339 1 47130.58606281 1
