# idx_orig final_llr seen
0 -64 1
1 63 1
2 -64 1
3 63 1
4 -64 1
5 -64 1
6 -64 1
7 63 1
8 63 1
9 63 1
10 63 1
11 63 1
12 -64 1
13 -64 1
14 63 1
15 63 1
16 -64 1
17 63 1
18 63 1
19 63 1
20 -64 1
21 -64 1
22 63 1
23 63 1
24 -64 1
25 63 1
26 -64 1
27 63 1
28 -64 1
29 63 1
30 -64 1
31 63 1
32 -64 1
33 -64 1
34 63 1
35 63 1
36 -64 1
37 63 1
38 63 1
39 -64 1
40 -64 1
41 -64 1
42 -64 1
43 63 1
44 -64 1
45 63 1
46 63 1
47 -64 1
48 -64 1
49 63 1
50 -64 1
51 63 1
52 63 1
53 63 1
54 63 1
55 63 1
56 63 1
57 63 1
58 -64 1
59 63 1
60 63 1
61 63 1
62 63 1
63 -64 1
64 63 1
65 63 1
66 -64 1
67 63 1
68 -64 1
69 63 1
70 -64 1
71 63 1
72 -64 1
73 -64 1
74 63 1
75 -64 1
76 63 1
77 63 1
78 63 1
79 -64 1
80 63 1
81 -64 1
82 -64 1
83 63 1
84 -64 1
85 63 1
86 -64 1
87 63 1
88 -64 1
89 -64 1
90 63 1
91 63 1
92 -64 1
93 63 1
94 -64 1
95 -64 1
96 63 1
97 63 1
98 -64 1
99 -64 1
100 -64 1
101 63 1
102 -64 1
103 -64 1
104 -64 1
105 63 1
106 -64 1
107 63 1
108 63 1
109 -64 1
110 -64 1
111 -64 1
112 63 1
113 63 1
114 63 1
115 63 1
116 -64 1
117 -64 1
118 -64 1
119 63 1
120 -64 1
121 63 1
122 63 1
123 63 1
124 63 1
125 63 1
126 -64 1
127 63 1
128 -64 1
129 63 1
130 -64 1
131 -64 1
132 63 1
133 63 1
134 63 1
135 -64 1
136 63 1
137 63 1
138 63 1
139 -64 1
140 -64 1
141 -64 1
142 -64 1
143 -64 1
144 -64 1
145 -64 1
146 -64 1
147 63 1
148 63 1
149 -64 1
150 -64 1
151 63 1
152 63 1
153 -64 1
154 -64 1
155 63 1
156 63 1
157 -64 1
158 63 1
159 63 1
160 63 1
161 63 1
162 63 1
163 -64 1
164 -64 1
165 -64 1
166 63 1
167 63 1
168 -64 1
169 63 1
170 -64 1
171 63 1
172 63 1
173 63 1
174 63 1
175 63 1
176 63 1
177 63 1
178 -64 1
179 -64 1
180 -64 1
181 -64 1
182 63 1
183 63 1
184 -64 1
185 -64 1
186 63 1
187 63 1
188 -64 1
189 -64 1
190 -64 1
191 -64 1
192 -64 1
193 -64 1
194 63 1
195 -64 1
196 63 1
197 63 1
198 63 1
199 63 1
200 -64 1
201 63 1
202 63 1
203 -64 1
204 -64 1
205 -64 1
206 63 1
207 63 1
208 63 1
209 63 1
210 63 1
211 -64 1
212 -64 1
213 63 1
214 -64 1
215 -64 1
216 63 1
217 -64 1
218 63 1
219 63 1
220 -64 1
221 63 1
222 -64 1
223 -64 1
224 63 1
225 -64 1
226 63 1
227 63 1
228 -64 1
229 63 1
230 -64 1
231 -64 1
232 -64 1
233 63 1
234 63 1
235 63 1
236 63 1
237 63 1
238 -64 1
239 63 1
240 -64 1
241 -64 1
242 63 1
243 63 1
244 -64 1
245 63 1
246 63 1
247 -64 1
248 -64 1
249 63 1
250 63 1
251 63 1
252 63 1
253 63 1
254 -64 1
255 63 1
256 63 1
257 63 1
258 63 1
259 -64 1
260 63 1
261 63 1
262 63 1
263 -64 1
264 63 1
265 63 1
266 63 1
267 -64 1
268 63 1
269 63 1
270 63 1
271 -64 1
272 -64 1
273 63 1
274 -64 1
275 -64 1
276 63 1
277 -64 1
278 63 1
279 -64 1
280 63 1
281 63 1
282 63 1
283 -64 1
284 -64 1
285 -64 1
286 -64 1
287 -64 1
288 63 1
289 -64 1
290 63 1
291 63 1
292 -64 1
293 -64 1
294 63 1
295 -64 1
296 63 1
297 -64 1
298 -64 1
299 -64 1
300 63 1
301 -64 1
302 63 1
303 -64 1
304 -64 1
305 -64 1
306 63 1
307 63 1
308 63 1
309 -64 1
310 -64 1
311 63 1
312 -64 1
313 -64 1
314 -64 1
315 -64 1
316 -64 1
317 63 1
318 -64 1
319 63 1
320 -64 1
321 63 1
322 -64 1
323 63 1
324 63 1
325 63 1
326 63 1
327 63 1
328 -64 1
329 -64 1
330 63 1
331 -64 1
332 63 1
333 63 1
334 -64 1
335 63 1
336 63 1
337 -64 1
338 63 1
339 -64 1
340 63 1
341 63 1
342 63 1
343 -64 1
344 -64 1
345 -64 1
346 -64 1
347 63 1
348 -64 1
349 -64 1
350 63 1
351 63 1
352 -64 1
353 -64 1
354 63 1
355 -64 1
356 63 1
357 63 1
358 63 1
359 -64 1
360 63 1
361 -64 1
362 63 1
363 -64 1
364 -64 1
365 63 1
366 63 1
367 -64 1
368 -64 1
369 63 1
370 -64 1
371 -64 1
372 63 1
373 63 1
374 63 1
375 -64 1
376 -64 1
377 -64 1
378 63 1
379 63 1
380 -64 1
381 -64 1
382 -64 1
383 63 1
384 -64 1
385 63 1
386 63 1
387 -64 1
388 63 1
389 63 1
390 63 1
391 -64 1
392 -64 1
393 63 1
394 -64 1
395 63 1
396 63 1
397 63 1
398 -64 1
399 -64 1
400 63 1
401 63 1
402 63 1
403 63 1
404 63 1
405 63 1
406 -64 1
407 63 1
408 63 1
409 63 1
410 -64 1
411 63 1
412 -64 1
413 -64 1
414 63 1
415 -64 1
416 63 1
417 -64 1
418 -64 1
419 63 1
420 -64 1
421 -64 1
422 63 1
423 -64 1
424 -64 1
425 -64 1
426 -64 1
427 -64 1
428 63 1
429 -64 1
430 -64 1
431 -64 1
432 63 1
433 63 1
434 63 1
435 63 1
436 -64 1
437 -64 1
438 63 1
439 -64 1
440 -64 1
441 63 1
442 -64 1
443 -64 1
444 -64 1
445 63 1
446 63 1
447 -64 1
448 -64 1
449 63 1
450 -64 1
451 -64 1
452 63 1
453 -64 1
454 63 1
455 63 1
456 -64 1
457 -64 1
458 63 1
459 63 1
460 63 1
461 -64 1
462 -64 1
463 63 1
464 -64 1
465 63 1
466 63 1
467 63 1
468 63 1
469 -64 1
470 63 1
471 63 1
472 -64 1
473 63 1
474 63 1
475 63 1
476 63 1
477 -64 1
478 63 1
479 -64 1
480 63 1
481 63 1
482 63 1
483 -64 1
484 63 1
485 -64 1
486 -64 1
