# idx_orig final_llr seen
0 63 1
1 -64 1
2 63 1
3 63 1
4 -64 1
5 -64 1
6 -64 1
7 63 1
8 -64 1
9 -64 1
10 63 1
11 -64 1
12 -64 1
13 -64 1
14 -64 1
15 63 1
16 -64 1
17 -64 1
18 63 1
19 -64 1
20 63 1
21 63 1
22 63 1
23 -64 1
24 63 1
25 -64 1
26 -64 1
27 -64 1
28 -64 1
29 63 1
30 63 1
31 -64 1
32 -64 1
33 -64 1
34 63 1
35 63 1
36 63 1
37 -64 1
38 63 1
39 -64 1
40 63 1
41 63 1
42 -64 1
43 63 1
44 -64 1
45 -64 1
46 63 1
47 63 1
48 -64 1
49 63 1
50 -64 1
51 -64 1
52 63 1
53 -64 1
54 63 1
55 63 1
56 63 1
57 63 1
58 -64 1
59 -64 1
60 63 1
61 63 1
62 63 1
63 63 1
64 63 1
65 -64 1
66 -64 1
67 63 1
68 63 1
69 -64 1
70 -64 1
71 -64 1
72 -64 1
73 -64 1
74 63 1
75 63 1
76 63 1
77 -64 1
78 -64 1
79 -64 1
80 -64 1
81 63 1
82 63 1
83 -64 1
84 -64 1
85 63 1
86 63 1
87 63 1
88 -64 1
89 63 1
90 63 1
91 63 1
92 63 1
93 -64 1
94 -64 1
95 63 1
96 63 1
97 -64 1
98 63 1
99 -64 1
100 63 1
101 63 1
102 63 1
103 63 1
104 63 1
105 -64 1
106 -64 1
107 63 1
108 63 1
109 63 1
110 63 1
111 -64 1
112 63 1
113 63 1
114 -64 1
115 -64 1
116 63 1
117 63 1
118 63 1
119 63 1
120 -64 1
121 -64 1
122 -64 1
123 -64 1
124 -64 1
125 63 1
126 -64 1
127 -64 1
128 -64 1
129 -64 1
130 -64 1
131 -64 1
132 -64 1
133 63 1
134 -64 1
135 -64 1
136 -64 1
137 -64 1
138 63 1
139 63 1
140 -64 1
141 63 1
142 -64 1
143 -64 1
144 63 1
145 63 1
146 -64 1
147 63 1
148 -64 1
149 63 1
150 63 1
151 -64 1
152 63 1
153 -64 1
154 63 1
155 -64 1
156 -64 1
157 63 1
158 63 1
159 63 1
160 -64 1
161 -64 1
162 -64 1
163 63 1
164 63 1
165 -64 1
166 -64 1
167 63 1
168 -64 1
169 63 1
170 63 1
171 63 1
172 -64 1
173 63 1
174 63 1
175 63 1
176 -64 1
177 63 1
178 63 1
179 -64 1
180 63 1
181 63 1
182 63 1
183 -64 1
184 63 1
185 63 1
186 -64 1
187 -64 1
188 63 1
189 -64 1
190 -64 1
191 -64 1
192 63 1
193 63 1
194 63 1
195 -64 1
196 63 1
197 63 1
198 -64 1
199 -64 1
200 -64 1
201 63 1
202 63 1
203 -64 1
204 -64 1
205 -64 1
206 -64 1
207 63 1
208 63 1
209 63 1
210 63 1
211 63 1
212 -64 1
213 63 1
214 63 1
215 63 1
216 63 1
217 -64 1
218 63 1
219 63 1
220 63 1
221 63 1
222 -64 1
223 63 1
224 63 1
225 -64 1
226 63 1
227 63 1
228 -64 1
229 63 1
230 -64 1
231 -64 1
232 63 1
233 63 1
234 -64 1
235 63 1
236 63 1
237 -64 1
238 63 1
239 -64 1
240 -64 1
241 63 1
242 -64 1
243 63 1
244 63 1
245 63 1
246 63 1
247 63 1
248 63 1
249 -64 1
250 -64 1
251 63 1
252 -64 1
253 -64 1
254 63 1
255 63 1
256 63 1
257 -64 1
258 -64 1
259 -64 1
260 63 1
261 -64 1
262 -64 1
263 63 1
264 -64 1
265 63 1
266 -64 1
267 63 1
268 63 1
269 -64 1
270 63 1
271 -64 1
272 -64 1
273 -64 1
274 -64 1
275 -64 1
276 -64 1
277 63 1
278 -64 1
279 63 1
280 -64 1
281 -64 1
282 -64 1
283 63 1
284 63 1
285 63 1
286 63 1
287 -64 1
288 63 1
289 -64 1
290 63 1
291 63 1
292 -64 1
293 63 1
294 63 1
295 63 1
296 -64 1
297 -64 1
298 -64 1
299 -64 1
300 63 1
301 -64 1
302 -64 1
303 -64 1
304 63 1
305 63 1
306 63 1
307 -64 1
308 63 1
309 -64 1
310 63 1
311 63 1
312 -64 1
313 -64 1
314 -64 1
315 -64 1
316 63 1
317 63 1
318 -64 1
319 -64 1
320 -64 1
321 -64 1
322 -64 1
323 63 1
324 63 1
325 63 1
326 -64 1
327 63 1
328 63 1
329 63 1
330 -64 1
331 -64 1
332 63 1
333 -64 1
334 -64 1
335 63 1
336 -64 1
337 -64 1
338 63 1
339 -64 1
340 63 1
341 63 1
342 -64 1
343 63 1
344 63 1
345 -64 1
346 63 1
347 63 1
348 63 1
349 63 1
350 63 1
351 63 1
352 63 1
353 63 1
354 63 1
355 63 1
356 -64 1
357 63 1
358 -64 1
359 63 1
360 -64 1
361 63 1
362 -64 1
363 63 1
364 -64 1
365 -64 1
366 63 1
367 -64 1
368 63 1
369 -64 1
370 -64 1
371 -64 1
372 -64 1
373 63 1
374 63 1
375 -64 1
376 63 1
377 -64 1
378 63 1
379 -64 1
380 63 1
381 63 1
382 -64 1
383 63 1
384 63 1
385 63 1
386 63 1
387 63 1
388 63 1
389 63 1
390 63 1
391 63 1
392 -64 1
393 63 1
394 63 1
395 -64 1
396 -64 1
397 63 1
398 -64 1
399 63 1
400 -64 1
401 63 1
402 -64 1
403 -64 1
404 63 1
405 63 1
406 63 1
407 -64 1
408 63 1
409 63 1
410 -64 1
411 63 1
412 63 1
413 -64 1
414 -64 1
415 -64 1
416 63 1
417 63 1
418 63 1
419 63 1
420 -64 1
421 63 1
422 -64 1
423 -64 1
424 -64 1
425 63 1
426 63 1
427 -64 1
428 -64 1
429 -64 1
430 63 1
431 -64 1
432 63 1
433 63 1
434 -64 1
435 -64 1
436 63 1
437 -64 1
438 -64 1
439 63 1
440 63 1
441 -64 1
442 -64 1
443 -64 1
444 63 1
445 -64 1
446 63 1
447 -64 1
448 63 1
449 63 1
450 63 1
451 63 1
452 63 1
453 -64 1
454 -64 1
455 -64 1
456 63 1
457 -64 1
458 63 1
459 63 1
460 63 1
461 -64 1
462 -64 1
463 -64 1
464 63 1
465 63 1
466 -64 1
467 63 1
468 -64 1
469 -64 1
470 -64 1
471 63 1
472 63 1
473 63 1
474 63 1
475 63 1
476 -64 1
477 63 1
478 -64 1
479 -64 1
480 63 1
481 63 1
482 -64 1
483 -64 1
484 63 1
485 -64 1
486 -64 1
487 63 1
488 -64 1
489 -64 1
490 -64 1
491 -64 1
492 -64 1
493 63 1
494 -64 1
495 -64 1
496 -64 1
497 63 1
498 63 1
499 -64 1
500 63 1
501 -64 1
502 63 1
503 -64 1
504 -64 1
505 63 1
506 63 1
507 -64 1
508 -64 1
509 -64 1
510 -64 1
511 63 1
512 63 1
513 63 1
514 -64 1
515 -64 1
516 -64 1
517 -64 1
518 63 1
519 63 1
520 63 1
521 -64 1
522 -64 1
523 -64 1
524 -64 1
525 -64 1
526 -64 1
527 -64 1
528 -64 1
529 -64 1
530 -64 1
531 63 1
532 63 1
533 -64 1
534 63 1
535 -64 1
536 -64 1
537 63 1
538 -64 1
539 -64 1
540 -64 1
541 -64 1
542 -64 1
543 -64 1
544 63 1
545 63 1
546 -64 1
547 63 1
548 -64 1
549 -64 1
550 -64 1
551 -64 1
552 63 1
553 63 1
554 63 1
555 -64 1
556 63 1
557 -64 1
558 63 1
559 63 1
560 63 1
561 63 1
562 63 1
563 63 1
564 63 1
565 -64 1
566 -64 1
567 -64 1
568 63 1
569 -64 1
570 63 1
571 63 1
572 -64 1
573 -64 1
574 63 1
575 63 1
576 -64 1
577 -64 1
578 63 1
579 63 1
580 63 1
581 -64 1
582 63 1
583 -64 1
584 63 1
585 -64 1
586 63 1
587 63 1
588 -64 1
589 63 1
590 63 1
591 63 1
592 -64 1
593 -64 1
594 63 1
595 -64 1
596 -64 1
597 -64 1
598 -64 1
599 63 1
600 -64 1
601 -64 1
602 63 1
603 63 1
604 63 1
605 63 1
606 63 1
607 63 1
608 63 1
609 63 1
610 63 1
611 63 1
612 -64 1
613 63 1
614 63 1
615 -64 1
616 -64 1
617 63 1
618 63 1
619 63 1
620 -64 1
621 -64 1
622 63 1
623 63 1
624 63 1
625 -64 1
626 63 1
627 -64 1
628 63 1
629 -64 1
630 -64 1
631 -64 1
632 63 1
633 -64 1
634 -64 1
635 63 1
636 63 1
637 63 1
638 -64 1
639 -64 1
640 63 1
641 63 1
642 63 1
643 -64 1
644 63 1
645 63 1
646 -64 1
647 63 1
648 63 1
649 -64 1
650 -64 1
651 63 1
652 -64 1
653 -64 1
654 -64 1
655 -64 1
656 63 1
657 -64 1
658 -64 1
659 63 1
660 63 1
661 -64 1
662 63 1
663 63 1
664 -64 1
665 63 1
666 -64 1
667 -64 1
668 -64 1
669 -64 1
670 63 1
671 63 1
672 -64 1
673 63 1
674 -64 1
675 63 1
676 63 1
677 -64 1
678 63 1
679 63 1
680 -64 1
681 63 1
682 -64 1
683 63 1
684 -64 1
685 63 1
686 -64 1
687 63 1
688 63 1
689 63 1
690 63 1
691 63 1
692 -64 1
693 63 1
694 -64 1
695 -64 1
696 63 1
697 63 1
698 -64 1
699 63 1
700 63 1
701 -64 1
702 -64 1
703 -64 1
704 63 1
705 63 1
706 -64 1
707 63 1
708 63 1
709 63 1
710 63 1
711 -64 1
712 63 1
713 63 1
714 -64 1
715 63 1
716 -64 1
717 -64 1
718 -64 1
719 -64 1
720 63 1
721 63 1
722 -64 1
723 -64 1
724 -64 1
725 63 1
726 -64 1
727 63 1
728 63 1
729 63 1
730 63 1
731 -64 1
732 -64 1
733 63 1
734 -64 1
735 63 1
736 -64 1
737 63 1
738 -64 1
739 63 1
740 63 1
741 63 1
742 63 1
743 63 1
744 -64 1
745 -64 1
746 -64 1
747 63 1
748 -64 1
749 63 1
750 63 1
751 63 1
752 63 1
753 63 1
754 63 1
755 -64 1
756 -64 1
757 63 1
758 -64 1
759 -64 1
760 -64 1
761 -64 1
762 -64 1
763 63 1
764 -64 1
765 -64 1
766 -64 1
767 -64 1
768 -64 1
769 63 1
770 63 1
771 -64 1
772 63 1
773 63 1
774 -64 1
775 -64 1
776 -64 1
777 -64 1
778 63 1
779 -64 1
780 63 1
781 -64 1
782 -64 1
783 63 1
784 -64 1
785 -64 1
786 63 1
787 63 1
788 -64 1
789 63 1
790 -64 1
791 63 1
792 63 1
793 -64 1
794 -64 1
795 63 1
796 -64 1
797 63 1
798 -64 1
799 63 1
800 63 1
801 63 1
802 63 1
803 63 1
804 63 1
805 -64 1
806 -64 1
807 63 1
808 -64 1
809 63 1
810 -64 1
811 -64 1
812 -64 1
813 63 1
814 63 1
815 -64 1
816 -64 1
817 -64 1
818 63 1
819 63 1
820 63 1
821 -64 1
822 -64 1
823 -64 1
824 -64 1
825 63 1
