# idx_int bit_int post_llr hard
0 0 -65118.23566057 0
1 1 72011.77916889 1
2 1 71699.28807445 1
3 1 49332.98941308 1
4 0 -71907.39940503 0
5 1 98904.78481291 1
6 0 -67274.39212158 0
7 0 -63914.90120191 0
8 1 75913.47821034 1
9 1 58765.55158265 1
10 1 55960.74565075 1
11 1 74506.27201185 1
12 1 73776.80591221 1
13 0 -71586.90392949 0
14 1 55895.23606513 1
15 0 -50120.97642358 0
16 0 -53165.27363071 0
17 0 -35939.58724774 0
18 1 76836.58802734 1
19 1 57538.04515867 1
20 0 -64663.17200489 0
21 0 -41553.63619877 0
22 1 54497.21627355 1
23 0 -57495.69421809 0
24 0 -53409.68820791 0
25 1 48062.87968051 1
26 0 -82619.37223966 0
27 0 -53146.33037865 0
28 1 29000.62515774 1
29 0 -58607.11947869 0
30 0 -51975.00566285 0
31 1 74368.60471225 1
32 0 -59592.09570791 0
33 0 -58914.36974584 0
34 1 53108.40575731 1
35 0 -92783.20257038 0
36 1 64179.03813892 1
37 1 65249.64442348 1
38 0 -43404.48652425 0
39 1 63824.22482562 1
40 0 -68820.58641450 0
41 0 -48152.78610179 0
42 1 33763.48068990 1
43 1 73366.50913803 1
44 1 50028.87451603 1
45 0 -51465.59153439 0
46 1 54759.44896780 1
47 1 68845.93939942 1
48 0 -59449.67990932 0
49 1 32982.11889757 1
50 0 -57908.17817921 0
51 1 64678.29495367 1
52 1 46546.15241856 1
53 0 -68086.32543218 0
54 1 38579.26235459 1
55 0 -45535.70564843 0
56 0 -64991.81191840 0
57 0 -61941.36093504 0
58 0 -62427.91564106 0
59 1 79424.24927877 1
60 1 83461.28508601 1
61 0 -65626.54840507 0
62 0 -45162.39880155 0
63 1 52213.46941644 1
64 0 -35331.79953171 0
65 1 57828.08542310 1
66 1 65862.47817701 1
67 1 62092.65743245 1
68 0 -74767.44781276 0
69 0 -77995.52629733 0
70 0 -72825.86734215 0
71 0 9820.55885487 1
72 1 48364.35122185 1
73 1 74381.10167272 1
74 1 33644.81392054 1
75 1 52330.87569334 1
76 1 72469.68057847 1
77 1 69079.70188680 1
78 0 -73099.10856305 0
79 1 62748.59246126 1
80 1 40079.97183868 1
81 0 -73583.30856361 0
82 0 -75575.67825827 0
83 0 -49934.29975927 0
84 0 -65549.75395088 0
85 1 53719.94103125 1
86 0 -54050.24689873 0
87 0 -64354.69458090 0
88 0 -50489.15180296 0
89 0 -88376.89786457 0
90 1 54522.17679742 1
91 0 -57055.11552630 0
92 0 -61339.55497886 0
93 0 -66015.18301436 0
94 0 -64707.61061799 0
95 1 64503.89220270 1
96 0 -39702.17919884 0
97 0 -85231.31795680 0
98 1 57630.21400671 1
99 0 -56321.46317935 0
100 0 -46804.42565878 0
101 1 70908.88534522 1
102 0 -64572.79279111 0
103 1 66617.65031547 1
104 1 62642.38471519 1
105 0 -72968.69173687 0
106 0 -44674.60546385 0
107 0 -69249.62671125 0
108 1 63332.15251692 1
109 0 -50359.74301569 0
110 1 51251.38239453 1
111 0 -71667.47360499 0
112 1 71012.92296727 1
113 1 39707.85538399 1
114 1 67840.50739403 1
115 0 -54672.36000309 0
116 0 -57779.04956438 0
117 1 59882.65985423 1
118 0 -58054.49769517 0
119 0 -73744.63792243 0
120 1 60256.60191392 1
121 0 -70195.31148524 0
122 1 52931.17833049 1
123 1 69898.29814064 1
124 0 -78394.58553127 0
125 1 63944.97684489 1
126 1 78389.42565268 1
127 1 80200.30792952 1
128 0 -77223.25451165 0
129 0 -37698.70825437 0
130 1 77548.97504079 1
131 0 -42086.40543920 0
132 0 -76034.05846471 0
133 1 55524.09699557 1
134 1 61883.26459123 1
135 0 -37023.39660819 0
