# idx_orig final_llr seen
0 63 1
1 -64 1
2 -64 1
3 63 1
4 -64 1
5 -64 1
6 -64 1
7 -64 1
8 63 1
9 63 1
10 63 1
11 -64 1
12 63 1
13 63 1
14 63 1
15 -64 1
16 -64 1
17 63 1
18 -64 1
19 63 1
20 -64 1
21 63 1
22 -64 1
23 63 1
24 -64 1
25 63 1
26 -64 1
27 -64 1
28 63 1
29 -64 1
30 -64 1
31 -64 1
32 -64 1
33 -64 1
34 63 1
35 63 1
36 -64 1
37 -64 1
38 -64 1
39 -64 1
40 -64 1
41 -64 1
42 63 1
43 63 1
44 63 1
45 63 1
46 -64 1
47 63 1
48 63 1
49 -64 1
50 -64 1
51 63 1
52 63 1
53 -64 1
54 63 1
55 -64 1
56 -64 1
57 63 1
58 -64 1
59 63 1
60 63 1
61 -64 1
62 -64 1
63 63 1
64 -64 1
65 63 1
66 63 1
67 -64 1
68 63 1
69 63 1
70 63 1
71 -64 1
72 -64 1
73 63 1
74 63 1
75 -64 1
76 -64 1
77 -64 1
78 -64 1
79 63 1
80 63 1
81 -64 1
82 -64 1
83 63 1
84 -64 1
85 63 1
86 -64 1
87 63 1
88 63 1
89 63 1
90 -64 1
91 63 1
92 63 1
93 -64 1
94 -64 1
95 63 1
96 -64 1
97 63 1
98 -64 1
99 -64 1
100 63 1
101 63 1
102 -64 1
103 63 1
104 63 1
105 63 1
106 63 1
107 -64 1
108 63 1
109 63 1
110 63 1
111 -64 1
112 -64 1
113 -64 1
114 63 1
115 -64 1
116 63 1
117 63 1
118 63 1
119 63 1
120 63 1
121 63 1
122 -64 1
123 63 1
124 -64 1
125 63 1
126 -64 1
127 63 1
128 63 1
129 -64 1
130 -64 1
131 -64 1
132 63 1
133 63 1
134 63 1
135 63 1
136 63 1
137 63 1
138 63 1
139 63 1
140 63 1
141 63 1
142 -64 1
143 63 1
144 63 1
145 -64 1
146 -64 1
147 -64 1
148 -64 1
149 -64 1
150 63 1
151 -64 1
152 63 1
153 63 1
154 63 1
155 -64 1
156 63 1
157 63 1
158 63 1
159 -64 1
160 -64 1
161 63 1
162 -64 1
163 63 1
164 -64 1
165 -64 1
166 63 1
167 -64 1
168 -64 1
169 63 1
170 63 1
171 -64 1
172 63 1
173 -64 1
174 63 1
175 63 1
176 63 1
177 63 1
178 -64 1
179 63 1
180 -64 1
181 63 1
182 63 1
183 63 1
184 -64 1
185 -64 1
186 63 1
187 -64 1
188 63 1
189 -64 1
190 -64 1
191 -64 1
192 -64 1
193 63 1
194 63 1
195 63 1
196 -64 1
197 63 1
198 -64 1
199 -64 1
200 -64 1
201 63 1
202 -64 1
203 -64 1
204 -64 1
205 -64 1
206 -64 1
207 63 1
208 -64 1
209 63 1
210 -64 1
211 63 1
212 -64 1
213 63 1
214 -64 1
215 63 1
216 63 1
217 63 1
218 -64 1
219 63 1
220 -64 1
221 -64 1
222 63 1
223 63 1
224 63 1
225 -64 1
226 63 1
227 63 1
228 -64 1
229 -64 1
230 63 1
231 -64 1
232 63 1
233 -64 1
234 63 1
235 63 1
236 -64 1
237 63 1
238 -64 1
239 -64 1
240 -64 1
241 63 1
242 -64 1
243 -64 1
244 63 1
245 -64 1
246 -64 1
247 -64 1
248 -64 1
249 63 1
250 -64 1
251 63 1
252 63 1
253 -64 1
254 -64 1
255 63 1
256 -64 1
257 -64 1
258 63 1
259 63 1
260 -64 1
261 63 1
262 63 1
263 63 1
264 -64 1
265 -64 1
266 -64 1
267 63 1
268 -64 1
269 63 1
270 63 1
271 -64 1
272 63 1
273 -64 1
274 63 1
275 -64 1
276 63 1
277 63 1
278 -64 1
279 -64 1
280 63 1
281 -64 1
282 -64 1
283 63 1
284 -64 1
285 63 1
286 63 1
287 63 1
288 63 1
289 -64 1
290 63 1
291 -64 1
292 -64 1
293 -64 1
294 63 1
295 63 1
296 -64 1
297 63 1
298 63 1
299 -64 1
300 63 1
301 63 1
302 -64 1
303 -64 1
304 -64 1
305 -64 1
306 -64 1
307 -64 1
308 -64 1
309 -64 1
310 63 1
311 -64 1
312 63 1
313 -64 1
314 63 1
315 63 1
316 -64 1
317 63 1
318 63 1
319 63 1
320 -64 1
321 -64 1
322 -64 1
323 -64 1
324 63 1
325 -64 1
326 63 1
327 -64 1
328 63 1
329 -64 1
330 -64 1
331 63 1
332 -64 1
333 63 1
334 -64 1
335 63 1
336 -64 1
337 -64 1
338 63 1
339 63 1
340 -64 1
341 -64 1
342 63 1
343 -64 1
344 63 1
345 63 1
346 -64 1
347 63 1
348 63 1
349 63 1
350 -64 1
351 -64 1
352 63 1
353 -64 1
354 -64 1
355 63 1
356 -64 1
357 -64 1
358 63 1
359 63 1
360 -64 1
361 63 1
362 63 1
363 -64 1
364 -64 1
365 -64 1
366 -64 1
367 63 1
368 63 1
369 -64 1
370 -64 1
371 63 1
372 63 1
373 -64 1
374 -64 1
375 -64 1
376 -64 1
377 63 1
378 63 1
379 63 1
380 -64 1
381 63 1
382 -64 1
383 -64 1
384 63 1
385 -64 1
386 -64 1
387 63 1
388 63 1
389 63 1
390 -64 1
391 63 1
392 -64 1
393 -64 1
394 -64 1
395 63 1
396 -64 1
397 -64 1
398 63 1
399 63 1
400 63 1
401 -64 1
402 63 1
403 -64 1
404 -64 1
405 -64 1
406 63 1
407 63 1
408 -64 1
409 63 1
410 -64 1
411 63 1
412 63 1
413 -64 1
414 63 1
415 -64 1
416 -64 1
417 -64 1
418 63 1
419 63 1
420 63 1
421 -64 1
422 -64 1
423 63 1
424 -64 1
425 -64 1
426 -64 1
427 -64 1
428 63 1
429 -64 1
430 -64 1
431 -64 1
432 -64 1
433 -64 1
434 63 1
435 -64 1
436 -64 1
437 -64 1
438 63 1
439 -64 1
440 63 1
441 -64 1
442 63 1
443 -64 1
444 63 1
445 63 1
446 63 1
447 63 1
448 -64 1
449 63 1
450 -64 1
451 -64 1
452 -64 1
453 -64 1
454 -64 1
455 63 1
456 63 1
457 -64 1
458 63 1
459 -64 1
460 63 1
461 63 1
462 -64 1
463 63 1
464 63 1
465 63 1
466 -64 1
467 -64 1
468 -64 1
469 63 1
470 -64 1
471 63 1
472 -64 1
473 63 1
474 -64 1
475 63 1
476 63 1
477 63 1
478 -64 1
479 -64 1
480 -64 1
481 63 1
482 -64 1
483 -64 1
484 63 1
485 -64 1
486 -64 1
487 63 1
488 -64 1
489 -64 1
490 -64 1
491 -64 1
492 -64 1
493 63 1
494 -64 1
495 63 1
496 -64 1
497 63 1
498 63 1
499 -64 1
500 63 1
501 63 1
502 63 1
503 63 1
504 63 1
505 -64 1
506 63 1
507 -64 1
508 -64 1
509 63 1
510 63 1
511 63 1
512 63 1
513 63 1
514 63 1
515 -64 1
516 -64 1
517 -64 1
518 63 1
519 -64 1
520 63 1
521 63 1
522 -64 1
523 63 1
524 -64 1
525 -64 1
526 -64 1
527 63 1
528 -64 1
529 63 1
530 63 1
531 -64 1
532 -64 1
533 63 1
534 63 1
535 -64 1
536 -64 1
537 63 1
538 63 1
539 -64 1
540 63 1
541 -64 1
542 63 1
543 63 1
544 63 1
545 63 1
546 63 1
547 63 1
548 63 1
549 63 1
550 -64 1
551 -64 1
552 -64 1
553 63 1
554 63 1
555 -64 1
556 63 1
557 -64 1
558 63 1
559 63 1
560 63 1
561 63 1
562 -64 1
563 -64 1
564 63 1
565 63 1
566 -64 1
567 -64 1
568 63 1
569 63 1
570 63 1
571 63 1
572 63 1
573 -64 1
574 63 1
575 63 1
576 63 1
577 -64 1
578 63 1
579 -64 1
580 63 1
581 -64 1
582 -64 1
583 63 1
584 63 1
585 -64 1
586 -64 1
587 -64 1
588 -64 1
589 63 1
590 -64 1
591 63 1
592 -64 1
593 63 1
594 63 1
595 -64 1
596 63 1
597 63 1
598 -64 1
599 63 1
600 63 1
601 -64 1
602 63 1
603 -64 1
604 63 1
605 63 1
606 63 1
607 -64 1
608 63 1
609 -64 1
610 -64 1
611 63 1
612 63 1
613 -64 1
614 63 1
615 -64 1
616 -64 1
617 -64 1
618 63 1
619 63 1
620 -64 1
621 -64 1
622 63 1
623 -64 1
624 -64 1
625 63 1
626 -64 1
627 63 1
628 63 1
629 63 1
630 63 1
631 63 1
632 -64 1
633 -64 1
634 -64 1
635 -64 1
636 -64 1
637 -64 1
638 63 1
639 63 1
640 63 1
641 -64 1
642 63 1
643 63 1
644 63 1
645 -64 1
646 63 1
647 63 1
648 -64 1
649 -64 1
650 -64 1
651 63 1
652 63 1
653 -64 1
654 63 1
655 63 1
656 -64 1
657 -64 1
658 63 1
659 -64 1
660 -64 1
661 -64 1
662 63 1
663 63 1
664 -64 1
665 -64 1
666 63 1
667 63 1
668 63 1
669 -64 1
670 63 1
671 -64 1
672 63 1
673 63 1
674 63 1
675 63 1
676 63 1
677 -64 1
678 -64 1
679 63 1
680 -64 1
681 -64 1
682 -64 1
683 63 1
684 -64 1
685 -64 1
686 -64 1
687 -64 1
688 63 1
689 63 1
690 63 1
691 63 1
692 -64 1
693 63 1
694 -64 1
695 -64 1
696 -64 1
697 -64 1
698 63 1
699 -64 1
700 63 1
701 -64 1
702 63 1
703 -64 1
704 63 1
705 63 1
706 -64 1
707 63 1
708 -64 1
709 63 1
710 63 1
711 63 1
712 63 1
713 63 1
714 63 1
715 -64 1
716 63 1
717 -64 1
718 63 1
719 63 1
720 63 1
721 -64 1
722 -64 1
723 -64 1
724 -64 1
725 63 1
726 -64 1
727 -64 1
728 63 1
729 -64 1
730 63 1
731 -64 1
732 -64 1
733 -64 1
734 -64 1
735 -64 1
736 63 1
737 63 1
738 63 1
739 63 1
740 63 1
741 -64 1
742 63 1
743 63 1
744 -64 1
745 63 1
746 63 1
747 63 1
748 63 1
749 -64 1
750 63 1
751 63 1
752 -64 1
753 -64 1
754 63 1
755 -64 1
756 63 1
757 -64 1
758 63 1
759 -64 1
760 -64 1
761 -64 1
762 63 1
763 63 1
764 -64 1
765 63 1
766 63 1
767 63 1
768 -64 1
769 -64 1
770 63 1
771 63 1
772 -64 1
773 63 1
774 63 1
775 63 1
776 63 1
777 63 1
778 -64 1
779 -64 1
780 -64 1
781 -64 1
782 -64 1
783 63 1
784 -64 1
785 63 1
786 63 1
787 -64 1
788 -64 1
789 -64 1
790 -64 1
791 -64 1
792 63 1
793 -64 1
794 63 1
795 -64 1
796 63 1
797 63 1
798 -64 1
799 63 1
800 -64 1
801 63 1
802 63 1
803 63 1
804 63 1
805 -64 1
806 63 1
807 63 1
808 -64 1
809 63 1
810 63 1
811 63 1
812 -64 1
813 -64 1
814 -64 1
815 63 1
816 63 1
817 63 1
818 63 1
819 -64 1
820 63 1
821 63 1
822 63 1
823 -64 1
824 -64 1
