# idx_int bit_int post_llr hard
0 1 75794.36489218 1
1 1 49715.67750417 1
2 1 71587.02522223 1
3 0 -39644.83562077 0
4 1 81640.29873637 1
5 0 -78577.63363992 0
6 1 59985.58833027 1
7 0 -60800.15375468 0
8 0 -64232.81545336 0
9 1 68045.20448596 1
10 1 54325.20921726 1
11 0 -61670.48179065 0
12 1 39338.64682983 1
13 1 22745.11350349 1
14 0 -57096.83826396 0
15 0 -51009.20431951 0
16 0 -60058.18499301 0
17 0 -50871.77713858 0
18 0 -45116.81664773 0
19 1 87297.72416059 1
20 1 57985.56641522 1
21 1 66152.02313507 1
22 0 -47283.98825197 0
23 1 71344.52403999 1
24 1 59287.30718144 1
25 0 -62487.79791944 0
26 0 -62349.58850095 0
27 1 61017.21786411 1
28 0 -76600.99979502 0
29 1 57317.68900327 1
30 1 69596.89999353 1
31 0 -57421.25046010 0
32 0 -72757.20770308 0
33 1 88804.24219239 1
34 0 -45786.78300840 0
35 0 -67444.58709309 0
36 1 40564.96366160 1
37 1 65706.38540101 1
38 1 33505.80783156 1
39 1 77647.30816734 1
40 1 68700.24714157 1
41 1 56702.02328140 1
42 0 -54557.47070716 0
43 0 -66071.39964735 0
44 0 -65775.20950459 0
45 0 -60096.07194322 0
46 1 71718.89343575 1
47 1 75191.26138136 1
48 1 63153.32688596 1
49 1 37119.15311112 1
50 0 -53038.85438768 0
51 0 -64709.08896017 0
52 0 -69268.38701696 0
53 1 60074.39347138 1
54 0 -69548.82067719 0
55 1 52057.80700059 1
56 0 -82367.95198770 0
57 1 62814.52707087 1
58 0 -62669.79696698 0
59 0 -46278.69876884 0
60 0 -36769.79450483 0
61 1 65254.03264843 1
62 0 -49227.49510980 0
63 0 -46363.47312914 0
64 0 -43003.18647738 0
65 1 36549.44448970 1
66 1 57814.30858423 1
67 1 62475.38601022 1
68 0 -65149.57995162 0
69 1 56124.60816418 1
70 0 -35568.59927691 0
71 0 -43242.52407040 0
72 1 59514.14835789 1
73 0 -65114.23978376 0
74 1 59554.39718200 1
75 1 78253.11440566 1
76 0 -61753.63889761 0
77 1 42912.98254790 1
78 1 65894.33706558 1
79 0 -63052.53832167 0
80 0 -62434.21686385 0
81 1 75905.92594140 1
82 0 -52317.78290413 0
83 0 -47748.06707178 0
84 1 54823.37826173 1
85 0 -62463.78912086 0
86 1 68935.27837728 1
87 1 55219.34489221 1
88 0 -54939.48512149 0
89 0 -70716.16686406 0
90 1 57642.73571075 1
91 1 54501.46366504 1
92 1 53997.48634682 1
93 0 -55646.08916430 0
94 1 39331.36273674 1
95 0 -68040.18588915 0
96 0 -71106.66252366 0
97 0 -60168.25295414 0
98 0 -58845.27801195 0
99 1 42895.06212848 1
100 1 79218.10635586 1
101 1 48687.79435765 1
102 1 84286.28894548 1
103 1 68906.22590063 1
104 1 73837.50814704 1
105 1 53646.56580758 1
106 0 -43625.41145306 0
107 1 62763.06770578 1
108 0 -54852.02372508 0
109 1 67235.79405537 1
110 1 72171.66955405 1
111 1 62118.04085995 1
112 0 -57807.76118785 0
113 1 46383.45714431 1
114 1 68339.96428827 1
115 0 -75199.13646585 0
116 0 -65564.29815252 0
117 0 -47704.29698706 0
118 0 -58814.66263409 0
119 0 -57333.61665339 0
120 1 54673.20484480 1
121 0 -69250.05015961 0
122 0 -66292.36874263 0
123 0 -84425.10434815 0
124 1 67713.43533291 1
125 0 -57491.70283537 0
126 1 54085.65703712 1
127 0 -63372.25682992 0
128 1 69714.06566302 1
129 1 55133.53674283 1
130 1 74658.87992489 1
131 0 -59708.04674281 0
132 0 -46679.85573073 0
133 1 43320.76194884 1
134 0 -56595.35214130 0
135 0 -63186.73117535 0
136 0 -51398.85480595 0
137 1 74897.22373591 1
138 1 51812.77538382 1
139 1 74114.94778981 1
140 1 66458.43087216 1
141 0 -63226.95485968 0
142 1 41936.63593747 1
143 0 -46504.37141480 0
144 0 -67326.38695847 0
145 1 46893.22397667 1
146 0 -59715.76952886 0
147 1 53645.30226450 1
148 0 -55050.66592809 0
149 1 59597.74878042 1
150 0 -45765.00860125 0
151 0 -38300.54376454 0
152 0 -73629.38818142 0
153 0 -59604.18943599 0
