# idx_orig final_llr seen
0 -64 1
1 63 1
2 63 1
3 63 1
4 63 1
5 63 1
6 -64 1
7 -64 1
8 -64 1
9 63 1
10 -64 1
11 63 1
12 63 1
13 63 1
14 63 1
15 -64 1
16 63 1
17 63 1
18 63 1
19 63 1
20 -64 1
21 -64 1
22 63 1
23 63 1
24 63 1
25 63 1
26 63 1
27 63 1
28 -64 1
29 63 1
30 63 1
31 -64 1
32 63 1
33 -64 1
34 63 1
35 63 1
36 63 1
37 63 1
38 -64 1
39 63 1
40 -64 1
41 63 1
42 63 1
43 -64 1
44 -64 1
45 -64 1
46 63 1
47 63 1
48 -64 1
49 63 1
50 63 1
51 -64 1
52 63 1
53 -64 1
54 -64 1
55 63 1
56 -64 1
57 63 1
58 63 1
59 63 1
60 -64 1
61 -64 1
62 -64 1
63 -64 1
64 -64 1
65 -64 1
66 -64 1
67 -64 1
68 63 1
69 63 1
70 -64 1
71 -64 1
72 63 1
73 63 1
74 -64 1
75 -64 1
76 -64 1
77 63 1
78 63 1
79 63 1
80 63 1
81 63 1
82 63 1
83 63 1
84 63 1
85 63 1
86 63 1
87 -64 1
88 -64 1
89 -64 1
90 63 1
91 63 1
92 -64 1
93 -64 1
94 -64 1
95 -64 1
96 -64 1
97 -64 1
98 63 1
99 -64 1
100 63 1
101 -64 1
102 -64 1
103 63 1
104 63 1
105 -64 1
106 -64 1
107 -64 1
108 63 1
109 -64 1
110 63 1
111 -64 1
112 63 1
113 -64 1
114 63 1
115 63 1
116 63 1
117 -64 1
118 -64 1
119 63 1
120 -64 1
121 63 1
122 -64 1
123 -64 1
124 63 1
125 63 1
126 63 1
127 63 1
128 -64 1
129 63 1
130 63 1
131 63 1
132 -64 1
133 63 1
134 63 1
135 63 1
136 -64 1
137 63 1
138 -64 1
139 -64 1
140 -64 1
141 -64 1
142 -64 1
143 -64 1
144 63 1
145 63 1
146 63 1
147 63 1
148 -64 1
149 63 1
150 -64 1
151 -64 1
152 63 1
153 -64 1
154 63 1
155 -64 1
156 63 1
157 -64 1
158 -64 1
159 63 1
160 -64 1
161 63 1
162 -64 1
163 -64 1
164 63 1
165 -64 1
166 -64 1
167 -64 1
168 -64 1
169 -64 1
170 -64 1
171 -64 1
172 63 1
173 -64 1
174 -64 1
175 63 1
176 63 1
177 63 1
178 -64 1
179 63 1
180 63 1
181 -64 1
182 63 1
183 -64 1
184 63 1
185 -64 1
186 -64 1
187 -64 1
188 -64 1
189 63 1
190 63 1
191 63 1
192 -64 1
193 63 1
194 63 1
195 -64 1
196 -64 1
197 63 1
198 -64 1
199 -64 1
200 -64 1
201 -64 1
202 63 1
203 63 1
204 63 1
205 63 1
206 -64 1
207 -64 1
208 63 1
209 -64 1
210 -64 1
211 -64 1
212 -64 1
213 -64 1
214 -64 1
215 63 1
216 63 1
217 -64 1
218 63 1
219 -64 1
220 -64 1
221 63 1
222 -64 1
223 63 1
224 -64 1
225 -64 1
226 63 1
227 -64 1
228 63 1
229 63 1
230 63 1
231 -64 1
232 -64 1
233 63 1
234 -64 1
235 -64 1
236 63 1
237 63 1
238 -64 1
239 63 1
240 63 1
241 -64 1
242 -64 1
243 63 1
244 63 1
245 63 1
246 -64 1
247 63 1
248 63 1
249 -64 1
250 63 1
251 63 1
252 63 1
253 -64 1
254 -64 1
255 -64 1
256 63 1
257 -64 1
258 -64 1
259 -64 1
260 -64 1
261 63 1
262 63 1
263 -64 1
264 63 1
265 -64 1
266 63 1
267 -64 1
268 63 1
269 -64 1
270 -64 1
271 63 1
272 63 1
273 63 1
274 -64 1
275 -64 1
276 63 1
277 63 1
278 63 1
279 63 1
280 63 1
281 63 1
282 -64 1
283 -64 1
284 -64 1
285 63 1
286 63 1
287 63 1
288 -64 1
289 63 1
290 -64 1
291 -64 1
292 63 1
293 63 1
294 63 1
295 63 1
296 -64 1
297 -64 1
298 63 1
299 63 1
300 63 1
301 63 1
302 63 1
303 -64 1
304 63 1
305 -64 1
306 63 1
307 -64 1
308 63 1
309 63 1
310 63 1
311 63 1
312 63 1
313 63 1
314 63 1
315 63 1
316 -64 1
317 -64 1
318 63 1
319 -64 1
320 63 1
321 -64 1
322 63 1
323 63 1
324 63 1
325 63 1
326 -64 1
327 63 1
328 63 1
329 63 1
330 -64 1
331 -64 1
332 63 1
333 -64 1
334 63 1
335 63 1
336 63 1
337 -64 1
338 -64 1
339 63 1
340 63 1
341 -64 1
342 -64 1
343 63 1
344 63 1
345 -64 1
346 63 1
347 63 1
348 -64 1
349 63 1
350 -64 1
351 63 1
352 -64 1
353 63 1
354 63 1
355 63 1
356 63 1
357 63 1
358 63 1
359 -64 1
360 -64 1
361 63 1
362 -64 1
363 63 1
364 -64 1
365 63 1
366 63 1
367 -64 1
368 63 1
369 63 1
370 63 1
371 -64 1
372 63 1
373 -64 1
374 -64 1
375 63 1
376 63 1
377 63 1
378 -64 1
379 -64 1
380 63 1
381 63 1
382 63 1
383 -64 1
384 63 1
385 63 1
386 63 1
387 63 1
388 63 1
389 -64 1
390 -64 1
391 63 1
392 -64 1
393 -64 1
394 -64 1
395 63 1
396 63 1
397 63 1
398 63 1
399 63 1
400 63 1
401 63 1
402 -64 1
403 63 1
404 63 1
405 63 1
406 -64 1
407 63 1
408 -64 1
409 63 1
410 -64 1
411 63 1
412 63 1
413 -64 1
414 -64 1
415 -64 1
416 -64 1
417 -64 1
418 63 1
419 -64 1
420 63 1
421 -64 1
422 -64 1
423 -64 1
424 63 1
425 63 1
426 63 1
427 63 1
428 63 1
429 -64 1
430 63 1
431 63 1
432 -64 1
433 63 1
434 -64 1
435 -64 1
436 -64 1
437 -64 1
438 63 1
439 -64 1
440 63 1
441 63 1
442 -64 1
443 63 1
444 -64 1
445 -64 1
446 63 1
447 -64 1
448 -64 1
449 -64 1
450 63 1
451 -64 1
452 63 1
453 -64 1
454 63 1
455 63 1
456 63 1
457 63 1
458 63 1
459 63 1
460 -64 1
461 -64 1
462 -64 1
463 63 1
464 63 1
465 -64 1
466 63 1
467 -64 1
468 63 1
469 -64 1
470 63 1
471 63 1
472 63 1
473 -64 1
474 63 1
475 63 1
476 63 1
477 -64 1
478 63 1
479 -64 1
480 -64 1
481 63 1
482 -64 1
483 63 1
484 -64 1
485 63 1
486 -64 1
487 -64 1
