# idx_int bit_int post_llr hard
0 0 -60413.62931050 0
1 0 -63845.41676231 0
2 1 55277.92493076 1
3 0 -50238.41077604 0
4 1 66082.57488752 1
5 1 61836.20906150 1
6 1 49730.95036731 1
7 0 -58519.40976290 0
8 1 61546.25285030 1
9 0 -51230.36511705 0
10 0 -34101.53325670 0
11 1 65093.45832374 1
12 1 58603.38424592 1
13 0 -40679.55279025 0
14 1 60718.00399327 1
15 0 -47869.78158582 0
16 0 -41967.06783871 0
17 1 60313.40682799 1
18 0 -56767.12700798 0
19 1 45046.90700210 1
20 0 -30770.27493524 0
21 0 -41421.10624559 0
22 0 -64643.55202851 0
23 0 -40748.44519293 0
24 1 50934.86900246 1
25 0 -63040.52524377 0
26 0 -7756.03806182 0
27 0 -31722.17270743 0
28 1 46322.06617938 1
29 0 -63871.19622661 0
30 0 -7805.36192443 0
31 1 50030.50209890 1
32 0 -56295.50089798 0
33 1 28079.11325210 1
34 1 38771.39932202 1
35 1 69052.39519006 1
36 0 -44561.67119394 0
37 1 53585.62955585 1
38 0 -34771.62597621 0
39 1 54657.27524452 1
40 0 -46478.90910918 0
41 0 -35670.35547498 0
42 1 49827.65472340 1
43 0 -66099.27142691 0
44 0 -44804.34268039 0
45 0 -53333.56282502 0
46 0 -60843.68377200 0
47 0 -64055.37983814 0
48 1 43186.10748388 1
49 0 -44945.93246067 0
50 0 -53771.83662867 0
51 0 -44863.73613803 0
52 0 -17304.36642288 0
53 0 -37582.75425182 0
54 1 47886.15508088 1
55 1 39661.75169401 1
56 1 63225.76218774 1
57 1 37401.32702923 1
58 0 -55895.85478922 0
59 1 49993.96266084 1
60 0 -72031.18540567 0
61 0 -59475.78187692 0
62 0 -42365.85853297 0
63 0 -32535.24777587 0
64 0 -31611.83998086 0
65 0 -58124.85384619 0
66 0 -63721.84842653 0
67 0 -72867.63078802 0
68 0 -53075.73439464 0
69 0 -38171.20792919 0
70 0 -43571.61278857 0
71 0 -30492.54484549 0
72 1 55597.56525883 1
73 0 -44085.54320197 0
74 1 71046.11098428 1
75 0 -45798.81835549 0
76 0 -33486.82202124 0
77 1 45020.31649393 1
78 1 70013.46539882 1
79 0 -33561.53925828 0
80 0 -42469.24173574 0
81 1 43277.44804525 1
82 0 -63085.64986927 0
83 1 35091.94395045 1
84 0 -69562.18988028 0
85 1 20960.17008068 1
86 1 44294.60176317 1
87 1 40450.18006166 1
88 1 51418.66802844 1
89 1 58815.08026547 1
90 1 31690.11822277 1
91 0 -56170.82494118 0
92 0 -70279.51168360 0
93 0 -44663.98037563 0
94 1 59409.61004846 1
95 0 -66151.20413944 0
96 1 34709.05549074 1
97 1 61607.79810600 1
98 0 -39813.28907955 0
99 0 -45948.30342357 0
100 1 32505.52366356 1
101 1 25210.44523121 1
102 1 38139.69534010 1
103 0 -58837.74705378 0
104 0 -37555.04906974 0
105 0 -44231.80736625 0
106 0 -40779.50279533 0
107 0 -37154.40512096 0
108 1 24613.85482111 1
109 0 -52852.16455808 0
110 1 51457.33233800 1
111 1 37775.83898159 1
112 0 -39700.94810254 0
113 1 24278.22188716 1
114 1 37980.53530198 1
115 1 33277.92288545 1
116 0 -55875.79125234 0
117 0 -54392.74827235 0
118 0 -50842.17555140 0
119 1 38713.14584400 1
120 1 60448.96110668 1
121 0 -50161.57932035 0
122 1 26417.90124401 1
123 0 -49207.26450304 0
124 0 -39746.18014487 0
125 1 54511.49921731 1
126 1 64617.22116556 1
127 1 64282.71607667 1
128 0 -52328.56223706 0
129 0 -34822.15409450 0
130 1 61111.95766515 1
131 0 -38302.57398697 0
132 0 -47198.64340686 0
133 1 57122.31938245 1
134 0 -49752.46469803 0
135 0 -31234.62642154 0
136 1 57001.70239377 1
137 1 55041.29512545 1
138 0 -67360.76106044 0
139 0 -43786.06281792 0
140 0 -44251.34291512 0
141 1 61881.81137853 1
142 1 54199.06978716 1
143 0 -37785.30589340 0
144 0 -62923.74365771 0
145 0 -54991.30341186 0
146 0 -29936.45042236 0
147 1 34252.97661838 1
148 0 -49782.33694824 0
149 1 57962.14460071 1
150 1 40466.83506027 1
151 0 -55801.73787513 0
152 0 -66309.76772125 0
153 1 47894.16964425 1
154 0 -58331.21423358 0
155 0 -59571.02368476 0
156 0 -24698.21181493 0
157 0 -67787.37090897 0
158 0 -43858.48805943 0
159 1 24571.32959736 1
160 1 38779.30573872 1
161 1 36856.47149870 1
162 0 -52111.94328233 0
163 1 48541.40258092 1
164 1 30687.79408551 1
165 0 -26347.79258036 0
166 1 43219.92817958 1
167 0 -42489.08097720 0
168 0 -40070.42307541 0
169 0 -51688.80447505 0
170 0 -54045.97621799 0
171 0 -69983.21941174 0
172 0 -45195.70290117 0
173 0 -44240.61471911 0
174 1 51539.99248335 1
175 0 -45526.53537714 0
176 0 -66635.67367663 0
177 0 -29881.34956310 0
178 1 51043.09924608 1
179 0 -55515.74909127 0
180 1 65009.24220450 1
181 0 -61241.09550246 0
182 0 -22106.81885456 0
183 0 -65692.16327777 0
184 0 -26307.64470273 0
185 0 -55549.75849045 0
186 0 -56440.00412649 0
187 0 -59424.35058937 0
188 1 46583.86305545 1
189 1 35184.07476185 1
190 1 63214.80449915 1
191 0 -32829.65476012 0
192 1 43392.98118477 1
193 0 -56845.28891646 0
