# idx_int bit_int post_llr_q hard
0 0 -59 0
1 0 -50 0
2 0 -57 0
3 0 -44 0
4 1 50 1
5 0 -39 0
6 0 -30 0
7 1 36 1
8 1 30 1
9 0 -34 0
10 0 38 1
11 1 51 1
12 1 -27 0
13 1 57 1
14 0 -49 0
15 0 -38 0
16 0 -41 0
17 1 38 1
18 0 -46 0
19 1 35 1
20 1 38 1
21 1 53 1
22 0 -46 0
23 0 -52 0
24 1 50 1
25 1 -35 0
26 0 -48 0
27 0 -46 0
28 1 12 1
29 1 36 1
30 0 -38 0
31 1 48 1
32 0 22 1
33 1 48 1
34 0 -50 0
35 1 38 1
36 1 43 1
37 1 42 1
38 0 -48 0
39 1 47 1
