# idx_int bit_int post_llr hard
0 0 -30619.77416768 0
1 1 40470.32697261 1
2 0 -53314.33643562 0
3 1 21136.39609355 1
4 1 65823.33403952 1
5 0 -27205.34529370 0
6 1 38356.48219033 1
7 0 -43822.90369603 0
8 0 -23148.65488311 0
9 0 -34729.44871758 0
10 0 -46104.51370149 0
11 0 -21939.34336408 0
12 0 -14391.84870178 0
13 0 -14732.70257946 0
14 1 27371.89795908 1
15 0 -43303.27537255 0
16 0 -35894.46369504 0
17 1 32391.28958135 1
18 0 -45434.81824187 0
19 1 19652.81328087 1
20 0 -38727.84559995 0
21 1 31448.50699991 1
22 0 -17265.05917812 0
23 1 33321.45378245 1
24 1 44027.38142635 1
25 1 33257.69485897 1
26 1 21763.67382299 1
27 0 -41806.57223197 0
28 0 -41261.05207775 0
29 1 20086.70086610 1
30 0 -43666.33536885 0
31 1 44488.05395532 1
32 1 38359.40969968 1
33 0 -37699.30465862 0
34 1 4982.09374530 1
35 1 36669.60200116 1
36 1 17895.33098397 1
37 0 -39062.30374340 0
38 1 38580.73040729 1
39 0 -44560.61027412 0
40 0 -24532.25588335 0
41 1 41456.42897186 1
42 0 -38494.21779712 0
43 0 -40925.12263556 0
44 1 29282.72884633 1
45 0 -44059.74719457 0
46 0 -34417.08703792 0
47 0 -30268.53303037 0
48 0 -42373.51355718 0
49 1 30592.88825740 1
50 0 -31069.68921436 0
51 1 44484.26683157 1
52 0 -40844.16174337 0
53 1 25178.67306461 1
54 0 -24908.14491745 0
55 0 -30513.34269409 0
56 1 42363.16337243 1
57 1 42410.21989170 1
58 1 35976.32860605 1
59 0 -37533.96767280 0
60 1 28352.73925587 1
61 1 39487.55278222 1
62 1 22635.90950084 1
63 1 30743.02721655 1
64 0 -16588.43864372 0
65 0 -34181.66319797 0
66 0 -30883.65666205 0
67 0 -38772.20999387 0
68 0 -38420.99924900 0
69 1 8651.91569065 1
70 0 -23961.46835307 0
71 0 -17120.21321893 0
72 1 46162.57166044 1
73 1 43759.12485081 1
74 0 -14774.31267157 0
75 1 20344.30088421 1
76 0 -36313.34865107 0
77 1 52869.46289016 1
78 0 -29618.68292213 0
79 0 -33197.42553019 0
