# idx_orig bit_orig post_llr hard
0 1 78444.85764854 1
1 0 -65585.31396940 0
2 0 -78871.69517219 0
3 0 -70848.96678074 0
4 1 65176.86805249 1
5 0 -69568.18055506 0
6 1 68053.39696620 1
7 1 70474.12473980 1
8 1 62859.79061157 1
9 1 60074.70822110 1
10 0 -65112.88184915 0
11 0 -58489.11109872 0
12 1 64829.73753102 1
13 0 -66878.88067679 0
14 0 -74749.31421044 0
15 1 62632.60545604 1
16 1 57141.73319797 1
17 1 62855.40732891 1
18 0 -67457.05377383 0
19 0 -63983.03189909 0
20 1 60028.72963387 1
21 0 -68741.80227669 0
22 0 -61950.37654613 0
23 1 52542.32646387 1
24 0 -61188.20185639 0
25 0 -62366.44278682 0
26 1 57504.46169952 1
27 1 65786.49431632 1
28 1 57548.16837462 1
29 0 -61672.15822696 0
30 0 -53690.87256540 0
31 0 -58354.10677824 0
32 0 -57695.12665446 0
33 0 -61914.01502406 0
34 1 65845.83429966 1
35 0 -57660.23882769 0
36 0 -64959.49768262 0
37 1 59132.62529094 1
38 0 -53723.43164681 0
39 1 54540.69818075 1
40 1 67263.07649129 1
41 0 -62239.07153641 0
42 1 64539.19469662 1
43 0 -70128.17588349 0
44 0 -56567.39234751 0
45 1 62982.27272778 1
46 0 -60298.51966633 0
47 0 -69657.29829209 0
48 0 -75491.90601206 0
49 1 60104.31781615 1
50 1 67813.13375595 1
51 0 -60392.82049209 0
52 0 -62566.42875577 0
53 0 -60808.23589493 0
54 1 69726.48589207 1
55 1 69278.22966871 1
56 0 -65116.34770317 0
57 1 59222.04234789 1
58 1 52258.71273014 1
59 0 -69093.39422403 0
60 0 -72348.74175141 0
61 0 -58905.13858067 0
62 1 72670.38646663 1
63 0 -56664.91184403 0
64 0 -62679.45166211 0
65 0 -55352.76155347 0
66 1 64890.41949721 1
67 0 -55980.64265363 0
68 1 60446.07173192 1
69 0 -58492.68657275 0
70 1 51871.80137905 1
71 0 -56655.97949958 0
72 0 -54977.52578812 0
73 0 -65677.37677125 0
74 1 60106.39863185 1
75 1 56818.00476175 1
76 0 -55507.45252060 0
77 0 -59139.67024701 0
78 1 66037.81571163 1
79 1 59690.39467384 1
80 1 65131.88847938 1
81 0 -63269.36452857 0
82 0 -59326.03103334 0
83 1 60407.39918802 1
84 1 63819.14873593 1
85 0 -62217.83401405 0
86 1 70377.23053691 1
87 1 68439.89013948 1
88 0 -64857.57146266 0
89 1 69841.77428481 1
90 0 -58306.70049878 0
91 0 -57407.80642686 0
92 0 -60801.92055229 0
93 0 -58733.65486103 0
94 0 -67820.59020164 0
95 1 62943.14931152 1
96 1 60266.31856751 1
97 0 -63721.67532354 0
98 0 -51550.82483438 0
99 1 71302.39844390 1
100 1 62013.79874763 1
101 0 -58149.42015923 0
102 0 -52590.22331683 0
103 0 -54187.78624486 0
104 1 50771.38487635 1
105 1 49534.58678276 1
106 1 47096.18079011 1
107 0 -42100.73857930 0
108 1 49775.57088779 1
109 1 51140.55138520 1
110 1 45762.72878899 1
111 1 55770.23521193 1
112 1 37161.29219046 1
113 0 -40955.20541555 0
114 1 42853.76015373 1
115 1 51254.99824203 1
116 0 -45860.93486064 0
117 0 -42249.43328614 0
118 0 -51291.91235248 0
119 0 -37306.12215209 0
120 1 42686.74560585 1
121 0 -40571.91869619 0
122 1 56951.49623828 1
123 0 -45170.31389691 0
124 1 57704.88208464 1
125 1 54187.19022673 1
126 0 -40573.59858120 0
127 0 -54365.04027830 0
128 1 50778.28058887 1
129 1 55756.64641424 1
130 1 52260.44388166 1
131 1 53160.01901739 1
132 0 -58518.85236906 0
133 0 -49515.34267292 0
134 1 45851.50453641 1
135 0 -48642.28532124 0
136 0 -59324.62699941 0
137 0 -58086.79286284 0
138 1 57901.49480003 1
139 1 61134.58068662 1
140 0 -43960.81476435 0
141 1 51296.35968124 1
