# idx_orig bit_orig post_llr hard
0 0 -241277.88867752 0
1 1 231042.65638035 1
2 0 -242780.97609242 0
3 1 219812.79991632 1
4 1 248172.09996010 1
5 1 223900.12801991 1
6 0 -233159.78197067 0
7 1 243390.37446837 1
8 0 -228828.12186083 0
9 1 242104.68891636 1
10 0 -234451.72543332 0
11 0 -236169.06189554 0
12 1 234383.92213764 1
13 0 -218303.92738235 0
14 0 -275017.32286464 0
15 0 -225568.16505277 0
16 0 -245974.07101232 0
17 1 209695.95932480 1
18 0 -220174.37035721 0
19 0 -218107.68187614 0
20 1 225497.27338629 1
21 1 232305.51906324 1
22 0 -257999.39990541 0
23 1 240808.08366058 1
24 1 224238.22136659 1
25 0 -223186.23848020 0
26 0 -228651.36219951 0
27 1 225184.48679561 1
28 1 230262.71084020 1
29 1 231381.85822840 1
30 0 -249632.19481604 0
31 1 208948.15724193 1
32 1 235283.61218235 1
33 1 221387.98933911 1
34 0 -247809.63856848 0
35 1 231494.87316986 1
36 1 213749.18096458 1
37 0 -232351.69385087 0
38 0 -213416.49776744 0
39 0 -218976.12364333 0
40 1 209528.11113396 1
41 0 -214673.40378713 0
42 0 -248050.27792846 0
43 1 218819.37597247 1
44 0 -237336.26623691 0
45 0 -215977.16210994 0
46 0 -217461.03580253 0
47 0 -218650.62159709 0
48 0 -212196.04620927 0
49 0 -228384.99292580 0
50 1 223645.95099895 1
51 1 235134.74532799 1
52 1 206217.80355867 1
53 1 208543.65040817 1
54 1 232019.29250703 1
55 0 -216317.82988966 0
56 0 -227322.99512909 0
57 0 -216830.32486573 0
58 1 245610.76648517 1
59 1 201905.71269655 1
60 1 212885.09954216 1
61 0 -223896.45195202 0
62 1 234680.24330516 1
63 1 232612.70256194 1
64 0 -218554.68696578 0
65 0 -241456.81560887 0
66 0 -203202.62651604 0
67 1 244443.57727534 1
68 0 -236186.93177718 0
69 0 -241404.15058432 0
70 1 228689.80078800 1
71 1 245703.82847727 1
72 1 230857.45848458 1
73 0 -186374.14219716 0
74 1 212022.67053102 1
75 0 -223081.11534637 0
76 0 -218922.14763899 0
77 1 253423.84052515 1
78 1 230146.59623449 1
79 1 257052.57663661 1
80 1 200246.17953994 1
81 1 221366.81067763 1
82 1 211921.03360935 1
83 0 -221076.70283209 0
84 1 235130.45747264 1
85 0 -242303.17816631 0
86 0 -245026.01056304 0
87 0 -239519.30903973 0
88 1 244786.68017728 1
89 0 -254927.33589801 0
90 0 -222275.70635679 0
91 1 233560.58140266 1
92 1 228941.77480599 1
93 1 250593.96127235 1
94 1 206390.71886709 1
95 1 228807.34125671 1
96 0 -230493.66194429 0
97 0 -241361.19499307 0
98 1 233176.95732663 1
99 0 -247129.27198624 0
100 1 251203.06043053 1
101 1 204662.17414829 1
102 1 232934.57700511 1
103 0 -235158.34149070 0
104 0 -212929.87463880 0
105 1 238341.68972210 1
106 0 -254747.15067661 0
107 0 -257949.90575408 0
108 1 224146.17223984 1
109 1 248920.46129581 1
110 1 243329.49616453 1
111 0 -217332.47654762 0
112 0 -241192.12803014 0
113 1 237812.49528350 1
114 0 -239419.70132354 0
115 0 -203448.94510601 0
116 1 234745.69515768 1
117 0 -228858.47520806 0
118 0 -211631.43402767 0
119 0 -251524.82180068 0
120 0 -233774.86548857 0
121 0 -233243.74734634 0
122 0 -195509.37100222 0
123 0 -228116.55635944 0
124 1 207985.12423732 1
125 0 -201536.58686407 0
126 0 -258632.12730173 0
127 0 -225831.39822990 0
128 1 232759.23430156 1
129 1 189173.33178845 1
130 1 242892.54555546 1
131 0 -204335.79021831 0
132 1 204368.72324232 1
133 0 -237666.00151193 0
134 1 211601.28592986 1
135 1 233248.06234987 1
136 0 -193678.16031916 0
137 0 -225617.06729193 0
138 1 211050.64600850 1
139 1 211174.48257387 1
140 1 232696.77612407 1
141 0 -217635.11891502 0
142 0 -231903.61530752 0
143 1 194016.75685312 1
144 0 -242235.21478412 0
145 0 -217393.91824924 0
146 1 234244.35686628 1
147 0 -233986.21172348 0
148 0 -218433.06028957 0
149 1 235529.65139822 1
150 1 221468.99280010 1
151 1 227636.64150895 1
152 0 -238680.17535566 0
153 1 215077.16564094 1
154 1 232964.92617173 1
155 1 210283.86853578 1
156 0 -231024.72714424 0
157 0 -206051.65763964 0
158 1 224114.63289759 1
159 1 217280.98347389 1
160 1 211523.66876077 1
161 0 -271376.07317549 0
162 1 218758.62232335 1
163 0 -237632.93464679 0
164 0 -212806.98938002 0
165 0 -252310.50546726 0
166 0 -209754.35141254 0
167 1 209727.37744402 1
168 1 230919.63935334 1
169 0 -217778.24877260 0
170 0 -227072.12005549 0
171 0 -225312.47870955 0
172 0 -220875.96081720 0
173 0 -208748.94513108 0
174 0 -200885.93972989 0
175 0 -258557.87253033 0
176 1 223212.27242275 1
177 0 -225380.41515823 0
178 1 202012.10424426 1
179 1 216178.02904064 1
180 0 -208829.26211714 0
181 0 -234027.55228757 0
182 0 -218684.58416401 0
183 1 214671.81303039 1
184 0 -223365.77003979 0
185 1 231546.15711528 1
186 0 -222311.59834326 0
187 1 209741.24424194 1
188 1 210214.50169121 1
189 1 225676.51565864 1
190 1 230666.32760511 1
191 1 237859.88842225 1
192 0 -198848.40763746 0
193 0 -215303.79998700 0
194 1 205543.19248311 1
195 1 229119.70754144 1
196 0 -226447.14211480 0
197 0 -227458.52954089 0
198 1 254069.83573664 1
199 1 203715.93808185 1
200 1 228222.28467129 1
201 0 -232013.35624066 0
202 0 -211403.68137000 0
203 0 -227903.29117842 0
204 0 -226212.21814215 0
205 1 247791.84306832 1
206 1 209310.35071979 1
207 0 -218947.98323275 0
208 0 -214800.69354509 0
209 0 -215854.04492195 0
210 0 -229248.78291973 0
211 0 -242585.70544864 0
212 0 -239169.18431899 0
213 0 -209837.89739934 0
214 0 -226667.68781004 0
215 1 231040.00107958 1
216 1 214466.98846044 1
217 1 229020.86584638 1
218 1 225874.44640839 1
219 1 232824.55178047 1
220 0 -201266.96149389 0
221 1 208047.57727495 1
222 0 -225099.13632602 0
223 1 205579.48603620 1
224 1 220885.18154475 1
225 0 -231087.81603566 0
226 0 -233156.05583749 0
227 0 -186534.29530935 0
228 0 -201881.84399165 0
229 1 210708.49798134 1
230 0 -200759.67719103 0
231 1 224301.14424417 1
232 0 -224364.93831562 0
233 1 239244.22184142 1
234 1 198697.81705960 1
235 1 204445.06751511 1
236 0 -226241.20517736 0
237 1 197090.88414029 1
238 0 -224599.32663477 0
239 1 221979.07789090 1
240 1 260304.78022358 1
241 0 -198968.99510514 0
242 0 -231400.19277165 0
243 1 222451.15465870 1
244 0 -238036.93498485 0
245 0 -234801.75077063 0
246 1 231792.17356473 1
247 1 241510.18913354 1
248 1 191479.77284553 1
249 1 214450.26998066 1
250 1 209894.13171625 1
251 1 213822.60238915 1
252 1 262012.13581841 1
253 0 -254687.37300641 0
254 0 -248606.94328614 0
255 1 196738.32559232 1
256 0 -228631.75694068 0
257 0 -196257.96077034 0
258 0 -209240.38543332 0
259 1 225231.72963749 1
260 1 242847.60214510 1
261 1 239909.19694839 1
262 1 198418.00739352 1
263 0 -226841.88392262 0
264 1 235484.19169493 1
265 1 208360.77297834 1
266 0 -224831.98022347 0
267 0 -231183.69813499 0
268 0 -239626.82550116 0
269 1 198083.28111926 1
270 1 216324.66789049 1
271 1 209966.02381473 1
272 0 -223247.11503864 0
273 0 -225600.20790321 0
274 1 210628.28097086 1
275 0 -223736.21725376 0
276 1 186126.20626957 1
277 0 -215658.98744550 0
278 0 -198335.81323091 0
279 0 -200220.88974103 0
280 0 -219512.82056205 0
281 1 209170.59790548 1
282 0 -223365.77003979 0
283 0 -184324.04493048 0
284 1 223244.03880908 1
285 0 -198334.84495159 0
286 0 -194204.04537879 0
287 0 -227729.76880732 0
288 0 -219456.31500986 0
289 0 -231100.74994857 0
290 0 -184324.04493048 0
291 0 -206015.92085879 0
292 0 -217556.62600762 0
293 0 -205332.50122109 0
294 1 228820.24752216 1
295 0 -218430.67418141 0
296 1 234637.17478544 1
297 1 203856.12158299 1
298 1 239907.48462386 1
299 1 225271.35881874 1
300 1 200615.13321443 1
301 0 -231400.71957908 0
302 0 -219713.71583154 0
303 0 -238945.39475486 0
304 1 199876.06848453 1
305 1 209291.97205128 1
306 0 -218188.78499467 0
307 1 217827.40347389 1
308 0 -235580.38821948 0
309 0 -242651.14883111 0
310 0 -250701.14027090 0
311 0 -204582.28201039 0
312 0 -227298.89853193 0
313 0 -219053.36791847 0
314 1 219086.39522938 1
315 0 -221352.99656456 0
316 1 229209.40625776 1
317 0 -253869.75584630 0
318 1 213858.67763475 1
319 0 -225194.92923371 0
320 0 -204851.29410392 0
321 1 210915.15098577 1
322 0 -231264.47209470 0
323 0 -227685.87460146 0
324 1 244983.36053075 1
325 1 193281.13329248 1
326 0 -227688.41113231 0
327 0 -214824.06696554 0
