# idx_orig bit_orig post_llr hard
0 0 -53649.06715231 0
1 1 39290.96431739 1
2 0 -78431.97264958 0
3 1 60192.59031676 1
4 1 67756.62707173 1
5 1 55771.90482578 1
6 0 -57632.00608657 0
7 1 42896.71837147 1
8 0 -40887.07168112 0
9 1 76892.06399017 1
10 0 -59032.87377792 0
11 0 -76740.37656983 0
12 1 50938.52408979 1
13 0 -53755.68764497 0
14 0 -36401.02203977 0
15 0 -31274.11949407 0
16 0 -69492.51405018 0
17 1 53120.88069041 1
18 0 -64451.46225666 0
19 0 -51518.52536725 0
20 1 51988.17352372 1
21 1 51980.50550165 1
22 0 -36420.45116638 0
23 1 64794.86622246 1
24 1 52100.70636733 1
25 0 -68170.08472904 0
26 0 -48914.88209080 0
27 1 53671.97639885 1
28 1 51795.87206083 1
29 1 34224.58680189 1
30 0 -60214.42570721 0
31 1 54115.88336761 1
32 1 65514.95651354 1
33 1 50517.80654160 1
34 0 -50048.66348372 0
35 1 53678.53377184 1
36 1 39648.80421778 1
37 0 -65317.12914484 0
38 0 -64678.46587388 0
39 0 -58786.75176322 0
40 1 46639.80196673 1
41 0 -42103.58613175 0
42 0 -45450.90914743 0
43 1 33806.27644735 1
44 0 -61064.03175430 0
45 0 -48066.77743841 0
46 0 -58952.18283930 0
47 0 -42793.79808691 0
48 0 -47256.38054911 0
49 0 -41025.22480184 0
50 1 26648.54973036 1
51 1 57530.34603416 1
52 1 54063.15578357 1
53 1 65390.25184664 1
54 1 47004.77512969 1
55 0 -46645.55227314 0
56 0 -47436.27487777 0
57 0 -28776.93924328 0
58 1 56556.06425568 1
59 1 61827.30474744 1
60 1 68779.59747729 1
61 0 -61017.94150306 0
62 1 49900.11543865 1
63 1 59106.44431093 1
64 0 -37672.68110023 0
65 0 -69888.60699288 0
66 0 -56504.89208993 0
67 1 73811.73606303 1
68 0 -60315.93312628 0
69 0 -50629.76933033 0
70 1 52467.41849994 1
71 1 44312.20396492 1
72 1 68858.54872074 1
73 0 -58512.86121802 0
74 1 74344.36545006 1
75 0 -58573.26881141 0
76 0 -54754.45108898 0
77 1 50859.60416912 1
78 1 40323.76940416 1
79 1 65254.33289576 1
80 1 61308.85973959 1
81 1 66421.83967550 1
82 1 52657.55224131 1
83 0 -54802.40905785 0
84 1 46515.90770481 1
85 0 -38400.44380546 0
86 0 -68142.08047137 0
87 0 -59966.15167134 0
88 1 64793.03005943 1
89 0 -56063.27380953 0
90 0 -48972.99386239 0
91 1 56589.02431031 1
92 1 32914.85294788 1
93 1 71798.18004320 1
94 1 54899.47560068 1
95 1 78946.57281567 1
96 0 -59575.35864220 0
97 0 -56776.18797063 0
98 1 65891.34052492 1
99 0 -45781.48329278 0
100 1 73612.88589974 1
101 1 75707.42641769 1
102 1 66161.69714886 1
103 0 -48770.43284737 0
104 0 -51672.44861624 0
105 1 59387.03508248 1
106 0 -48639.68405444 0
107 0 -60442.95373797 0
108 1 60986.71186304 1
109 1 66047.38197698 1
110 1 51430.66355279 1
111 0 -49679.05975124 0
112 0 -59084.20886334 0
113 1 41414.07878254 1
114 0 -63341.04009108 0
115 0 -62427.31506413 0
116 1 62088.27739470 1
117 0 -49390.50173853 0
118 0 -48765.06067214 0
119 0 -56059.52174472 0
120 0 -46668.05908254 0
121 0 -59246.95888489 0
122 0 -59507.35040035 0
123 0 -63964.03403629 0
124 1 56405.34801127 1
125 0 -42931.95774555 0
126 0 -55791.49320858 0
127 0 -40735.22663710 0
128 1 60544.60746760 1
129 1 61876.56090794 1
130 1 74699.68817132 1
131 0 -51408.22662360 0
132 1 46534.22464454 1
133 0 -47040.53674149 0
134 1 36136.41479852 1
135 1 63523.87283389 1
136 0 -57944.29941391 0
137 0 -67819.76576682 0
138 1 54573.42463150 1
139 1 38060.32710436 1
140 1 52991.84308356 1
141 0 -24058.22202245 0
142 0 -64292.82700976 0
143 1 46840.88060526 1
144 0 -65062.43017716 0
145 0 -42126.80345372 0
146 1 35270.01130253 1
147 0 -41948.03073584 0
148 0 -38154.99330454 0
149 1 52970.96381390 1
150 1 49462.51306747 1
151 1 58414.39465574 1
152 0 -45933.92819003 0
153 1 43882.16369365 1
154 1 50830.30350531 1
155 1 29754.47696488 1
156 0 -55450.91874503 0
157 0 -61599.78105904 0
158 1 66230.13339775 1
159 1 51965.78415541 1
160 1 42788.66410178 1
161 0 -55928.71243514 0
162 1 32519.50361073 1
163 0 -74489.76353451 0
164 0 -59541.45424690 0
165 0 -59086.08156468 0
166 0 -52166.14425955 0
167 1 41284.88861628 1
168 1 57108.83101955 1
169 0 -39551.13868632 0
170 0 -64820.21555288 0
171 0 -45429.87258679 0
172 0 -51568.83044016 0
173 0 -41671.94403815 0
174 0 -27386.80243168 0
175 0 -49934.95241958 0
176 1 23973.99166704 1
177 0 -61177.01354523 0
178 1 45677.95209586 1
179 1 52793.80328239 1
180 0 -38406.59227126 0
181 0 -26783.37986624 0
182 0 -52076.59628027 0
183 1 35650.60135699 1
184 0 -65777.44921296 0
185 1 49233.32530851 1
186 0 -60859.45126965 0
187 1 48595.77207234 1
188 1 40256.07070325 1
189 1 50737.33833285 1
190 1 31217.11197456 1
191 1 71832.65906445 1
192 0 -46683.51529782 0
193 0 -62779.85298721 0
194 1 54839.79516919 1
195 1 40024.90283864 1
196 0 -54718.33383504 0
197 0 -29170.36487427 0
198 1 70157.43980203 1
199 1 53185.94996218 1
200 1 56419.75149292 1
201 0 -44615.49616897 0
202 0 -37670.68258472 0
203 0 -57850.65888959 0
204 0 -34022.62624019 0
205 1 67361.31305693 1
206 1 49514.44634047 1
207 0 -53299.87660116 0
208 0 -54272.45692714 0
209 0 -44740.51817104 0
210 0 -61694.62285373 0
211 0 -32132.73700833 0
212 0 -70372.63000564 0
213 0 -56408.53316739 0
214 0 -58586.43839688 0
215 1 54515.65715582 1
216 1 50877.93611506 1
217 1 46420.77249649 1
218 1 31375.60069533 1
219 1 68243.79746314 1
220 0 -58484.63784849 0
221 1 62992.79558574 1
222 0 -49727.86654035 0
223 1 38158.63247694 1
224 1 51214.63116352 1
225 0 -30598.72083003 0
226 0 -54760.85462693 0
227 0 -55831.75646173 0
228 0 -56580.19193816 0
229 1 54089.54373532 1
230 0 -40439.09486659 0
231 1 53593.01874320 1
232 0 -30017.23770304 0
233 1 61563.97001497 1
234 1 58242.83269320 1
235 1 58262.38061986 1
236 0 -62734.29450152 0
237 1 42663.65040725 1
238 0 -51376.19652084 0
239 1 26496.54756849 1
240 1 55872.76177748 1
241 0 -54776.93748139 0
242 0 -55013.97687579 0
243 1 53807.48332929 1
244 0 -49031.34046119 0
245 0 -51766.59318058 0
246 1 27470.51306880 1
247 1 56076.25819048 1
248 1 56032.60782041 1
249 1 55379.16214157 1
250 1 53813.24565193 1
251 1 49748.39402155 1
252 1 50418.20029118 1
253 0 -42805.98796736 0
254 0 -60447.05392018 0
255 1 58970.58566203 1
256 0 -59686.54011230 0
257 0 -51431.55081072 0
258 0 -45602.28595182 0
259 1 58480.53136298 1
260 1 34074.53464693 1
261 1 71511.43280570 1
262 1 68225.51850187 1
263 0 -58022.07872236 0
264 1 55361.84795316 1
265 1 52564.57977953 1
266 0 -54559.77256868 0
267 0 -35978.35159407 0
268 0 -70329.75320948 0
269 1 62290.26426591 1
270 1 53359.63610597 1
271 1 62535.61650452 1
272 0 -49675.79845162 0
273 0 -53909.58784606 0
274 1 37837.24128906 1
275 0 -74463.29550810 0
276 1 49508.00138990 1
277 0 -58229.73610046 0
278 0 -50978.87746677 0
279 0 -58857.69926621 0
280 0 -50323.81805755 0
281 1 34917.28509624 1
282 0 -61816.22666158 0
283 0 -52727.79386344 0
284 1 49118.80382296 1
285 0 -45520.00995286 0
286 0 -39709.06335677 0
287 0 -49621.72307442 0
288 0 -30619.04782556 0
289 0 -68838.21541257 0
290 0 -49687.50764540 0
291 0 -52049.59729544 0
292 0 -45743.55758486 0
293 0 -34698.09628784 0
294 1 54311.35500373 1
295 0 -29927.29810842 0
296 1 59771.64629923 1
297 1 42735.27270314 1
298 1 49705.22907497 1
299 1 55051.06129095 1
300 1 45867.22475131 1
301 0 -48512.29429386 0
302 0 -33103.48366463 0
303 0 -72728.92037060 0
304 1 45359.12319745 1
305 1 57917.22049545 1
306 0 -49540.97764092 0
307 1 52229.09896882 1
308 0 -56578.86446042 0
309 0 -28514.46942070 0
310 0 -67682.76586200 0
311 0 -42977.47031514 0
312 0 -56266.71423681 0
313 0 -55868.27011704 0
314 1 45215.26569882 1
315 0 -46527.11149334 0
316 1 25090.58207670 1
317 0 -71295.95253474 0
318 1 58876.87087047 1
319 0 -64283.28690535 0
320 0 -54442.00685023 0
321 1 56223.29325090 1
322 0 -47052.27644680 0
323 0 -24586.92986634 0
324 1 71040.18077604 1
325 1 47170.80648991 1
326 0 -65535.13713419 0
327 0 -41640.08837255 0
328 0 -58852.40507022 0
329 0 -53923.53400569 0
330 0 -23462.34030664 0
331 0 -65209.55996889 0
332 1 56793.23528772 1
333 0 -67864.31063788 0
334 0 -57059.11254100 0
335 0 -48206.87522457 0
336 0 -49256.63996416 0
337 0 -28476.36395732 0
338 0 -64531.27072267 0
339 0 -37907.19461565 0
340 0 -62439.08994878 0
341 1 56694.27925874 1
342 1 48168.27316308 1
343 0 -55213.04950051 0
344 1 22764.66248956 1
345 1 73563.26892134 1
346 0 -37920.38574200 0
347 0 -62991.59453124 0
348 0 -44982.58723312 0
349 1 54974.90992495 1
350 0 -42417.58344144 0
351 0 -17123.42322767 0
