# idx_int bit_int post_llr hard
0 0 -53649.06715231 0
1 0 -38271.82459881 0
2 0 -59126.65242916 0
3 0 -47998.78499354 0
4 0 -61085.74566839 0
5 0 -56742.62516921 0
6 0 -31825.34352171 0
7 0 -36003.45104367 0
8 1 43844.69066238 1
9 0 -51380.71007653 0
10 1 48462.00810298 1
11 0 -59696.53610019 0
12 1 38888.79957111 1
13 0 -28546.12360298 0
14 1 40432.98139517 1
15 1 45865.68379918 1
16 1 51320.00444963 1
17 0 -69943.80096377 0
18 0 -57904.83939195 0
19 1 75707.42641769 1
20 1 28840.72347896 1
21 1 65901.73306723 1
22 0 -36432.35466103 0
23 0 -64627.77748429 0
24 1 57108.83101955 1
25 0 -57962.63578207 0
26 0 -50474.55583425 0
27 0 -55215.68790641 0
28 0 -61196.05112774 0
29 1 43190.55954058 1
30 1 49161.90475526 1
31 1 54591.01860435 1
32 1 74755.30162180 1
33 1 59952.89318819 1
34 0 -53762.70580054 0
35 1 45058.18120194 1
36 1 28655.31835120 1
37 1 63006.92809554 1
38 1 47115.28730182 1
39 1 53246.57017592 1
40 1 64071.41870019 1
41 1 52834.84222432 1
42 0 -46957.86450736 0
43 1 60223.00460301 1
44 0 -41397.72644274 0
45 0 -62881.51506962 0
46 0 -53843.89858303 0
47 0 -70933.01670732 0
48 0 -49256.63996416 0
49 1 45344.08453713 1
50 0 -48297.34931159 0
51 0 -49584.74961799 0
52 1 49119.34972836 1
53 1 55373.02685940 1
54 1 63821.88861226 1
55 1 46111.22186312 1
56 1 57581.95362986 1
57 0 -57839.97614577 0
58 0 -39508.39440810 0
59 1 40916.33818092 1
60 1 44969.06371660 1
61 1 77892.01075538 1
62 0 -46146.51687751 0
63 1 42479.94388553 1
64 1 36692.16234679 1
65 0 -37785.44440373 0
66 0 -47307.61486393 0
67 1 69354.33683725 1
68 1 58665.58943504 1
69 1 48106.96537221 1
70 1 38270.61739875 1
71 0 -37957.55075348 0
72 1 50167.49230484 1
73 0 -60341.85042859 0
74 0 -55882.27297688 0
75 1 53715.14547347 1
76 1 36224.92240777 1
77 1 25724.18210827 1
