# idx_orig final_llr seen
0 -64 1
1 -64 1
2 -64 1
3 63 1
4 63 1
5 63 1
6 63 1
7 63 1
8 -64 1
9 63 1
10 -64 1
11 -64 1
12 -64 1
13 63 1
14 63 1
15 -64 1
16 63 1
17 63 1
18 -64 1
19 -64 1
20 -64 1
21 -64 1
22 63 1
23 63 1
24 63 1
25 63 1
26 -64 1
27 -64 1
28 63 1
29 63 1
30 63 1
31 -64 1
32 63 1
33 63 1
34 -64 1
35 -64 1
36 63 1
37 63 1
38 63 1
39 -64 1
40 -64 1
41 63 1
42 63 1
43 63 1
44 -64 1
45 63 1
46 -64 1
47 -64 1
48 63 1
49 -64 1
50 -64 1
51 -64 1
52 63 1
53 -64 1
54 63 1
55 63 1
56 -64 1
57 63 1
58 -64 1
59 -64 1
60 63 1
61 63 1
62 -64 1
63 63 1
64 63 1
65 -64 1
66 63 1
67 63 1
68 -64 1
69 -64 1
70 63 1
71 -64 1
72 -64 1
73 -64 1
74 -64 1
75 63 1
76 63 1
77 -64 1
78 63 1
79 -64 1
80 63 1
81 -64 1
82 63 1
83 -64 1
84 63 1
85 -64 1
86 63 1
87 -64 1
88 -64 1
89 -64 1
90 -64 1
91 63 1
92 63 1
93 63 1
94 -64 1
95 -64 1
96 -64 1
97 -64 1
98 -60 1
99 63 1
100 63 1
101 63 1
102 -64 1
103 -64 1
104 -64 1
105 -60 1
106 -64 1
107 -64 1
108 -64 1
109 -64 1
110 63 1
111 63 1
112 -64 1
113 -64 1
114 -64 1
115 -64 1
116 -64 1
117 -64 1
118 63 1
119 -64 1
120 63 1
121 -64 1
122 63 1
123 63 1
124 -64 1
125 -64 1
126 -64 1
127 63 1
128 -64 1
129 -64 1
130 -64 1
131 -64 1
132 -64 1
133 63 1
134 -64 1
135 63 1
136 -64 1
137 -64 1
138 63 1
139 -64 1
140 63 1
141 -64 1
142 -64 1
143 63 1
144 -64 1
145 63 1
146 63 1
147 -64 1
148 63 1
149 63 1
150 -64 1
151 63 1
152 -64 1
153 63 1
154 63 1
155 63 1
156 -64 1
157 63 1
158 -64 1
159 -64 1
160 -64 1
161 -64 1
162 63 1
163 -64 1
164 -64 1
165 63 1
166 -64 1
167 -64 1
168 63 1
169 63 1
170 -64 1
171 63 1
172 63 1
173 63 1
174 -64 1
175 -64 1
176 63 1
177 -64 1
178 63 1
179 63 1
180 63 1
181 -64 1
182 63 1
183 -64 1
184 63 1
185 63 1
186 63 1
187 63 1
188 63 1
189 -64 1
190 63 1
191 -64 1
192 -64 1
193 -64 1
194 63 1
195 -64 1
196 63 1
197 63 1
198 63 1
199 63 1
200 -64 1
201 63 1
202 63 1
203 63 1
204 63 1
205 -64 1
206 63 1
207 63 1
208 -64 1
209 -64 1
210 63 1
211 -64 1
212 63 1
213 -64 1
214 -64 1
215 -64 1
216 -64 1
217 -64 1
218 63 1
219 -64 1
220 63 1
221 63 1
222 63 1
223 -64 1
224 -64 1
225 -64 1
226 -64 1
227 63 1
228 -64 1
229 -64 1
230 -64 1
231 63 1
232 63 1
233 -64 1
234 -64 1
235 63 1
236 -64 1
237 63 1
238 -64 1
239 -64 1
240 -64 1
241 63 1
242 63 1
243 63 1
244 63 1
245 63 1
246 63 1
247 -64 1
248 63 1
249 63 1
250 63 1
251 63 1
252 63 1
253 63 1
254 -64 1
255 -64 1
256 63 1
257 63 1
258 -64 1
259 -64 1
260 -64 1
261 -64 1
262 -64 1
263 63 1
264 63 1
265 -64 1
266 -64 1
267 -64 1
268 -64 1
269 63 1
270 63 1
271 63 1
272 -64 1
273 -64 1
274 -64 1
275 63 1
276 -64 1
277 63 1
278 63 1
279 63 1
280 63 1
281 -64 1
282 63 1
283 -64 1
284 -64 1
285 63 1
286 -64 1
287 63 1
288 63 1
289 -64 1
290 -64 1
291 -64 1
292 63 1
293 -64 1
294 63 1
295 -64 1
296 -64 1
297 63 1
298 63 1
299 63 1
300 63 1
301 -64 1
302 63 1
303 63 1
304 -64 1
305 63 1
306 63 1
307 63 1
308 -64 1
309 -64 1
310 -64 1
311 63 1
312 63 1
313 -64 1
314 -64 1
315 63 1
316 -64 1
317 63 1
318 -64 1
319 -64 1
320 63 1
321 63 1
