# idx_orig bit_orig post_llr hard
0 0 -42522.68960261 0
1 0 -44422.00196781 0
2 0 -49148.04804937 0
3 1 40027.54960889 1
4 1 45294.43358411 1
5 1 41464.21090426 1
6 1 47124.14586486 1
7 1 45792.51618955 1
8 0 -46744.83016749 0
9 1 66039.06796095 1
10 0 -52640.12256432 0
11 0 -40128.36218412 0
12 0 -36961.82868492 0
13 1 54629.81267018 1
14 1 50112.24457594 1
15 0 -44971.72506095 0
16 1 46778.07722338 1
17 1 39436.18181406 1
18 0 -32311.74239045 0
19 0 -36318.97180971 0
20 0 -42698.26416158 0
21 0 -39244.14413344 0
22 1 50913.23839026 1
23 1 37532.49332998 1
24 1 44264.46986315 1
25 1 33168.94481122 1
26 0 -36718.51779901 0
27 0 -42094.64828954 0
28 1 44492.19757688 1
29 1 48806.59009089 1
30 1 43721.03666953 1
31 0 -46574.52122160 0
32 1 39164.45145489 1
33 1 35948.10207160 1
34 0 -45530.79105609 0
35 0 -55345.28182102 0
36 1 39965.54588660 1
37 1 49286.95897066 1
38 1 48778.83816020 1
39 0 -40577.51676080 0
40 0 -41827.54128028 0
41 1 56019.82880102 1
42 1 55723.63253054 1
43 1 39730.97105421 1
44 0 -53707.10961444 0
45 1 40067.47453930 1
46 0 -44780.73546253 0
47 0 -33377.14782634 0
48 1 43648.57248056 1
49 0 -54176.14692067 0
50 0 -48997.95347054 0
51 0 -45968.85425475 0
52 1 39881.34886852 1
53 0 -35528.47305554 0
54 1 50507.92858907 1
55 1 44173.76919440 1
56 0 -52245.61377685 0
57 1 45245.56650420 1
58 0 -45976.65760757 0
59 0 -36939.37414737 0
60 1 32108.69945474 1
61 1 40695.01654152 1
62 0 -41171.76559815 0
63 1 43668.63025454 1
64 1 42080.71329075 1
65 0 -46768.80697257 0
66 1 39680.29779407 1
67 1 39177.65506225 1
68 0 -48020.05439249 0
69 0 -44998.09824357 0
70 1 42626.63231837 1
71 0 -36202.24666195 0
72 0 -38600.29887613 0
73 0 -39122.64827330 0
74 0 -29638.01281609 0
75 1 31882.21392838 1
76 1 38235.32050359 1
77 0 -36056.70402709 0
78 1 31118.55842298 1
79 0 -41855.24792993 0
80 1 26248.02899790 1
81 0 -35960.28446114 0
82 1 47053.52136442 1
83 0 -41327.70767234 0
84 1 41750.75864004 1
85 0 -41330.28638535 0
86 1 49596.54994340 1
87 0 -36300.39231518 0
88 0 -37351.65023137 0
89 0 -43857.97120309 0
90 0 -41290.41079072 0
91 1 38244.51881560 1
92 1 43032.02236810 1
93 1 42552.24340191 1
94 0 -41937.66257014 0
95 0 -44778.54529238 0
96 0 -45120.06336565 0
97 0 -42282.05381909 0
98 0 -31834.98568035 0
99 1 41844.57656354 1
100 1 42048.58221076 1
101 1 25758.58603916 1
102 0 -34286.21944036 0
103 0 -36978.87854940 0
104 0 -30259.55365284 0
105 0 -35742.61953416 0
106 0 -30627.65509962 0
107 0 -37061.58525046 0
108 0 -40564.46626032 0
109 0 -35598.96774462 0
110 1 38506.99288559 1
111 1 38281.18518322 1
112 0 -45885.78144690 0
113 0 -51274.94343634 0
114 0 -43390.83287914 0
115 0 -43410.97383786 0
116 0 -42341.04030716 0
117 0 -54561.31274307 0
118 1 42967.30899701 1
119 0 -54060.41290942 0
120 1 43341.60392594 1
121 0 -45341.77058195 0
122 1 44188.18499108 1
123 1 49851.33005858 1
124 0 -47055.43769953 0
125 0 -47385.89906051 0
126 0 -47384.98724781 0
127 1 42332.36305080 1
128 0 -41606.77431680 0
129 0 -41276.13268456 0
130 0 -25966.31826457 0
131 0 -50373.21635485 0
132 0 -30559.08900347 0
133 1 47112.42944860 1
134 0 -44861.97991328 0
135 1 44954.89971825 1
136 0 -36674.10899407 0
137 0 -35754.33529446 0
138 1 46388.08152941 1
139 0 -47191.55939731 0
140 1 36196.21685183 1
141 0 -50103.96408334 0
142 0 -32225.92094226 0
143 1 40710.41839276 1
144 0 -34046.96334812 0
145 1 40681.77383686 1
146 1 39050.52447159 1
147 0 -39354.72205383 0
148 1 42589.55374348 1
149 1 33311.56007773 1
150 0 -27694.64156775 0
151 1 36775.03953845 1
152 0 -37946.66387122 0
153 1 37308.56586356 1
154 1 36642.01523231 1
155 1 46451.98528913 1
156 0 -38219.25123230 0
157 1 27452.12393190 1
158 0 -35820.37392401 0
159 0 -39657.96814155 0
160 0 -29450.07449186 0
161 0 -35408.12642623 0
162 1 48451.99340343 1
163 0 -40240.72949046 0
164 0 -41431.06628300 0
165 1 36462.48307877 1
166 0 -49135.19891708 0
167 0 -34227.85561041 0
168 1 26027.95504780 1
169 1 41717.42722365 1
170 0 -34184.89804883 0
171 1 38089.80775190 1
172 1 39190.68724560 1
173 1 43297.92714372 1
174 0 -46337.46387480 0
175 0 -36046.80711027 0
176 1 46861.31995350 1
177 0 -42168.41654537 0
178 1 32542.63212289 1
179 1 32479.67753882 1
180 1 48594.92687780 1
181 0 -44315.30257936 0
182 1 38088.28346250 1
183 0 -41285.67377482 0
184 1 45391.15942655 1
185 1 36548.91248581 1
186 1 39124.16448250 1
187 1 42317.98838878 1
188 1 38312.26380268 1
189 0 -46920.22240780 0
190 1 47624.04597604 1
191 0 -40021.87606499 0
192 0 -43068.03592493 0
193 0 -36872.04055577 0
194 1 41327.01390781 1
195 0 -43974.81240148 0
196 1 50568.39815632 1
197 1 53556.48929120 1
198 1 43052.27775827 1
199 1 40316.72844789 1
200 0 -38008.35320335 0
201 1 40759.95721382 1
202 1 39812.18453235 1
203 1 47722.78424980 1
204 1 36387.18721599 1
205 0 -32290.02705812 0
206 1 43428.65319102 1
207 1 28741.41463263 1
208 0 -41712.48665153 0
209 0 -44796.80909282 0
210 1 44318.40100472 1
211 0 -35252.82758047 0
212 1 40888.51581843 1
213 0 -37309.02647213 0
214 0 -20373.83561567 0
215 0 -36099.01149987 0
216 0 -33838.61628880 0
217 0 -38691.16272059 0
218 1 46829.77590270 1
219 0 -45547.22474413 0
220 1 27927.37539750 1
221 1 27359.16806132 1
222 1 32903.06852195 1
223 0 -34642.24282529 0
224 0 -43971.18741912 0
225 0 -42205.39806711 0
226 0 -47864.42804397 0
227 1 25789.73040252 1
228 0 -27040.18423980 0
229 0 -35161.54544276 0
230 0 -32500.01082641 0
231 1 37145.64462355 1
232 1 36363.27864021 1
233 0 -43608.71698616 0
234 0 -30427.84216584 0
235 1 33267.44389801 1
236 0 -43888.83881547 0
237 1 36639.31487272 1
238 0 -41136.99133311 0
239 0 -36974.21507812 0
240 0 -40937.69634084 0
241 1 35334.08976878 1
242 1 29506.97662235 1
243 1 37452.09341518 1
244 1 29297.81923215 1
245 1 48379.07653781 1
246 1 47721.17652700 1
247 0 -35843.25267316 0
248 1 22204.30138940 1
249 1 25430.55156585 1
250 1 32194.28559535 1
251 1 30283.24912428 1
252 1 39479.64347025 1
253 1 46919.05068181 1
254 0 -30400.28138662 0
255 0 -11522.77637138 0
256 1 11818.81139624 1
257 1 30050.73572128 1
258 0 -17588.80962782 0
259 0 -32233.75755122 0
260 0 -38462.45542991 0
261 0 -33050.40900291 0
262 0 -13508.51134837 0
263 1 22060.72802677 1
264 1 36117.34253233 1
265 0 -28383.17449451 0
266 0 -36974.04180843 0
267 0 -40463.46163461 0
268 0 -41658.63812108 0
269 1 26737.49102630 1
270 1 29823.59177687 1
271 1 33600.09309792 1
272 0 -37577.45808657 0
273 0 -33492.69059705 0
274 0 -37970.34535992 0
275 1 34551.36216322 1
276 0 -21830.25013395 0
277 1 29527.43517881 1
278 1 27003.97034562 1
279 1 36281.40193711 1
280 1 34608.50740970 1
281 0 -35405.23695601 0
282 1 42577.64435265 1
283 0 -24824.19762476 0
284 0 -28926.31966388 0
285 1 29379.50933241 1
286 0 -37559.10078466 0
287 1 49190.26206139 1
288 1 42725.85821623 1
289 0 -40540.27807015 0
290 0 -34157.20873908 0
291 0 -30735.63690119 0
292 1 43316.99152486 1
293 0 -44277.63278870 0
294 1 39696.95715457 1
295 0 -39400.67453711 0
296 0 -42465.10438002 0
297 1 44644.49189959 1
298 1 35586.81557048 1
299 1 39752.10713499 1
300 1 45275.83128201 1
301 0 -51100.87078799 0
302 1 52689.23681161 1
303 1 58012.06918684 1
304 0 -36734.14724403 0
305 1 35019.46522536 1
306 1 45858.58928753 1
307 1 33149.26796534 1
308 0 -36372.16107868 0
309 0 -35756.91523009 0
310 0 -44758.50678720 0
