Turbo Decoder End-to-End Report
symbols=6144 n_half_iter=11 f1=263 f2=480 total_outputs=6144 expected_outputs=6144
final_decision_symbols=6144 bit_errors_vs_original=19
idx_orig pi_inv bit_orig bit_int_at_pi_inv l_sys_orig l_par1_orig l_par2_int final_llr hard_dec match_orig
36 1980 0 0 1 -5 -3 -64 0 OK
37 4691 1 1 -10 -7 6 63 1 OK
38 682 0 0 15 3 15 -64 0 OK
39 2241 0 0 15 -7 -16 -64 0 OK
40 3224 1 1 -13 -7 -4 63 1 OK
41 3631 0 0 5 0 -15 -64 0 OK
42 3462 0 0 15 -16 4 -64 0 OK
43 2717 0 0 14 9 -15 -64 0 OK
44 1396 1 1 -3 10 8 63 1 OK
45 5643 1 1 -14 -16 15 63 1 OK
46 3170 0 0 -1 -7 -5 -64 0 OK
47 121 1 1 -13 -6 -16 63 1 OK
48 2640 1 1 -7 2 -15 63 1 OK
49 4583 0 0 12 -16 15 -64 0 OK
50 5950 1 1 -6 0 -13 63 1 OK
51 597 1 1 -12 3 -16 63 1 OK
52 812 1 1 -5 15 -13 63 1 OK
53 451 0 0 15 -3 -7 -64 0 OK
54 5658 0 0 6 -16 11 -64 0 OK
55 4145 0 0 4 -5 15 -64 0 OK
56 2056 1 1 4 6 -13 63 1 OK
57 5535 1 1 -16 -6 9 63 1 OK
58 2294 0 0 11 14 -9 -64 0 OK
59 4621 1 1 -7 11 8 63 1 OK
60 228 1 1 -13 1 15 63 1 OK
61 1403 1 1 -15 7 -10 63 1 OK
62 2002 1 1 1 -8 6 63 1 OK
63 2025 0 0 7 0 -16 -64 0 OK
64 1472 1 1 -10 0 5 63 1 OK
65 343 1 1 1 -11 -12 63 1 OK
66 4782 0 0 14 -15 -15 -64 0 OK
67 2501 0 0 3 1 -5 -64 0 OK
68 5788 0 0 15 -13 15 -64 0 OK
69 2355 1 1 -4 -8 -16 63 1 OK
70 4490 1 1 -1 -4 10 63 1 OK
71 6049 1 1 -6 -16 11 63 1 OK
72 888 1 1 -5 -10 3 63 1 OK
73 1295 0 0 15 12 -10 -64 0 OK
74 1126 0 0 11 10 10 -64 0 OK
75 381 0 0 13 0 -11 -64 0 OK
76 5204 0 0 6 -13 15 -64 0 OK
77 3307 1 1 -10 15 -5 63 1 OK
78 834 1 1 -8 -10 14 63 1 OK
79 3929 0 0 12 11 8 -64 0 OK
80 304 1 1 -10 15 -16 63 1 OK
81 2247 1 1 -9 -1 7 63 1 OK
82 3614 1 1 -11 15 5 63 1 OK
83 4405 1 1 -16 -16 -10 63 1 OK
84 4620 1 1 -16 -12 15 63 1 OK
85 4259 1 1 -16 7 -12 63 1 OK
86 3322 1 1 0 15 -12 63 1 OK
87 1809 1 1 -5 13 -16 63 1 OK
88 5864 1 1 -7 -5 15 63 1 OK
89 3199 1 1 -16 4 12 63 1 OK
90 6102 0 0 4 11 13 -64 0 OK
91 2285 0 0 11 15 -6 -64 0 OK
92 4036 0 0 2 8 15 -64 0 OK
93 5211 1 1 -14 -10 -14 63 1 OK
94 5810 0 0 4 15 3 -64 0 OK
95 5833 1 1 -16 5 -6 63 1 OK
96 5280 0 0 15 11 -15 -64 0 OK
97 4151 0 0 2 -5 5 -64 0 OK
98 2446 1 1 -16 10 -16 63 1 OK
99 165 0 0 15 -15 -13 -64 0 OK
100 3452 1 1 -5 10 10 63 1 OK
101 19 0 0 15 -11 6 -64 0 OK
102 2154 0 0 2 3 15 -64 0 OK
103 3713 1 1 -9 11 -12 63 1 OK
104 4696 0 0 6 8 8 -64 0 OK
105 5103 1 1 11 -11 15 63 1 OK
106 4934 0 0 12 15 -13 -64 0 OK
107 4189 1 1 -9 15 -11 63 1 OK
108 2868 0 0 12 15 -16 -64 0 OK
109 971 1 1 -16 15 -8 63 1 OK
110 4642 0 0 3 -14 -16 -64 0 OK
111 1593 1 1 -16 -9 -14 63 1 OK
112 4112 1 1 -16 -16 -14 63 1 OK
113 6055 0 0 11 15 2 -64 0 OK
114 1278 1 1 -7 -9 15 63 1 OK
115 2069 0 0 9 -11 11 -64 0 OK
116 2284 0 0 15 10 15 -64 0 OK
117 1923 1 1 -16 12 -14 63 1 OK
118 986 1 1 -9 -9 -11 63 1 OK
119 5617 0 0 -3 -8 1 -64 0 OK
120 3528 0 0 9 5 -8 -64 0 OK
121 863 1 1 -16 8 5 63 1 OK
122 3766 1 1 -6 -15 -1 63 1 OK
123 6093 1 1 -16 12 -6 63 1 OK
124 1700 1 1 -8 -6 0 63 1 OK
125 2875 0 0 4 6 15 -64 0 OK
126 3474 0 0 6 -12 -2 -64 0 OK
127 3497 1 1 -14 -1 -2 63 1 OK
128 2944 0 0 3 4 -15 -64 0 OK
129 1815 1 1 -15 -16 -4 63 1 OK
130 110 0 0 9 -16 -16 -64 0 OK
131 3973 1 1 -5 -15 -15 63 1 OK
132 1116 1 1 -6 14 -14 63 1 OK
133 3827 1 1 -9 2 -10 63 1 OK
134 5962 0 0 15 -3 3 -64 0 OK
135 1377 0 0 15 15 5 -64 0 OK
136 2360 0 0 4 15 5 -64 0 OK
137 2767 0 0 12 0 -12 -64 0 OK
138 2598 1 1 -8 8 15 63 1 OK
139 1853 1 1 -6 -4 7 63 1 OK
140 532 1 1 -16 3 5 63 1 OK
141 4779 0 0 8 15 -7 -64 0 OK
142 2306 1 1 -16 0 15 63 1 OK
143 5401 1 1 -3 13 4 63 1 OK
144 1776 0 0 13 15 -16 -64 0 OK
145 3719 0 0 6 -16 13 -64 0 OK
146 5086 1 1 -15 12 -9 63 1 OK
147 5877 0 0 15 -4 6 -64 0 OK
148 6092 1 1 -3 9 14 63 1 OK
149 5731 0 0 2 -16 -9 -64 0 OK
150 4794 1 1 -3 15 15 63 1 OK
151 3281 1 1 -16 5 14 63 1 OK
152 1192 0 0 13 -2 14 -64 0 OK
153 4671 1 1 -16 -7 9 63 1 OK
154 1430 1 1 -2 -8 -2 63 1 OK
155 3757 1 1 -14 -3 -7 63 1 OK
156 5508 1 1 -13 -7 13 63 1 OK
157 539 1 1 -5 -8 -15 63 1 OK
158 1138 0 0 12 0 -7 -64 0 OK
159 1161 1 1 -11 -7 -10 63 1 OK
160 608 0 0 8 -16 -1 -64 0 OK
161 5623 1 1 -16 -11 6 63 1 OK
162 3918 1 1 -12 15 7 63 1 OK
163 1637 0 0 13 -16 -5 -64 0 OK
164 4924 1 1 -9 4 -16 63 1 OK
165 1491 1 1 -7 12 -7 63 1 OK
166 3626 0 0 10 -4 -14 -64 0 OK
167 5185 0 0 0 6 -15 -64 0 OK
168 24 0 0 14 12 -5 -64 0 OK
169 431 0 0 15 -16 6 -64 0 OK
170 262 1 1 -16 15 9 63 1 OK
171 5661 1 1 -16 14 7 63 1 OK
172 4340 1 1 -13 13 15 63 1 OK
173 2443 0 0 2 -4 -5 -64 0 OK
174 6114 0 0 12 -10 -3 -64 0 OK
175 3065 0 0 9 -1 5 -64 0 OK
176 5584 0 0 12 -13 5 -64 0 OK
177 1383 0 0 7 15 0 -64 0 OK
178 2750 0 0 2 -3 15 -64 0 OK
179 3541 1 1 -16 -9 14 63 1 OK
180 3756 0 0 10 9 -6 -64 0 OK
181 3395 1 1 -9 -15 -15 63 1 OK
182 2458 1 1 -8 12 -8 63 1 OK
183 945 1 1 -4 -16 7 63 1 OK
184 5000 0 0 15 12 15 -64 0 OK
185 2335 1 1 -16 0 -11 63 1 OK
186 5238 1 1 -14 -6 -5 63 1 OK
187 1421 1 1 -16 9 -9 63 1 OK
188 3172 0 0 8 13 -5 -64 0 OK
189 4347 1 1 -3 -4 -7 63 1 OK
190 4946 1 1 -8 1 -15 63 1 OK
191 4969 0 0 8 -16 5 -64 0 OK
192 4416 0 0 5 -10 6 -64 0 OK
193 3287 0 0 5 15 -9 -64 0 OK
194 1582 0 0 11 -8 7 -64 0 OK
195 5445 0 0 -4 15 -11 -64 0 OK
196 2588 1 1 -16 -10 15 63 1 OK
197 5299 1 1 -6 6 -4 63 1 OK
198 1290 0 0 5 15 4 -64 0 OK
199 2849 0 0 10 15 8 -64 0 OK
200 3832 1 1 -16 -5 4 63 1 OK
201 4239 1 1 -16 -3 -10 63 1 OK
202 4070 0 0 9 -14 -16 -64 0 OK
203 3325 1 1 -5 11 1 63 1 OK
204 2004 0 0 10 11 -11 -64 0 OK
205 107 1 1 -3 -5 -2 63 1 OK
206 3778 0 0 11 15 1 -64 0 OK
207 729 0 0 15 -14 -16 -64 0 OK
208 3248 0 0 12 14 6 -64 0 OK
209 5191 1 1 -13 -5 -4 63 1 OK
210 414 1 1 -5 11 15 63 1 OK
211 1205 1 1 -9 -15 -8 63 1 OK
212 1420 1 1 -7 -16 -3 63 1 OK
213 1059 0 0 8 -14 3 -64 0 OK
214 122 1 1 -4 11 9 63 1 OK
215 4753 1 1 1 -7 -12 63 1 OK
216 2664 1 1 -6 -2 15 63 1 OK
217 6143 1 1 -7 15 -16 63 1 OK
218 2902 1 1 -9 15 9 63 1 OK
219 5229 0 0 9 -16 15 -64 0 OK
220 836 1 1 -10 -8 14 63 1 OK
221 2011 0 0 1 6 -16 -64 0 OK
222 2610 0 0 9 15 1 -64 0 OK
223 2633 0 0 15 -16 -10 -64 0 OK
224 2080 0 0 10 8 -16 -64 0 OK
225 951 1 1 -8 5 15 63 1 OK
226 5390 1 1 -6 -5 -4 63 1 OK
227 3109 1 1 -10 -8 -13 63 1 OK
228 252 1 1 -13 7 5 63 1 OK
229 2963 0 0 9 -16 15 -64 0 OK
230 5098 0 0 1 -16 15 -64 0 OK
231 513 1 1 -9 0 6 63 1 OK
232 1496 1 1 -8 -11 -8 63 1 OK
233 1903 0 0 12 12 -13 -64 0 OK
234 1734 0 0 6 -15 12 -64 0 OK
235 989 1 1 -9 1 -5 63 1 OK
236 5812 0 0 13 15 10 -64 0 OK
237 3915 0 0 15 15 -16 -64 0 OK
238 1442 1 1 -16 9 -16 63 1 OK
239 4537 1 1 -16 5 -1 63 1 OK
240 912 0 0 15 2 9 -64 0 OK
241 2855 0 0 15 -8 -16 -64 0 OK
242 4222 0 0 5 -10 3 -64 0 OK
243 5013 1 1 -16 9 -16 63 1 OK
244 5228 1 1 -11 2 -10 63 1 OK
245 4867 1 1 -12 -2 -14 63 1 OK
246 3930 1 1 -2 9 8 63 1 OK
247 2417 0 0 15 -3 -6 -64 0 OK
248 328 0 0 8 -16 -3 -64 0 OK
249 3807 0 0 5 -15 -1 -64 0 OK
250 566 0 0 15 15 10 -64 0 OK
251 2893 0 0 13 -2 15 -64 0 OK
252 4644 0 0 2 14 12 -64 0 OK
253 5819 1 1 -16 -10 15 63 1 OK
254 274 0 0 12 -3 -11 -64 0 OK
255 297 1 1 -10 -7 -14 63 1 OK
256 5888 1 1 -8 3 -16 63 1 OK
257 4759 0 0 11 -12 -6 -64 0 OK
258 3054 1 1 -4 14 -6 63 1 OK
259 773 0 0 7 -7 11 -64 0 OK
260 4060 0 0 8 -16 0 -64 0 OK
261 627 1 1 -12 14 15 63 1 OK
262 2762 1 1 -7 -5 -16 63 1 OK
263 4321 0 0 11 12 -16 -64 0 OK
264 5304 0 0 1 -16 15 -64 0 OK
265 5711 1 1 -14 -16 -8 63 1 OK
266 5542 0 0 5 10 6 -64 0 OK
267 4797 1 1 -12 -16 2 63 1 OK
268 3476 1 1 -10 6 6 63 1 OK
269 1579 0 0 15 8 -12 -64 0 OK
270 5250 1 1 -10 -1 -10 63 1 OK
271 2201 1 1 0 -15 -2 63 1 OK
272 4720 1 1 -4 15 13 63 1 OK
273 519 0 0 8 -15 5 -64 0 OK
274 1886 0 0 6 1 15 -64 0 OK
275 2677 1 1 -8 6 5 63 1 OK
276 2892 0 0 8 10 15 -64 0 OK
277 2531 0 0 0 12 -11 -64 0 OK
278 1594 1 1 2 -16 7 63 1 OK
279 81 0 0 1 9 9 -64 0 OK
280 4136 0 0 -1 -8 3 -64 0 OK
281 1471 0 0 15 6 1 -64 0 OK
282 4374 1 1 -10 -7 -8 63 1 OK
283 557 1 1 -13 8 15 63 1 OK
284 2308 1 1 -7 -6 10 63 1 OK
285 3483 1 1 -7 -6 -16 63 1 OK
286 4082 0 0 15 -16 11 -64 0 OK
287 4105 1 1 -10 12 -4 63 1 OK
288 3552 0 0 15 10 -14 -64 0 OK
289 2423 0 0 14 14 -10 -64 0 OK
290 718 1 1 -5 -5 -16 63 1 OK
291 4581 1 1 -14 -7 -8 63 1 OK
292 1724 1 1 -13 10 15 63 1 OK
293 4435 0 0 15 -9 -9 -64 0 OK
294 426 0 0 9 -15 11 -64 0 OK
295 1985 0 0 15 -5 8 -64 0 OK
296 2968 0 0 15 15 14 -64 0 OK
297 3375 0 0 15 -11 -13 -64 0 OK
298 3206 1 1 -14 -16 -10 63 1 OK
299 2461 0 0 13 14 -10 -64 0 OK
300 1140 0 0 13 7 -12 -64 0 OK
301 5387 0 0 -3 -10 13 -64 0 OK
302 2914 1 1 -6 14 -2 63 1 OK
303 6009 0 0 3 -13 14 -64 0 OK
304 2384 0 0 8 -5 1 -64 0 OK
305 4327 0 0 14 -3 -14 -64 0 OK
306 5694 0 0 6 11 -16 -64 0 OK
307 341 0 0 6 2 15 -64 0 OK
308 556 0 0 15 15 4 -64 0 OK
309 195 1 1 -7 -15 -12 63 1 OK
310 5402 0 0 6 -14 4 -64 0 OK
311 3889 0 0 15 2 15 -64 0 OK
312 1800 1 1 -10 14 -10 63 1 OK
313 5279 1 1 -7 -5 -2 63 1 OK
314 2038 0 0 1 -11 -6 -64 0 OK
315 4365 0 0 12 14 9 -64 0 OK
316 6116 1 1 -5 15 13 63 1 OK
317 1147 0 0 9 8 -16 -64 0 OK
318 1746 1 1 -12 11 15 63 1 OK
319 1769 1 1 -5 13 -11 63 1 OK
320 1216 0 0 8 15 12 -64 0 OK
321 87 1 1 -10 4 -16 63 1 OK
322 4526 1 1 -14 15 15 63 1 OK
323 2245 0 0 6 10 15 -64 0 OK
324 5532 1 1 -7 15 15 63 1 OK
325 2099 0 0 15 -11 15 -64 0 OK
326 4234 1 1 -12 -11 -14 63 1 OK
327 5793 0 0 15 0 -4 -64 0 OK
328 632 0 0 12 13 -13 -64 0 OK
329 1039 0 0 15 2 8 -64 0 OK
330 870 0 0 9 -12 10 -64 0 OK
331 125 0 0 15 5 15 -59 0 OK
332 4948 1 1 -16 -16 -9 63 1 OK
333 3051 0 0 -2 -9 -4 -64 0 OK
334 578 1 1 -7 15 -11 63 1 OK
335 3673 0 0 15 4 2 -64 0 OK
336 48 1 1 -16 5 15 63 1 OK
337 1991 1 1 -16 -4 -16 63 1 OK
338 3358 0 0 8 -9 -11 -59 0 OK
339 4149 1 1 -16 10 5 63 1 OK
340 4364 1 1 -2 -16 5 63 1 OK
341 4003 0 0 13 15 2 -64 0 OK
342 3066 1 1 -13 8 11 63 1 OK
343 1553 1 1 -10 4 5 63 1 OK
344 5608 1 1 -11 15 -14 63 1 OK
345 2943 1 1 -8 -11 -14 63 1 OK
346 5846 0 0 4 6 0 -64 0 OK
347 2029 0 0 15 -12 15 -64 0 OK
348 3780 0 0 -8 -1 10 -64 0 OK
349 4955 1 1 -14 -2 -15 63 1 OK
350 5554 1 1 -9 12 15 63 1 OK
351 5577 0 0 8 7 -16 -64 0 OK
352 5024 1 1 4 -8 11 63 1 OK
353 3895 1 1 -6 -9 -8 63 1 OK
354 2190 1 1 -10 15 7 63 1 OK
355 6053 0 0 9 -15 6 -64 0 OK
356 3196 1 1 -12 11 15 63 1 OK
357 5907 1 1 -6 15 10 63 1 OK
358 1898 0 0 15 -10 -10 -64 0 OK
359 3457 0 0 11 4 -9 -64 0 OK
360 4440 0 0 1 6 -16 -64 0 OK
361 4847 0 0 1 -15 10 -64 0 OK
362 4678 1 1 -8 15 -11 63 1 OK
363 3933 1 1 0 12 -6 63 1 OK
364 2612 1 1 -13 10 -5 63 1 OK
365 715 0 0 12 5 -12 -64 0 OK
366 4386 1 1 -14 3 15 63 1 OK
367 1337 1 1 -9 11 -10 63 1 OK
368 3856 0 0 9 3 8 -64 0 OK
369 5799 1 1 -12 8 -10 63 1 OK
370 1022 0 0 7 -5 -14 -64 0 OK
371 1813 1 1 -9 -3 -1 63 1 OK
372 2028 0 0 15 2 10 -64 0 OK
373 1667 0 0 5 -1 12 -64 0 OK
374 730 0 0 15 -15 13 -64 0 OK
375 5361 1 1 7 0 8 63 1 OK
376 3272 0 0 15 -16 -14 -64 0 OK
377 607 0 0 15 -6 -7 -64 0 OK
378 3510 1 1 -16 11 7 63 1 OK
379 5837 0 0 15 12 15 -64 0 OK
380 1444 1 1 -14 -4 15 63 1 OK
381 2619 0 0 7 15 15 -64 0 OK
382 3218 1 1 -8 6 -9 63 1 OK
383 3241 0 0 8 2 0 -64 0 OK
384 2688 1 1 7 11 -15 63 1 OK
385 1559 0 0 10 -3 -13 -64 0 OK
386 5998 1 1 -10 -12 -9 63 1 OK
387 3717 1 1 -10 -14 -11 63 1 OK
388 860 1 1 -2 -5 1 63 1 OK
389 3571 1 1 -10 -10 15 63 1 OK
390 5706 1 1 -14 -3 13 63 1 OK
391 1121 1 1 -10 -13 2 63 1 OK
392 2104 0 0 8 12 -16 -64 0 OK
393 2511 1 1 -8 -13 9 63 1 OK
394 2342 0 0 8 -11 11 -64 0 OK
395 1597 0 0 11 15 9 -64 0 OK
396 276 0 0 13 -4 -12 -64 0 OK
397 4523 0 0 3 15 -7 -64 0 OK
398 2050 0 0 8 15 -6 -64 0 OK
399 5145 0 0 0 -16 -7 -64 0 OK
400 1520 1 1 -6 6 6 63 1 OK
401 3463 0 0 9 -16 -4 -64 0 OK
402 4830 1 1 -10 1 -10 63 1 OK
403 5621 1 1 -13 5 14 63 1 OK
404 5836 0 0 3 -2 0 -64 0 OK
405 5475 0 0 8 9 5 -64 0 OK
406 4538 1 1 -11 -2 -14 63 1 OK
407 3025 0 0 13 -6 3 -64 0 OK
408 936 0 0 5 14 11 -64 0 OK
409 4415 1 1 -16 7 9 63 1 OK
410 1174 1 1 -13 -16 -13 63 1 OK
411 3501 0 0 15 1 8 -64 0 OK
412 5252 0 0 11 15 -10 -64 0 OK
413 283 1 1 -8 6 8 63 1 OK
414 882 1 1 -1 -6 7 63 1 OK
415 905 0 0 10 2 -7 -64 0 OK
416 352 0 0 -5 3 -10 -64 0 OK
417 5367 1 1 1 8 15 63 1 OK
418 3662 1 1 -16 -14 9 63 1 OK
419 1381 1 1 -10 7 12 63 1 OK
420 4668 1 1 -14 -7 4 63 1 OK
421 1235 1 1 -16 -3 10 63 1 OK
422 3370 1 1 -1 9 11 63 1 OK
423 4929 1 1 -16 3 11 63 1 OK
424 5912 1 1 -8 15 -12 63 1 OK
425 175 1 1 -2 -16 -16 63 1 OK
426 6 0 0 0 -9 9 -64 0 OK
427 5405 1 1 -14 -9 4 63 1 OK
428 4084 1 1 -8 5 13 63 1 OK
429 2187 1 1 -10 2 15 63 1 OK
430 5858 1 1 -16 8 7 63 1 OK
431 2809 0 0 15 12 4 -64 0 OK
432 5328 0 0 12 -7 6 -64 0 OK
433 1127 1 1 -16 -1 -16 63 1 OK
434 2494 1 1 -16 15 7 63 1 OK
435 3285 0 0 7 -7 15 -64 0 OK
436 3500 0 0 15 2 -2 -64 0 OK
437 3139 1 1 -15 -5 3 63 1 OK
438 2202 1 1 -12 13 7 63 1 OK
439 689 1 1 -7 -4 14 63 1 OK
440 4744 1 1 -4 -13 15 63 1 OK
441 2079 1 1 -9 3 15 63 1 OK
442 4982 1 1 -14 11 -12 63 1 OK
443 1165 1 1 -16 12 15 63 1 OK
444 2916 0 0 3 15 6 -64 0 OK
445 4091 0 0 15 -4 -4 -64 0 OK
446 4690 0 0 15 0 -16 -64 0 OK
447 4713 1 1 -16 9 15 63 1 OK
448 4160 0 0 9 12 -13 -64 0 OK
449 3031 1 1 -9 -7 -12 63 1 OK
450 1326 1 1 -16 -13 -8 63 1 OK
451 5189 0 0 9 -8 -11 -64 0 OK
452 2332 0 0 14 -11 -11 -64 0 OK
453 5043 1 1 -8 -1 3 63 1 OK
454 1034 1 1 -16 -3 -7 63 1 OK
455 2593 0 0 13 -9 -14 -64 0 OK
456 3576 1 1 -14 3 -5 63 1 OK
457 3983 0 0 10 -7 -12 -64 0 OK
458 3814 0 0 -1 -16 0 -64 0 OK
459 3069 1 1 -14 12 -3 63 1 OK
460 1748 1 1 -2 -9 15 63 1 OK
461 5995 1 1 -13 -6 -10 63 1 OK
462 3522 0 0 15 -12 -12 -64 0 OK
463 473 0 0 11 -9 -1 -64 0 OK
464 2992 1 1 -16 -3 -7 63 1 OK
465 4935 0 0 11 -16 -9 -64 0 OK
466 158 0 0 12 -16 -13 -64 0 OK
467 949 0 0 5 15 -16 -64 0 OK
468 1164 1 1 -5 12 15 63 1 OK
469 803 0 0 10 7 -16 -64 0 OK
470 6010 1 1 -9 7 -15 63 1 OK
471 4497 1 1 -7 0 -7 63 1 OK
472 2408 0 0 7 14 15 -64 0 OK
473 5887 1 1 -8 15 15 63 1 OK
474 2646 0 0 15 -8 8 -64 0 OK
475 4973 0 0 15 15 -15 -64 0 OK
476 580 0 0 4 3 -16 -64 0 OK
477 1755 1 1 -10 15 -12 63 1 OK
478 2354 0 0 15 -11 -16 -64 0 OK
479 2377 0 0 6 15 -6 -64 0 OK
480 1824 0 0 8 5 5 -64 0 OK
481 695 1 1 -8 9 -13 63 1 OK
482 5134 1 1 -11 12 -16 63 1 OK
483 2853 0 0 15 3 15 -64 0 OK
484 6140 1 1 -13 15 -16 63 1 OK
485 2707 1 1 -4 6 7 63 1 OK
486 4842 1 1 -7 -5 15 63 1 OK
487 257 0 0 7 -11 -3 -64 0 OK
488 1240 0 0 13 12 -13 -64 0 OK
489 1647 0 0 15 -9 -16 -64 0 OK
490 1478 1 1 -8 -4 3 63 1 OK
491 733 1 1 -12 -4 14 63 1 OK
492 5556 0 0 10 13 9 -64 0 OK
493 3659 1 1 -7 -10 10 63 1 OK
494 1186 0 0 9 -11 15 -64 0 OK
495 4281 0 0 12 6 9 -64 0 OK
496 656 1 1 -9 -4 -1 63 1 OK
497 2599 1 1 -7 -11 12 63 1 OK
498 3966 0 0 5 -9 -16 -64 0 OK
499 4757 0 0 2 7 4 -64 0 OK
500 4972 0 0 12 -16 4 -64 0 OK
501 4611 0 0 4 15 -6 -64 0 OK
502 3674 1 1 -3 -7 1 63 1 OK
503 2161 1 1 4 8 6 63 1 OK
504 72 0 0 0 10 10 -64 0 OK
505 3551 1 1 -10 -8 15 63 1 OK
506 310 1 1 -7 -6 -7 63 1 OK
507 2637 1 1 -16 14 10 63 1 OK
508 4388 1 1 -16 11 -14 63 1 OK
509 5563 0 0 8 -16 -5 -64 0 OK
510 18 1 1 -9 -11 -3 63 1 OK
511 41 1 1 -12 -5 9 63 1 OK
512 5632 1 1 -7 -15 11 63 1 OK
513 4503 0 0 11 -10 15 -64 0 OK
514 2798 1 1 -16 -10 -1 63 1 OK
515 517 0 0 15 -11 15 -64 0 OK
516 3804 0 0 5 15 10 -64 0 OK
517 371 0 0 15 1 4 -64 0 OK
518 2506 1 1 -3 0 -14 63 1 OK
519 4065 0 0 8 10 -3 -64 0 OK
520 5048 1 1 -16 -8 -3 63 1 OK
521 5455 0 0 14 -4 -16 -64 0 OK
522 5286 0 0 12 15 -3 -64 0 OK
523 4541 1 1 -9 -3 -13 63 1 OK
524 3220 0 0 -4 14 -7 -64 0 OK
525 1323 1 1 -13 10 -2 63 1 OK
526 4994 1 1 -2 15 -16 63 1 OK
527 1945 0 0 15 -16 -6 -64 0 OK
528 4464 0 0 14 -16 2 -64 0 OK
529 263 0 0 5 -6 0 -64 0 OK
530 1630 0 0 5 -16 -7 -64 0 OK
531 2421 1 1 -15 -5 10 63 1 OK
532 2636 0 0 15 -16 -14 -64 0 OK
533 2275 0 0 15 -9 -9 -64 0 OK
534 1338 0 0 15 15 0 -64 0 OK
535 5969 0 0 11 -9 15 -64 0 OK
536 3880 0 0 7 14 -11 -64 0 OK
537 1215 1 1 -12 -9 12 63 1 OK
538 4118 0 0 1 -8 13 -64 0 OK
539 301 0 0 0 0 15 -64 0 OK
540 2052 1 1 -16 15 12 63 1 OK
541 3227 0 0 10 15 6 -64 0 OK
542 3826 0 0 9 -2 -16 -64 0 OK
543 3849 0 0 10 -6 2 -64 0 OK
544 3296 1 1 1 6 -5 -60 0 ERR
545 2167 1 1 6 -8 -14 -64 0 ERR
546 462 1 1 -11 -1 -7 63 1 OK
547 4325 1 1 8 15 -12 -64 0 ERR
548 1468 1 1 -3 10 12 63 1 OK
549 4179 0 0 15 1 15 -64 0 OK
550 170 0 0 14 6 15 -64 0 OK
551 1729 1 1 -16 -16 7 60 1 OK
552 2712 0 0 10 -13 -14 -64 0 OK
553 3119 0 0 15 -1 11 -64 0 OK
554 2950 0 0 8 -16 -5 -64 0 OK
555 2205 0 0 15 15 -7 -64 0 OK
556 884 1 1 -12 -12 0 63 1 OK
557 5131 1 1 -16 9 -15 63 1 OK
558 2658 0 0 -3 -4 -15 -64 0 OK
559 5753 1 1 -6 -10 -16 63 1 OK
560 2128 0 0 11 15 14 -64 0 OK
561 4071 0 0 15 -10 15 -64 0 OK
562 5438 0 0 15 9 7 -64 0 OK
563 85 1 1 -11 -8 9 63 1 OK
564 300 1 1 -9 0 7 63 1 OK
565 6083 1 1 -9 -6 -7 63 1 OK
566 5146 0 0 10 8 -5 -64 0 OK
567 3633 1 1 -11 5 -9 63 1 OK
568 1544 0 0 5 12 7 -64 0 OK
569 5023 0 0 15 -8 -10 -64 0 OK
570 1782 0 0 7 -6 -16 -64 0 OK
571 4109 1 1 -11 13 15 63 1 OK
572 5860 1 1 -15 -8 4 63 1 OK
573 891 0 0 12 12 6 -64 0 OK
574 1490 1 1 -9 10 -12 63 1 OK
