Turbo Decoder End-to-End Report
symbols=3200 n_half_iter=11 f1=111 f2=240 total_outputs=3200 expected_outputs=3200
final_decision_symbols=3200 bit_errors_vs_original=4
idx_orig pi_inv bit_orig bit_int_at_pi_inv l_sys_orig l_par1_orig l_par2_int final_llr hard_dec match_orig
95 2945 1 1 -9 -6 14 63 1 OK
96 1696 1 1 -14 12 3 63 1 OK
97 1567 0 0 7 14 -11 -64 0 OK
98 2558 0 0 5 15 9 -64 0 OK
99 1469 1 1 6 -16 -9 63 1 OK
100 1500 1 1 -16 -14 -16 63 1 OK
101 2651 0 0 8 -8 1 -64 0 OK
102 1722 0 0 8 3 15 -64 0 OK
103 1913 0 0 5 10 -10 -64 0 OK
104 24 0 0 8 -16 12 -64 0 OK
105 2455 0 0 15 15 15 -64 0 OK
106 2806 0 0 11 15 12 -64 0 OK
107 1077 1 1 -16 10 -9 63 1 OK
108 468 0 0 7 -16 -16 -64 0 OK
109 979 0 0 12 2 -2 -64 0 OK
110 2610 0 0 15 5 9 -64 0 OK
111 2161 0 0 13 -1 11 -64 0 OK
112 2832 1 1 -9 10 15 63 1 OK
113 1423 1 1 -16 11 15 63 1 OK
114 1134 1 1 -6 15 -16 63 1 OK
115 1965 1 1 -10 -3 -16 63 1 OK
116 716 0 0 15 -10 -9 -64 0 OK
117 587 0 0 3 11 15 -64 0 OK
118 1578 0 0 15 -16 -3 -64 0 OK
119 489 1 1 -4 -1 15 63 1 OK
120 520 1 1 -11 -10 15 63 1 OK
121 1671 1 1 -4 -8 6 63 1 OK
122 742 1 1 -15 -5 3 63 1 OK
123 933 0 0 15 11 -7 -64 0 OK
124 2244 1 1 -5 -16 -14 63 1 OK
125 1475 1 1 -16 8 15 63 1 OK
126 1826 0 0 15 2 14 -64 0 OK
127 97 0 0 2 1 -13 -64 0 OK
128 2688 0 0 4 4 8 -64 0 OK
129 3199 1 1 -16 -5 9 63 1 OK
130 1630 1 1 -6 -16 -10 63 1 OK
131 1181 1 1 -10 7 -6 63 1 OK
132 1852 0 0 15 -16 14 -64 0 OK
133 443 0 0 12 -4 13 -64 0 OK
134 154 1 1 -10 8 2 63 1 OK
135 985 1 1 -14 -13 -16 63 1 OK
136 2936 0 0 15 14 3 -64 0 OK
137 2807 0 0 15 -11 14 -64 0 OK
138 598 1 1 -16 -16 -12 63 1 OK
139 2709 1 1 -15 -12 -4 63 1 OK
140 2740 0 0 11 4 8 -64 0 OK
141 691 0 0 15 6 8 -64 0 OK
142 2962 1 1 -13 9 15 63 1 OK
143 3153 1 1 -16 10 -16 63 1 OK
144 1264 1 1 -14 -16 -2 63 1 OK
145 495 1 1 4 15 -5 63 1 OK
146 846 1 1 -10 -7 7 63 1 OK
147 2317 0 0 14 14 -11 -64 0 OK
148 1708 0 0 10 -12 -15 -64 0 OK
149 2219 0 0 15 15 12 -64 0 OK
150 650 1 1 -16 -11 0 63 1 OK
151 201 1 1 -14 15 -14 63 1 OK
152 872 0 0 15 7 15 -64 0 OK
153 2663 0 0 11 5 -10 -64 0 OK
154 2374 1 1 -16 -15 15 63 1 OK
155 5 1 1 -9 -16 15 63 1 OK
156 1956 1 1 -16 15 10 63 1 OK
157 1827 0 0 14 -10 -10 -64 0 OK
158 2818 0 0 13 -16 -10 -64 0 OK
159 1729 0 0 -2 -16 -5 -64 0 OK
160 1760 0 0 13 4 14 -64 0 OK
161 2911 0 0 14 -12 10 -64 0 OK
162 1982 0 0 7 15 15 -64 0 OK
163 2173 1 1 -5 -13 -16 63 1 OK
164 284 0 0 11 -2 -1 -64 0 OK
165 2715 1 1 -3 -11 -9 63 1 OK
166 3066 0 0 5 -16 13 -64 0 OK
167 1337 1 1 0 8 6 63 1 OK
168 728 1 1 -10 -9 5 63 1 OK
169 1239 1 1 3 -1 -2 63 1 OK
170 2870 0 0 5 -8 -7 -64 0 OK
171 2421 1 1 -7 3 3 63 1 OK
172 3092 1 1 -15 -16 -6 63 1 OK
173 1683 1 1 -7 -11 -15 63 1 OK
174 1394 0 0 9 -2 15 -64 0 OK
175 2225 1 1 -10 13 14 63 1 OK
176 976 1 1 -10 -15 5 63 1 OK
177 847 1 1 -16 -13 15 63 1 OK
178 1838 1 1 -14 6 7 63 1 OK
179 749 1 1 -16 10 -7 63 1 OK
180 780 1 1 -14 15 -9 63 1 OK
181 1931 0 0 12 -2 15 -64 0 OK
182 1002 1 1 2 14 4 63 1 OK
183 1193 1 1 -5 13 12 63 1 OK
184 2504 0 0 5 9 -14 -64 0 OK
185 1735 0 0 15 -16 0 -64 0 OK
186 2086 0 0 15 -10 15 -64 0 OK
187 357 1 1 -16 15 4 63 1 OK
188 2948 1 1 -16 -16 12 63 1 OK
189 259 0 0 10 14 15 -64 0 OK
190 1890 1 1 -13 10 -7 63 1 OK
191 1441 1 1 -15 -10 13 63 1 OK
192 2112 0 0 13 -9 11 -64 0 OK
193 703 0 0 9 14 -16 -64 0 OK
194 414 0 0 15 -14 15 -64 0 OK
195 1245 0 0 7 15 -16 -64 0 OK
196 3196 0 0 10 8 -13 -64 0 OK
197 3067 0 0 5 -12 15 -64 0 OK
198 858 0 0 13 -6 -9 -64 0 OK
199 2969 0 0 15 -12 13 -64 0 OK
200 3000 0 0 -3 12 -9 -64 0 OK
201 951 1 1 -16 2 -16 63 1 OK
202 22 1 1 -14 -15 10 63 1 OK
203 213 0 0 15 -11 -3 -64 0 OK
204 1524 0 0 2 3 15 -64 0 OK
205 755 1 1 -11 15 -1 63 1 OK
206 1106 0 0 4 11 -1 -64 0 OK
207 2577 0 0 13 -14 8 -64 0 OK
208 1968 1 1 -2 11 14 63 1 OK
209 2479 1 1 -7 14 15 63 1 OK
210 910 1 1 -9 15 5 63 1 OK
211 461 1 1 -12 1 -16 63 1 OK
212 1132 0 0 8 -14 10 -64 0 OK
213 2923 0 0 13 -5 -16 -64 0 OK
214 2634 1 1 -16 14 7 63 1 OK
215 265 0 0 4 15 -8 -64 0 OK
216 2216 0 0 14 -1 0 -64 0 OK
217 2087 1 1 -12 15 9 63 1 OK
218 3078 1 1 -4 13 -8 63 1 OK
219 1989 0 0 14 -10 15 -64 0 OK
220 2020 1 1 -10 4 -8 63 1 OK
221 3171 0 0 1 10 12 -64 0 OK
222 2242 1 1 -2 -8 15 63 1 OK
223 2433 1 1 0 15 8 63 1 OK
224 544 1 1 -10 -8 15 63 1 OK
225 2975 0 0 11 -1 15 -64 0 OK
226 126 0 0 7 -16 15 -64 0 OK
227 1597 0 0 7 15 4 -64 0 OK
228 988 0 0 15 5 -16 -64 0 OK
229 1499 1 1 -16 -4 15 63 1 OK
230 3130 1 1 0 4 11 63 1 OK
231 2681 0 0 15 8 -16 -64 0 OK
232 152 0 0 10 -8 4 -64 0 OK
233 1943 0 0 3 -16 13 -64 0 OK
234 1654 0 0 15 -16 15 -64 0 OK
235 2485 0 0 7 15 -13 -64 0 OK
236 1236 0 0 15 2 14 -64 0 OK
237 1107 1 1 -16 -10 7 63 1 OK
238 2098 0 0 15 13 -4 -64 0 OK
239 1009 1 1 -12 -16 15 63 1 OK
240 1040 0 0 15 -13 13 -64 0 OK
241 2191 0 0 15 10 15 -64 0 OK
242 1262 1 1 -14 15 15 63 1 OK
243 1453 1 1 -11 -16 15 63 1 OK
244 2764 0 0 11 -6 -6 -64 0 OK
245 1995 1 1 -3 -7 -1 63 1 OK
246 2346 1 1 -12 15 -8 63 1 OK
247 617 0 0 7 4 -16 -64 0 OK
248 8 0 0 15 -12 15 -64 0 OK
249 519 0 0 5 -16 -1 -64 0 OK
250 2150 1 1 -8 -16 4 63 1 OK
251 1701 1 1 -11 15 12 63 1 OK
252 2372 0 0 0 -12 -1 -64 0 OK
253 963 1 1 -16 12 12 63 1 OK
254 674 1 1 1 -1 7 63 1 OK
255 1505 1 1 -7 -4 10 63 1 OK
256 256 1 1 -16 -7 14 63 1 OK
257 127 1 1 -4 4 -4 63 1 OK
258 1118 1 1 -9 -3 6 63 1 OK
259 29 1 1 -16 -14 -13 63 1 OK
260 60 1 1 -16 15 -16 63 1 OK
261 1211 1 1 -15 1 -10 63 1 OK
262 282 1 1 -3 13 13 63 1 OK
263 473 1 1 -14 -13 7 63 1 OK
264 1784 0 0 15 -15 -4 -64 0 OK
265 1015 0 0 15 15 -7 -64 0 OK
266 1366 0 0 15 -3 -4 -64 0 OK
267 2837 0 0 11 15 -16 -64 0 OK
268 2228 0 0 7 9 15 -64 0 OK
269 2739 1 1 -7 9 15 63 1 OK
270 1170 1 1 -16 15 -6 63 1 OK
271 721 1 1 -16 -2 4 63 1 OK
272 1392 1 1 -5 8 -6 63 1 OK
273 3183 1 1 -15 -16 -15 63 1 OK
274 2894 1 1 -16 -7 8 63 1 OK
275 525 1 1 -1 15 5 63 1 OK
276 2476 1 1 -6 10 15 63 1 OK
277 2347 0 0 11 -15 -2 -64 0 OK
278 138 1 1 -14 -10 7 63 1 OK
279 2249 0 0 15 15 6 -64 0 OK
280 2280 1 1 -16 0 13 63 1 OK
281 231 1 1 -10 9 11 63 1 OK
282 2502 0 0 1 15 -16 -64 0 OK
283 2693 1 1 -15 -12 -13 63 1 OK
284 804 1 1 -13 -11 5 63 1 OK
285 35 0 0 14 -8 12 -64 0 OK
286 386 0 0 15 -12 6 -64 0 OK
287 1857 0 0 9 4 -5 -64 0 OK
288 1248 0 0 -5 -13 -5 -64 0 OK
289 1759 0 0 15 13 -12 -64 0 OK
290 190 0 0 13 15 -16 -64 0 OK
291 2941 1 1 -12 2 15 63 1 OK
292 412 0 0 15 -9 15 -64 0 OK
293 2203 0 0 4 5 10 -64 0 OK
294 1914 0 0 15 5 -6 -64 0 OK
295 2745 0 0 2 -3 9 63 1 ERR
296 1496 0 0 15 -16 -14 -64 0 OK
297 1367 0 0 12 -5 8 -64 0 OK
298 2358 0 0 12 14 6 -64 0 OK
299 1269 1 1 4 -3 15 -64 0 ERR
300 1300 0 0 -2 2 -16 63 1 ERR
301 2451 0 0 7 -6 15 -64 0 OK
302 1522 1 1 -11 4 10 63 1 OK
303 1713 1 1 -16 15 10 63 1 OK
304 3024 1 1 -7 5 15 63 1 OK
305 2255 0 0 15 15 15 -64 0 OK
306 2606 0 0 14 -9 -16 -64 0 OK
307 877 1 1 -14 4 -8 63 1 OK
308 268 1 1 -1 1 -10 63 1 OK
309 779 0 0 15 -16 -10 -64 0 OK
310 2410 0 0 15 6 15 -64 0 OK
311 1961 1 1 -12 -7 -13 63 1 OK
312 2632 0 0 15 -14 -6 -64 0 OK
313 1223 0 0 15 15 -14 -64 0 OK
314 934 0 0 4 -9 -14 -64 0 OK
315 1765 1 1 -3 -6 10 63 1 OK
316 516 0 0 13 4 15 -64 0 OK
317 387 0 0 9 6 10 -64 0 OK
318 1378 0 0 6 -16 12 -64 0 OK
319 289 0 0 15 -16 -16 -64 0 OK
320 320 0 0 12 -13 -16 -64 0 OK
321 1471 1 1 -16 -16 -10 63 1 OK
322 542 0 0 2 -13 -16 -64 0 OK
323 733 1 1 -16 15 8 63 1 OK
324 2044 1 1 -16 -4 -15 63 1 OK
325 1275 1 1 -16 -5 4 63 1 OK
326 1626 0 0 15 -6 15 -64 0 OK
327 3097 1 1 -11 7 15 63 1 OK
328 2488 1 1 -16 -16 -16 63 1 OK
329 2999 0 0 9 4 8 -64 0 OK
330 1430 1 1 -16 10 14 63 1 OK
331 981 0 0 9 2 9 -64 0 OK
332 1652 0 0 9 -8 10 -64 0 OK
333 243 1 1 -16 5 -16 63 1 OK
334 3154 1 1 -4 8 -13 63 1 OK
335 785 1 1 -9 7 -9 63 1 OK
336 2736 1 1 3 3 13 63 1 OK
337 2607 1 1 -16 11 9 63 1 OK
338 398 0 0 15 15 -15 -64 0 OK
339 2509 0 0 15 7 15 -64 0 OK
340 2540 0 0 4 9 -5 -64 0 OK
341 491 0 0 13 15 -10 -64 0 OK
342 2762 1 1 -9 -7 14 63 1 OK
343 2953 1 1 -3 -12 15 63 1 OK
344 1064 0 0 8 -14 -14 -64 0 OK
345 295 0 0 11 -11 3 -64 0 OK
346 646 0 0 4 9 -16 -64 0 OK
347 2117 1 1 -16 2 -16 63 1 OK
348 1508 1 1 -13 1 1 63 1 OK
349 2019 1 1 -16 13 11 63 1 OK
350 450 1 1 -7 -1 11 63 1 OK
351 1 0 0 15 6 15 -64 0 OK
352 672 1 1 -2 15 -8 63 1 OK
353 2463 1 1 -9 -6 15 63 1 OK
354 2174 0 0 10 -15 3 -64 0 OK
355 3005 0 0 4 12 -13 -64 0 OK
356 1756 0 0 15 -16 10 -64 0 OK
357 1627 1 1 -16 -16 -16 63 1 OK
358 2618 1 1 1 -8 -15 63 1 OK
359 1529 1 1 -6 -13 3 63 1 OK
360 1560 1 1 -2 -9 -16 63 1 OK
361 2711 0 0 12 6 15 -64 0 OK
362 1782 0 0 12 10 -16 -64 0 OK
363 1973 0 0 13 -1 -15 -64 0 OK
364 84 1 1 -14 12 -11 63 1 OK
365 2515 1 1 4 12 4 63 1 OK
366 2866 1 1 -11 15 15 63 1 OK
367 1137 0 0 15 8 10 -64 0 OK
368 528 1 1 -8 14 -12 63 1 OK
369 1039 0 0 7 0 15 -64 0 OK
370 2670 1 1 2 -11 2 63 1 OK
371 2221 1 1 -4 -6 -16 63 1 OK
372 2892 1 1 -15 -16 -8 63 1 OK
373 1483 0 0 8 14 -14 -64 0 OK
374 1194 1 1 -16 -12 -13 63 1 OK
375 2025 1 1 -10 8 -16 63 1 OK
376 776 1 1 -13 -10 -16 63 1 OK
377 647 1 1 -15 -8 10 63 1 OK
378 1638 0 0 15 -14 7 -64 0 OK
379 549 0 0 12 -16 -15 -64 0 OK
380 580 0 0 13 5 2 -64 0 OK
381 1731 0 0 0 -16 -14 -64 0 OK
382 802 1 1 -7 -16 -9 63 1 OK
383 993 0 0 -1 8 15 -64 0 OK
384 2304 0 0 13 14 -16 -64 0 OK
385 1535 0 0 10 -7 15 -64 0 OK
386 1886 0 0 13 -16 -10 -64 0 OK
387 157 0 0 15 -16 7 -64 0 OK
388 2748 0 0 15 15 5 -64 0 OK
389 59 1 1 -15 15 15 63 1 OK
390 1690 0 0 15 -1 8 -64 0 OK
391 1241 0 0 12 -12 -14 -64 0 OK
392 1912 1 1 -12 7 15 63 1 OK
393 503 0 0 15 -16 4 -64 0 OK
394 214 0 0 7 -9 15 -64 0 OK
395 1045 1 1 -9 15 -6 63 1 OK
396 2996 0 0 15 15 -15 -64 0 OK
397 2867 1 1 -16 -14 15 63 1 OK
398 658 1 1 -6 -9 6 63 1 OK
399 2769 0 0 15 2 -15 -64 0 OK
400 2800 0 0 11 -1 -10 -64 0 OK
401 751 1 1 -14 -3 0 63 1 OK
402 3022 0 0 8 -9 11 -64 0 OK
403 13 1 1 -9 14 3 63 1 OK
404 1324 1 1 -4 -4 5 63 1 OK
405 555 1 1 -13 -14 -12 63 1 OK
406 906 0 0 13 -16 8 -64 0 OK
407 2377 1 1 -11 4 -15 63 1 OK
408 1768 0 0 12 2 -14 -64 0 OK
409 2279 0 0 12 15 15 -64 0 OK
410 710 0 0 15 13 3 -64 0 OK
411 261 0 0 15 12 -9 -64 0 OK
412 932 0 0 15 4 -13 -64 0 OK
413 2723 1 1 -4 -12 -5 63 1 OK
414 2434 1 1 -10 -6 -16 63 1 OK
415 65 0 0 10 -16 -6 -64 0 OK
416 2016 0 0 11 -16 14 -64 0 OK
417 1887 0 0 10 15 -11 -64 0 OK
418 2878 0 0 2 -6 1 -64 0 OK
419 1789 1 1 -10 -13 5 63 1 OK
420 1820 0 0 -5 4 -2 -64 0 OK
421 2971 0 0 9 2 15 -64 0 OK
422 2042 0 0 8 -12 -5 -64 0 OK
423 2233 0 0 13 -16 -9 -64 0 OK
424 344 1 1 -3 0 -16 63 1 OK
425 2775 1 1 -16 -14 1 63 1 OK
426 3126 1 1 3 -15 -7 63 1 OK
427 1397 0 0 8 -11 -12 -64 0 OK
428 788 1 1 -11 12 5 63 1 OK
429 1299 1 1 -9 -9 -10 63 1 OK
430 2930 1 1 -16 -2 -8 63 1 OK
431 2481 1 1 -5 15 -1 63 1 OK
432 3152 0 0 15 -2 -1 -64 0 OK
433 1743 0 0 8 -12 4 -64 0 OK
434 1454 0 0 3 0 -12 -64 0 OK
435 2285 1 1 -7 -8 8 63 1 OK
436 1036 0 0 5 -2 7 -64 0 OK
437 907 1 1 0 15 -9 63 1 OK
438 1898 0 0 15 15 -11 -64 0 OK
439 809 1 1 2 -16 15 63 1 OK
440 840 1 1 -9 -16 -13 63 1 OK
441 1991 1 1 -10 15 -2 63 1 OK
442 1062 1 1 -5 3 13 63 1 OK
443 1253 1 1 -16 11 1 63 1 OK
444 2564 1 1 -6 -12 -9 63 1 OK
445 1795 0 0 15 -7 8 -64 0 OK
446 2146 1 1 -14 -2 -16 63 1 OK
447 417 1 1 -16 8 -9 63 1 OK
448 3008 1 1 -15 11 -7 63 1 OK
449 319 1 1 -14 11 -11 63 1 OK
450 1950 0 0 15 8 1 -64 0 OK
451 1501 0 0 2 -13 -3 -64 0 OK
452 2172 1 1 -5 3 15 63 1 OK
453 763 0 0 13 -16 -2 -64 0 OK
454 474 0 0 5 -8 -16 -64 0 OK
455 1305 0 0 9 -7 -4 -64 0 OK
456 56 0 0 15 8 -7 -64 0 OK
457 3127 1 1 -7 15 1 63 1 OK
458 918 1 1 -14 -5 6 63 1 OK
459 3029 1 1 -6 15 2 63 1 OK
460 3060 0 0 8 8 -16 -64 0 OK
461 1011 1 1 -10 -14 -5 63 1 OK
462 82 1 1 -11 -5 8 63 1 OK
463 273 0 0 9 -10 10 -64 0 OK
464 1584 1 1 -9 15 6 63 1 OK
465 815 1 1 -16 -12 0 63 1 OK
466 1166 0 0 15 15 -13 -64 0 OK
467 2637 1 1 -14 13 14 63 1 OK
468 2028 1 1 -3 -15 -8 63 1 OK
469 2539 0 0 8 -2 -13 -64 0 OK
470 970 1 1 -12 -5 9 63 1 OK
471 521 1 1 -2 4 -1 63 1 OK
472 1192 0 0 13 -13 -16 -64 0 OK
473 2983 0 0 14 -16 -13 -64 0 OK
474 2694 0 0 15 -13 -3 -64 0 OK
475 325 1 1 -16 -10 -10 63 1 OK
476 2276 0 0 11 -14 6 -64 0 OK
477 2147 1 1 6 15 15 63 1 OK
478 3138 1 1 -11 -5 -13 63 1 OK
479 2049 0 0 3 6 -16 -64 0 OK
480 2080 0 0 12 -16 -16 -64 0 OK
481 31 1 1 -5 3 14 63 1 OK
482 2302 0 0 15 15 -9 -64 0 OK
483 2493 0 0 13 8 14 -64 0 OK
484 604 1 1 -16 15 -1 63 1 OK
485 3035 1 1 4 15 15 63 1 OK
486 186 1 1 -13 -11 -3 63 1 OK
487 1657 1 1 -16 7 -10 63 1 OK
488 1048 0 0 15 4 15 -64 0 OK
489 1559 0 0 12 12 10 -64 0 OK
490 3190 1 1 -16 -13 -6 63 1 OK
491 2741 1 1 -16 -15 4 63 1 OK
492 212 0 0 9 -16 15 -64 0 OK
493 2003 0 0 7 -9 -16 -64 0 OK
494 1714 0 0 10 4 8 -64 0 OK
495 2545 1 1 2 15 10 63 1 OK
496 1296 0 0 15 10 15 -64 0 OK
497 1167 0 0 15 -16 -2 -64 0 OK
498 2158 0 0 10 -15 -14 -64 0 OK
499 1069 1 1 -1 15 14 63 1 OK
500 1100 0 0 12 8 5 -64 0 OK
501 2251 1 1 -16 -16 -5 63 1 OK
502 1322 1 1 -16 -16 4 63 1 OK
503 1513 0 0 11 -2 -2 -64 0 OK
504 2824 0 0 4 -11 14 -64 0 OK
505 2055 1 1 2 -11 -16 63 1 OK
506 2406 0 0 10 -3 2 -64 0 OK
507 677 1 1 -15 15 -8 63 1 OK
508 68 1 1 -16 -6 -8 63 1 OK
509 579 0 0 8 10 15 -64 0 OK
510 2210 0 0 7 -8 -3 -64 0 OK
511 1761 0 0 13 15 12 -64 0 OK
512 2432 1 1 -16 -16 -13 63 1 OK
513 1023 1 1 -4 15 14 63 1 OK
514 734 0 0 5 5 -8 -64 0 OK
515 1565 0 0 6 9 -14 -64 0 OK
516 316 0 0 15 15 -16 -64 0 OK
517 187 0 0 15 15 -3 -64 0 OK
518 1178 1 1 -13 -11 -8 63 1 OK
519 89 1 1 -16 -13 3 63 1 OK
520 120 1 1 -13 15 4 63 1 OK
521 1271 1 1 -16 13 15 63 1 OK
522 342 1 1 -14 14 15 63 1 OK
523 533 0 0 9 12 -7 -64 0 OK
524 1844 0 0 13 -9 -16 -64 0 OK
525 1075 1 1 -16 10 10 63 1 OK
526 1426 1 1 -5 0 15 63 1 OK
527 2897 1 1 -11 11 -9 63 1 OK
528 2288 0 0 15 6 1 -64 0 OK
529 2799 0 0 15 -7 15 -64 0 OK
530 1230 0 0 5 -14 -16 -64 0 OK
531 781 0 0 15 -15 13 -64 0 OK
532 1452 0 0 15 12 -11 -64 0 OK
533 43 1 1 -16 13 6 63 1 OK
534 2954 0 0 15 15 -4 -64 0 OK
535 585 0 0 5 -11 -10 -64 0 OK
536 2536 0 0 11 -9 15 -64 0 OK
537 2407 0 0 14 -12 8 -64 0 OK
538 198 0 0 15 8 14 -64 0 OK
539 2309 0 0 15 -2 9 -64 0 OK
540 2340 1 1 -8 -5 -13 63 1 OK
541 291 1 1 1 -14 2 63 1 OK
542 2562 0 0 9 7 -7 -64 0 OK
543 2753 0 0 7 -5 8 -64 0 OK
544 864 1 1 -14 5 15 63 1 OK
545 95 0 0 7 -1 15 -64 0 OK
546 446 0 0 7 15 13 -64 0 OK
547 1917 1 1 3 -16 -6 63 1 OK
548 1308 0 0 -5 -7 0 -64 0 OK
549 1819 1 1 -12 -15 12 63 1 OK
550 250 0 0 15 -6 5 -64 0 OK
551 3001 0 0 5 -13 7 -64 0 OK
552 472 0 0 10 15 7 -64 0 OK
553 2263 1 1 2 15 11 63 1 OK
554 1974 0 0 11 0 -12 -64 0 OK
555 2805 1 1 -3 15 11 63 1 OK
556 1556 1 1 -16 15 -14 63 1 OK
557 1427 1 1 -9 -3 12 63 1 OK
558 2418 1 1 -16 5 -16 63 1 OK
559 1329 0 0 2 10 14 -64 0 OK
560 1360 0 0 5 4 5 -64 0 OK
561 2511 1 1 0 -16 -10 63 1 OK
562 1582 0 0 15 9 -3 -64 0 OK
563 1773 0 0 10 -7 -16 -64 0 OK
564 3084 1 1 -15 -7 7 63 1 OK
565 2315 0 0 4 3 8 -64 0 OK
566 2666 1 1 -11 -16 15 63 1 OK
567 937 0 0 15 -5 10 -64 0 OK
568 328 0 0 6 15 15 -64 0 OK
569 839 0 0 3 -16 -7 -64 0 OK
570 2470 1 1 -7 -13 8 63 1 OK
571 2021 0 0 11 -5 -16 -64 0 OK
572 2692 0 0 15 15 15 -64 0 OK
573 1283 0 0 2 -7 8 -64 0 OK
574 994 0 0 15 -8 8 -64 0 OK
575 1825 1 1 -9 1 -8 63 1 OK
576 576 1 1 -2 -8 15 63 1 OK
577 447 0 0 15 2 -11 -64 0 OK
578 1438 0 0 13 -16 12 -64 0 OK
579 349 1 1 -2 -5 15 63 1 OK
