# idx_int bit_int post_llr hard
0 1 57901.48645831 1
1 1 47399.16642935 1
2 0 -47728.29481442 0
3 1 45240.54360883 1
4 1 55328.51044031 1
5 1 58821.83608831 1
6 0 -51976.25561709 0
7 0 -53121.62290054 0
8 1 47921.63890945 1
9 1 29147.59336841 1
10 0 -53761.86942510 0
11 1 66174.98043949 1
12 0 -45186.15754856 0
13 1 41452.11627360 1
14 0 -45405.15144833 0
15 1 53148.14919581 1
16 0 -42569.36867070 0
17 1 48638.46100650 1
18 0 -71163.93697425 0
19 0 -62147.91106673 0
20 1 45274.19790393 1
21 0 -53140.37005352 0
22 0 -30429.24495444 0
23 0 -59745.04175178 0
24 1 52368.45126141 1
25 1 53933.91802067 1
26 0 -46193.15977398 0
27 0 -51423.00610133 0
28 0 -46454.55557705 0
29 1 42385.86232743 1
30 1 32682.79606375 1
31 1 44703.59645861 1
32 1 53325.01934916 1
33 1 44600.40004539 1
34 1 46468.87191897 1
35 0 -54886.29015769 0
36 1 39967.70506825 1
37 1 51071.58183476 1
38 0 -41475.60534615 0
39 0 -48315.48613595 0
40 1 32636.80440986 1
41 1 56351.86540745 1
42 1 27704.74946323 1
43 1 42486.83540259 1
44 1 69293.04757326 1
45 1 52329.06652314 1
46 0 -61281.58537410 0
47 1 34759.23668742 1
48 0 -43180.51205165 0
49 0 -29669.74320422 0
50 0 -41835.21193294 0
51 0 -58727.46930575 0
52 1 45425.51803026 1
53 1 54277.06448826 1
54 1 58500.31529807 1
55 0 -27071.04291215 0
56 1 44336.96746812 1
57 0 -59085.94008718 0
58 1 51772.22916668 1
59 0 -52451.27211864 0
60 1 48714.19467029 1
61 0 -57694.51372820 0
62 1 34544.29561140 1
63 1 33659.60555094 1
64 1 31956.70177648 1
65 0 -48900.14876343 0
66 1 49573.67940353 1
67 1 57654.98839871 1
68 0 -57328.16959834 0
69 1 42586.40361114 1
70 1 48148.89835596 1
71 0 -51372.19611919 0
72 1 55142.53225998 1
73 1 44423.94713400 1
74 1 57410.58661139 1
75 0 -50012.33077644 0
76 0 -29529.35768503 0
77 1 25891.61745369 1
78 0 -33299.57087331 0
79 1 49083.47544078 1
80 1 36949.60500088 1
81 0 -74599.69625178 0
82 0 -55710.65329432 0
83 0 -45977.73869557 0
84 1 34262.16318345 1
85 0 -45668.88616561 0
86 0 -37510.55533696 0
87 0 -49933.21159248 0
88 1 57050.49633516 1
89 1 43248.44446432 1
90 1 35947.23943196 1
91 0 -42328.46494367 0
92 0 -50729.18531798 0
93 1 49105.43712710 1
94 1 51536.88625600 1
95 0 -69722.80197211 0
96 0 -55783.63880413 0
97 1 59221.22832861 1
98 0 -29278.14379184 0
99 1 38523.79374772 1
100 1 40103.25459389 1
101 0 -39739.97435128 0
102 0 -64669.42243676 0
103 0 -48091.62472161 0
104 1 42810.75751751 1
105 1 46090.31226920 1
106 1 52826.84106791 1
107 0 -46235.54805733 0
108 0 -44295.50492137 0
109 0 -55787.55526611 0
110 0 -58346.17165915 0
111 1 44455.13059854 1
112 0 -41034.99680666 0
113 0 -53508.93969769 0
114 1 55093.25856567 1
115 0 -45592.10862646 0
116 0 -59366.88656159 0
117 0 -54829.32059910 0
118 0 -39766.24838115 0
119 0 -42925.36519569 0
120 0 -55415.43786248 0
121 0 -60981.59913459 0
122 1 42465.28434773 1
123 0 -62536.63877558 0
124 0 -43864.83323937 0
125 1 50881.22256983 1
126 1 33892.24076061 1
127 1 45431.58715856 1
128 1 45840.26095393 1
129 1 21049.16980383 1
130 1 54178.25305779 1
131 0 -58984.36623720 0
132 1 49973.70373445 1
133 1 36637.55406061 1
134 0 -40107.63852934 0
135 1 23682.41542742 1
136 1 40318.38461019 1
137 1 63220.77087607 1
138 1 40271.97859162 1
139 1 42408.94954093 1
140 1 52648.47637997 1
141 1 38791.29708812 1
142 0 -43916.28386845 0
143 1 24715.60502725 1
144 1 63577.12401123 1
145 1 39244.91485726 1
146 1 40219.46258722 1
147 0 -41750.87523685 0
148 0 -39368.11834323 0
149 0 -41872.84972420 0
150 1 55078.84543333 1
151 1 48577.40958316 1
152 0 -38188.99997626 0
153 0 -38565.12427330 0
154 1 44841.27708120 1
155 0 -43042.12925368 0
156 0 -39813.45574443 0
157 0 -38885.28658605 0
158 0 -67402.68574613 0
159 1 45302.44053443 1
160 0 -39512.96063767 0
161 1 39617.74188920 1
162 0 -41176.60094591 0
163 0 -35374.21531081 0
164 0 -46905.81179838 0
165 0 -63992.64452699 0
166 0 -47393.65158439 0
167 1 32040.54497491 1
168 0 -50298.63232173 0
169 1 40612.37734090 1
170 1 52410.35608022 1
171 1 42755.36927256 1
172 0 -32874.12106856 0
173 1 33260.40707979 1
174 0 -44471.43859203 0
175 1 44706.14187921 1
176 1 47077.72388678 1
177 1 41967.82461990 1
178 1 38160.46788175 1
179 0 -41380.66364353 0
180 0 -22195.68960415 0
181 0 -49142.88045839 0
182 1 21824.88122462 1
183 0 -25691.30831836 0
184 1 42502.02770594 1
185 1 35657.83990056 1
186 0 -53727.87123406 0
187 0 -36753.86126674 0
188 1 44860.41288524 1
189 1 45835.35107734 1
190 0 -50363.49497539 0
191 1 48732.60878448 1
192 1 41607.18891903 1
193 0 -48459.42641399 0
194 0 -41050.76063222 0
195 0 -53269.64502195 0
196 1 36165.74624559 1
197 0 -35966.97459139 0
198 0 -40099.14645268 0
199 1 38378.55032212 1
200 1 42451.49028282 1
201 1 49488.72084426 1
202 1 46585.09743886 1
203 1 51819.55583623 1
204 0 -40652.97763554 0
205 1 42064.83985902 1
206 1 50038.31038841 1
207 0 -55340.24054176 0
208 1 46822.86075618 1
209 1 34830.09745072 1
210 0 -35870.68935641 0
211 0 -53417.41475491 0
212 0 -52153.78076696 0
213 1 34888.85390395 1
214 1 33147.97907211 1
215 1 42194.97849212 1
216 1 47343.04853209 1
217 0 -48280.52437084 0
218 0 -50836.36507805 0
219 1 55284.34986883 1
220 0 -35273.69229210 0
221 1 40335.10801491 1
222 0 -51119.51525247 0
223 0 -29799.97599038 0
224 1 27435.08206270 1
225 0 -25166.51774940 0
226 0 -39338.44270034 0
227 1 29168.19073446 1
228 1 57755.08384898 1
229 0 -40420.52183224 0
230 0 -43351.13281920 0
231 0 -34729.24395227 0
232 0 -44128.87265117 0
233 0 -41882.98949137 0
234 0 -37226.30930316 0
235 1 47410.65990102 1
236 1 50015.06582339 1
237 0 -48469.82091582 0
238 0 -26057.93157051 0
239 0 -40023.92671934 0
240 1 54890.60982221 1
241 0 -36509.39487460 0
242 0 -42367.03907270 0
243 0 -24459.09783604 0
244 0 -31053.50174708 0
245 1 44289.21030793 1
246 1 56041.40242858 1
247 1 39512.28338224 1
248 0 -30432.32387267 0
249 0 -38132.92018311 0
250 1 38116.33431189 1
251 0 -27692.06302231 0
252 0 -53450.76998981 0
253 0 -39333.26833802 0
254 1 42121.82321826 1
255 1 49110.95961534 1
256 1 42106.26533622 1
257 0 -59988.41120653 0
258 1 39063.72922606 1
259 1 38706.06565727 1
260 1 39314.43804322 1
261 1 45899.06442413 1
262 1 50596.08625998 1
263 0 -57780.05467327 0
264 1 44937.10383662 1
265 0 -31108.22553301 0
266 0 -54958.75842785 0
267 1 35884.66017079 1
268 0 -30200.92459143 0
269 1 25869.84395090 1
270 0 -42686.88479142 0
271 1 58285.84677194 1
272 1 36981.55305855 1
273 0 -49721.42490376 0
274 0 -48760.33891101 0
275 1 43230.54364650 1
276 0 -44909.81855732 0
277 0 -43354.14736763 0
278 1 38341.51681245 1
279 1 45313.64137225 1
280 0 -47037.41781711 0
281 0 -47058.79440615 0
282 1 39967.51621211 1
283 1 40879.11073282 1
284 0 -44949.20296025 0
285 1 39843.13910578 1
286 1 22760.72456183 1
287 0 -39546.46781335 0
288 1 45486.46472191 1
289 0 -51974.42243836 0
290 0 -37166.04954763 0
291 0 -58585.32454242 0
292 1 42485.69832175 1
293 1 29311.41749044 1
294 1 38464.53964482 1
295 1 45468.70920520 1
296 1 28422.41921669 1
297 1 43156.44649480 1
298 1 39483.79229212 1
299 0 -44568.60323554 0
300 0 -39533.01902943 0
301 0 -47366.04066794 0
302 1 35814.60293593 1
303 0 -36840.62909934 0
304 0 -42914.36256498 0
305 1 44440.30571225 1
306 1 47682.42612563 1
307 1 49809.19690489 1
308 1 36069.82343348 1
309 0 -27041.82990338 0
310 1 48763.96220617 1
311 1 36764.12864090 1
312 1 52788.81684245 1
313 1 57162.71548906 1
314 0 -26347.79503612 0
315 1 35019.41900551 1
316 1 41932.76188729 1
317 1 52575.21078271 1
318 0 -29560.31826855 0
319 0 -32222.00861376 0
320 0 -41379.79337485 0
321 0 -35956.34062872 0
322 0 -34889.53084245 0
323 1 38285.63795931 1
324 1 46818.80606668 1
325 1 36068.22189497 1
326 0 -41786.21465964 0
327 1 42260.60092807 1
328 1 45246.54353317 1
329 1 46242.01381095 1
330 0 -41106.34331282 0
331 1 26712.60168711 1
332 0 -44753.24461496 0
333 0 -42436.20816599 0
334 1 35586.56518132 1
335 1 37213.36430540 1
336 0 -47274.37110953 0
337 1 54131.63663595 1
338 1 42867.14603750 1
339 0 -14593.68783950 0
340 0 -43418.63194060 0
341 1 55652.65129199 1
342 1 36917.44601492 1
343 1 55930.73570454 1
344 1 32916.44697777 1
345 0 -31194.95007532 0
346 0 -33119.54155227 0
347 1 46919.10839468 1
348 0 -55583.13916195 0
349 0 -31868.45103522 0
350 0 -57335.35590808 0
351 1 49198.99682617 1
352 1 32920.30998764 1
353 0 -39643.38848949 0
354 0 -45900.96707094 0
