# idx_orig bit_orig post_llr hard
0 0 -70252.95462555 0
1 1 57511.97029081 1
2 0 -102019.27326920 0
3 1 85526.95303871 1
4 1 86497.87310216 1
5 1 66760.33796480 1
6 0 -73095.57716678 0
7 1 65690.41610711 1
8 0 -57935.55947046 0
9 1 92842.97369002 1
10 0 -80475.53765957 0
11 0 -101275.55421276 0
12 1 64534.94772753 1
13 0 -71583.99098256 0
14 0 -52997.57687296 0
15 0 -49990.41508483 0
16 0 -92133.71641020 0
17 1 72361.70512103 1
18 0 -80214.75873674 0
19 0 -66682.23169716 0
20 1 63171.98418579 1
21 1 69459.37298104 1
22 0 -54836.56712599 0
23 1 78171.48985535 1
24 1 74056.47564718 1
25 0 -82430.75455476 0
26 0 -60057.44989565 0
27 1 65253.85514713 1
28 1 72727.34813985 1
29 1 52295.96791785 1
30 0 -76118.82362264 0
31 1 84303.41710329 1
32 1 87970.20212620 1
33 1 61044.95223189 1
34 0 -63661.97187898 0
35 1 77115.19280224 1
36 1 61070.71748599 1
37 0 -81976.30102932 0
38 0 -76867.59786860 0
39 0 -74474.57152671 0
40 1 56630.49809713 1
41 0 -56942.98391093 0
42 0 -58073.33007433 0
43 1 53593.60649788 1
44 0 -70434.19412324 0
45 0 -70656.78169726 0
46 0 -79179.83717502 0
47 0 -55569.85837632 0
48 0 -64702.02735840 0
49 0 -54633.88043410 0
50 1 46325.05096719 1
51 1 73008.40764490 1
52 1 76715.88369529 1
53 1 73359.99036521 1
54 1 58017.14658479 1
55 0 -59604.00340393 0
56 0 -65429.13815656 0
57 0 -38750.76524832 0
58 1 73919.80100404 1
59 1 84486.62695014 1
60 1 80486.50461416 1
61 0 -66524.88946003 0
62 1 63316.29408345 1
63 1 80135.52747711 1
64 0 -56153.52115825 0
65 0 -81934.17524211 0
66 0 -81476.76494999 0
67 1 94219.23862899 1
68 0 -81430.32297759 0
69 0 -60510.50863900 0
70 1 72434.38273008 1
71 1 59420.63873747 1
72 1 87667.74742051 1
73 0 -80801.69258945 0
74 1 94324.23779898 1
75 0 -60658.67041170 0
76 0 -65900.53578216 0
77 1 62935.41813748 1
78 1 53593.56597490 1
79 1 83240.15141463 1
80 1 71425.71155266 1
81 1 85602.97152452 1
82 1 71557.50608418 1
83 0 -70794.62212093 0
84 1 69559.02508556 1
85 0 -48888.22999667 0
86 0 -74673.47742726 0
87 0 -75724.09120195 0
88 1 74743.82759222 1
89 0 -68057.57838661 0
90 0 -56116.94429924 0
91 1 69576.64231713 1
92 1 45222.59134487 1
93 1 84117.99015537 1
94 1 80585.56650316 1
95 1 95999.15675820 1
96 0 -75273.93742831 0
97 0 -75893.94346235 0
98 1 83085.75929844 1
99 0 -51833.54855491 0
100 1 84456.65855115 1
101 1 81557.40069138 1
102 1 83062.74021028 1
103 0 -60743.80837819 0
104 0 -73150.62580217 0
105 1 87120.95127340 1
106 0 -67863.91868088 0
107 0 -71699.47079967 0
108 1 82640.68842000 1
109 1 76607.52667519 1
110 1 61382.07281157 1
111 0 -56014.99617422 0
112 0 -79697.23603739 0
113 1 60671.41042995 1
114 0 -68301.68528540 0
115 0 -77853.29706335 0
116 1 81386.25770030 1
117 0 -62573.72113977 0
118 0 -65603.80950268 0
119 0 -76810.12949362 0
120 0 -66741.13827180 0
121 0 -70922.53689982 0
122 0 -86775.00666756 0
123 0 -80110.11963914 0
124 1 73014.60108467 1
125 0 -57500.60058759 0
126 0 -78212.11423557 0
127 0 -52644.10910580 0
128 1 69149.43475464 1
129 1 88075.73206164 1
130 1 76999.02704881 1
131 0 -65963.97733161 0
132 1 53907.42248740 1
133 0 -66376.48117234 0
134 1 46590.44293149 1
135 1 69362.42313348 1
136 0 -81325.39245682 0
137 0 -88281.70900070 0
138 1 70437.16437347 1
139 1 51437.77679277 1
140 1 70381.89175944 1
141 0 -39997.76149203 0
142 0 -70671.21970486 0
143 1 66136.66953545 1
144 0 -84561.18763103 0
145 0 -61712.36962921 0
146 1 44054.41165943 1
147 0 -60984.59600063 0
148 0 -52029.28868166 0
149 1 60564.42483316 1
150 1 77655.13336334 1
151 1 73371.50862832 1
152 0 -63089.27854440 0
153 1 58888.74934043 1
154 1 73470.04536644 1
155 1 40898.42566682 1
156 0 -71561.11776837 0
157 0 -82787.58389525 0
158 1 76197.82856639 1
159 1 70922.93571163 1
160 1 59244.64024661 1
161 0 -75732.67580257 0
162 1 46018.72831227 1
163 0 -93622.12564950 0
164 0 -80614.82364710 0
165 0 -75382.57530684 0
166 0 -75277.01393544 0
167 1 50259.55435771 1
168 1 64942.39012178 1
169 0 -48284.14267891 0
170 0 -66720.76115211 0
171 0 -60250.75680129 0
172 0 -76442.14654315 0
173 0 -61015.60987840 0
174 0 -35383.79625254 0
175 0 -70511.50895493 0
176 1 33217.28935274 1
177 0 -67763.73899587 0
178 1 71178.45014783 1
179 1 73489.30789452 1
180 0 -55562.89077006 0
181 0 -36628.96575840 0
182 0 -72593.08752692 0
183 1 51507.08040443 1
184 0 -83813.84916508 0
185 1 67799.50624694 1
186 0 -79078.00750512 0
187 1 65272.91712342 1
188 1 52101.21467088 1
189 1 80285.71976173 1
190 1 43451.82559400 1
191 1 92395.90071398 1
192 0 -75900.88008468 0
193 0 -70469.90392754 0
194 1 71579.73745305 1
195 1 53098.31706576 1
