# idx_int bit_int post_llr hard
0 0 -70252.95462555 0
1 0 -50298.64414528 0
2 0 -81221.05708198 0
3 0 -63445.43873036 0
4 0 -51336.79800669 0
5 0 -50960.75746206 0
6 0 -42911.40529243 0
7 0 -48396.06705281 0
8 1 54440.28224187 1
9 0 -64601.09797023 0
10 1 51155.07119201 1
11 0 -73293.72468676 0
12 1 44063.23011433 1
13 0 -48313.50585883 0
14 1 57825.13784488 1
15 1 58299.20030135 1
16 1 60376.22667927 1
17 0 -76030.13243303 0
18 0 -60268.25583019 0
19 1 81557.40069138 1
20 1 40928.14589452 1
21 1 84152.47498696 1
22 0 -52170.93377980 0
23 0 -82782.27464133 0
24 1 64942.39012178 1
25 0 -66649.78856255 0
26 0 -55163.39046336 0
27 0 -72631.53654570 0
28 0 -51494.07897198 0
29 1 59897.70163174 1
30 1 50292.20542116 1
31 1 52587.03423077 1
32 1 81955.92541095 1
33 1 32410.92412129 1
34 0 -74867.85679590 0
35 1 49348.04518986 1
36 1 47504.87276825 1
37 1 81954.44942646 1
38 1 52095.84155929 1
39 1 30304.65575602 1
40 1 60807.42812180 1
41 1 72905.19825269 1
42 0 -47544.50454563 0
43 1 59842.87510798 1
44 0 -56909.54429950 0
45 0 -68839.98157138 0
46 0 -62109.03466198 0
47 0 -55362.92738528 0
48 0 -76805.93786563 0
49 1 64051.89153374 1
50 0 -60620.07612255 0
51 0 -63379.94608908 0
52 1 25501.11317041 1
53 1 65717.35628933 1
54 1 64271.03944931 1
55 1 67383.92055164 1
56 1 67201.85066724 1
57 0 -72858.45012059 0
58 0 -52218.07668189 0
59 1 21482.86312895 1
60 1 56995.50050777 1
61 1 63564.54377090 1
62 0 -69929.38313520 0
63 1 51993.00180037 1
64 1 46903.55522671 1
65 0 -57394.10498127 0
66 0 -44015.31465565 0
67 1 80588.39712158 1
68 1 59224.08799150 1
69 1 72947.92463668 1
70 1 52618.21112255 1
71 0 -53716.16601404 0
72 1 66885.73685871 1
73 0 -58029.28064908 0
74 0 -71755.98098934 0
75 1 52397.10625909 1
76 1 22493.66979651 1
77 1 9042.73314064 1
78 1 45425.78558645 1
79 1 46702.02887532 1
80 0 -62775.32756919 0
81 0 -62549.20554384 0
82 1 47296.78593172 1
83 0 -67338.18318040 0
84 1 61914.80282186 1
85 0 -54882.34320987 0
86 0 -61486.42924459 0
87 1 55964.97393331 1
88 1 59696.66747216 1
89 0 -50628.72228001 0
90 1 30198.21233919 1
91 0 -49966.79187289 0
92 0 -50039.75443797 0
93 0 -55967.85365796 0
94 0 -50934.70575692 0
95 1 62698.97014430 1
96 0 -68743.03960591 0
97 1 53730.70630677 1
98 0 -53952.58975517 0
99 0 -57260.68476285 0
100 1 43732.75120968 1
101 0 -38791.16673578 0
102 1 49670.05835904 1
103 1 46979.49575193 1
104 0 -65010.09749014 0
105 1 47956.25376699 1
106 1 44166.63788794 1
107 1 80791.63534075 1
108 1 47324.36230836 1
109 1 56770.12874905 1
110 1 76999.02704881 1
111 1 76631.29418969 1
112 0 -47721.85423030 0
113 0 -66695.20539779 0
114 0 -57839.83919861 0
115 1 68571.76853519 1
