# idx_int bit_int post_llr hard
0 0 -42135.77044989 0
1 0 -21172.35030334 0
2 0 -36625.80673790 0
3 1 37361.25584369 1
4 1 56108.14419803 1
5 0 -43997.85443599 0
6 0 -22854.55079749 0
7 1 33154.10760546 1
8 0 -35607.03803460 0
9 0 -21736.22747322 0
10 1 33039.38683878 1
11 0 -36588.16032308 0
12 0 -30665.20214472 0
13 1 43052.14559800 1
14 0 -34854.60515697 0
15 0 -38998.14388165 0
16 1 32207.20408094 1
17 1 26004.37536605 1
18 0 -39458.33990389 0
19 1 36301.25499634 1
20 1 25842.06172796 1
21 1 44961.34259460 1
22 0 -34708.78211622 0
23 1 20878.35776511 1
24 1 42666.61028192 1
25 0 -48903.03156272 0
26 1 36931.75691448 1
27 1 19680.30341805 1
28 1 25988.91340305 1
29 0 -38817.08022801 0
30 1 30716.11499030 1
31 0 -44200.54827664 0
32 1 16644.65232600 1
33 1 44449.91953425 1
34 0 -24390.23030139 0
35 1 35320.15196259 1
36 1 15058.01498977 1
37 0 -43838.12017692 0
38 0 -29605.94266836 0
39 0 -37348.67433283 0
40 1 19009.99746787 1
41 0 -23128.88382182 0
42 1 22689.18172169 1
43 0 -33115.16351539 0
44 0 -31934.43785407 0
45 0 -40360.96831583 0
46 0 -30467.24231626 0
47 1 28237.13092125 1
48 1 31250.83879220 1
49 1 33464.08234857 1
50 1 22175.10410402 1
51 1 34981.77193572 1
52 0 -26650.84136434 0
53 1 28845.68191366 1
54 1 26495.84569313 1
55 0 -31817.14317549 0
56 0 -32564.57912011 0
57 1 36728.28630980 1
58 1 32509.36910528 1
59 1 38854.16449605 1
60 0 -36151.89266194 0
61 0 -45796.49462825 0
62 1 27953.85709315 1
63 0 -38019.95946438 0
64 0 -38081.09346215 0
65 0 -36948.07184822 0
66 1 31369.02510511 1
67 0 -33592.47714517 0
68 0 -39828.94955020 0
69 1 23546.44117428 1
70 1 30743.90288895 1
71 1 41241.85544298 1
72 1 19848.25551495 1
73 0 -27696.14795886 0
74 1 27889.53708436 1
75 1 36241.50642876 1
76 0 -31035.68516830 0
77 0 -35763.62837153 0
78 0 -40233.66005180 0
79 1 36420.29191259 1
80 0 -23288.47011533 0
81 0 -42677.45125684 0
