# idx_orig bit_orig post_llr hard
0 1 95660.13647661 1
1 1 97909.33091963 1
2 1 109769.40285303 1
3 1 89387.22709620 1
4 0 -95915.12011159 0
5 1 80196.73176262 1
6 0 -101498.25666185 0
7 0 -85536.90971900 0
8 0 -99276.48821494 0
9 0 -100920.67590130 0
10 1 99208.86583019 1
11 0 -86675.11619129 0
12 1 92361.54863114 1
13 1 92184.75064103 1
14 0 -77874.59478410 0
15 1 94118.75544446 1
16 1 92343.33724219 1
17 0 -94968.68713493 0
18 0 -95246.16148166 0
19 0 -95810.12771092 0
20 0 -95400.83280311 0
21 0 -74847.17597244 0
22 0 -98842.97971696 0
23 0 -92346.17262869 0
24 1 106420.56378727 1
25 1 119511.99736656 1
26 0 -107251.79860744 0
27 0 -101563.60191892 0
28 1 86631.75778732 1
29 0 -100135.91547982 0
30 1 118381.50175054 1
31 0 -101581.13218423 0
32 1 103103.31488502 1
33 1 88661.36605879 1
34 1 95085.79739058 1
35 0 -88793.25938224 0
36 1 96002.88846066 1
37 1 99595.81739587 1
38 0 -100666.85532806 0
39 1 99089.51744463 1
40 0 -82571.45761950 0
41 1 100025.91427701 1
42 1 72004.20520004 1
43 0 -91546.15631953 0
44 0 -84718.30128177 0
45 0 -92201.37160385 0
46 1 85721.96324549 1
47 0 -89137.37067318 0
48 0 -102579.06172664 0
49 0 -71196.76795062 0
50 0 -95491.35824628 0
51 0 -86712.26621228 0
52 0 -77139.58805748 0
53 0 -72784.57977907 0
54 0 -80427.33199732 0
55 0 -92795.15260409 0
56 1 61706.20328885 1
57 1 89116.01101870 1
58 0 -94925.55783801 0
59 1 85205.39373521 1
60 1 77553.91340190 1
61 1 87633.70557398 1
62 1 91436.83799505 1
63 0 -61827.03230765 0
64 1 82823.73180912 1
65 1 95260.35274832 1
66 0 -82040.67879581 0
67 1 79744.61327466 1
68 1 81867.67642091 1
69 1 83639.06263008 1
70 0 -72091.63961099 0
71 0 -101001.67043175 0
72 0 -89280.25960814 0
73 0 -76935.98514540 0
74 1 86335.80915564 1
75 0 -99494.58919712 0
76 0 -90527.75975849 0
77 0 -65430.42544480 0
78 0 -103685.33859742 0
79 1 89544.88527141 1
80 0 -92328.95534620 0
81 1 106410.42158976 1
82 0 -87326.64525817 0
83 0 -100938.92868006 0
84 0 -77636.12355618 0
85 0 -121580.03260542 0
86 0 -96966.75014176 0
87 0 -90643.90468430 0
88 1 83843.15129807 1
89 1 77473.34680031 1
90 0 -93992.38392601 0
91 1 79147.86756689 1
92 1 87916.13817363 1
93 1 90418.78576789 1
94 1 85163.45005414 1
95 1 87137.89566343 1
96 0 -88135.95043907 0
97 1 80964.99652530 1
98 0 -55462.42509670 0
99 1 81048.70578085 1
100 1 90081.97893780 1
101 1 79085.43616587 1
102 0 -80269.91735220 0
103 0 -84896.04442452 0
104 0 -80937.87138494 0
105 0 -59687.12006384 0
106 1 85864.93791840 1
107 0 -70603.38471561 0
108 0 -86355.55086896 0
109 1 65650.94391586 1
110 0 -81972.66168290 0
111 0 -86484.41247095 0
112 1 74672.09444474 1
113 0 -92834.46779533 0
114 1 74075.86985860 1
115 0 -79007.67877578 0
116 0 -74751.75831736 0
117 0 -72680.31472111 0
118 0 -73192.99961649 0
119 0 -52556.62846044 0
120 1 93237.33251490 1
121 0 -74231.44423718 0
122 1 77232.48251802 1
123 1 73564.73360338 1
124 1 78944.25730660 1
125 1 78055.48163177 1
126 0 -52556.62846044 0
127 0 -84825.87594662 0
128 0 -80828.62904672 0
129 1 102756.64672725 1
130 1 69457.67604048 1
131 0 -88531.34007919 0
132 0 -83729.21204970 0
133 1 76866.07076658 1
134 0 -94228.29313748 0
135 1 95459.79505681 1
136 0 -86476.37638363 0
137 0 -81528.19203119 0
138 0 -76149.57908251 0
139 1 93645.43023449 1
140 0 -61457.59059635 0
141 1 93427.68967712 1
142 1 82687.07175652 1
143 0 -79811.32693188 0
144 0 -85108.43062032 0
145 0 -82784.39248883 0
146 1 83759.39347332 1
147 0 -67886.74664139 0
148 0 -82253.57279891 0
149 0 -80550.23321971 0
150 1 83476.41933422 1
