# idx_int bit_int post_llr hard
0 0 -44511.95651154 0
1 0 -20293.54499494 0
2 0 -33704.27914924 0
3 0 -35145.40496879 0
4 1 44451.33020835 1
5 1 18724.19078004 1
6 0 -43912.69314280 0
7 1 35319.34739895 1
8 1 34567.84548183 1
9 1 33631.31564462 1
10 1 34501.02276889 1
11 0 -40787.52398514 0
12 0 -25849.73648187 0
13 1 27592.06401791 1
14 1 29876.38108784 1
15 1 30255.87863872 1
16 0 -38770.30035181 0
17 0 -36009.15768773 0
18 0 -36333.93760100 0
19 0 -25627.72263876 0
20 0 -43789.14817977 0
21 1 37203.35919906 1
22 0 -38454.34052914 0
23 0 -34873.09802327 0
24 0 -31693.87569035 0
25 1 38096.93600612 1
26 1 30795.81018781 1
27 1 33936.67138456 1
28 0 -25635.41718677 0
29 1 38805.06796553 1
30 0 -30196.16632603 0
31 0 -23117.50060368 0
32 0 -56838.72350051 0
33 0 -28139.52524407 0
34 1 45144.33296467 1
35 0 -13587.79057733 0
36 1 25605.85767587 1
37 1 39893.97959028 1
38 1 27663.71291623 1
39 0 -34720.55005555 0
40 1 22426.75235940 1
41 0 -32191.61370356 0
42 1 32567.33167726 1
43 0 -17084.44523554 0
44 1 40551.02472131 1
45 0 -36409.61066665 0
46 1 24051.78402417 1
47 0 -29182.67321487 0
48 0 -36131.45880702 0
49 0 -39262.63825136 0
50 1 26753.48756494 1
51 1 36453.94325170 1
52 0 -27259.59166108 0
53 1 24384.41504592 1
54 1 33563.79514879 1
55 0 -35791.12245739 0
56 1 34928.57287602 1
57 0 -32670.42135652 0
58 0 -38968.95072327 0
59 1 35568.26206511 1
60 1 29251.30463002 1
61 1 43550.81106688 1
62 0 -33978.94877256 0
63 0 -35684.35921364 0
64 0 -39691.96028278 0
65 0 -39137.91470966 0
66 0 -41228.76054181 0
67 1 36620.07541171 1
68 0 -32860.70631868 0
69 0 -35449.41292573 0
70 1 43212.45902629 1
71 0 -35572.77955912 0
72 0 -33289.76623830 0
73 1 23065.10667271 1
74 0 -39853.30017309 0
75 1 43161.28806564 1
76 0 -41987.50458495 0
77 0 -36897.03097645 0
78 0 -46911.41700720 0
79 0 -29454.65059174 0
80 0 -30740.08913443 0
81 1 33813.18929393 1
82 1 41845.49117944 1
83 0 -41508.89520935 0
84 0 -33520.35437220 0
85 1 27720.57680708 1
86 0 -31534.73123690 0
87 1 29333.25580622 1
88 0 -36994.40129658 0
89 0 -19280.23651848 0
90 1 34834.38729898 1
91 1 27702.36025081 1
92 0 -40130.74272653 0
93 0 -29564.12399704 0
94 0 -37029.92607717 0
95 0 -23385.31704727 0
96 1 29395.89827575 1
97 0 -17674.00606132 0
98 0 -44630.64188502 0
99 1 15314.14909834 1
100 1 31134.32015524 1
101 1 36054.09793990 1
102 0 -46271.06278210 0
103 0 -29791.19426454 0
104 0 -41297.59010040 0
105 1 37743.12974045 1
106 1 24426.42290888 1
107 1 17921.20296169 1
108 1 29252.32370643 1
109 0 -32945.69824940 0
110 0 -37384.78501337 0
111 0 -44451.98130831 0
112 1 35875.65718182 1
113 0 -40572.85666962 0
114 1 32964.34748562 1
115 0 -31648.47128021 0
116 1 44091.80442153 1
117 0 -32003.55732287 0
118 1 23590.39072416 1
119 1 27496.71214812 1
120 1 32148.70948052 1
121 1 36722.83727310 1
122 0 -26408.10029151 0
123 0 -24787.31524388 0
124 1 25242.23646801 1
125 0 -32080.00686805 0
126 0 -36975.81320849 0
127 0 -20597.83439688 0
128 0 -20369.59177271 0
129 0 -35820.73519483 0
130 0 -41228.18460077 0
131 1 34569.78111033 1
132 1 33553.52253346 1
133 1 21505.61108289 1
134 0 -31546.34586560 0
135 1 38792.74484340 1
136 0 -28624.47726222 0
137 0 -45394.60543545 0
138 0 -15308.73418261 0
139 1 31260.55025264 1
140 1 24529.06277689 1
141 0 -20991.17759220 0
142 0 -32531.03621249 0
143 0 -32013.06022567 0
144 1 29975.11461784 1
145 1 30198.88573252 1
146 0 -23835.41268875 0
147 1 23043.24923641 1
148 0 -27729.25700644 0
149 0 -27760.75934509 0
150 0 -35308.32761452 0
151 1 39974.80023550 1
152 0 -28344.61777973 0
153 1 38419.62185750 1
154 1 16895.27091806 1
155 1 37103.74685075 1
156 0 -36878.94867305 0
157 1 38457.03724234 1
158 1 37357.50251557 1
159 1 40832.55183155 1
160 1 40355.07459814 1
161 1 33324.59954051 1
162 0 -31155.65611548 0
163 1 41431.10928292 1
164 0 -36318.20733685 0
165 0 -35692.88610489 0
166 1 45160.77830613 1
167 1 34982.55934401 1
168 1 39476.06583193 1
169 1 23319.33340331 1
170 0 -39902.51056345 0
171 1 38100.99030892 1
172 1 32274.15061460 1
173 1 33330.80391991 1
174 1 24068.79803640 1
175 1 46045.71217119 1
176 1 33755.73795561 1
177 1 29504.91999805 1
178 1 45335.75253718 1
179 0 -13140.77190507 0
180 0 -28293.37737936 0
181 0 -43855.04053025 0
182 0 -30904.26106742 0
183 0 -28225.42844578 0
184 0 -33789.40651060 0
185 0 -31103.69569185 0
186 0 -40663.47555170 0
187 0 -27279.27798017 0
188 0 -32199.60538706 0
189 1 34878.88288343 1
190 0 -21141.17466198 0
191 1 39958.93998087 1
192 0 -31086.98809600 0
193 0 -34524.51955851 0
194 1 44989.86020270 1
195 0 -43208.58438036 0
196 0 9056.82178013 1
197 0 -28754.18837885 0
198 0 -17790.73508805 0
199 0 -42373.53238743 0
200 1 23195.86280008 1
201 1 50310.60141955 1
202 1 34325.27260445 1
203 0 -21657.21633954 0
204 1 35258.78782620 1
205 1 41660.47158637 1
206 0 -30839.34451025 0
207 0 -43416.55259174 0
208 0 -36619.49620561 0
209 1 39320.07821508 1
210 0 -30913.17228176 0
211 1 26479.21246556 1
212 0 -39809.15602831 0
213 0 -38136.10828437 0
214 0 -37969.66308220 0
215 1 35650.71529866 1
216 0 -40929.19068899 0
217 0 -28502.32400983 0
218 0 -32337.10866634 0
219 1 47454.10367674 1
220 1 27717.60588295 1
221 0 -34583.86712580 0
222 0 -48211.24167722 0
223 0 -42505.88935327 0
224 1 21741.73081272 1
225 1 29784.05495997 1
226 1 33988.40391200 1
227 0 -33759.15163609 0
228 0 -39692.10558574 0
229 1 40532.12471554 1
230 1 30399.38474743 1
231 1 17184.41997889 1
232 1 26925.56897091 1
233 1 41060.07179787 1
234 1 22868.49999872 1
235 0 -31882.73687919 0
236 1 34511.90849335 1
237 1 27539.34478177 1
238 0 -50975.21525844 0
239 1 37854.24843599 1
240 1 49457.32700344 1
241 0 -37574.28961226 0
242 1 43666.20219034 1
243 0 -46685.26601777 0
244 1 46007.84262947 1
245 0 -24234.60812676 0
246 0 -42744.12627651 0
247 0 -36747.95980382 0
248 1 35628.53867917 1
249 1 33979.71993006 1
250 1 35440.17619984 1
251 0 -38881.83912344 0
252 0 -36222.03426553 0
253 0 -33479.33976842 0
254 0 -35004.50259497 0
255 1 40116.18554586 1
256 0 -39442.94238086 0
257 0 -36045.40758566 0
258 0 -39546.27645381 0
259 1 40783.03567472 1
260 1 42448.64692524 1
261 0 -25063.47494796 0
262 1 25621.81693850 1
263 1 36912.67672061 1
264 0 -43471.88312470 0
265 1 32471.06811115 1
266 1 44735.63567505 1
267 0 -37367.56554920 0
268 0 -39904.43310964 0
269 1 38473.87291051 1
270 0 -29265.44786820 0
271 1 33949.07659420 1
272 0 -30505.13109914 0
273 1 30831.94799002 1
274 1 20428.18259059 1
275 1 39668.75978764 1
276 0 -34702.47714100 0
277 0 -17841.59193477 0
278 0 -41285.67669772 0
279 0 -38857.70355997 0
280 1 32803.24882595 1
281 0 -32037.06691562 0
282 1 32299.13910495 1
283 0 -23598.83124673 0
284 0 -37330.22833089 0
285 0 -21873.07576885 0
286 1 41777.14578908 1
287 1 33964.83841663 1
288 1 32449.89107063 1
289 0 -37546.01433727 0
290 1 33887.47843381 1
291 1 28456.92161208 1
292 1 31368.27424429 1
293 1 45294.13698928 1
294 1 22600.48649067 1
295 1 37141.59252050 1
296 0 -28826.37757421 0
297 1 29554.98725701 1
298 0 -35174.66374001 0
299 0 -27424.87276784 0
300 0 -34467.65351322 0
301 0 -29700.41349845 0
302 1 29701.07656976 1
303 1 27841.73561597 1
304 1 41561.07145344 1
305 0 -37230.79696949 0
306 0 -28221.59517153 0
307 1 27371.22405824 1
308 1 28649.92148150 1
309 1 26921.65873478 1
310 1 29303.19746172 1
311 1 24078.54993092 1
312 1 24808.18579401 1
313 0 -30217.10640110 0
314 1 41214.41166836 1
315 1 22335.87015754 1
316 0 -21071.50242563 0
317 1 39283.75281893 1
318 0 -30893.81119972 0
319 0 -33671.08339300 0
320 0 -28667.49462805 0
321 0 -36160.63684788 0
322 0 -39099.32580927 0
323 1 35951.01029807 1
324 1 37059.46395573 1
325 1 29906.61100784 1
326 0 -34951.31591425 0
327 0 -26958.38495131 0
328 0 -28830.77544249 0
329 1 28136.57761435 1
330 0 -36086.05543376 0
331 1 45289.04115848 1
332 1 36586.76573624 1
333 0 -42246.21870571 0
334 1 22408.48085910 1
335 0 -40392.51228060 0
336 0 -26597.51249070 0
337 0 -34659.16206385 0
338 1 26392.40664782 1
339 0 -35934.81218603 0
340 0 -28062.22375622 0
341 0 -46229.09969270 0
342 0 -34784.07817021 0
343 1 24589.23503825 1
344 1 28776.11537533 1
345 1 48408.75144138 1
346 0 -31000.47922283 0
347 1 39605.58039780 1
348 1 36698.95011097 1
349 1 31277.45032921 1
350 0 -45347.48335053 0
351 1 36883.73700732 1
352 1 47582.27482521 1
353 1 33994.98537266 1
354 0 -39358.77129815 0
355 1 44909.23626710 1
356 0 -42111.01710297 0
357 1 29350.31500171 1
358 0 -38955.99705686 0
359 1 40702.65483264 1
360 1 35718.28093335 1
361 1 44259.56009155 1
362 0 -30667.23553687 0
363 0 -36475.17358097 0
364 1 35266.72137422 1
365 0 -43159.77769938 0
366 1 40860.97438906 1
367 1 46768.26142459 1
368 0 -37376.30122549 0
369 0 -45207.60031086 0
370 0 -41576.62849231 0
371 0 -38360.73299412 0
372 1 40546.83398221 1
373 0 -39913.22381248 0
374 1 40875.41149389 1
375 0 -35640.67913264 0
376 1 41219.26868947 1
377 1 31949.60225359 1
378 1 39514.00058402 1
379 1 46407.57219492 1
380 1 40182.56460164 1
381 0 -35092.32571766 0
382 0 -39984.02751914 0
383 1 52221.40965614 1
384 1 27752.16503483 1
385 1 35340.84849885 1
386 0 -20259.21117702 0
387 0 -44924.36743726 0
388 0 -40072.56384858 0
389 0 -38834.53427464 0
390 0 -43818.87022649 0
391 1 40241.47846928 1
392 1 25831.08092767 1
393 1 35296.21846261 1
394 1 38535.54567512 1
395 1 37175.98787358 1
396 0 -47997.16820637 0
397 0 -41278.47294406 0
398 0 -47951.53713730 0
399 1 35708.14946081 1
400 0 -48612.24198303 0
401 1 45053.87129444 1
402 1 22449.03387329 1
403 0 -34764.58344987 0
404 1 30824.69347051 1
405 1 47151.31471357 1
406 0 -36818.17694600 0
407 0 -28219.71776063 0
408 0 -32040.06288091 0
409 1 38641.33944958 1
410 1 38833.82432474 1
411 0 -42251.26321989 0
